"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
51	1	"4 e8+3 f5+8(g2+su(2))"	51	223	0	1	1	0	0	0	0	0	"{s1:1→1 / s2:51→1, s1:51→1 / s2:1→1}"	""
51	1	"4 e8+3 f5+8(g2+su(2))"	51	250	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:51→1, s1:51→1 / s2:1→1}"	"{s2:52→1, s2:52→1}"
51	1	"4 e8+3 f5+8(g2+su(2))"	52	179	0	0	1	1	0	0	0	0	"{s1:1→1 / s2:51→1, s1:51→1 / s2:1→1}"	""
51	1	"4 e8+3 f5+8(g2+su(2))"	52	199	0	1	0	1	0	0	0	0	"{s1:1→1 / s2:51→1, s1:51→1 / s2:1→1}"	""
51	1	"4 e8+3 f5+8(g2+su(2))"	52	203	0	0	2	0	0	0	0	0	"s1:51→1 / s2:1→1"	""
51	1	"4 e8+3 f5+8(g2+su(2))"	53	155	0	0	0	2	0	0	0	0	"s1:51→1 / s2:1→1"	""
51	2	"3 e8+e7+4 f5+8(g2+su(2))"	51	235	0	1	0	0	1	0	0	0	"s1:1→1"	"s2:51→1"
51	2	"3 e8+e7+4 f5+8(g2+su(2))"	52	208	0	1	0	0	0	1	0	0	"s1:1→1"	"s2:51→1"
51	2	"3 e8+e7+4 f5+8(g2+su(2))"	53	180	0	1	0	0	0	0	1	0	"s1:1→1"	"s2:51→1"
51	2	"3 e8+e7+4 f5+8(g2+su(2))"	56	65	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:51→1"
51	3	"4 e8+3 f5+su(3)+8(g2+su(2))"	51	222	1	0	1	0	0	0	0	0	"s1:1→1"	"s2:51→1"
51	3	"4 e8+3 f5+su(3)+8(g2+su(2))"	52	198	1	0	0	1	0	0	0	0	"s1:1→1"	"s2:51→1"
51	4	"4 e8+4 f5+su(3)+7(g2+su(2))"	55	179	1	0	1	0	0	0	0	0	"s1:51→1"	"s2:50→1"
51	4	"4 e8+4 f5+su(3)+7(g2+su(2))"	56	155	1	0	0	1	0	0	0	0	"s1:51→1"	"s2:50→1"
51	4	"4 e8+4 f5+su(3)+7(g2+su(2))"	56	172	0	1	1	0	0	0	0	0	"s1:51→1 / s2:51→1"	""
51	4	"4 e8+4 f5+su(3)+7(g2+su(2))"	56	179	1	0	1	0	0	0	0	0	"s1:51→1 / s2:51→1"	"s2:50→1"
51	5	"4 e8+4 f5+8(g2+su(2))"	52	147	0	1	0	1	0	0	0	0	"{s1:1→1 / s2:49→1, s1:1→1 / s2:51→1}"	""
51	5	"4 e8+4 f5+8(g2+su(2))"	52	171	0	1	1	0	0	0	0	0	"{s1:1→1 / s2:49→1, s1:1→1 / s2:51→1}"	""
51	5	"4 e8+4 f5+8(g2+su(2))"	52	191	0	2	0	0	0	0	0	0	"{s1:49→1 / s2:1→1, s1:51→1 / s2:1→1}"	""
51	5	"4 e8+4 f5+8(g2+su(2))"	53	198	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:49→1, s1:1→1 / s2:51→1, s1:49→1 / s2:1→1, s1:51→1 / s2:1→1}"	"{s2:52→1, s2:52→1, s2:52→1, s2:52→1}"
51	5	"4 e8+4 f5+8(g2+su(2))"	54	191	0	2	0	0	0	0	0	0	"{s1:1→1, 51→1 / s2:1→1, 49→1, s1:1→1 / s2:1→1, 49→1, 51→1, s1:49→1 / s2:1→1, 51→1, s1:51→1 / s2:1→1, 49→1}"	""
51	5	"4 e8+4 f5+8(g2+su(2))"	55	171	0	1	1	0	0	0	0	0	"s1:1→1 / s2:49→1, 51→1"	""
51	5	"4 e8+4 f5+8(g2+su(2))"	56	147	0	1	0	1	0	0	0	0	"s1:1→1 / s2:49→1, 51→1"	""
51	9	"4 e8+4 f5+su(3)+7(g2+su(2))"	52	121	0	1	0	0	1	0	0	0	"s1:51→1"	"s2:1→1"
51	9	"4 e8+4 f5+su(3)+7(g2+su(2))"	52	147	0	1	0	1	0	0	0	0	"s1:51→1"	"s2:1→1"
51	9	"4 e8+4 f5+su(3)+7(g2+su(2))"	52	171	0	1	1	0	0	0	0	0	"s1:51→1"	"s2:1→1"
51	9	"4 e8+4 f5+su(3)+7(g2+su(2))"	52	191	0	2	0	0	0	0	0	0	"s1:51→1"	"s2:1→1"
51	9	"4 e8+4 f5+su(3)+7(g2+su(2))"	52	198	1	1	0	0	0	0	0	0	""	"s1:1→1 / s2:50→1"
51	9	"4 e8+4 f5+su(3)+7(g2+su(2))"	55	179	1	0	1	0	0	0	0	0	"s1:51→1"	"s2:50→1"
51	9	"4 e8+4 f5+su(3)+7(g2+su(2))"	56	155	1	0	0	1	0	0	0	0	"s1:51→1"	"s2:50→1"
51	9	"4 e8+4 f5+su(3)+7(g2+su(2))"	56	172	0	1	1	0	0	0	0	0	"s1:51→1 / s2:51→1"	""
51	9	"4 e8+4 f5+su(3)+7(g2+su(2))"	56	179	1	0	1	0	0	0	0	0	"s1:51→1 / s2:51→1"	"s2:50→1"
51	11	"3 e8+e7+4 f5+8(g2+su(2))"	51	235	0	1	0	0	1	0	0	0	"s1:1→1"	"s2:51→1"
51	11	"3 e8+e7+4 f5+8(g2+su(2))"	52	208	0	1	0	0	0	1	0	0	"s1:1→1"	"s2:51→1"
