"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
63	1	104	272	1	2	0	0	0	0	0	0	"{s1:1→1 / s2:1→1, 63→1 / s3:63→1, s1:63→1 / s2:1→1, 63→1 / s3:1→1}"	"{s3:64→1, s3:64→1}"
63	1	151	272	1	2	0	0	0	0	0	0	"{s1:1→1 / s2:1→1, 63→3 / s3:63→1, s1:63→1 / s2:1→3, 63→1 / s3:1→1}"	"{s3:64→1, s3:64→1}"
63	2	131	257	0	2	0	0	1	0	0	0	"s1:1→1 / s3:1→1"	"s2:63→1"
63	3	128	270	2	1	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→2, 62→1"	"s2:63→1 / s3:63→1"
63	3	133	250	2	0	1	0	0	0	0	0	"s1:1→1 / s3:1→1"	"s2:63→1 / s3:63→1"
63	8	125	257	0	2	0	0	1	0	0	0	"s1:1→1 / s3:1→1"	"s2:63→1"
63	9	115	257	0	2	0	0	1	0	0	0	"s1:1→1 / s3:1→1"	"s2:63→1"
63	10	67	180	1	0	1	0	0	0	1	0	"s1:1→1 / s2:63→1"	"s3:62→1"
63	10	105	261	1	0	1	1	0	0	0	0	"s1:1→1 / s2:63→1 / s3:1→3"	"s3:62→1"
63	10	124	256	1	1	0	0	1	0	0	0	"s1:1→1 / s2:63→1 / s3:1→1, 63→1"	"s3:65→1"
63	11	67	173	0	1	1	0	0	0	1	0	"s1:63→1 / s2:1→1 / s3:1→1"	""
63	11	67	180	1	0	1	0	0	0	1	0	"{s1:63→1 / s2:1→1, s1:63→1 / s2:1→1 / s3:1→1}"	"{s3:2→1, s3:2→1}"
63	11	67	184	1	0	0	1	0	1	0	0	"s1:63→1 / s2:1→1"	"s3:2→1"
63	11	68	156	1	0	0	1	0	0	1	0	"s1:63→1 / s2:1→1"	"s3:2→1"
63	11	107	261	1	0	1	1	0	0	0	0	"s1:63→1 / s2:1→1 / s3:1→1, 63→2"	"s3:2→1"
63	11	110	255	1	1	0	0	1	0	0	0	"s1:63→1 / s2:1→1 / s3:1→1, 63→1"	"s3:65→1"
63	11	114	237	1	0	0	2	0	0	0	0	"s1:63→1 / s2:1→1"	"s3:2→1"
63	11	114	261	1	0	1	1	0	0	0	0	"s1:63→1 / s2:1→1"	"s3:2→1"
63	11	116	254	0	1	1	1	0	0	0	0	"s1:63→1 / s2:1→1 / s3:1→1"	""
63	11	118	261	1	0	1	1	0	0	0	0	"s1:63→1 / s2:1→1 / s3:1→1"	"s3:2→1"
63	11	119	261	1	0	1	1	0	0	0	0	"s1:63→1 / s2:1→1 / s3:63→1"	"s3:2→1"
63	11	139	255	1	1	0	0	1	0	0	0	"s1:63→1 / s2:1→2 / s3:1→4, 63→1"	"s3:2→1"
63	11	144	261	1	0	1	1	0	0	0	0	"s1:63→1 / s2:1→1 / s3:1→1, 63→3"	"s3:2→1"
63	11	174	261	1	0	1	1	0	0	0	0	"s1:63→1 / s2:1→1 / s3:63→2"	"s3:2→1"
63	11	192	261	1	0	1	1	0	0	0	0	"s1:63→1 / s2:1→1 / s3:63→3"	"s3:2→1"
63	12	66	192	0	2	1	0	0	0	0	0	"s1:63→1 / s2:63→1"	"s3:1→1"
63	14	116	255	1	1	1	0	0	0	0	0	"s1:1→1 / s2:63→1"	"s3:60→1"
63	14	124	255	1	1	1	0	0	0	0	0	"s1:1→1 / s2:63→1 / s3:1→1"	"s3:65→1"
63	14	148	254	1	1	1	0	0	0	0	0	"s1:1→1 / s2:63→1"	"s3:2→1"
63	14	150	268	0	3	0	0	0	0	0	0	"s1:63→1 / s2:1→1 / s3:1→1"	""
63	14	152	268	0	3	0	0	0	0	0	0	"s1:63→1 / s2:1→1 / s3:1→2"	""
63	18	120	250	0	3	0	0	0	0	0	0	"s2:2→1 / s3:1→1"	"s1:63→1"
63	19	178	243	1	2	0	0	0	0	0	0	""	"s1:4→1 / s2:1→1 / s3:63→1"
63	29	114	250	0	3	0	0	0	0	0	0	"s2:2→1 / s3:1→1"	"s1:63→1"
63	30	104	250	0	3	0	0	0	0	0	0	"s2:2→1 / s3:1→1"	"s1:63→1"
63	44	66	192	1	2	0	0	0	0	0	0	"s1:1→1 / s2:1→2"	"s3:2→1"
63	44	67	185	0	3	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1"	""
63	45	133	271	0	2	1	0	0	0	0	0	"{s1:1→1 / s2:63→1 / s3:1→1, 63→3, s1:63→1 / s2:1→1 / s3:1→3, 63→1}"	""
63	45	141	251	0	1	2	0	0	0	0	0	"{s1:63→1 / s2:1→1 / s3:1→1, s1:63→1 / s2:1→1 / s3:63→1}"	""
63	45	141	271	0	2	1	0	0	0	0	0	"{s1:1→1 / s2:63→1 / s3:63→1, s1:63→1 / s2:1→1 / s3:1→1}"	""
