"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
63	1	65	209	0	0	1	1	0	0	0	0	"s1:1→1 / s2:63→1"	""
63	1	65	229	0	1	0	1	0	0	0	0	"s1:1→1 / s2:63→1"	""
63	1	65	233	0	0	2	0	0	0	0	0	"s1:63→1 / s2:1→1"	""
63	1	65	273	0	2	0	0	0	0	0	0	"{s1:1→1, 63→1 / s2:1→1, 63→1, s1:1→1, 63→1 / s2:1→1, 63→2, s1:1→1, 63→1 / s2:1→2, 63→2, s1:63→1 / s2:1→1, 63→1, s1:63→1 / s2:1→2, 63→2, s1:63→1 / s2:1→3, 63→2}"	""
63	1	66	185	0	0	0	2	0	0	0	0	"s1:63→1 / s2:1→1"	""
63	1	66	273	0	2	0	0	0	0	0	0	"s1:63→1 / s2:1→1, 63→2"	""
63	1	69	273	0	2	0	0	0	0	0	0	"s1:63→1 / s2:63→1"	""
63	1	70	273	0	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1"	""
63	1	72	273	0	2	0	0	0	0	0	0	"s1:63→1 / s2:63→2"	""
63	2	65	210	0	1	0	0	0	0	1	0	"s1:1→1"	"s2:63→1"
63	2	65	238	0	1	0	0	0	1	0	0	"s1:1→1"	"s2:63→1"
63	2	69	95	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:63→1"
63	2	72	266	0	1	0	0	1	0	0	0	"s1:1→1 / s2:1→1"	""
63	3	65	265	0	2	0	0	0	0	0	0	"s1:1→1 / s2:1→2, 62→1"	""
63	3	65	272	1	1	0	0	0	0	0	0	"{s1:1→1, 62→1 / s2:1→1, s1:1→1 / s2:1→1, s1:1→1 / s2:1→2, 62→1, s1:1→1 / s2:1→2, 62→1, s1:1→1 / s2:1→3, 62→1, s1:1→1 / s2:1→3, 62→1, s1:1→1 / s2:1→3, 62→2, s1:1→1 / s2:1→4, 62→1, s1:1→2, 62→1, s1:1→2, 62→1 / s2:1→1, s1:1→3, 62→1, s1:1→3, 62→1 / s2:1→1}"	"{s2:63→1, s2:63→1, s2:63→1, s2:64→1, s2:63→1, s2:64→1, s2:64→1, s2:63→1, s2:63→1, s2:63→1, s2:63→1, s2:63→1}"
63	3	66	252	1	0	1	0	0	0	0	0	"s1:1→1 / s2:1→1"	"s2:63→1"
63	3	66	272	1	1	0	0	0	0	0	0	"{s1:1→1, 62→1, s1:1→1 / s2:1→2, s1:1→1 / s2:1→4, 62→1}"	"{s2:63→1, s2:63→1, s2:64→1}"
63	3	67	228	1	0	0	1	0	0	0	0	"s1:1→1"	"s2:63→1"
63	3	67	272	1	1	0	0	0	0	0	0	"s1:1→1 / s2:1→3"	"s2:63→1"
63	3	68	272	1	1	0	0	0	0	0	0	"s1:1→1 / s2:1→4"	"s2:63→1"
63	3	69	272	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:1→5, s1:62→1}"	"{s2:63→1, s2:63→1}"
63	3	70	265	0	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1"	""
63	3	70	272	1	1	0	0	0	0	0	0	"s1:1→1 / s2:1→1"	"s2:64→1"
63	3	71	272	1	1	0	0	0	0	0	0	"s1:1→2 / s2:1→4"	"s2:63→1"
63	3	72	265	0	2	0	0	0	0	0	0	"s1:1→1 / s2:1→2"	""
63	3	72	272	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:1→2, s1:1→1 / s2:1→3, s1:1→1 / s2:1→4, s1:1→1 / s2:1→5, s1:1→2 / s2:1→3}"	"{s2:64→1, s2:64→1, s2:64→1, s2:64→1, s2:63→1}"
63	3	80	272	1	1	0	0	0	0	0	0	"s1:1→2 / s2:1→2"	"s2:63→1"
63	4	65	250	1	0	1	0	0	0	0	0	"s1:1→1 / s2:1→1"	"s2:62→1"
63	4	65	270	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:1→1, s1:1→1 / s2:1→2, s1:1→1 / s2:1→4, 61→1}"	"{s2:62→1, s2:62→1, s2:62→1}"
63	4	65	271	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:1→2, 61→1, s1:1→1 / s2:1→3, 61→1, s1:1→1 / s2:1→4, 61→1}"	"{s2:64→1, s2:64→1, s2:64→1}"
63	4	66	270	1	1	0	0	0	0	0	0	"s1:1→1 / s2:1→3"	"s2:62→1"
63	4	67	270	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:1→4, s1:1→1 / s2:1→5}"	"{s2:62→1, s2:62→1}"
63	4	69	264	0	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1"	""
63	4	70	271	1	1	0	0	0	0	0	0	"s1:1→1 / s2:1→1"	"s2:64→1"
63	4	72	264	0	2	0	0	0	0	0	0	"s1:1→1 / s2:1→2"	""
63	4	72	271	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:1→2, s1:1→1 / s2:1→3, s1:1→1 / s2:1→4, s1:1→1 / s2:1→5}"	"{s2:64→1, s2:64→1, s2:64→1, s2:64→1}"
