"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"	"LST gauge algebra"
28	19	33	168	1	1	0	0	0	1	0	0	"{s1:1→1 / s2:28→1 / s3:1→1, 28→1, s1:1→1 / s2:28→1 / s3:1→1, 28→3, s1:1→1 / s2:28→1 / s3:1→1, 28→4}"	"{s3:30→1, s3:30→1, s3:30→1}"	"e8+e7+2 f5+5(g2+su(2))"
28	19	33	174	1	0	1	0	1	0	0	0	"s1:1→1 / s2:28→1 / s3:1→1"	"s3:27→1"	"e8+e7+2 f5+5(g2+su(2))"
28	19	34	119	1	0	1	0	0	0	1	0	"s1:1→1 / s2:28→1"	"s3:27→1"	"e8+e7+2 f5+5(g2+su(2))"
28	19	34	133	0	2	0	0	0	0	1	0	"s1:1→1 / s2:28→1 / s3:28→1"	""	"e8+e7+2 f5+5(g2+su(2))"
28	19	34	139	1	1	0	0	0	0	1	0	"s1:1→1 / s2:28→1 / s3:28→1"	"s3:27→1"	"e8+e7+2 f5+5(g2+su(2))"
28	19	34	140	1	1	0	0	0	0	1	0	"s1:1→1 / s2:28→1 / s3:1→1, 28→1"	"s3:30→1"	"e8+e7+2 f5+5(g2+su(2))"
28	19	34	147	1	0	1	0	0	1	0	0	"s1:1→1 / s2:28→1 / s3:1→1"	"s3:27→1"	"e8+e7+2 f5+5(g2+su(2))"
28	19	35	119	1	0	1	0	0	0	1	0	"s1:1→1 / s2:28→1 / s3:1→1"	"s3:27→1"	"e8+e7+2 f5+5(g2+su(2))"
28	19	35	139	1	1	0	0	0	0	1	0	"{s1:1→1 / s2:28→1 / s3:28→2, s1:1→1 / s2:28→2}"	"{s3:27→1, s3:27→1}"	"e8+e7+2 f5+5(g2+su(2))"
28	19	35	140	1	1	0	0	0	0	1	0	"s1:1→1 / s2:28→1 / s3:28→1"	"s3:30→1"	"e8+e7+2 f5+5(g2+su(2))"
28	19	35	161	0	2	0	0	0	1	0	0	"s1:1→1 / s2:28→1 / s3:28→1"	""	"e8+e7+2 f5+5(g2+su(2))"
28	19	36	139	1	1	0	0	0	0	1	0	"{s1:1→1 / s2:28→1 / s3:28→3, s1:1→1 / s2:28→1 / s3:28→4, s1:1→1 / s2:28→1 / s3:28→5, s1:1→1 / s2:28→2 / s3:28→1}"	"{s3:27→1, s3:27→1, s3:27→1, s3:27→1}"	"e8+e7+2 f5+5(g2+su(2))"
28	19	37	18	0	2	0	0	0	0	0	1	"s1:1→1 / s2:28→1 / s3:28→1"	""	"e8+e7+2 f5+5(g2+su(2))"
28	19	37	24	1	1	0	0	0	0	0	1	"{s1:1→1 / s2:28→1, s1:1→1 / s2:28→1 / s3:28→1, s1:1→1 / s2:28→1 / s3:28→2, s1:1→1 / s2:28→1 / s3:28→3, s1:1→1 / s2:28→1 / s3:28→4, s1:1→1 / s2:28→1 / s3:28→5, s1:1→1 / s2:28→2, s1:1→1 / s2:28→2 / s3:28→1}"	"{s3:27→1, s3:27→1, s3:27→1, s3:27→1, s3:27→1, s3:27→1, s3:27→1, s3:27→1}"	"e8+e7+2 f5+5(g2+su(2))"
28	19	37	25	1	1	0	0	0	0	0	1	"s1:1→1 / s2:28→1 / s3:28→1"	"s3:30→1"	"e8+e7+2 f5+5(g2+su(2))"
28	19	37	133	0	2	0	0	0	0	1	0	"s1:1→1 / s2:28→1 / s3:28→2"	""	"e8+e7+2 f5+5(g2+su(2))"
28	19	37	140	1	1	0	0	0	0	1	0	"{s1:1→1 / s2:28→1 / s3:28→2, s1:1→1 / s2:28→1 / s3:28→3}"	"{s3:30→1, s3:30→1}"	"e8+e7+2 f5+5(g2+su(2))"
28	19	38	4	1	0	1	0	0	0	0	1	"s1:1→1 / s2:28→1"	"s3:27→1"	"e8+e7+2 f5+5(g2+su(2))"
28	19	38	18	0	2	0	0	0	0	0	1	"s1:1→1 / s2:28→1 / s3:28→2"	""	"e8+e7+2 f5+5(g2+su(2))"
28	19	38	24	1	1	0	0	0	0	0	1	"s1:1→1 / s2:28→3"	"s3:27→1"	"e8+e7+2 f5+5(g2+su(2))"
28	19	38	25	1	1	0	0	0	0	0	1	"{s1:1→1 / s2:28→1 / s3:28→2, s1:1→1 / s2:28→1 / s3:28→3, s1:1→1 / s2:28→1 / s3:28→4, s1:1→1 / s2:28→1 / s3:28→5}"	"{s3:30→1, s3:30→1, s3:30→1, s3:30→1}"	"e8+e7+2 f5+5(g2+su(2))"
28	19	38	139	1	1	0	0	0	0	1	0	"s1:1→1 / s2:28→3"	"s3:27→1"	"e8+e7+2 f5+5(g2+su(2))"
28	19	38	140	1	1	0	0	0	0	1	0	"{s1:1→1 / s2:28→1 / s3:28→4, s1:1→1 / s2:28→1 / s3:28→5}"	"{s3:30→1, s3:30→1}"	"e8+e7+2 f5+5(g2+su(2))"
28	19	49	139	1	1	0	0	0	0	1	0	"s1:1→1 / s2:28→1 / s3:1→1"	"s3:27→1"	"e8+e7+2 f5+5(g2+su(2))"
28	19	57	144	0	1	0	1	1	0	0	0	"s1:1→1 / s2:28→1 / s3:1→1"	""	"e8+e7+2 f5+5(g2+su(2))"
28	20	34	131	0	2	0	0	0	0	1	0	"{s1:1→1 / s2:28→1 / s3:28→1, s1:28→1 / s2:1→1 / s3:1→1}"	""	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	34	138	1	1	0	0	0	0	1	0	"s1:28→1 / s2:1→1 / s3:1→1"	"s3:30→1"	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	34	159	0	2	0	0	0	1	0	0	"{s1:1→1 / s2:28→1 / s3:28→1, s1:28→1 / s2:1→1 / s3:1→1}"	""	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	35	111	0	1	1	0	0	0	1	0	"{s1:1→1 / s2:28→1 / s3:28→1, s1:28→1 / s2:1→1 / s3:1→1}"	""	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	35	131	0	2	0	0	0	0	1	0	"{s1:28→1 / s2:1→1 / s3:1→2, s1:28→1 / s2:1→1 / s3:1→3, s1:28→1 / s2:1→2 / s3:1→2}"	""	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	35	138	1	1	0	0	0	0	1	0	"{s1:1→1 / s2:28→1 / s3:28→1, s1:1→1 / s2:28→1 / s3:28→2, s1:28→1 / s2:1→1 / s3:1→2, s1:28→1 / s2:1→1 / s3:1→3, s1:28→1 / s2:1→1 / s3:1→4, s1:28→1 / s2:1→1 / s3:1→5, s1:28→1 / s2:1→2 / s3:1→1, s1:28→1 / s2:1→2 / s3:1→2, s1:28→1 / s2:1→2 / s3:1→3, s1:28→1 / s2:1→2 / s3:1→4, s1:28→1 / s2:1→2 / s3:1→5, s1:28→1 / s2:1→3 / s3:1→1}"	"{s3:30→1, s3:30→1, s3:30→1, s3:30→1, s3:30→1, s3:30→1, s3:30→1, s3:30→1, s3:30→1, s3:30→1, s3:30→1, s3:30→1}"	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	35	139	0	1	1	0	0	1	0	0	"{s1:1→1 / s2:28→1 / s3:28→1, s1:28→1 / s2:1→1 / s3:1→1}"	""	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	36	131	0	2	0	0	0	0	1	0	"{s1:1→1 / s2:28→1 / s3:28→2, s1:1→1 / s2:28→1 / s3:28→3, s1:1→1 / s2:28→1 / s3:28→4, s1:1→1 / s2:28→1 / s3:28→5, s1:1→1 / s2:28→2 / s3:28→2, s1:28→1 / s2:1→1 / s3:1→4, s1:28→1 / s2:1→1 / s3:1→5}"	""	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	36	138	1	1	0	0	0	0	1	0	"{s1:1→1 / s2:28→1 / s3:28→3, s1:1→1 / s2:28→1 / s3:28→4, s1:1→1 / s2:28→1 / s3:28→5, s1:1→1 / s2:28→2 / s3:28→1, s1:1→1 / s2:28→2 / s3:28→2, s1:1→1 / s2:28→2 / s3:28→3, s1:1→1 / s2:28→2 / s3:28→4, s1:1→1 / s2:28→2 / s3:28→5, s1:1→1 / s2:28→3 / s3:28→1}"	"{s3:30→1, s3:30→1, s3:30→1, s3:30→1, s3:30→1, s3:30→1, s3:30→1, s3:30→1, s3:30→1}"	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	36	166	1	1	0	0	0	1	0	0	"s1:28→1 / s2:1→1 / s3:1→1"	"s3:30→1"	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	37	159	0	2	0	0	0	1	0	0	"s1:28→1 / s2:1→1 / s3:1→2"	""	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	39	159	0	2	0	0	0	1	0	0	"{s1:28→1 / s2:1→1 / s3:1→3, s1:28→1 / s2:1→1 / s3:1→4, s1:28→1 / s2:1→2 / s3:1→2}"	""	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	40	159	0	2	0	0	0	1	0	0	"{s1:1→1 / s2:28→1 / s3:28→2, s1:28→1 / s2:1→1 / s3:1→5}"	""	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	40	166	0	1	1	0	1	0	0	0	"s1:28→1 / s2:1→1 / s3:1→1"	""	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	40	166	1	1	0	0	0	1	0	0	"{s1:28→1 / s2:1→1 / s3:1→5, s1:28→1 / s2:1→2 / s3:1→4, s1:28→1 / s2:1→2 / s3:1→5}"	"{s3:30→1, s3:30→1, s3:30→1}"	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	42	159	0	2	0	0	0	1	0	0	"s1:1→1 / s2:28→2 / s3:28→2"	""	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	43	159	0	2	0	0	0	1	0	0	"s1:1→1 / s2:28→1 / s3:28→3"	""	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	20	44	159	0	2	0	0	0	1	0	0	"s1:1→1 / s2:28→1 / s3:28→4"	""	"e8+e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"
28	23	31	192	1	1	1	0	0	0	0	0	"s1:1→1 / s2:28→1 / s3:1→1"	"s3:25→1"	"e8+e7+3 f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"
28	23	32	168	1	1	0	1	0	0	0	0	"s1:1→1 / s2:28→1 / s3:1→1"	"s3:25→1"	"e8+e7+3 f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"
28	23	33	142	1	1	0	0	1	0	0	0	"{s1:1→1 / s2:28→1, s1:1→1 / s2:28→1 / s3:1→1}"	"{s3:25→1, s3:25→1}"	"e8+e7+3 f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"
28	23	33	168	1	1	0	1	0	0	0	0	"s1:1→1 / s2:28→1 / s3:1→2"	"s3:25→1"	"e8+e7+3 f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"
28	23	34	115	1	1	0	0	0	1	0	0	"s1:1→1 / s2:28→1"	"s3:25→1"	"e8+e7+3 f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"
28	23	34	168	1	1	0	1	0	0	0	0	"s1:1→1 / s2:28→1"	"s3:25→1"	"e8+e7+3 f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"
28	23	35	87	1	1	0	0	0	0	1	0	"s1:1→1 / s2:28→1"	"s3:25→1"	"e8+e7+3 f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"
28	23	36	168	1	1	0	1	0	0	0	0	"s1:1→1 / s2:28→1 / s3:1→3"	"s3:25→1"	"e8+e7+3 f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"
28	23	45	142	1	1	0	0	1	0	0	0	"s1:1→1 / s2:28→1 / s3:1→1"	"s3:30→1"	"e8+e7+3 f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"
28	25	38	143	1	1	0	0	1	0	0	0	"s1:28→1 / s2:1→1 / s3:28→1"	"s3:30→1"	"e8+e7+3 f5+5(g2+su(2))"
28	28	32	163	1	1	1	0	0	0	0	0	"{s1:1→1 / s2:28→1 / s3:1→1, 26→1, s1:28→1 / s2:1→1 / s3:1→2, 26→1}"	"{s3:30→1, s3:30→1}"	"2 e8+f5+so(8)+4(g2+su(2))"
28	28	32	176	0	3	0	0	0	0	0	0	"s1:28→1 / s2:1→1 / s3:1→1, 28→1"	""	"2 e8+f5+so(8)+4(g2+su(2))"
28	28	32	183	1	2	0	0	0	0	0	0	"{s1:1→1 / s2:1→1, 28→1 / s3:28→1, s1:1→1 / s2:1→1, 28→1 / s3:28→1, s1:28→1 / s2:1→1 / s3:1→1, 26→1, s1:28→1 / s2:1→1 / s3:1→1, 26→1, s1:28→1 / s2:1→1 / s3:1→1, 26→1, 28→1, s1:28→1 / s2:1→1 / s3:1→1, 28→1, s1:28→1 / s2:1→1 / s3:1→1, 28→1, s1:28→1 / s2:1→1 / s3:1→2, 26→1, s1:28→1 / s2:1→1 / s3:1→2, 26→1, s1:28→1 / s2:1→1 / s3:1→2, 26→1, 28→1, s1:28→1 / s2:1→1 / s3:1→2, 26→1, 28→1, s1:28→1 / s2:1→1 / s3:1→2, 26→1, 28→2, s1:28→1 / s2:1→1 / s3:1→2, 28→2, s1:28→1 / s2:1→1 / s3:1→2, 28→3, s1:28→1 / s2:1→1 / s3:1→3, 26→1, s1:28→1 / s2:1→1 / s3:1→3, 26→1, 28→1, s1:28→1 / s2:1→1 / s3:1→3, 26→1, 28→1}"	"{s3:29→1, s3:30→1, s3:29→1, s3:30→1, s3:30→1, s3:29→1, s3:30→1, s3:29→1, s3:30→1, s3:29→1, s3:30→1, s3:30→1, s3:30→1, s3:30→1, s3:29→1, s3:29→1, s3:30→1}"	"2 e8+f5+so(8)+4(g2+su(2))"
28	28	33	163	1	1	1	0	0	0	0	0	"{s1:1→1 / s2:28→1 / s3:1→1, 26→1, 28→1, s1:1→1 / s2:28→1 / s3:1→1, 28→1, s1:28→1 / s2:1→1 / s3:1→1, 26→1, s1:28→1 / s2:1→1 / s3:1→3, 26→1, s1:28→1 / s2:1→1 / s3:1→4, 26→1}"	"{s3:30→1, s3:30→1, s3:30→1, s3:30→1, s3:30→1}"	"2 e8+f5+so(8)+4(g2+su(2))"
28	28	34	132	0	2	0	1	0	0	0	0	"s1:1→1 / s2:28→1 / s3:28→1"	""	"2 e8+f5+so(8)+4(g2+su(2))"
28	28	34	139	1	1	0	1	0	0	0	0	"{s1:1→1 / s2:28→1 / s3:26→1, s1:1→1 / s2:28→1 / s3:26→1, 28→1}"	"{s3:30→1, s3:30→1}"	"2 e8+f5+so(8)+4(g2+su(2))"
28	28	34	176	0	3	0	0	0	0	0	0	"s1:28→1 / s2:1→1 / s3:1→2, 28→1"	""	"2 e8+f5+so(8)+4(g2+su(2))"
28	28	35	139	1	1	0	1	0	0	0	0	"s1:1→1 / s2:28→1 / s3:28→1"	"s3:30→1"	"2 e8+f5+so(8)+4(g2+su(2))"
28	28	35	156	0	2	1	0	0	0	0	0	"{s1:1→1 / s2:28→1 / s3:28→1, s1:28→1 / s2:1→1 / s3:1→1}"	""	"2 e8+f5+so(8)+4(g2+su(2))"
28	28	35	163	1	1	1	0	0	0	0	0	"s1:1→1 / s2:28→1 / s3:26→1"	"s3:30→1"	"2 e8+f5+so(8)+4(g2+su(2))"
28	28	36	163	1	1	1	0	0	0	0	0	"{s1:1→1 / s2:28→1 / s3:1→1, s1:1→1 / s2:28→1 / s3:26→1, 28→1}"	"{s3:30→1, s3:30→1}"	"2 e8+f5+so(8)+4(g2+su(2))"
28	32	32	161	2	0	1	0	0	0	0	0	"{s1:1→1, s1:1→1 / s3:1→1, 25→1}"	"{s2:28→1 / s3:28→1, s2:28→1 / s3:28→1}"	"2 e8+f5+so(8)+su(3)+4(g2+su(2))"
28	32	32	181	2	1	0	0	0	0	0	0	"{s1:1→1 / s2:1→1 / s3:1→1, s1:1→1 / s2:1→1 / s3:1→3, 25→1, s1:1→1 / s2:1→1 / s3:1→4, 25→1, s1:1→1 / s3:1→1, s1:1→1 / s3:1→2, 25→1, s1:1→1 / s3:1→3, 25→1, s1:1→1 / s3:1→4, 25→1}"	"{s2:28→1 / s3:28→1, s2:28→1 / s3:28→1, s2:28→1 / s3:28→1, s2:28→1 / s3:28→1, s2:28→1 / s3:28→1, s2:28→1 / s3:28→1, s2:28→1 / s3:28→1}"	"2 e8+f5+so(8)+su(3)+4(g2+su(2))"
28	32	32	182	2	1	0	0	0	0	0	0	"{s1:1→1 / s2:1→1 / s3:1→1, 27→1, s1:1→1 / s3:1→1, 25→1, s1:1→1 / s3:1→1, 27→1, s1:1→1 / s3:1→2, 25→1, s1:1→1 / s3:1→2, 25→1, 27→1, s1:1→1 / s3:1→2, 27→1, s1:1→1 / s3:1→3, 25→1, s1:1→1 / s3:1→3, 25→1, 27→1}"	"{s2:28→1 / s3:29→1, s2:28→1 / s3:29→1, s2:28→1 / s3:29→1, s2:28→1 / s3:29→1, s2:28→1 / s3:29→1, s2:28→1 / s3:29→1, s2:28→1 / s3:29→1, s2:28→1 / s3:29→1}"	"2 e8+f5+so(8)+su(3)+4(g2+su(2))"
28	32	33	137	2	0	0	1	0	0	0	0	"{s1:1→1, s1:1→1 / s3:25→1}"	"{s2:28→1 / s3:28→1, s2:28→1 / s3:28→1}"	"2 e8+f5+so(8)+su(3)+4(g2+su(2))"
28	32	33	161	2	0	1	0	0	0	0	0	"s1:1→1 / s3:1→1"	"s2:28→1 / s3:28→1"	"2 e8+f5+so(8)+su(3)+4(g2+su(2))"
28	32	34	161	2	0	1	0	0	0	0	0	"s1:1→1 / s3:25→1"	"s2:28→1 / s3:28→1"	"2 e8+f5+so(8)+su(3)+4(g2+su(2))"
28	32	34	175	1	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1"	"s3:28→1"	"2 e8+f5+so(8)+su(3)+4(g2+su(2))"
28	34	32	167	1	2	0	0	0	0	0	0	"s1:28→1 / s2:26→1 / s3:2→1"	"s3:30→1"	"e8+e7+e7'+2 f5+3(g2+su(2))+so(7)+2 su(2)"
28	40	40	161	0	2	1	0	0	0	0	0	"s1:28→1 / s2:28→1"	"s3:1→1"	"e8+2 e7+f5+2(g2+su(2))+2(so(7)+2 su(2))"
28	41	32	175	1	2	0	0	0	0	0	0	"s1:28→1 / s2:2→1, 28→1"	"s3:1→1"	"2 e8+f5+so(8)+su(3)+4(g2+su(2))"
