"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
28	5	"2 e8+2 f5+su(3)+3(g2+su(2))"	"2 e8+2 f5+4(g2+su(2))"	33	176	1	0	0	0	0	0	0	0	5
28	5	"2 e8+2 f5+su(3)+3(g2+su(2))"	"2 e8+2 f5+5(g2+su(2))"	34	167	1	1	0	0	0	0	0	0	2
28	5	"2 e8+2 f5+su(3)+3(g2+su(2))"	"2 e8+2 f5+5(g2+su(2))"	35	167	1	1	0	0	0	0	0	0	2
28	5	"2 e8+2 f5+su(3)+3(g2+su(2))"	"2 e8+2 f5+6(g2+su(2))"	32	158	1	2	0	0	0	0	0	0	2
28	5	"2 e8+2 f5+su(3)+3(g2+su(2))"	"2 e8+2 f5+su(3)+5(g2+su(2))"	32	159	0	2	0	0	0	0	0	0	2
28	6	"2 e8+2 f5+3(g2+su(2))"	"2 e8+2 f5+5(g2+su(2))"	32	167	0	2	0	0	0	0	0	0	4
28	6	"2 e8+2 f5+3(g2+su(2))"	"2 e8+2 f5+su(3)+5(g2+su(2))"	32	159	0	3	0	0	0	0	0	0	2
28	7	"2 e8+2 f5+3(g2+su(2))"	"2 e8+2 f5+4(g2+su(2))"	28	176	0	1	0	0	0	0	0	0	2
28	7	"2 e8+2 f5+3(g2+su(2))"	"2 e8+2 f5+5(g2+su(2))"	32	167	0	2	0	0	0	0	0	0	2
28	8	"2 e8+2 f5+su(3)+3(g2+su(2))"	"2 e8+2 f5+4(g2+su(2))"	33	176	1	0	0	0	0	0	0	0	5
28	9	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+5(g2+su(2))"	32	167	0	1	0	0	0	0	0	0	3
28	9	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+5(g2+su(2))"	34	167	1	1	0	0	0	0	0	0	2
28	9	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+5(g2+su(2))"	35	167	1	1	0	0	0	0	0	0	2
28	9	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+su(3)+5(g2+su(2))"	32	159	0	2	0	0	0	0	0	0	2
28	10	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+2 su(3)+4(g2+su(2))"	34	160	0	2	0	0	0	0	0	0	2
28	10	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+2 su(3)+4(g2+su(2))"	35	160	0	2	0	0	0	0	0	0	2
28	10	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+4(g2+su(2))+so(7)+2 su(2)"	33	165	2	1	0	0	0	0	0	0	6
28	10	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+5(g2+su(2))"	31	167	1	1	0	0	0	0	0	0	2
28	10	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+5(g2+su(2))"	33	167	1	1	0	0	0	0	0	0	8
28	10	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+5(g2+su(2))"	34	167	1	1	0	0	0	0	0	0	5
28	10	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+5(g2+su(2))"	35	167	1	1	0	0	0	0	0	0	8
28	10	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+5(g2+su(2))"	36	167	1	1	0	0	0	0	0	0	2
28	10	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+su(3)+4(g2+su(2))"	28	168	0	1	0	0	0	0	0	0	2
28	10	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+su(3)+4(g2+su(2))"	33	168	0	1	0	0	0	0	0	0	2
28	10	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+su(3)+4(g2+su(2))"	35	168	0	1	0	0	0	0	0	0	4
28	10	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+su(3)+5(g2+su(2))"	36	159	1	2	0	0	0	0	0	0	2
28	10	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+su(3)+5(g2+su(2))"	40	159	1	2	0	0	0	0	0	0	4
28	10	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+su(3)+5(g2+su(2))"	41	159	1	2	0	0	0	0	0	0	2
28	11	"2 e8+2 f5+4(g2+su(2))"	"2 e8+2 f5+3(g2+su(2))+so(7)+2 su(2)"	33	174	1	0	0	0	0	0	0	0	3
