"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
88	22	"6 e8+e7+7 f5+15(g2+su(2))"	92	174	1	1	0	0	0	0	0	1
88	22	"6 e8+e7+7 f5+15(g2+su(2))"	92	175	1	1	0	0	0	0	0	1
88	22	"6 e8+e7+7 f5+15(g2+su(2))"	92	176	0	1	0	0	0	0	0	1
88	22	"6 e8+e7+7 f5+15(g2+su(2))"	92	182	1	0	0	0	0	0	0	1
