"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
110	6	112	234	1	1	0	0	0	0	0	1
110	6	112	235	0	1	0	0	0	0	0	1
