"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
82	1	"6 e8+7 f5+su(3)+13(g2+su(2))"	82	153	0	0	0	0	0	0	0	1	"s1:1→1"	""
82	1	"6 e8+7 f5+su(3)+13(g2+su(2))"	82	268	0	0	0	0	0	0	1	0	"s1:1→1"	""
82	2	"6 e8+7 f5+13(g2+su(2))"	82	161	0	0	0	0	0	0	0	1	"s1:1→1"	""
82	3	"6 e8+7 f5+13(g2+su(2))"	82	161	0	0	0	0	0	0	0	1	"s1:1→1"	""
82	4	"6 e8+7 f5+su(3)+13(g2+su(2))"	82	268	0	0	0	0	0	0	1	0	"s1:82→1"	""
82	5	"6 e8+7 f5+14(g2+su(2))"	82	152	0	0	0	0	0	0	0	1	"s1:1→1"	""
82	5	"6 e8+7 f5+14(g2+su(2))"	82	267	0	0	0	0	0	0	1	0	"s1:1→1"	""
82	6	"6 e8+8 f5+2 su(3)+12(g2+su(2))"	82	272	0	0	0	0	1	0	0	0	"s1:1→1"	""
82	7	"6 e8+8 f5+su(3)+13(g2+su(2))"	82	271	0	0	0	0	1	0	0	0	"s1:1→1"	""
82	16	"7 e8+7 f5+13(g2+su(2))"	82	153	0	1	0	0	0	0	0	0	"s1:1→1"	""
82	27	"6 e8+6 f5+2 so(8)+13(g2+su(2))"	82	157	0	0	0	0	0	0	0	1	"s1:1→1"	""
82	27	"6 e8+6 f5+2 so(8)+13(g2+su(2))"	82	272	0	0	0	0	0	0	1	0	"s1:1→1"	""
82	28	"6 e8+7 f5+so(8)+su(3)+13(g2+su(2))"	82	240	0	0	0	0	0	0	1	0	"s1:1→1"	""
82	28	"6 e8+7 f5+so(8)+su(3)+13(g2+su(2))"	82	268	0	0	0	0	0	1	0	0	"s1:1→1"	""
82	30	"6 e8+e6+6 f5+so(8)+2 su(3)+12(g2+su(2))"	82	270	0	0	0	0	1	0	0	0	"s1:82→1"	""
82	33	"7 e8+6 f5+so(8)+13(g2+su(2))"	82	157	0	0	1	0	0	0	0	0	"s1:82→1"	""
82	33	"7 e8+6 f5+so(8)+13(g2+su(2))"	82	177	0	1	0	0	0	0	0	0	"s1:82→1"	""
82	33	"7 e8+6 f5+so(8)+13(g2+su(2))"	86	177	0	1	0	0	0	0	0	0	"{s1:82→2, s1:82→3}"	""
82	48	"6 e8+e6+6 f5+so(8)+3 su(3)+12(g2+su(2))"	82	262	0	0	0	0	1	0	0	0	"s1:1→1"	""
