"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
82	1	"6 e8+7 f5+su(3)+13(g2+su(2))"	"7 e8+7 f5+14(g2+su(2))"	84	152	1	0	0	0	0	0	0	1	"s1:1→1"	"s2:82→1"
82	1	"6 e8+7 f5+su(3)+13(g2+su(2))"	"7 e8+7 f5+14(g2+su(2))"	87	152	1	0	0	0	0	0	0	1	"{s1:1→1 / s2:79→1, s1:1→1 / s2:79→2, s1:1→1 / s2:79→3, s1:1→1 / s2:79→4}"	"{s2:82→1, s2:82→1, s2:82→1, s2:82→1}"
82	1	"6 e8+7 f5+su(3)+13(g2+su(2))"	"7 e8+7 f5+2 su(3)+13(g2+su(2))"	87	145	0	1	0	0	0	0	0	1	"s1:1→1 / s2:79→1"	""
82	2	"6 e8+7 f5+13(g2+su(2))"	"7 e8+7 f5+su(3)+13(g2+su(2))"	84	153	0	1	0	0	0	0	0	1	"{s1:1→1 / s2:80→1, s1:1→1 / s2:82→1}"	""
82	2	"6 e8+7 f5+13(g2+su(2))"	"7 e8+7 f5+su(3)+13(g2+su(2))"	87	153	0	1	0	0	0	0	0	1	"s1:1→1 / s2:80→1, 82→1"	""
82	3	"6 e8+7 f5+13(g2+su(2))"	"7 e8+7 f5+14(g2+su(2))"	84	152	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:82→1"
82	3	"6 e8+7 f5+13(g2+su(2))"	"7 e8+7 f5+su(3)+13(g2+su(2))"	87	153	0	1	0	0	0	0	0	1	"s1:1→1 / s2:81→1"	""
82	4	"6 e8+7 f5+su(3)+13(g2+su(2))"	"6 e8+2 e6+7 f5+su(3)+13(g2+su(2))"	82	245	0	0	0	0	2	0	0	0	"s1:82→1 / s2:1→1"	""
82	4	"6 e8+7 f5+su(3)+13(g2+su(2))"	"6 e8+e7+7 f5+so(8)+su(3)+13(g2+su(2))"	82	240	0	0	1	0	0	0	1	0	"s1:82→1 / s2:1→1"	""
82	4	"6 e8+7 f5+su(3)+13(g2+su(2))"	"6 e8+e7'+8 f5+su(3)+13(g2+su(2))"	82	244	0	0	0	1	0	1	0	0	"s1:82→1 / s2:1→1"	""
82	4	"6 e8+7 f5+su(3)+13(g2+su(2))"	"6 e8+e7+8 f5+su(3)+13(g2+su(2))"	82	216	0	0	0	1	0	0	1	0	"s1:82→1 / s2:1→1"	""
82	4	"6 e8+7 f5+su(3)+13(g2+su(2))"	"6 e8+e7'+e6+7 f5+su(3)+13(g2+su(2))"	82	218	0	0	0	0	1	1	0	0	"s1:82→1 / s2:1→1"	""
82	4	"6 e8+7 f5+su(3)+13(g2+su(2))"	"6 e8+e7+e6+7 f5+su(3)+13(g2+su(2))"	82	190	0	0	0	0	1	0	1	0	"s1:82→1 / s2:1→1"	""
82	5	"6 e8+7 f5+14(g2+su(2))"	"7 e8+7 f5+13(g2+su(2))+so(7)+2 su(2)"	83	150	1	0	0	0	0	0	0	1	"s1:1→1"	"s2:82→1"
82	5	"6 e8+7 f5+14(g2+su(2))"	"7 e8+7 f5+13(g2+su(2))+so(7)+2 su(2)"	87	150	1	0	0	0	0	0	0	1	"{s1:1→1 / s2:80→1, s1:1→1 / s2:80→2, s1:1→1 / s2:80→3}"	"{s2:82→1, s2:82→1, s2:82→1}"
82	27	"6 e8+6 f5+2 so(8)+13(g2+su(2))"	"6 e8+e7+6 f5+3 so(8)+13(g2+su(2))"	82	244	0	0	1	0	0	0	1	0	"s1:1→1 / s2:82→1"	""
82	27	"6 e8+6 f5+2 so(8)+13(g2+su(2))"	"7 e8+6 f5+2 so(8)+su(3)+13(g2+su(2))"	84	149	0	1	0	0	0	0	0	1	"s1:1→1 / s2:82→1"	""
82	27	"6 e8+6 f5+2 so(8)+13(g2+su(2))"	"7 e8+6 f5+2 so(8)+su(3)+13(g2+su(2))"	87	149	0	1	0	0	0	0	0	1	"{s1:1→1 / s2:82→2, s1:1→1 / s2:82→3}"	""
82	27	"6 e8+6 f5+2 so(8)+13(g2+su(2))"	"7 e8+6 f5+3 so(8)+13(g2+su(2))"	82	129	0	0	1	0	0	0	0	1	"s1:1→1 / s2:82→1"	""
82	30	"6 e8+e6+6 f5+so(8)+2 su(3)+12(g2+su(2))"	"6 e8+2 e6+6 f5+2 so(8)+2 su(3)+12(g2+su(2))"	82	242	0	0	1	0	1	0	0	0	"s1:82→1 / s2:1→1"	""
82	33	"7 e8+6 f5+so(8)+13(g2+su(2))"	"7 e8+6 f5+so(8)+14(g2+su(2))"	86	176	1	1	0	0	0	0	0	0	"{s1:82→1 / s2:80→1, s1:82→1 / s2:80→1, 82→1, s1:82→1 / s2:82→1}"	"{s2:83→1, s2:83→1, s2:83→1}"
82	33	"7 e8+6 f5+so(8)+13(g2+su(2))"	"7 e8+6 f5+so(8)+2 su(3)+13(g2+su(2))"	86	169	0	2	0	0	0	0	0	0	"s1:82→1 / s2:82→1"	""
82	47	"11 e7+e7'+f5+2(g2+su(2))+12(so(7)+2 su(2))"	"e8+11 e7+2 e7'+f5+2(g2+su(2))+12(so(7)+2 su(2))"	82	255	0	0	0	0	0	1	0	1	"s1:82→1 / s2:1→1"	""
82	47	"11 e7+e7'+f5+2(g2+su(2))+12(so(7)+2 su(2))"	"e8+12 e7+e7'+f5+2(g2+su(2))+12(so(7)+2 su(2))"	82	227	0	0	0	0	0	0	1	1	"s1:82→1 / s2:1→1"	""
