"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
20	1	"e8+f5+3(g2+su(2))"	"2 e8+f5+3(g2+su(2))"	20	5	0	0	0	0	0	0	0	1	"s1:20→1"	""
20	1	"e8+f5+3(g2+su(2))"	"e8+2 f5+3(g2+su(2))"	20	201	0	0	0	1	0	0	0	0	"{s1:1→1, s1:20→1}"	""
20	1	"e8+f5+3(g2+su(2))"	"e8+2 f5+3(g2+su(2))"	22	201	0	0	0	1	0	0	0	0	"s1:1→1, 20→1"	""
20	1	"e8+f5+3(g2+su(2))"	"e8+e6+f5+3(g2+su(2))"	20	175	0	0	0	0	1	0	0	0	"s1:20→1"	""
20	1	"e8+f5+3(g2+su(2))"	"e8+e7'+f5+3(g2+su(2))"	20	148	0	0	0	0	0	1	0	0	"s1:20→1"	""
20	1	"e8+f5+3(g2+su(2))"	"e8+e7+f5+3(g2+su(2))"	20	120	0	0	0	0	0	0	1	0	"s1:20→1"	""
20	1	"e8+f5+3(g2+su(2))"	"e8+f5+so(8)+3(g2+su(2))"	20	225	0	0	1	0	0	0	0	0	"{s1:1→1, s1:20→1}"	""
20	1	"e8+f5+3(g2+su(2))"	"e8+f5+so(8)+3(g2+su(2))"	21	225	0	0	1	0	0	0	0	0	"s1:1→1, 20→1"	""
20	1	"e8+f5+3(g2+su(2))"	"e8+f5+su(3)+3(g2+su(2))"	20	245	0	1	0	0	0	0	0	0	"{s1:1→1, s1:1→1, 20→1, s1:20→1}"	""
20	2	"e8+f5+su(3)+3(g2+su(2))"	"2 e8+f5+su(3)+3(g2+su(2))"	20	-3	0	0	0	0	0	0	0	1	"s1:20→1"	""
20	2	"e8+f5+su(3)+3(g2+su(2))"	"e8+2 f5+su(3)+3(g2+su(2))"	20	193	0	0	0	1	0	0	0	0	"s1:20→1"	""
20	2	"e8+f5+su(3)+3(g2+su(2))"	"e8+e6+f5+su(3)+3(g2+su(2))"	20	167	0	0	0	0	1	0	0	0	"s1:20→1"	""
20	2	"e8+f5+su(3)+3(g2+su(2))"	"e8+e7'+f5+su(3)+3(g2+su(2))"	20	140	0	0	0	0	0	1	0	0	"s1:20→1"	""
20	2	"e8+f5+su(3)+3(g2+su(2))"	"e8+e7+f5+su(3)+3(g2+su(2))"	20	112	0	0	0	0	0	0	1	0	"s1:20→1"	""
20	2	"e8+f5+su(3)+3(g2+su(2))"	"e8+f5+2 su(3)+3(g2+su(2))"	20	237	0	1	0	0	0	0	0	0	"s1:20→1"	""
20	2	"e8+f5+su(3)+3(g2+su(2))"	"e8+f5+4(g2+su(2))"	20	244	1	0	0	0	0	0	0	0	"s1:20→1"	"{s1:1→1, s1:1→1}"
20	2	"e8+f5+su(3)+3(g2+su(2))"	"e8+f5+4(g2+su(2))"	21	244	1	0	0	0	0	0	0	0	"s1:2→1, 20→3"	"s1:1→1"
20	2	"e8+f5+su(3)+3(g2+su(2))"	"e8+f5+4(g2+su(2))"	25	244	1	0	0	0	0	0	0	0	"{s1:20→5, s1:2→4, 20→1}"	"{s1:1→1, s1:1→1}"
20	2	"e8+f5+su(3)+3(g2+su(2))"	"e8+f5+4(g2+su(2))"	26	244	1	0	0	0	0	0	0	0	"{s1:2→1, s1:2→2, s1:2→3, s1:2→4, s1:2→5}"	"{s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1}"
20	2	"e8+f5+su(3)+3(g2+su(2))"	"e8+f5+so(8)+su(3)+3(g2+su(2))"	20	217	0	0	1	0	0	0	0	0	"s1:20→1"	""
20	3	"e8+f5+3(g2+su(2))"	"2 e8+f5+3(g2+su(2))"	20	5	0	0	0	0	0	0	0	1	"s1:20→1"	""
20	3	"e8+f5+3(g2+su(2))"	"e8+2 f5+3(g2+su(2))"	20	201	0	0	0	1	0	0	0	0	"{s1:1→1, s1:20→1}"	""
20	3	"e8+f5+3(g2+su(2))"	"e8+2 f5+3(g2+su(2))"	22	201	0	0	0	1	0	0	0	0	"s1:1→1, 20→1"	""
20	3	"e8+f5+3(g2+su(2))"	"e8+e6+f5+3(g2+su(2))"	20	175	0	0	0	0	1	0	0	0	"s1:20→1"	""
20	3	"e8+f5+3(g2+su(2))"	"e8+e7'+f5+3(g2+su(2))"	20	148	0	0	0	0	0	1	0	0	"s1:20→1"	""
20	3	"e8+f5+3(g2+su(2))"	"e8+e7+f5+3(g2+su(2))"	20	120	0	0	0	0	0	0	1	0	"s1:20→1"	""
20	3	"e8+f5+3(g2+su(2))"	"e8+f5+4(g2+su(2))"	20	244	0	1	0	0	0	0	0	0	""	"s1:6→1"
20	3	"e8+f5+3(g2+su(2))"	"e8+f5+4(g2+su(2))"	21	244	0	1	0	0	0	0	0	0	"{s1:1→1, 20→1, s1:1→1, 20→2, s1:1→2, 20→2, s1:1→2, 20→3, s1:20→1}"	"{s1:6→1, s1:6→1, s1:6→1, s1:6→1, s1:6→1}"
20	3	"e8+f5+3(g2+su(2))"	"e8+f5+so(8)+3(g2+su(2))"	20	225	0	0	1	0	0	0	0	0	"{s1:1→1, s1:20→1}"	""
20	3	"e8+f5+3(g2+su(2))"	"e8+f5+so(8)+3(g2+su(2))"	21	225	0	0	1	0	0	0	0	0	"s1:1→1, 20→1"	""
20	3	"e8+f5+3(g2+su(2))"	"e8+f5+su(3)+3(g2+su(2))"	20	245	0	1	0	0	0	0	0	0	"{s1:1→1, s1:1→1, 20→1, s1:20→1}"	""
20	4	"e8+3 f5+su(3)+2(g2+su(2))"	"e8+3 f5+2 su(3)+2(g2+su(2))"	20	142	0	1	0	0	0	0	0	0	"s1:1→1"	""
20	4	"e8+3 f5+su(3)+2(g2+su(2))"	"e8+3 f5+3(g2+su(2))"	25	149	1	0	0	0	0	0	0	0	"{s1:1→1, s1:1→2, s1:1→3, s1:1→4, s1:1→5}"	"{s1:18→1, s1:18→1, s1:18→1, s1:18→1, s1:18→1, s1:18→1}"
20	5	"e8+f5+4(g2+su(2))"	"2 e8+f5+4(g2+su(2))"	20	-4	0	0	0	0	0	0	0	1	"s1:20→1"	""
20	5	"e8+f5+4(g2+su(2))"	"e8+2 f5+4(g2+su(2))"	20	192	0	0	0	1	0	0	0	0	"s1:20→1"	""
20	5	"e8+f5+4(g2+su(2))"	"e8+e6+f5+4(g2+su(2))"	20	166	0	0	0	0	1	0	0	0	"s1:20→1"	""
20	5	"e8+f5+4(g2+su(2))"	"e8+e7'+f5+4(g2+su(2))"	20	139	0	0	0	0	0	1	0	0	"s1:20→1"	""
20	5	"e8+f5+4(g2+su(2))"	"e8+e7+f5+4(g2+su(2))"	20	111	0	0	0	0	0	0	1	0	"s1:20→1"	""
20	5	"e8+f5+4(g2+su(2))"	"e8+f5+3(g2+su(2))+so(7)+2 su(2)"	21	242	1	0	0	0	0	0	0	0	"{s1:20→1, s1:20→2}"	"{s1:2→1, s1:2→1}"
20	5	"e8+f5+4(g2+su(2))"	"e8+f5+3(g2+su(2))+so(7)+2 su(2)"	25	242	1	0	0	0	0	0	0	0	"{s1:3→1, s1:3→2}"	"{s1:2→1, s1:2→1}"
20	5	"e8+f5+4(g2+su(2))"	"e8+f5+so(8)+4(g2+su(2))"	20	216	0	0	1	0	0	0	0	0	"s1:20→1"	""
