"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
20	1	"e8+f5+3(g2+su(2))"	"2 e8+f5+2 su(3)+3(g2+su(2))"	30	-11	0	2	0	0	0	0	0	1	"s1:20→1 / s2:1→1 / s3:1→1"	""
20	1	"e8+f5+3(g2+su(2))"	"2 e8+f5+2 su(3)+3(g2+su(2))"	31	-11	0	2	0	0	0	0	0	1	"s1:20→1 / s2:1→1 / s3:1→2"	""
20	1	"e8+f5+3(g2+su(2))"	"2 e8+f5+4(g2+su(2))"	30	-4	1	1	0	0	0	0	0	1	"s1:20→1 / s2:1→1 / s3:1→1"	"s3:22→1"
20	1	"e8+f5+3(g2+su(2))"	"2 e8+f5+4(g2+su(2))"	31	-4	1	1	0	0	0	0	0	1	"{s1:20→1 / s2:1→1 / s3:1→2, s1:20→1 / s2:1→1 / s3:1→3, s1:20→1 / s2:1→1 / s3:1→4, s1:20→1 / s2:1→1 / s3:1→5}"	"{s3:22→1, s3:22→1, s3:22→1, s3:22→1}"
20	1	"e8+f5+3(g2+su(2))"	"e8+2 f5+2 so(8)+3(g2+su(2))"	38	145	0	0	2	1	0	0	0	0	"s1:1→1 / s2:20→1 / s3:20→1"	""
20	1	"e8+f5+3(g2+su(2))"	"e8+2 f5+2 su(3)+3(g2+su(2))"	24	185	0	2	0	1	0	0	0	0	"s1:20→1 / s2:1→1 / s3:1→2, 20→1"	""
20	1	"e8+f5+3(g2+su(2))"	"e8+3 f5+su(3)+3(g2+su(2))"	41	141	0	1	0	2	0	0	0	0	"s1:20→1 / s2:1→1 / s3:20→1"	""
20	1	"e8+f5+3(g2+su(2))"	"e8+e6+2 f5+su(3)+3(g2+su(2))"	39	115	0	1	0	1	1	0	0	0	"s1:20→1 / s2:1→1 / s3:20→1"	""
20	1	"e8+f5+3(g2+su(2))"	"e8+e6+f5+2 su(3)+3(g2+su(2))"	25	159	0	2	0	0	1	0	0	0	"s1:20→1 / s2:1→1 / s3:1→2, 20→1"	""
20	1	"e8+f5+3(g2+su(2))"	"e8+e6+f5+2 su(3)+3(g2+su(2))"	26	159	0	2	0	0	1	0	0	0	"s1:20→1 / s2:1→1 / s3:1→1, 20→1"	""
20	1	"e8+f5+3(g2+su(2))"	"e8+e6+f5+2 su(3)+3(g2+su(2))"	28	159	0	2	0	0	1	0	0	0	"s1:20→1 / s2:1→1 / s3:1→1"	""
