"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
20	1	"e8+f4+3(g2+su(2))"	"2 e8+f4+4(g2+su(2))"	31	-4	1	1	0	0	0	0	0	1
20	1	"e8+f4+3(g2+su(2))"	"2 e8+f4+su(3)+3(g2+su(2))"	31	-3	0	1	0	0	0	0	0	1
20	1	"e8+f4+3(g2+su(2))"	"e8+e6+f4+4(g2+su(2))"	26	166	1	1	0	0	1	0	0	0
20	1	"e8+f4+3(g2+su(2))"	"e8+e6+f4+su(3)+3(g2+su(2))"	25	167	0	1	0	0	1	0	0	0
20	1	"e8+f4+3(g2+su(2))"	"e8+e7'+f4+4(g2+su(2))"	26	139	1	1	0	0	0	1	0	0
20	1	"e8+f4+3(g2+su(2))"	"e8+e7'+f4+4(g2+su(2))"	70	139	1	1	0	0	0	1	0	0
20	1	"e8+f4+3(g2+su(2))"	"e8+e7+f4+4(g2+su(2))"	27	111	1	1	0	0	0	0	1	0
20	1	"e8+f4+3(g2+su(2))"	"e8+e7+f4+4(g2+su(2))"	30	111	1	1	0	0	0	0	1	0
20	1	"e8+f4+3(g2+su(2))"	"e8+e7'+f4+su(3)+3(g2+su(2))"	47	140	0	1	0	0	0	1	0	0
20	1	"e8+f4+3(g2+su(2))"	"e8+e7'+f4+su(3)+3(g2+su(2))"	60	140	0	1	0	0	0	1	0	0
20	1	"e8+f4+3(g2+su(2))"	"e8+e7+f4+su(3)+3(g2+su(2))"	29	112	0	1	0	0	0	0	1	0
20	1	"e8+f4+3(g2+su(2))"	"e8+e7+f4+su(3)+3(g2+su(2))"	30	112	0	1	0	0	0	0	1	0
20	2	"e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+4(g2+su(2))"	30	-4	1	0	0	0	0	0	0	1
20	2	"e8+f4+su(3)+3(g2+su(2))"	"e8+e6+f4+4(g2+su(2))"	25	166	1	0	0	0	1	0	0	0
20	2	"e8+f4+su(3)+3(g2+su(2))"	"e8+e6+f4+4(g2+su(2))"	26	166	1	0	0	0	1	0	0	0
20	2	"e8+f4+su(3)+3(g2+su(2))"	"e8+e6+f4+4(g2+su(2))"	28	166	1	0	0	0	1	0	0	0
20	2	"e8+f4+su(3)+3(g2+su(2))"	"e8+e7'+f4+4(g2+su(2))"	25	139	1	0	0	0	0	1	0	0
20	2	"e8+f4+su(3)+3(g2+su(2))"	"e8+e7'+f4+4(g2+su(2))"	26	139	1	0	0	0	0	1	0	0
20	2	"e8+f4+su(3)+3(g2+su(2))"	"e8+e7+f4+4(g2+su(2))"	26	111	1	0	0	0	0	0	1	0
20	2	"e8+f4+su(3)+3(g2+su(2))"	"e8+f4+4(g2+su(2))"	25	244	1	0	0	0	0	0	0	0
20	2	"e8+f4+su(3)+3(g2+su(2))"	"e8+f4+4(g2+su(2))"	26	244	1	0	0	0	0	0	0	0
20	3	"e8+f4+3(g2+su(2))"	"2 e8+f4+4(g2+su(2))"	31	-4	1	1	0	0	0	0	0	1
20	3	"e8+f4+3(g2+su(2))"	"2 e8+f4+su(3)+3(g2+su(2))"	31	-3	0	1	0	0	0	0	0	1
