"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
20	3	"e8+f5+3(g2+su(2))"	"2 e8+f5+2 su(3)+4(g2+su(2))"	30	-20	0	3	0	0	0	0	0	1	"s1:20→1 / s3:1→1 / s4:1→1"	"s2:6→1"
20	3	"e8+f5+3(g2+su(2))"	"2 e8+f5+2 su(3)+4(g2+su(2))"	31	-20	0	3	0	0	0	0	0	1	"s1:20→1 / s3:1→1 / s4:1→2"	"s2:6→1"
20	3	"e8+f5+3(g2+su(2))"	"2 e8+f5+5(g2+su(2))"	30	-13	1	2	0	0	0	0	0	1	"s1:20→1 / s3:1→1 / s4:1→1"	"s2:6→1 / s4:23→1"
20	3	"e8+f5+3(g2+su(2))"	"2 e8+f5+5(g2+su(2))"	55	-13	1	2	0	0	0	0	0	1	"s1:20→1 / s3:1→1 / s4:1→2"	"s2:6→1 / s4:23→1"
20	3	"e8+f5+3(g2+su(2))"	"2 e8+f5+5(g2+su(2))"	90	-13	1	2	0	0	0	0	0	1	"s1:20→1 / s3:1→1 / s4:1→3"	"s2:6→1 / s4:23→1"
20	3	"e8+f5+3(g2+su(2))"	"2 e8+f5+5(g2+su(2))"	103	-13	1	2	0	0	0	0	0	1	"s1:20→1 / s3:1→1 / s4:1→4"	"s2:6→1 / s4:23→1"
20	3	"e8+f5+3(g2+su(2))"	"2 e8+f5+5(g2+su(2))"	109	-13	1	2	0	0	0	0	0	1	"s1:20→1 / s3:1→1 / s4:1→5"	"s2:6→1 / s4:23→1"
20	3	"e8+f5+3(g2+su(2))"	"e8+2 f5+2 su(3)+4(g2+su(2))"	24	176	0	3	0	1	0	0	0	0	"s1:20→1 / s3:1→1 / s4:1→2, 20→1"	"s2:6→1"
20	3	"e8+f5+3(g2+su(2))"	"e8+2 f5+5(g2+su(2))"	24	183	1	2	0	1	0	0	0	0	"{s1:20→1 / s3:1→1 / s4:1→2, 20→1, s1:20→1 / s3:1→1 / s4:1→3, 20→2}"	"{s2:6→1 / s4:23→1, s2:6→1 / s4:23→1}"
20	3	"e8+f5+3(g2+su(2))"	"e8+e6+f5+2 su(3)+4(g2+su(2))"	25	150	0	3	0	0	1	0	0	0	"s1:20→1 / s3:1→1 / s4:1→2, 20→1"	"s2:6→1"
20	3	"e8+f5+3(g2+su(2))"	"e8+e6+f5+2 su(3)+4(g2+su(2))"	29	150	0	3	0	0	1	0	0	0	"s1:20→1 / s3:1→1 / s4:1→1"	"s2:6→1"
20	3	"e8+f5+3(g2+su(2))"	"e8+e6+f5+2 su(3)+4(g2+su(2))"	54	150	0	3	0	0	1	0	0	0	"s1:20→1 / s3:1→1 / s4:1→1, 20→1"	"s2:6→1"
20	3	"e8+f5+3(g2+su(2))"	"e8+e6+f5+5(g2+su(2))"	25	157	1	2	0	0	1	0	0	0	"{s1:20→1 / s3:1→1 / s4:1→1, 20→1, s1:20→1 / s3:1→1 / s4:1→2, 20→1, s1:20→1 / s3:1→1 / s4:1→3, 20→1, s1:20→1 / s3:1→1 / s4:1→3, 20→2}"	"{s2:6→1 / s4:23→1, s2:6→1 / s4:23→1, s2:6→1 / s4:23→1, s2:6→1 / s4:23→1}"
20	3	"e8+f5+3(g2+su(2))"	"e8+e6+f5+5(g2+su(2))"	26	157	1	2	0	0	1	0	0	0	"s1:20→1 / s3:1→1 / s4:1→4, 20→1"	"s2:6→1 / s4:23→1"
20	3	"e8+f5+3(g2+su(2))"	"e8+e7'+f5+2 su(3)+4(g2+su(2))"	26	123	0	3	0	0	0	1	0	0	"s1:20→1 / s3:1→1 / s4:1→1"	"s2:6→1"
20	3	"e8+f5+3(g2+su(2))"	"e8+e7+f5+2 su(3)+4(g2+su(2))"	27	95	0	3	0	0	0	0	1	0	"s1:20→1 / s3:1→1 / s4:1→1"	"s2:6→1"
