T_H,LST_Gauge,SUGRA_Gauge,cls_count,mrg_bases,mrg_rows,status,cls_externals
4,su2+g2,e6 + 2 so8 + 2 su2 + su2+g2,1,0,0,CLS_ONLY_su2hat1,e6 + 2 so8 + 2 su2
4,su2+g2,e6 + 2 so8 + su2 + su2+g2,5,0,0,CLS_ONLY_su2hat1,e6 + 2 so8 + su2
4,su2+g2,e6 + 2 so8 + su2 + su2+so7+su2,1,0,0,CLS_ONLY_su2hat1,e6 + 2 so8 + 2 su2
4,su2+g2,e6 + 2 so8 + su2+g2,1,1,1,MATCH,e6 + 2 so8
4,su2+g2,e6 + 2 so8 + su2+so7+su2,2,1,1,COUNT_DIFF,e6 + 2 so8 + su2
4,su2+g2,e6 + 2 su2 + 2 su2+g2,104,0,0,CLS_ONLY_su2hat1,e6 + 3 su2 + su3
4,su2+g2,e6 + 2 su2 + 2 su2+g2 + su3,50,0,0,CLS_ONLY_su2hat1,e6 + 3 su2 + 2 su3
4,su2+g2,e6 + 2 su2 + su2+g2,95,0,0,CLS_ONLY_su2hat1,e6 + 2 su2
4,su2+g2,e6 + 2 su2 + su2+g2 + su3,8,0,0,CLS_ONLY_su2hat1,e6 + 2 su2 + su3
4,su2+g2,e6 + 2 su2 + su2+so7+su2,62,0,0,CLS_ONLY_su2hat1,e6 + 3 su2
4,su2+g2,e6 + 2 su2 + su2+so7+su2 + su3,9,0,0,CLS_ONLY_su2hat1,e6 + 3 su2 + su3
4,su2+g2,e6 + 2 su2+g2,12,3,8,COUNT_DIFF,e6 + 2 su2 + su3; e6 + su2 + su3; e6 + su3
4,su2+g2,e6 + 2 su2+g2 + 2 su3,14,2,2,COUNT_DIFF,e6 + 2 su2 + 3 su3; e6 + 3 su3; e6 + su2 + 3 su3
4,su2+g2,e6 + 2 su2+g2 + 3 su3,2,1,1,COUNT_DIFF,e6 + su2 + 4 su3
4,su2+g2,e6 + 2 su2+g2 + su2+so7+su2,4,2,3,COUNT_DIFF,e6 + 2 su2 + 2 su3; e6 + 3 su2 + 2 su3
4,su2+g2,e6 + 2 su2+g2 + su3,25,2,5,COUNT_DIFF,e6 + 2 su2 + 2 su3; e6 + 2 su3; e6 + su2 + 2 su3
4,su2+g2,e6 + 2 su2+so7+su2,1,1,7,MATCH,e6 + 3 su2 + su3
4,su2+g2,e6 + 2 su2+so7+su2 + su3,0,1,2,MRG_ONLY,
4,su2+g2,e6 + 3 su2 + su2+g2,3,0,0,CLS_ONLY_su2hat1,e6 + 3 su2
4,su2+g2,e6 + 3 su2 + su2+so7+su2,1,0,0,CLS_ONLY_su2hat1,e6 + 4 su2
4,su2+g2,e6 + 3 su2+g2,5,2,5,COUNT_DIFF,e6 + 2 su2 + 2 su3; e6 + 3 su2 + 2 su3; e6 + su2 + 2 su3
4,su2+g2,e6 + 3 su2+g2 + su3,3,1,1,COUNT_DIFF,e6 + 2 su2 + 3 su3
4,su2+g2,e6 + f4 + 2 su2 + su2+g2,12,0,0,CLS_ONLY_su2hat1,e6 + f4 + 2 su2
4,su2+g2,e6 + f4 + 2 su2+g2,6,1,1,COUNT_DIFF,e6 + f4 + 2 su2 + su3; e6 + f4 + su2 + su3
4,su2+g2,e6 + f4 + so8 + su2+g2,1,1,1,MATCH,e6 + f4 + so8
4,su2+g2,e6 + f4 + su2 + 2 su2+g2,14,0,0,CLS_ONLY_su2hat1,e6 + f4 + 2 su2 + su3
4,su2+g2,e6 + f4 + su2 + su2+g2,6,0,0,CLS_ONLY_su2hat1,e6 + f4 + su2
4,su2+g2,e6 + f4 + su2 + su2+g2 + su3,5,0,0,CLS_ONLY_su2hat1,e6 + f4 + su2 + su3
4,su2+g2,e6 + f4 + su2+g2,2,2,2,MATCH,e6 + f4
4,su2+g2,e6 + f4 + su2+g2 + 2 su3,1,1,1,MATCH,e6 + f4 + 2 su3
4,su2+g2,e6 + f4 + su2+g2 + su3,1,1,2,MATCH,e6 + f4 + su3
4,su2+g2,e6 + so8 + 2 su2 + 2 su2+g2,4,0,0,CLS_ONLY_su2hat1,e6 + so8 + 3 su2 + su3
4,su2+g2,e6 + so8 + 2 su2 + su2+g2,24,0,0,CLS_ONLY_su2hat1,e6 + so8 + 2 su2
4,su2+g2,e6 + so8 + 2 su2+g2,10,2,2,COUNT_DIFF,e6 + so8 + 2 su2 + su3; e6 + so8 + su2 + su3; e6 + so8 + su3
4,su2+g2,e6 + so8 + 2 su2+g2 + su3,14,1,1,COUNT_DIFF,e6 + so8 + 2 su2 + 2 su3; e6 + so8 + su2 + 2 su3
4,su2+g2,e6 + so8 + su2 + 2 su2+g2,24,0,0,CLS_ONLY_su2hat1,e6 + so8 + 2 su2 + su3; e6 + so8 + 3 su2 + su3
4,su2+g2,e6 + so8 + su2 + su2+g2,16,0,0,CLS_ONLY_su2hat1,e6 + so8 + su2
4,su2+g2,e6 + so8 + su2 + su2+g2 + 2 su3,4,0,0,CLS_ONLY_su2hat1,e6 + so8 + su2 + 2 su3
4,su2+g2,e6 + so8 + su2 + su2+g2 + su3,14,0,0,CLS_ONLY_su2hat1,e6 + so8 + su2 + su3
4,su2+g2,e6 + so8 + su2 + su2+so7+su2,14,0,0,CLS_ONLY_su2hat1,e6 + so8 + 2 su2
4,su2+g2,e6 + so8 + su2+g2,2,3,4,COUNT_DIFF,e6 + so8
4,su2+g2,e6 + so8 + su2+g2 + 2 su3,2,1,2,COUNT_DIFF,e6 + so8 + 2 su3
4,su2+g2,e6 + so8 + su2+g2 + su2+so7+su2,9,1,1,COUNT_DIFF,e6 + so8 + 2 su2 + su3; e6 + so8 + 3 su2 + su3
4,su2+g2,e6 + so8 + su2+g2 + su3,1,1,1,MATCH,e6 + so8 + su3
4,su2+g2,e6 + so8 + su2+so7+su2,6,2,2,COUNT_DIFF,e6 + so8 + su2
4,su2+g2,e6 + so8 + su2+so7+su2 + 2 su3,2,1,1,COUNT_DIFF,e6 + so8 + su2 + 2 su3
4,su2+g2,e6 + so8 + su2+so7+su2 + su3,4,1,1,COUNT_DIFF,e6 + so8 + su2 + su3
4,su2+g2,e6 + su2 + 2 su2+g2,71,0,0,CLS_ONLY_su2hat1,e6 + 2 su2 + su3; e6 + 3 su2 + su3; e6 + su2 + su3
4,su2+g2,e6 + su2 + 2 su2+g2 + 2 su3,20,0,0,CLS_ONLY_su2hat1,e6 + 2 su2 + 3 su3
4,su2+g2,e6 + su2 + 2 su2+g2 + su3,167,0,0,CLS_ONLY_su2hat1,e6 + 2 su2 + 2 su3; e6 + su2 + 2 su3
4,su2+g2,e6 + su2 + 3 su2+g2,6,0,0,CLS_ONLY_su2hat1,e6 + 3 su2 + 2 su3
4,su2+g2,e6 + su2 + su2+g2,11,0,0,CLS_ONLY_su2hat1,e6 + su2
4,su2+g2,e6 + su2 + su2+g2 + 2 su3,29,0,0,CLS_ONLY_su2hat1,e6 + su2 + 2 su3
4,su2+g2,e6 + su2 + su2+g2 + su2+so7+su2,233,0,0,CLS_ONLY_su2hat1,e6 + 2 su2 + su3; e6 + 3 su2 + su3
4,su2+g2,e6 + su2 + su2+g2 + su2+so7+su2 + su3,98,0,0,CLS_ONLY_su2hat1,e6 + 3 su2 + 2 su3
4,su2+g2,e6 + su2 + su2+g2 + su3,47,0,0,CLS_ONLY_su2hat1,e6 + su2 + su3
4,su2+g2,e6 + su2 + su2+so7+su2,98,0,0,CLS_ONLY_su2hat1,e6 + 2 su2
4,su2+g2,e6 + su2 + su2+so7+su2 + su3,81,0,0,CLS_ONLY_su2hat1,e6 + 2 su2 + su3
4,su2+g2,e6 + su2+g2,3,4,4,COUNT_DIFF,e6
4,su2+g2,e6 + su2+g2 + 2 su3,23,3,5,COUNT_DIFF,e6 + 2 su3
4,su2+g2,e6 + su2+g2 + 3 su3,7,1,1,COUNT_DIFF,e6 + 3 su3
4,su2+g2,e6 + su2+g2 + 4 su3,0,1,2,MRG_ONLY,
4,su2+g2,e6 + su2+g2 + su2+so7+su2,40,2,9,COUNT_DIFF,e6 + 2 su2 + su3; e6 + 3 su2 + su3; e6 + su2 + su3
4,su2+g2,e6 + su2+g2 + su2+so7+su2 + 2 su3,5,1,1,COUNT_DIFF,e6 + 2 su2 + 3 su3
4,su2+g2,e6 + su2+g2 + su2+so7+su2 + su3,54,2,6,COUNT_DIFF,e6 + 2 su2 + 2 su3; e6 + 3 su2 + 2 su3; e6 + su2 + 2 su3
4,su2+g2,e6 + su2+g2 + su3,4,3,6,COUNT_DIFF,e6 + su3
4,su2+g2,e6 + su2+so7+su2,4,2,6,COUNT_DIFF,e6 + su2
4,su2+g2,e6 + su2+so7+su2 + 2 su3,10,2,4,COUNT_DIFF,e6 + su2 + 2 su3
4,su2+g2,e6 + su2+so7+su2 + 3 su3,0,1,1,MRG_ONLY,
4,su2+g2,e6 + su2+so7+su2 + 4 su3,0,1,1,MRG_ONLY,
4,su2+g2,e6 + su2+so7+su2 + su3,15,2,5,COUNT_DIFF,e6 + su2 + su3
4,su2+g2,e7 + 2 so8 + su2 + su2+g2,2,0,0,CLS_ONLY_su2hat1,e7 + 2 so8 + su2
4,su2+g2,e7 + 2 so8 + su2+g2,1,1,1,MATCH,e7 + 2 so8
4,su2+g2,e7 + 2 so8 + su2+so7+su2,1,0,0,CLS_ONLY_su2hat1,e7 + 2 so8 + su2
4,su2+g2,e7 + 2 su2 + 2 su2+g2,62,0,0,CLS_ONLY_su2hat1,e7 + 3 su2 + su3
4,su2+g2,e7 + 2 su2 + 2 su2+g2 + 2 su3,9,0,0,CLS_ONLY_su2hat1,e7 + 3 su2 + 3 su3
4,su2+g2,e7 + 2 su2 + 2 su2+g2 + su3,44,0,0,CLS_ONLY_su2hat1,e7 + 3 su2 + 2 su3
4,su2+g2,e7 + 2 su2 + su2+g2,52,0,0,CLS_ONLY_su2hat1,e7 + 2 su2
4,su2+g2,e7 + 2 su2 + su2+g2 + su2+so7+su2,93,0,0,CLS_ONLY_su2hat1,e7 + 4 su2 + su3
4,su2+g2,e7 + 2 su2 + su2+g2 + su2+so7+su2 + su3,15,0,0,CLS_ONLY_su2hat1,e7 + 4 su2 + 2 su3
4,su2+g2,e7 + 2 su2 + su2+g2 + su3,2,0,0,CLS_ONLY_su2hat1,e7 + 2 su2 + su3
4,su2+g2,e7 + 2 su2 + su2+so7+su2,5,0,0,CLS_ONLY_su2hat1,e7 + 3 su2
4,su2+g2,e7 + 2 su2 + su2+so7+su2 + su3,1,0,0,CLS_ONLY_su2hat1,e7 + 3 su2 + su3
4,su2+g2,e7 + 2 su2+g2,5,2,5,COUNT_DIFF,e7 + su2 + su3; e7 + su3
4,su2+g2,e7 + 2 su2+g2 + 2 su3,11,1,2,COUNT_DIFF,e7 + 3 su3; e7 + su2 + 3 su3
4,su2+g2,e7 + 2 su2+g2 + 3 su3,2,1,1,COUNT_DIFF,e7 + su2 + 4 su3
4,su2+g2,e7 + 2 su2+g2 + su2+so7+su2,3,1,1,COUNT_DIFF,e7 + 3 su2 + 2 su3
4,su2+g2,e7 + 2 su2+g2 + su3,15,2,3,COUNT_DIFF,e7 + 2 su3; e7 + su2 + 2 su3
4,su2+g2,e7 + 2 su2+so7+su2,0,1,2,MRG_ONLY,
4,su2+g2,e7 + 2 su2+so7+su2 + su3,0,1,1,MRG_ONLY,
4,su2+g2,e7 + 3 su2 + 2 su2+g2,31,0,0,CLS_ONLY_su2hat1,e7 + 4 su2 + su3
4,su2+g2,e7 + 3 su2 + 2 su2+g2 + su3,10,0,0,CLS_ONLY_su2hat1,e7 + 4 su2 + 2 su3
4,su2+g2,e7 + 3 su2 + su2+g2,1,0,0,CLS_ONLY_su2hat1,e7 + 3 su2
4,su2+g2,e7 + 3 su2 + su2+g2 + su2+so7+su2,24,0,0,CLS_ONLY_su2hat1,e7 + 5 su2 + su3
4,su2+g2,e7 + 3 su2+g2,6,2,3,COUNT_DIFF,e7 + 2 su2 + 2 su3; e7 + 3 su2 + 2 su3; e7 + su2 + 2 su3
4,su2+g2,e7 + 3 su2+g2 + su3,3,1,1,COUNT_DIFF,e7 + 2 su2 + 3 su3
4,su2+g2,e7 + 4 su2 + 2 su2+g2,4,0,0,CLS_ONLY_su2hat1,e7 + 5 su2 + su3
4,su2+g2,e7 + f4 + 2 su2 + su2+g2,7,0,0,CLS_ONLY_su2hat1,e7 + f4 + 2 su2
4,su2+g2,e7 + f4 + 2 su2+g2,2,1,1,COUNT_DIFF,e7 + f4 + su2 + su3
4,su2+g2,e7 + f4 + su2 + su2+g2,1,0,0,CLS_ONLY_su2hat1,e7 + f4 + su2
4,su2+g2,e7 + f4 + su2 + su2+g2 + su3,1,0,0,CLS_ONLY_su2hat1,e7 + f4 + su2 + su3
4,su2+g2,e7 + f4 + su2+g2,2,1,1,COUNT_DIFF,e7 + f4
4,su2+g2,e7 + f4 + su2+g2 + su3,1,1,2,MATCH,e7 + f4 + su3
4,su2+g2,e7 + so8 + 2 su2 + 2 su2+g2,4,0,0,CLS_ONLY_su2hat1,e7 + so8 + 3 su2 + su3
4,su2+g2,e7 + so8 + 2 su2 + su2+g2,14,0,0,CLS_ONLY_su2hat1,e7 + so8 + 2 su2
4,su2+g2,e7 + so8 + 2 su2+g2,5,1,1,COUNT_DIFF,e7 + so8 + su2 + su3; e7 + so8 + su3
4,su2+g2,e7 + so8 + 2 su2+g2 + su3,6,1,1,COUNT_DIFF,e7 + so8 + su2 + 2 su3
4,su2+g2,e7 + so8 + su2 + 2 su2+g2,12,0,0,CLS_ONLY_su2hat1,e7 + so8 + 2 su2 + su3
4,su2+g2,e7 + so8 + su2 + su2+g2,7,0,0,CLS_ONLY_su2hat1,e7 + so8 + su2
4,su2+g2,e7 + so8 + su2 + su2+g2 + 2 su3,2,0,0,CLS_ONLY_su2hat1,e7 + so8 + su2 + 2 su3
4,su2+g2,e7 + so8 + su2 + su2+g2 + su3,8,0,0,CLS_ONLY_su2hat1,e7 + so8 + su2 + su3
4,su2+g2,e7 + so8 + su2 + su2+so7+su2,5,0,0,CLS_ONLY_su2hat1,e7 + so8 + 2 su2
4,su2+g2,e7 + so8 + su2+g2,2,2,3,MATCH,e7 + so8
4,su2+g2,e7 + so8 + su2+g2 + 2 su3,1,1,1,MATCH,e7 + so8 + 2 su3
4,su2+g2,e7 + so8 + su2+g2 + su2+so7+su2,3,1,1,COUNT_DIFF,e7 + so8 + 2 su2 + su3
4,su2+g2,e7 + so8 + su2+g2 + su3,1,1,2,MATCH,e7 + so8 + su3
4,su2+g2,e7 + so8 + su2+so7+su2,3,2,2,COUNT_DIFF,e7 + so8 + su2
4,su2+g2,e7 + so8 + su2+so7+su2 + 2 su3,1,0,0,CLS_ONLY_su2hat1,e7 + so8 + su2 + 2 su3
4,su2+g2,e7 + so8 + su2+so7+su2 + su3,3,1,1,COUNT_DIFF,e7 + so8 + su2 + su3
4,su2+g2,e7 + su2 + 2 su2+g2,32,0,0,CLS_ONLY_su2hat1,e7 + 2 su2 + su3; e7 + su2 + su3
4,su2+g2,e7 + su2 + 2 su2+g2 + 2 su3,15,0,0,CLS_ONLY_su2hat1,e7 + 2 su2 + 3 su3
4,su2+g2,e7 + su2 + 2 su2+g2 + su3,87,0,0,CLS_ONLY_su2hat1,e7 + 2 su2 + 2 su3; e7 + su2 + 2 su3
4,su2+g2,e7 + su2 + 3 su2+g2,6,0,0,CLS_ONLY_su2hat1,e7 + 3 su2 + 2 su3; e7 + 4 su2 + 2 su3
4,su2+g2,e7 + su2 + su2+g2,4,0,0,CLS_ONLY_su2hat1,e7 + su2
4,su2+g2,e7 + su2 + su2+g2 + 2 su3,19,0,0,CLS_ONLY_su2hat1,e7 + su2 + 2 su3
4,su2+g2,e7 + su2 + su2+g2 + su2+so7+su2,117,0,0,CLS_ONLY_su2hat1,e7 + 2 su2 + su3; e7 + 3 su2 + su3
4,su2+g2,e7 + su2 + su2+g2 + su2+so7+su2 + su3,64,0,0,CLS_ONLY_su2hat1,e7 + 3 su2 + 2 su3
4,su2+g2,e7 + su2 + su2+g2 + su3,33,0,0,CLS_ONLY_su2hat1,e7 + su2 + su3
4,su2+g2,e7 + su2 + su2+so7+su2,45,0,0,CLS_ONLY_su2hat1,e7 + 2 su2
4,su2+g2,e7 + su2 + su2+so7+su2 + su3,11,0,0,CLS_ONLY_su2hat1,e7 + 2 su2 + su3
4,su2+g2,e7 + su2+g2,3,3,3,MATCH,e7
4,su2+g2,e7 + su2+g2 + 2 su3,23,2,3,COUNT_DIFF,e7 + 2 su3
4,su2+g2,e7 + su2+g2 + 3 su3,7,1,2,COUNT_DIFF,e7 + 3 su3
4,su2+g2,e7 + su2+g2 + 4 su3,0,1,1,MRG_ONLY,
4,su2+g2,e7 + su2+g2 + su2+so7+su2,18,2,5,COUNT_DIFF,e7 + 2 su2 + su3; e7 + su2 + su3
4,su2+g2,e7 + su2+g2 + su2+so7+su2 + 2 su3,5,1,1,COUNT_DIFF,e7 + 2 su2 + 3 su3
4,su2+g2,e7 + su2+g2 + su2+so7+su2 + su3,31,2,3,COUNT_DIFF,e7 + 2 su2 + 2 su3; e7 + su2 + 2 su3
4,su2+g2,e7 + su2+g2 + su3,4,3,7,COUNT_DIFF,e7 + su3
4,su2+g2,e7 + su2+so7+su2,2,2,4,MATCH,e7 + su2
4,su2+g2,e7 + su2+so7+su2 + 2 su3,8,2,3,COUNT_DIFF,e7 + su2 + 2 su3
4,su2+g2,e7 + su2+so7+su2 + 3 su3,0,1,1,MRG_ONLY,
4,su2+g2,e7 + su2+so7+su2 + su3,12,2,3,COUNT_DIFF,e7 + su2 + su3
4,su2+g2,e7p + 2 so8 + su2 + su2+g2,2,0,0,CLS_ONLY_su2hat1,e7' + 2 so8 + su2
4,su2+g2,e7p + 2 so8 + su2+g2,1,1,1,MATCH,e7' + 2 so8
4,su2+g2,e7p + 2 so8 + su2+so7+su2,1,0,0,CLS_ONLY_su2hat1,e7' + 2 so8 + su2
4,su2+g2,e7p + 2 su2 + 2 su2+g2,62,0,0,CLS_ONLY_su2hat1,e7' + 3 su2 + su3
4,su2+g2,e7p + 2 su2 + 2 su2+g2 + 2 su3,9,0,0,CLS_ONLY_su2hat1,e7' + 3 su2 + 3 su3
4,su2+g2,e7p + 2 su2 + 2 su2+g2 + su3,44,0,0,CLS_ONLY_su2hat1,e7' + 3 su2 + 2 su3
4,su2+g2,e7p + 2 su2 + su2+g2,52,0,0,CLS_ONLY_su2hat1,e7' + 2 su2
4,su2+g2,e7p + 2 su2 + su2+g2 + su2+so7+su2,93,0,0,CLS_ONLY_su2hat1,e7' + 4 su2 + su3
4,su2+g2,e7p + 2 su2 + su2+g2 + su2+so7+su2 + su3,15,0,0,CLS_ONLY_su2hat1,e7' + 4 su2 + 2 su3
4,su2+g2,e7p + 2 su2 + su2+g2 + su3,2,0,0,CLS_ONLY_su2hat1,e7' + 2 su2 + su3
4,su2+g2,e7p + 2 su2 + su2+so7+su2,5,0,0,CLS_ONLY_su2hat1,e7' + 3 su2
4,su2+g2,e7p + 2 su2 + su2+so7+su2 + su3,1,0,0,CLS_ONLY_su2hat1,e7' + 3 su2 + su3
4,su2+g2,e7p + 2 su2+g2,5,2,5,COUNT_DIFF,e7' + su2 + su3; e7' + su3
4,su2+g2,e7p + 2 su2+g2 + 2 su3,11,1,1,COUNT_DIFF,e7' + 3 su3; e7' + su2 + 3 su3
4,su2+g2,e7p + 2 su2+g2 + 3 su3,2,1,1,COUNT_DIFF,e7' + su2 + 4 su3
4,su2+g2,e7p + 2 su2+g2 + su2+so7+su2,3,1,1,COUNT_DIFF,e7' + 3 su2 + 2 su3
4,su2+g2,e7p + 2 su2+g2 + su3,15,2,3,COUNT_DIFF,e7' + 2 su3; e7' + su2 + 2 su3
4,su2+g2,e7p + 2 su2+so7+su2,0,1,4,MRG_ONLY,
4,su2+g2,e7p + 2 su2+so7+su2 + su3,0,1,2,MRG_ONLY,
4,su2+g2,e7p + 3 su2 + 2 su2+g2,31,0,0,CLS_ONLY_su2hat1,e7' + 4 su2 + su3
4,su2+g2,e7p + 3 su2 + 2 su2+g2 + su3,5,0,0,CLS_ONLY_su2hat1,e7' + 4 su2 + 2 su3
4,su2+g2,e7p + 3 su2 + su2+g2,1,0,0,CLS_ONLY_su2hat1,e7' + 3 su2
4,su2+g2,e7p + 3 su2+g2,6,2,4,COUNT_DIFF,e7' + 2 su2 + 2 su3; e7' + 3 su2 + 2 su3; e7' + su2 + 2 su3
4,su2+g2,e7p + 3 su2+g2 + su3,3,1,1,COUNT_DIFF,e7' + 2 su2 + 3 su3
4,su2+g2,e7p + f4 + 2 su2 + su2+g2,7,0,0,CLS_ONLY_su2hat1,e7' + f4 + 2 su2
4,su2+g2,e7p + f4 + 2 su2+g2,2,1,1,COUNT_DIFF,e7' + f4 + su2 + su3
4,su2+g2,e7p + f4 + su2 + su2+g2,1,0,0,CLS_ONLY_su2hat1,e7' + f4 + su2
4,su2+g2,e7p + f4 + su2 + su2+g2 + su3,1,0,0,CLS_ONLY_su2hat1,e7' + f4 + su2 + su3
4,su2+g2,e7p + f4 + su2+g2,2,1,1,COUNT_DIFF,e7' + f4
4,su2+g2,e7p + f4 + su2+g2 + su3,1,1,2,MATCH,e7' + f4 + su3
4,su2+g2,e7p + so8 + 2 su2 + 2 su2+g2,4,0,0,CLS_ONLY_su2hat1,e7' + so8 + 3 su2 + su3
4,su2+g2,e7p + so8 + 2 su2 + su2+g2,14,0,0,CLS_ONLY_su2hat1,e7' + so8 + 2 su2
4,su2+g2,e7p + so8 + 2 su2+g2,5,1,1,COUNT_DIFF,e7' + so8 + su2 + su3; e7' + so8 + su3
4,su2+g2,e7p + so8 + 2 su2+g2 + su3,6,1,1,COUNT_DIFF,e7' + so8 + su2 + 2 su3
4,su2+g2,e7p + so8 + su2 + 2 su2+g2,12,0,0,CLS_ONLY_su2hat1,e7' + so8 + 2 su2 + su3
4,su2+g2,e7p + so8 + su2 + su2+g2,7,0,0,CLS_ONLY_su2hat1,e7' + so8 + su2
4,su2+g2,e7p + so8 + su2 + su2+g2 + 2 su3,2,0,0,CLS_ONLY_su2hat1,e7' + so8 + su2 + 2 su3
4,su2+g2,e7p + so8 + su2 + su2+g2 + su3,8,0,0,CLS_ONLY_su2hat1,e7' + so8 + su2 + su3
4,su2+g2,e7p + so8 + su2 + su2+so7+su2,5,0,0,CLS_ONLY_su2hat1,e7' + so8 + 2 su2
4,su2+g2,e7p + so8 + su2+g2,2,2,3,MATCH,e7' + so8
4,su2+g2,e7p + so8 + su2+g2 + 2 su3,1,1,1,MATCH,e7' + so8 + 2 su3
4,su2+g2,e7p + so8 + su2+g2 + su2+so7+su2,3,1,1,COUNT_DIFF,e7' + so8 + 2 su2 + su3
4,su2+g2,e7p + so8 + su2+g2 + su3,1,1,1,MATCH,e7' + so8 + su3
4,su2+g2,e7p + so8 + su2+so7+su2,3,2,2,COUNT_DIFF,e7' + so8 + su2
4,su2+g2,e7p + so8 + su2+so7+su2 + 2 su3,1,0,0,CLS_ONLY_su2hat1,e7' + so8 + su2 + 2 su3
4,su2+g2,e7p + so8 + su2+so7+su2 + su3,3,1,1,COUNT_DIFF,e7' + so8 + su2 + su3
4,su2+g2,e7p + su2 + 2 su2+g2,32,0,0,CLS_ONLY_su2hat1,e7' + 2 su2 + su3; e7' + su2 + su3
4,su2+g2,e7p + su2 + 2 su2+g2 + 2 su3,15,0,0,CLS_ONLY_su2hat1,e7' + 2 su2 + 3 su3
4,su2+g2,e7p + su2 + 2 su2+g2 + su3,87,0,0,CLS_ONLY_su2hat1,e7' + 2 su2 + 2 su3; e7' + su2 + 2 su3
4,su2+g2,e7p + su2 + 3 su2+g2,6,0,0,CLS_ONLY_su2hat1,e7' + 3 su2 + 2 su3; e7' + 4 su2 + 2 su3
4,su2+g2,e7p + su2 + su2+g2,4,0,0,CLS_ONLY_su2hat1,e7' + su2
4,su2+g2,e7p + su2 + su2+g2 + 2 su3,19,0,0,CLS_ONLY_su2hat1,e7' + su2 + 2 su3
4,su2+g2,e7p + su2 + su2+g2 + su2+so7+su2,117,0,0,CLS_ONLY_su2hat1,e7' + 2 su2 + su3; e7' + 3 su2 + su3
4,su2+g2,e7p + su2 + su2+g2 + su2+so7+su2 + su3,64,0,0,CLS_ONLY_su2hat1,e7' + 3 su2 + 2 su3
4,su2+g2,e7p + su2 + su2+g2 + su3,33,0,0,CLS_ONLY_su2hat1,e7' + su2 + su3
4,su2+g2,e7p + su2 + su2+so7+su2,45,0,0,CLS_ONLY_su2hat1,e7' + 2 su2
4,su2+g2,e7p + su2 + su2+so7+su2 + su3,11,0,0,CLS_ONLY_su2hat1,e7' + 2 su2 + su3
4,su2+g2,e7p + su2+g2,3,3,3,MATCH,e7'
4,su2+g2,e7p + su2+g2 + 2 su3,23,2,3,COUNT_DIFF,e7' + 2 su3
4,su2+g2,e7p + su2+g2 + 3 su3,7,1,2,COUNT_DIFF,e7' + 3 su3
4,su2+g2,e7p + su2+g2 + 4 su3,0,1,1,MRG_ONLY,
4,su2+g2,e7p + su2+g2 + su2+so7+su2,18,2,5,COUNT_DIFF,e7' + 2 su2 + su3; e7' + su2 + su3
4,su2+g2,e7p + su2+g2 + su2+so7+su2 + 2 su3,5,1,1,COUNT_DIFF,e7' + 2 su2 + 3 su3
4,su2+g2,e7p + su2+g2 + su2+so7+su2 + su3,31,2,4,COUNT_DIFF,e7' + 2 su2 + 2 su3; e7' + su2 + 2 su3
4,su2+g2,e7p + su2+g2 + su3,4,3,5,COUNT_DIFF,e7' + su3
4,su2+g2,e7p + su2+so7+su2,2,2,4,MATCH,e7' + su2
4,su2+g2,e7p + su2+so7+su2 + 2 su3,8,2,3,COUNT_DIFF,e7' + su2 + 2 su3
4,su2+g2,e7p + su2+so7+su2 + 3 su3,0,1,1,MRG_ONLY,
4,su2+g2,e7p + su2+so7+su2 + su3,12,2,3,COUNT_DIFF,e7' + su2 + su3
4,su2+g2,f4 + 2 so8 + 2 su2 + su2+g2,7,0,0,CLS_ONLY_su2hat1,f4 + 2 so8 + 2 su2
4,su2+g2,f4 + 2 so8 + su2 + su2+g2,9,0,0,CLS_ONLY_su2hat1,f4 + 2 so8 + su2
4,su2+g2,f4 + 2 so8 + su2 + su2+so7+su2,1,0,0,CLS_ONLY_su2hat1,f4 + 2 so8 + 2 su2
4,su2+g2,f4 + 2 so8 + su2+g2,2,1,2,COUNT_DIFF,f4 + 2 so8
4,su2+g2,f4 + 2 so8 + su2+g2 + su3,1,1,1,MATCH,f4 + 2 so8 + su3
4,su2+g2,f4 + 2 so8 + su2+so7+su2,2,1,1,COUNT_DIFF,f4 + 2 so8 + su2
4,su2+g2,f4 + 2 su2 + 2 su2+g2,244,0,0,CLS_ONLY_su2hat1,f4 + 3 su2 + su3
4,su2+g2,f4 + 2 su2 + 2 su2+g2 + su3,92,0,0,CLS_ONLY_su2hat1,f4 + 3 su2 + 2 su3
4,su2+g2,f4 + 2 su2 + su2+g2,253,0,0,CLS_ONLY_su2hat1,f4 + 2 su2
4,su2+g2,f4 + 2 su2 + su2+g2 + su3,55,0,0,CLS_ONLY_su2hat1,f4 + 2 su2 + su3
4,su2+g2,f4 + 2 su2 + su2+so7+su2,247,0,0,CLS_ONLY_su2hat1,f4 + 3 su2
4,su2+g2,f4 + 2 su2 + su2+so7+su2 + su3,13,0,0,CLS_ONLY_su2hat1,f4 + 3 su2 + su3
4,su2+g2,f4 + 2 su2+g2,25,3,12,COUNT_DIFF,f4 + 2 su2 + su3; f4 + su2 + su3; f4 + su3
4,su2+g2,f4 + 2 su2+g2 + 2 su3,35,2,7,COUNT_DIFF,f4 + 3 su3; f4 + su2 + 3 su3
4,su2+g2,f4 + 2 su2+g2 + 3 su3,0,1,2,MRG_ONLY,
