T_H,LST_Gauge,SUGRA_Gauge,cls_count,mrg_bases,mrg_rows,status,cls_externals
1,(none),2 e6,1,1,1,MATCH,2 e6
1,(none),2 e6 + 2 su2,9,0,0,CLS_ONLY_su2hat1,2 e6 + 2 su2
1,(none),2 e6 + 2 su2 + su3,1,0,0,CLS_ONLY_su2hat1,2 e6 + 2 su2 + su3
1,(none),2 e6 + 2 su3,1,1,1,MATCH,2 e6 + 2 su3
1,(none),2 e6 + 3 su2,4,0,0,CLS_ONLY_su2hat1,2 e6 + 3 su2
1,(none),2 e6 + 4 su2,1,0,0,CLS_ONLY_su2hat1,2 e6 + 4 su2
1,(none),2 e6 + su2,1,0,0,CLS_ONLY_su2hat1,2 e6 + su2
1,(none),2 e6 + su2 + su3,1,0,0,CLS_ONLY_su2hat1,2 e6 + su2 + su3
1,(none),2 e6 + su3,2,1,1,COUNT_DIFF,2 e6 + su3
1,(none),2 e7,1,1,1,MATCH,2 e7
1,(none),2 e7 + 2 su2,1,0,0,CLS_ONLY_su2hat1,2 e7 + 2 su2
1,(none),2 e7 + su2,1,0,0,CLS_ONLY_su2hat1,2 e7 + su2
1,(none),2 e7p,1,1,1,MATCH,2 e7'
1,(none),2 e7p + 2 su2,1,0,0,CLS_ONLY_su2hat1,2 e7' + 2 su2
1,(none),2 e7p + su2,1,0,0,CLS_ONLY_su2hat1,2 e7' + su2
1,(none),2 e8,1,1,1,MATCH,2 e8
1,(none),2 f4,1,1,1,MATCH,2 f4
1,(none),2 f4 + 2 su2,22,0,0,CLS_ONLY_su2hat1,2 f4 + 2 su2
1,(none),2 f4 + 2 su2 + su3,3,0,0,CLS_ONLY_su2hat1,2 f4 + 2 su2 + su3
1,(none),2 f4 + 2 su3,1,1,1,MATCH,2 f4 + 2 su3
1,(none),2 f4 + 3 su2,14,0,0,CLS_ONLY_su2hat1,2 f4 + 3 su2
1,(none),2 f4 + 4 su2,3,0,0,CLS_ONLY_su2hat1,2 f4 + 4 su2
1,(none),2 f4 + su2,1,0,0,CLS_ONLY_su2hat1,2 f4 + su2
1,(none),2 f4 + su2 + su3,1,0,0,CLS_ONLY_su2hat1,2 f4 + su2 + su3
1,(none),2 f4 + su2+g2,0,1,1,MRG_ONLY,
1,(none),2 f4 + su3,2,1,1,COUNT_DIFF,2 f4 + su3
1,(none),2 so8,5,1,3,COUNT_DIFF,2 so8
1,(none),2 so8 + 2 su2,44,0,0,CLS_ONLY_su2hat1,2 so8 + 2 su2
1,(none),2 so8 + 2 su2 + 2 su3,29,0,0,CLS_ONLY_su2hat1,2 so8 + 2 su2 + 2 su3
1,(none),2 so8 + 2 su2 + 3 su3,2,0,0,CLS_ONLY_su2hat1,2 so8 + 2 su2 + 3 su3
1,(none),2 so8 + 2 su2 + su3,85,0,0,CLS_ONLY_su2hat1,2 so8 + 2 su2 + su3
1,(none),2 so8 + 2 su2+g2,0,1,1,MRG_ONLY,
1,(none),2 so8 + 2 su3,20,1,1,COUNT_DIFF,2 so8 + 2 su3
1,(none),2 so8 + 3 su2,173,0,0,CLS_ONLY_su2hat1,2 so8 + 3 su2
1,(none),2 so8 + 3 su2 + 2 su3,13,0,0,CLS_ONLY_su2hat1,2 so8 + 3 su2 + 2 su3
1,(none),2 so8 + 3 su2 + su3,110,0,0,CLS_ONLY_su2hat1,2 so8 + 3 su2 + su3
1,(none),2 so8 + 3 su3,7,1,2,COUNT_DIFF,2 so8 + 3 su3
1,(none),2 so8 + 4 su2,175,0,0,CLS_ONLY_su2hat1,2 so8 + 4 su2
1,(none),2 so8 + 4 su2 + 2 su3,3,0,0,CLS_ONLY_su2hat1,2 so8 + 4 su2 + 2 su3
1,(none),2 so8 + 4 su2 + su3,44,0,0,CLS_ONLY_su2hat1,2 so8 + 4 su2 + su3
1,(none),2 so8 + 4 su3,2,1,1,COUNT_DIFF,2 so8 + 4 su3
1,(none),2 so8 + 5 su2,94,0,0,CLS_ONLY_su2hat1,2 so8 + 5 su2
1,(none),2 so8 + 6 su2,6,0,0,CLS_ONLY_su2hat1,2 so8 + 6 su2
1,(none),2 so8 + 7 su2,3,0,0,CLS_ONLY_su2hat1,2 so8 + 7 su2
1,(none),2 so8 + 8 su2,1,0,0,CLS_ONLY_su2hat1,2 so8 + 8 su2
1,(none),2 so8 + su2,4,0,0,CLS_ONLY_su2hat1,2 so8 + su2
1,(none),2 so8 + su2 + 2 su3,11,0,0,CLS_ONLY_su2hat1,2 so8 + su2 + 2 su3
1,(none),2 so8 + su2 + 3 su3,2,0,0,CLS_ONLY_su2hat1,2 so8 + su2 + 3 su3
1,(none),2 so8 + su2 + su3,15,0,0,CLS_ONLY_su2hat1,2 so8 + su2 + su3
1,(none),2 so8 + su2 + su8,1,0,0,CLS_ONLY_su2hat1,hat1 + 2 so8 + su2
1,(none),2 so8 + su2+g2,0,1,1,MRG_ONLY,
1,(none),2 so8 + su2+g2 + 2 su3,0,1,1,MRG_ONLY,
1,(none),2 so8 + su2+g2 + su3,0,1,1,MRG_ONLY,
1,(none),2 so8 + su2+so7+su2,0,1,1,MRG_ONLY,
1,(none),2 so8 + su2+so7+su2 + su3,0,1,1,MRG_ONLY,
1,(none),2 so8 + su3,7,1,2,COUNT_DIFF,2 so8 + su3
1,(none),2 so8 + su8,1,0,0,CLS_ONLY_su2hat1,hat1 + 2 so8
1,(none),2 su2,30,0,0,CLS_ONLY_su2hat1,2 su2
1,(none),2 su2 + 2 su3,1255,0,0,CLS_ONLY_su2hat1,2 su2 + 2 su3
1,(none),2 su2 + 2 su3 + su8,22,0,0,CLS_ONLY_su2hat1,hat1 + 2 su2 + 2 su3
1,(none),2 su2 + 2 su8,1,0,0,CLS_ONLY_su2hat1,2 hat1 + 2 su2
1,(none),2 su2 + 3 su3,819,0,0,CLS_ONLY_su2hat1,2 su2 + 3 su3
1,(none),2 su2 + 3 su3 + su8,3,0,0,CLS_ONLY_su2hat1,hat1 + 2 su2 + 3 su3
1,(none),2 su2 + 4 su3,329,0,0,CLS_ONLY_su2hat1,2 su2 + 4 su3
1,(none),2 su2 + 5 su3,69,0,0,CLS_ONLY_su2hat1,2 su2 + 5 su3
1,(none),2 su2 + 6 su3,6,0,0,CLS_ONLY_su2hat1,2 su2 + 6 su3
1,(none),2 su2 + su3,589,0,0,CLS_ONLY_su2hat1,2 su2 + su3
1,(none),2 su2 + su3 + su8,54,0,0,CLS_ONLY_su2hat1,hat1 + 2 su2 + su3
1,(none),2 su2 + su8,14,0,0,CLS_ONLY_su2hat1,hat1 + 2 su2
1,(none),2 su2+g2,0,1,10,MRG_ONLY,
1,(none),2 su2+g2 + 2 su3,0,1,6,MRG_ONLY,
1,(none),2 su2+g2 + 3 su3,0,1,4,MRG_ONLY,
1,(none),2 su2+g2 + 4 su3,0,1,1,MRG_ONLY,
1,(none),2 su2+g2 + su2+so7+su2,0,1,4,MRG_ONLY,
1,(none),2 su2+g2 + su2+so7+su2 + su3,0,1,1,MRG_ONLY,
1,(none),2 su2+g2 + su3,0,1,10,MRG_ONLY,
1,(none),2 su2+so7+su2,0,1,13,MRG_ONLY,
1,(none),2 su2+so7+su2 + 2 su3,0,1,1,MRG_ONLY,
1,(none),2 su2+so7+su2 + su3,0,1,3,MRG_ONLY,
1,(none),2 su3,66,1,5,COUNT_DIFF,2 su3
1,(none),2 su3 + su8,10,0,0,CLS_ONLY_su2hat1,hat1 + 2 su3
1,(none),3 so8,2,1,1,COUNT_DIFF,3 so8
1,(none),3 so8 + 2 su2,7,0,0,CLS_ONLY_su2hat1,3 so8 + 2 su2
1,(none),3 so8 + 2 su2 + su3,1,0,0,CLS_ONLY_su2hat1,3 so8 + 2 su2 + su3
1,(none),3 so8 + 2 su3,1,1,1,MATCH,3 so8 + 2 su3
1,(none),3 so8 + 3 su2,5,0,0,CLS_ONLY_su2hat1,3 so8 + 3 su2
1,(none),3 so8 + 4 su2,1,0,0,CLS_ONLY_su2hat1,3 so8 + 4 su2
1,(none),3 so8 + su2,1,0,0,CLS_ONLY_su2hat1,3 so8 + su2
1,(none),3 so8 + su2 + su3,1,0,0,CLS_ONLY_su2hat1,3 so8 + su2 + su3
1,(none),3 so8 + su2+g2,0,1,1,MRG_ONLY,
1,(none),3 so8 + su3,2,1,1,COUNT_DIFF,3 so8 + su3
1,(none),3 su2,293,0,0,CLS_ONLY_su2hat1,3 su2
1,(none),3 su2 + 2 su3,3271,0,0,CLS_ONLY_su2hat1,3 su2 + 2 su3
1,(none),3 su2 + 2 su3 + su8,13,0,0,CLS_ONLY_su2hat1,hat1 + 3 su2 + 2 su3
1,(none),3 su2 + 3 su3,1346,0,0,CLS_ONLY_su2hat1,3 su2 + 3 su3
1,(none),3 su2 + 3 su3 + su8,1,0,0,CLS_ONLY_su2hat1,hat1 + 3 su2 + 3 su3
1,(none),3 su2 + su3,3104,0,0,CLS_ONLY_su2hat1,3 su2 + su3
1,(none),3 su2 + su3 + su8,81,0,0,CLS_ONLY_su2hat1,hat1 + 3 su2 + su3
1,(none),3 su2 + su8,43,0,0,CLS_ONLY_su2hat1,hat1 + 3 su2
1,(none),3 su2+g2,0,1,7,MRG_ONLY,
1,(none),3 su2+g2 + 2 su3,0,1,1,MRG_ONLY,
1,(none),3 su2+g2 + su3,0,1,2,MRG_ONLY,
1,(none),3 su3,147,1,3,COUNT_DIFF,3 su3
1,(none),3 su3 + su8,3,0,0,CLS_ONLY_su2hat1,hat1 + 3 su3
1,(none),4 so8,1,1,1,MATCH,4 so8
1,(none),4 su2,1616,0,0,CLS_ONLY_su2hat1,4 su2
1,(none),4 su2 + 2 su3,3019,0,0,CLS_ONLY_su2hat1,4 su2 + 2 su3
1,(none),4 su2 + 2 su3 + su8,3,0,0,CLS_ONLY_su2hat1,hat1 + 4 su2 + 2 su3
1,(none),4 su2 + 3 su3,531,0,0,CLS_ONLY_su2hat1,4 su2 + 3 su3
1,(none),4 su2 + su3,6180,0,0,CLS_ONLY_su2hat1,4 su2 + su3
1,(none),4 su2 + su3 + su8,47,0,0,CLS_ONLY_su2hat1,hat1 + 4 su2 + su3
1,(none),4 su2 + su8,104,0,0,CLS_ONLY_su2hat1,hat1 + 4 su2
1,(none),4 su2+g2,0,1,1,MRG_ONLY,
1,(none),4 su3,101,1,4,COUNT_DIFF,4 su3
1,(none),4 su3 + su8,1,0,0,CLS_ONLY_su2hat1,hat1 + 4 su3
1,(none),5 su2,4252,0,0,CLS_ONLY_su2hat1,5 su2
1,(none),5 su2 + su3,27,0,0,CLS_ONLY_su2hat1,5 su2 + su3
1,(none),5 su2 + su8,88,0,0,CLS_ONLY_su2hat1,hat1 + 5 su2
1,(none),5 su3,48,1,2,COUNT_DIFF,5 su3
1,(none),6 su2,2780,0,0,CLS_ONLY_su2hat1,6 su2
1,(none),6 su2 + su3,21,0,0,CLS_ONLY_su2hat1,6 su2 + su3
1,(none),6 su2 + su8,1,0,0,CLS_ONLY_su2hat1,hat1 + 6 su2
1,(none),6 su3,13,1,2,COUNT_DIFF,6 su3
1,(none),7 su2,1554,0,0,CLS_ONLY_su2hat1,7 su2
1,(none),7 su2 + su3,16,0,0,CLS_ONLY_su2hat1,7 su2 + su3
1,(none),7 su2 + su8,1,0,0,CLS_ONLY_su2hat1,hat1 + 7 su2
1,(none),7 su3,4,1,1,COUNT_DIFF,7 su3
1,(none),8 su2,660,0,0,CLS_ONLY_su2hat1,8 su2
1,(none),8 su2 + su3,4,0,0,CLS_ONLY_su2hat1,8 su2 + su3
1,(none),8 su2 + su8,1,0,0,CLS_ONLY_su2hat1,hat1 + 8 su2
1,(none),8 su3,0,1,1,MRG_ONLY,
1,(none),9 su2,19,0,0,CLS_ONLY_su2hat1,9 su2
1,(none),e6,2,1,2,COUNT_DIFF,e6
1,(none),e6 + 2 so8,1,1,1,MATCH,e6 + 2 so8
1,(none),e6 + 2 so8 + 2 su2,1,0,0,CLS_ONLY_su2hat1,e6 + 2 so8 + 2 su2
1,(none),e6 + 2 so8 + su2,1,0,0,CLS_ONLY_su2hat1,e6 + 2 so8 + su2
1,(none),e6 + 2 so8 + su3,1,1,1,MATCH,e6 + 2 so8 + su3
1,(none),e6 + 2 su2,45,0,0,CLS_ONLY_su2hat1,e6 + 2 su2
1,(none),e6 + 2 su2 + 2 su3,138,0,0,CLS_ONLY_su2hat1,e6 + 2 su2 + 2 su3
1,(none),e6 + 2 su2 + 3 su3,29,0,0,CLS_ONLY_su2hat1,e6 + 2 su2 + 3 su3
1,(none),e6 + 2 su2 + 4 su3,2,0,0,CLS_ONLY_su2hat1,e6 + 2 su2 + 4 su3
1,(none),e6 + 2 su2 + su3,214,0,0,CLS_ONLY_su2hat1,e6 + 2 su2 + su3
1,(none),e6 + 2 su2 + su8,4,0,0,CLS_ONLY_su2hat1,e6 + hat1 + 2 su2
1,(none),e6 + 2 su2+g2,0,1,1,MRG_ONLY,
1,(none),e6 + 2 su2+g2 + su3,0,1,1,MRG_ONLY,
1,(none),e6 + 2 su3,31,1,2,COUNT_DIFF,e6 + 2 su3
1,(none),e6 + 3 su2,158,0,0,CLS_ONLY_su2hat1,e6 + 3 su2
1,(none),e6 + 3 su2 + 2 su3,146,0,0,CLS_ONLY_su2hat1,e6 + 3 su2 + 2 su3
1,(none),e6 + 3 su2 + 3 su3,8,0,0,CLS_ONLY_su2hat1,e6 + 3 su2 + 3 su3
1,(none),e6 + 3 su2 + su3,454,0,0,CLS_ONLY_su2hat1,e6 + 3 su2 + su3
1,(none),e6 + 3 su2 + su8,1,0,0,CLS_ONLY_su2hat1,e6 + hat1 + 3 su2
1,(none),e6 + 3 su3,19,1,1,COUNT_DIFF,e6 + 3 su3
1,(none),e6 + 4 su2,472,0,0,CLS_ONLY_su2hat1,e6 + 4 su2
1,(none),e6 + 4 su2 + 2 su3,17,0,0,CLS_ONLY_su2hat1,e6 + 4 su2 + 2 su3
1,(none),e6 + 4 su2 + su3,441,0,0,CLS_ONLY_su2hat1,e6 + 4 su2 + su3
1,(none),e6 + 4 su3,5,1,2,COUNT_DIFF,e6 + 4 su3
1,(none),e6 + 5 su2,541,0,0,CLS_ONLY_su2hat1,e6 + 5 su2
1,(none),e6 + 5 su2 + su3,2,0,0,CLS_ONLY_su2hat1,e6 + 5 su2 + su3
1,(none),e6 + 5 su3,1,1,1,MATCH,e6 + 5 su3
1,(none),e6 + 6 su2,26,0,0,CLS_ONLY_su2hat1,e6 + 6 su2
1,(none),e6 + 6 su2 + su3,1,0,0,CLS_ONLY_su2hat1,e6 + 6 su2 + su3
1,(none),e6 + 7 su2,17,0,0,CLS_ONLY_su2hat1,e6 + 7 su2
1,(none),e6 + 7 su2 + su3,1,0,0,CLS_ONLY_su2hat1,e6 + 7 su2 + su3
1,(none),e6 + e7,1,1,1,MATCH,e6 + e7
1,(none),e6 + e7 + 2 su2,6,0,0,CLS_ONLY_su2hat1,e6 + e7 + 2 su2
1,(none),e6 + e7 + 3 su2,1,0,0,CLS_ONLY_su2hat1,e6 + e7 + 3 su2
1,(none),e6 + e7 + su2,2,0,0,CLS_ONLY_su2hat1,e6 + e7 + su2
1,(none),e6 + e7 + su2 + su3,1,0,0,CLS_ONLY_su2hat1,e6 + e7 + su2 + su3
1,(none),e6 + e7 + su3,1,1,1,MATCH,e6 + e7 + su3
1,(none),e6 + e7p,1,1,1,MATCH,e6 + e7'
1,(none),e6 + e7p + 2 su2,6,0,0,CLS_ONLY_su2hat1,e6 + e7' + 2 su2
1,(none),e6 + e7p + 3 su2,1,0,0,CLS_ONLY_su2hat1,e6 + e7' + 3 su2
1,(none),e6 + e7p + su2,2,0,0,CLS_ONLY_su2hat1,e6 + e7' + su2
1,(none),e6 + e7p + su2 + su3,1,0,0,CLS_ONLY_su2hat1,e6 + e7' + su2 + su3
1,(none),e6 + e7p + su3,1,1,1,MATCH,e6 + e7' + su3
1,(none),e6 + e8,1,1,1,MATCH,e6 + e8
1,(none),e6 + e8 + 2 su2,1,0,0,CLS_ONLY_su2hat1,e6 + e8 + 2 su2
1,(none),e6 + e8 + su2,1,0,0,CLS_ONLY_su2hat1,e6 + e8 + su2
1,(none),e6 + e8 + su3,1,1,1,MATCH,e6 + e8 + su3
1,(none),e6 + f4,1,1,1,MATCH,e6 + f4
1,(none),e6 + f4 + 2 su2,30,0,0,CLS_ONLY_su2hat1,e6 + f4 + 2 su2
1,(none),e6 + f4 + 2 su2 + su3,4,0,0,CLS_ONLY_su2hat1,e6 + f4 + 2 su2 + su3
1,(none),e6 + f4 + 2 su3,1,1,1,MATCH,e6 + f4 + 2 su3
1,(none),e6 + f4 + 3 su2,13,0,0,CLS_ONLY_su2hat1,e6 + f4 + 3 su2
1,(none),e6 + f4 + 4 su2,3,0,0,CLS_ONLY_su2hat1,e6 + f4 + 4 su2
1,(none),e6 + f4 + su2,2,0,0,CLS_ONLY_su2hat1,e6 + f4 + su2
1,(none),e6 + f4 + su2 + su3,2,0,0,CLS_ONLY_su2hat1,e6 + f4 + su2 + su3
1,(none),e6 + f4 + su2+g2,0,1,1,MRG_ONLY,
1,(none),e6 + f4 + su3,3,1,1,COUNT_DIFF,e6 + f4 + su3
1,(none),e6 + so8,1,1,2,MATCH,e6 + so8
1,(none),e6 + so8 + 2 su2,38,0,0,CLS_ONLY_su2hat1,e6 + so8 + 2 su2
1,(none),e6 + so8 + 2 su2 + 2 su3,2,0,0,CLS_ONLY_su2hat1,e6 + so8 + 2 su2 + 2 su3
1,(none),e6 + so8 + 2 su2 + su3,27,0,0,CLS_ONLY_su2hat1,e6 + so8 + 2 su2 + su3
1,(none),e6 + so8 + 2 su3,5,1,1,COUNT_DIFF,e6 + so8 + 2 su3
1,(none),e6 + so8 + 3 su2,75,0,0,CLS_ONLY_su2hat1,e6 + so8 + 3 su2
1,(none),e6 + so8 + 3 su2 + su3,11,0,0,CLS_ONLY_su2hat1,e6 + so8 + 3 su2 + su3
1,(none),e6 + so8 + 3 su3,1,1,1,MATCH,e6 + so8 + 3 su3
1,(none),e6 + so8 + 4 su2,26,0,0,CLS_ONLY_su2hat1,e6 + so8 + 4 su2
1,(none),e6 + so8 + 4 su2 + su3,2,0,0,CLS_ONLY_su2hat1,e6 + so8 + 4 su2 + su3
1,(none),e6 + so8 + 5 su2,4,0,0,CLS_ONLY_su2hat1,e6 + so8 + 5 su2
1,(none),e6 + so8 + su2,2,0,0,CLS_ONLY_su2hat1,e6 + so8 + su2
1,(none),e6 + so8 + su2 + 2 su3,2,0,0,CLS_ONLY_su2hat1,e6 + so8 + su2 + 2 su3
1,(none),e6 + so8 + su2 + su3,6,0,0,CLS_ONLY_su2hat1,e6 + so8 + su2 + su3
1,(none),e6 + so8 + su2+g2,0,1,1,MRG_ONLY,
1,(none),e6 + so8 + su2+g2 + su3,0,1,1,MRG_ONLY,
1,(none),e6 + so8 + su2+so7+su2,0,1,1,MRG_ONLY,
1,(none),e6 + so8 + su3,4,1,2,COUNT_DIFF,e6 + so8 + su3
1,(none),e6 + su2,3,0,0,CLS_ONLY_su2hat1,e6 + su2
1,(none),e6 + su2 + 2 su3,33,0,0,CLS_ONLY_su2hat1,e6 + su2 + 2 su3
1,(none),e6 + su2 + 3 su3,11,0,0,CLS_ONLY_su2hat1,e6 + su2 + 3 su3
1,(none),e6 + su2 + 4 su3,2,0,0,CLS_ONLY_su2hat1,e6 + su2 + 4 su3
1,(none),e6 + su2 + su3,20,0,0,CLS_ONLY_su2hat1,e6 + su2 + su3
1,(none),e6 + su2 + su3 + su8,1,0,0,CLS_ONLY_su2hat1,e6 + hat1 + su2 + su3
1,(none),e6 + su2 + su8,2,0,0,CLS_ONLY_su2hat1,e6 + hat1 + su2
1,(none),e6 + su2+g2,0,1,2,MRG_ONLY,
1,(none),e6 + su2+g2 + 2 su3,0,1,2,MRG_ONLY,
1,(none),e6 + su2+g2 + 3 su3,0,1,1,MRG_ONLY,
1,(none),e6 + su2+g2 + su2+so7+su2,0,1,1,MRG_ONLY,
1,(none),e6 + su2+g2 + su3,0,1,2,MRG_ONLY,
1,(none),e6 + su2+so7+su2,0,1,2,MRG_ONLY,
1,(none),e6 + su2+so7+su2 + 2 su3,0,1,1,MRG_ONLY,
1,(none),e6 + su2+so7+su2 + su3,0,1,1,MRG_ONLY,
1,(none),e6 + su3,6,1,4,COUNT_DIFF,e6 + su3
1,(none),e6 + su3 + su8,1,0,0,CLS_ONLY_su2hat1,e6 + hat1 + su3
1,(none),e6 + su8,1,0,0,CLS_ONLY_su2hat1,e6 + hat1
1,(none),e7,2,1,2,COUNT_DIFF,e7
1,(none),e7 + 2 so8,1,1,1,MATCH,e7 + 2 so8
1,(none),e7 + 2 so8 + su2,1,0,0,CLS_ONLY_su2hat1,e7 + 2 so8 + su2
1,(none),e7 + 2 su2,19,0,0,CLS_ONLY_su2hat1,e7 + 2 su2
1,(none),e7 + 2 su2 + 2 su3,41,0,0,CLS_ONLY_su2hat1,e7 + 2 su2 + 2 su3
1,(none),e7 + 2 su2 + 3 su3,6,0,0,CLS_ONLY_su2hat1,e7 + 2 su2 + 3 su3
1,(none),e7 + 2 su2 + su3,107,0,0,CLS_ONLY_su2hat1,e7 + 2 su2 + su3
1,(none),e7 + 2 su2 + su8,1,0,0,CLS_ONLY_su2hat1,e7 + hat1 + 2 su2
1,(none),e7 + 2 su2+g2,0,1,1,MRG_ONLY,
1,(none),e7 + 2 su3,10,1,2,COUNT_DIFF,e7 + 2 su3
1,(none),e7 + 3 su2,84,0,0,CLS_ONLY_su2hat1,e7 + 3 su2
1,(none),e7 + 3 su2 + 2 su3,34,0,0,CLS_ONLY_su2hat1,e7 + 3 su2 + 2 su3
1,(none),e7 + 3 su2 + 3 su3,1,0,0,CLS_ONLY_su2hat1,e7 + 3 su2 + 3 su3
1,(none),e7 + 3 su2 + su3,197,0,0,CLS_ONLY_su2hat1,e7 + 3 su2 + su3
1,(none),e7 + 3 su3,3,1,1,COUNT_DIFF,e7 + 3 su3
1,(none),e7 + 4 su2,279,0,0,CLS_ONLY_su2hat1,e7 + 4 su2
1,(none),e7 + 4 su2 + 2 su3,3,0,0,CLS_ONLY_su2hat1,e7 + 4 su2 + 2 su3
1,(none),e7 + 4 su2 + su3,146,0,0,CLS_ONLY_su2hat1,e7 + 4 su2 + su3
1,(none),e7 + 4 su3,1,1,1,MATCH,e7 + 4 su3
1,(none),e7 + 5 su2,345,0,0,CLS_ONLY_su2hat1,e7 + 5 su2
1,(none),e7 + 6 su2,5,0,0,CLS_ONLY_su2hat1,e7 + 6 su2
1,(none),e7 + 7 su2,4,0,0,CLS_ONLY_su2hat1,e7 + 7 su2
1,(none),e7 + 8 su2,3,0,0,CLS_ONLY_su2hat1,e7 + 8 su2
1,(none),e7 + e7p,1,1,1,MATCH,e7 + e7'
1,(none),e7 + e7p + 2 su2,1,0,0,CLS_ONLY_su2hat1,e7 + e7' + 2 su2
1,(none),e7 + e7p + su2,2,0,0,CLS_ONLY_su2hat1,e7 + e7' + su2
1,(none),e7 + e8,1,1,1,MATCH,e7 + e8
1,(none),e7 + e8 + su2,1,0,0,CLS_ONLY_su2hat1,e7 + e8 + su2
1,(none),e7 + f4,1,1,1,MATCH,e7 + f4
1,(none),e7 + f4 + 2 su2,13,0,0,CLS_ONLY_su2hat1,e7 + f4 + 2 su2
1,(none),e7 + f4 + 3 su2,3,0,0,CLS_ONLY_su2hat1,e7 + f4 + 3 su2
1,(none),e7 + f4 + su2,2,0,0,CLS_ONLY_su2hat1,e7 + f4 + su2
1,(none),e7 + f4 + su2 + su3,1,0,0,CLS_ONLY_su2hat1,e7 + f4 + su2 + su3
1,(none),e7 + f4 + su2+g2,0,1,1,MRG_ONLY,
1,(none),e7 + f4 + su3,1,1,1,MATCH,e7 + f4 + su3
1,(none),e7 + so8,1,1,2,MATCH,e7 + so8
1,(none),e7 + so8 + 2 su2,18,0,0,CLS_ONLY_su2hat1,e7 + so8 + 2 su2
1,(none),e7 + so8 + 2 su2 + su3,6,0,0,CLS_ONLY_su2hat1,e7 + so8 + 2 su2 + su3
1,(none),e7 + so8 + 2 su3,1,1,1,MATCH,e7 + so8 + 2 su3
1,(none),e7 + so8 + 3 su2,30,0,0,CLS_ONLY_su2hat1,e7 + so8 + 3 su2
1,(none),e7 + so8 + 3 su2 + su3,1,0,0,CLS_ONLY_su2hat1,e7 + so8 + 3 su2 + su3
1,(none),e7 + so8 + 4 su2,7,0,0,CLS_ONLY_su2hat1,e7 + so8 + 4 su2
1,(none),e7 + so8 + 5 su2,1,0,0,CLS_ONLY_su2hat1,e7 + so8 + 5 su2
1,(none),e7 + so8 + su2,2,0,0,CLS_ONLY_su2hat1,e7 + so8 + su2
1,(none),e7 + so8 + su2 + 2 su3,1,0,0,CLS_ONLY_su2hat1,e7 + so8 + su2 + 2 su3
1,(none),e7 + so8 + su2 + su3,4,0,0,CLS_ONLY_su2hat1,e7 + so8 + su2 + su3
1,(none),e7 + so8 + su2+g2,0,1,1,MRG_ONLY,
1,(none),e7 + so8 + su3,2,1,1,COUNT_DIFF,e7 + so8 + su3
1,(none),e7 + su2,3,0,0,CLS_ONLY_su2hat1,e7 + su2
1,(none),e7 + su2 + 2 su3,17,0,0,CLS_ONLY_su2hat1,e7 + su2 + 2 su3
1,(none),e7 + su2 + 3 su3,4,0,0,CLS_ONLY_su2hat1,e7 + su2 + 3 su3
1,(none),e7 + su2 + 4 su3,1,0,0,CLS_ONLY_su2hat1,e7 + su2 + 4 su3
1,(none),e7 + su2 + su3,14,0,0,CLS_ONLY_su2hat1,e7 + su2 + su3
1,(none),e7 + su2 + su8,2,0,0,CLS_ONLY_su2hat1,e7 + hat1 + su2
1,(none),e7 + su2+g2,0,1,1,MRG_ONLY,
1,(none),e7 + su2+g2 + 2 su3,0,1,1,MRG_ONLY,
1,(none),e7 + su2+g2 + su3,0,1,1,MRG_ONLY,
1,(none),e7 + su2+so7+su2,0,1,2,MRG_ONLY,
1,(none),e7 + su2+so7+su2 + su3,0,1,1,MRG_ONLY,
1,(none),e7 + su3,2,1,2,COUNT_DIFF,e7 + su3
1,(none),e7 + su8,1,0,0,CLS_ONLY_su2hat1,e7 + hat1
1,(none),e7p,2,1,2,COUNT_DIFF,e7'
1,(none),e7p + 2 so8,1,1,1,MATCH,e7' + 2 so8
1,(none),e7p + 2 so8 + su2,1,0,0,CLS_ONLY_su2hat1,e7' + 2 so8 + su2
1,(none),e7p + 2 su2,19,0,0,CLS_ONLY_su2hat1,e7' + 2 su2
1,(none),e7p + 2 su2 + 2 su3,41,0,0,CLS_ONLY_su2hat1,e7' + 2 su2 + 2 su3
1,(none),e7p + 2 su2 + 3 su3,6,0,0,CLS_ONLY_su2hat1,e7' + 2 su2 + 3 su3
1,(none),e7p + 2 su2 + su3,107,0,0,CLS_ONLY_su2hat1,e7' + 2 su2 + su3
1,(none),e7p + 2 su2 + su8,1,0,0,CLS_ONLY_su2hat1,e7' + hat1 + 2 su2
1,(none),e7p + 2 su2+g2,0,1,1,MRG_ONLY,
1,(none),e7p + 2 su3,10,1,2,COUNT_DIFF,e7' + 2 su3
1,(none),e7p + 3 su2,84,0,0,CLS_ONLY_su2hat1,e7' + 3 su2
1,(none),e7p + 3 su2 + 2 su3,34,0,0,CLS_ONLY_su2hat1,e7' + 3 su2 + 2 su3
1,(none),e7p + 3 su2 + 3 su3,1,0,0,CLS_ONLY_su2hat1,e7' + 3 su2 + 3 su3
1,(none),e7p + 3 su2 + su3,197,0,0,CLS_ONLY_su2hat1,e7' + 3 su2 + su3
1,(none),e7p + 3 su3,3,1,1,COUNT_DIFF,e7' + 3 su3
1,(none),e7p + 4 su2,279,0,0,CLS_ONLY_su2hat1,e7' + 4 su2
1,(none),e7p + 4 su2 + 2 su3,3,0,0,CLS_ONLY_su2hat1,e7' + 4 su2 + 2 su3
