T_H,LST_Gauge,SUGRA_Gauge,source_files,num_sources
4,3 su3,su2+g2 + su2+so7+su2 + 3 su3,T005/Ext5,1
4,so8,2 so8 + 2 su2+g2 + 2 su3,T005/Ext7,1
4,so8,2 so8 + 2 su2+so7+su2,T005/Ext7,1
4,so8,2 so8 + 3 su2+g2,T005/Ext7,1
4,so8,2 so8 + 6 su3,T005/Ext7,1
4,so8,2 so8 + su2+g2 + su2+so7+su2 + su3,T005/Ext7,1
4,so8,2 so8 + su2+so7+su2 + 2 su3,T005/Ext6,1
4,so8,2 so8 + su2+so7+su2 + 3 su3,T005/Ext7,1
4,so8,so8 + 2 su2+g2 + 3 su3,T005/Ext6; T005/Ext7,2
4,so8,so8 + 2 su2+g2 + 4 su3,T005/Ext8,1
4,so8,so8 + 2 su2+g2 + su2+so7+su2,T005/Ext6; T005/Ext7,2
4,so8,so8 + 2 su2+so7+su2 + 2 su3,T005/Ext8,1
4,so8,so8 + 2 su2+so7+su2 + su3,T005/Ext7,1
4,so8,so8 + 3 su2+g2,T005/Ext4; T005/Ext5; T005/Ext6,3
4,so8,so8 + 3 su2+g2 + 2 su3,T005/Ext8,1
4,so8,so8 + 3 su2+g2 + su3,T005/Ext5; T005/Ext6; T005/Ext7,3
4,so8,so8 + 4 su2+g2,T005/Ext8,1
4,so8,so8 + 7 su3,T005/Ext7,1
4,so8,so8 + 8 su3,T005/Ext8,1
4,so8,so8 + su2+g2 + 5 su3,T005/Ext6; T005/Ext7,2
4,so8,so8 + su2+g2 + su2+so7+su2,T005/Ext3; T005/Ext4; T005/Ext5,3
4,so8,so8 + su2+g2 + su2+so7+su2 + 2 su3,T005/Ext6; T005/Ext7,2
4,so8,so8 + su2+g2 + su2+so7+su2 + 3 su3,T005/Ext8,1
4,so8,so8 + su2+g2 + su2+so7+su2 + su3,T005/Ext4; T005/Ext5; T005/Ext6,3
4,so8,so8 + su2+so7+su2 + 2 su3,T005/Ext3; T005/Ext5,2
4,so8,so8 + su2+so7+su2 + 3 su3,T005/Ext6,1
4,so8,so8 + su2+so7+su2 + 4 su3,T005/Ext7,1
4,su2+g2,2 f4 + su2+g2 + su2+so7+su2,T005/Ext5,1
4,su2+g2,2 so8 + 2 su2+g2 + 2 su3,T005/Ext6,1
4,su2+g2,2 so8 + 2 su2+so7+su2,T005/Ext6,1
4,su2+g2,2 so8 + 3 su2+g2,T005/Ext6,1
4,su2+g2,2 so8 + su2+g2 + su2+so7+su2 + su3,T005/Ext6,1
4,su2+g2,2 so8 + su2+so7+su2 + 3 su3,T005/Ext6,1
4,su2+g2,2 su2+g2 + 4 su3,T005/Ext6,1
4,su2+g2,2 su2+g2 + su2+so7+su2,T005/Ext4; T005/Ext5,2
4,su2+g2,2 su2+g2 + su2+so7+su2 + 2 su3,T005/Ext7,1
4,su2+g2,2 su2+g2 + su2+so7+su2 + su3,T005/Ext5; T005/Ext6,2
4,su2+g2,2 su2+so7+su2,T005/Ext4,1
4,su2+g2,2 su2+so7+su2 + 2 su3,T005/Ext6,1
4,su2+g2,2 su2+so7+su2 + 3 su3,T005/Ext7,1
4,su2+g2,2 su2+so7+su2 + su3,T005/Ext5,1
4,su2+g2,3 su2+g2 + 2 su3,T005/Ext6,1
4,su2+g2,3 su2+g2 + su2+so7+su2,T005/Ext7,1
4,su2+g2,3 su2+g2 + su3,T005/Ext4; T005/Ext5,2
4,su2+g2,3 su2+so7+su2,T005/Ext7,1
4,su2+g2,3 su2+so7+su2 + su3,T005/Ext8,1
4,su2+g2,4 su2+g2,T005/Ext6,1
4,su2+g2,4 su2+g2 + su3,T005/Ext7,1
4,su2+g2,e6 + 2 su2+so7+su2 + su3,T005/Ext6,1
4,su2+g2,e6 + su2+g2 + 4 su3,T005/Ext5,1
4,su2+g2,e6 + su2+so7+su2 + 3 su3,T005/Ext5,1
4,su2+g2,e6 + su2+so7+su2 + 4 su3,T005/Ext6,1
4,su2+g2,e7 + 2 su2+so7+su2,T005/Ext5,1
4,su2+g2,e7 + 2 su2+so7+su2 + su3,T005/Ext6,1
4,su2+g2,e7 + su2+g2 + 4 su3,T005/Ext5,1
4,su2+g2,e7 + su2+so7+su2 + 3 su3,T005/Ext5,1
4,su2+g2,e7p + 2 su2+so7+su2,T005/Ext5,1
4,su2+g2,e7p + 2 su2+so7+su2 + su3,T005/Ext6,1
4,su2+g2,e7p + su2+g2 + 4 su3,T005/Ext5,1
4,su2+g2,e7p + su2+so7+su2 + 3 su3,T005/Ext5,1
4,su2+g2,f4 + 2 su2+g2 + 3 su3,T005/Ext6,1
4,su2+g2,f4 + 2 su2+g2 + su2+so7+su2,T005/Ext6,1
4,su2+g2,f4 + 2 su2+so7+su2,T005/Ext5,1
4,su2+g2,f4 + 2 su2+so7+su2 + su3,T005/Ext6,1
4,su2+g2,f4 + 3 su2+g2 + su3,T005/Ext6,1
4,su2+g2,f4 + su2+g2 + 2 su2+so7+su2,T005/Ext7,1
4,su2+g2,f4 + su2+g2 + 4 su3,T005/Ext5,1
4,su2+g2,f4 + su2+g2 + su2+so7+su2 + 2 su3,T005/Ext6,1
4,su2+g2,f4 + su2+so7+su2 + 3 su3,T005/Ext5,1
4,su2+g2,f4 + su2+so7+su2 + 4 su3,T005/Ext6,1
4,su2+g2,so8 + 2 su2+g2 + 3 su3,T005/Ext6,1
4,su2+g2,so8 + 2 su2+g2 + su2+so7+su2,T005/Ext5; T005/Ext6,2
4,su2+g2,so8 + 2 su2+g2 + su2+so7+su2 + su3,T005/Ext7,1
4,su2+g2,so8 + 2 su2+so7+su2 + 2 su3,T005/Ext7,1
4,su2+g2,so8 + 2 su2+so7+su2 + su3,T005/Ext6,1
4,su2+g2,so8 + 3 su2+g2 + su3,T005/Ext6,1
4,su2+g2,so8 + 3 su2+so7+su2,T005/Ext8,1
4,su2+g2,so8 + su2+g2 + 2 su2+so7+su2,T005/Ext7,1
4,su2+g2,so8 + su2+g2 + 4 su3,T005/Ext5,1
4,su2+g2,so8 + su2+g2 + su2+so7+su2 + 2 su3,T005/Ext6,1
4,su2+g2,so8 + su2+g2 + su2+so7+su2 + 3 su3,T005/Ext7,1
4,su2+g2,so8 + su2+so7+su2 + 3 su3,T005/Ext5,1
4,su2+g2,so8 + su2+so7+su2 + 4 su3,T005/Ext6,1
4,su2+g2,su2+g2 + 2 su2+so7+su2,T005/Ext5; T005/Ext6,2
4,su2+g2,su2+g2 + 2 su2+so7+su2 + 2 su3,T005/Ext8,1
4,su2+g2,su2+g2 + 2 su2+so7+su2 + su3,T005/Ext7,1
4,su2+g2,su2+g2 + 5 su3,T005/Ext5,1
4,su2+g2,su2+g2 + su2+so7+su2 + 2 su3,T005/Ext4; T005/Ext5,2
4,su2+g2,su2+g2 + su2+so7+su2 + 3 su3,T005/Ext5; T005/Ext6,2
4,su2+g2,su2+g2 + su2+so7+su2 + 4 su3,T005/Ext7,1
4,su2+g2,su2+so7+su2 + 3 su3,T005/Ext4,1
4,su2+g2,su2+so7+su2 + 4 su3,T005/Ext5,1
4,su2+g2,su2+so7+su2 + 5 su3,T005/Ext6,1
4,su2+g2 + su3,2 su2+g2 + 4 su3,T005/Ext5,1
4,su2+g2 + su3,2 su2+g2 + su2+so7+su2,T005/Ext4,1
4,su2+g2 + su3,2 su2+g2 + su2+so7+su2 + 2 su3,T005/Ext6,1
4,su2+g2 + su3,2 su2+g2 + su2+so7+su2 + su3,T005/Ext5,1
4,su2+g2 + su3,2 su2+so7+su2 + 2 su3,T005/Ext5,1
4,su2+g2 + su3,2 su2+so7+su2 + 3 su3,T005/Ext6,1
4,su2+g2 + su3,3 su2+g2,T005/Ext3,1
4,su2+g2 + su3,3 su2+g2 + 2 su3,T005/Ext5,1
4,su2+g2 + su3,3 su2+g2 + su3,T005/Ext4,1
4,su2+g2 + su3,4 su2+g2,T005/Ext5,1
4,su2+g2 + su3,f4 + so8 + su2+g2 + su3,T005/Ext2,1
4,su2+g2 + su3,f4 + su2+g2 + 2 su3,T005/Ext2,1
4,su2+g2 + su3,f4 + su2+g2 + 3 su3,T005/Ext3,1
4,su2+g2 + su3,so8 + 2 su2+g2 + su2+so7+su2,T005/Ext5,1
4,su2+g2 + su3,so8 + 2 su2+so7+su2 + su3,T005/Ext5,1
4,su2+g2 + su3,so8 + su2+g2 + su2+so7+su2 + 2 su3,T005/Ext5,1
4,su2+g2 + su3,su2+g2 + 2 su2+so7+su2,T005/Ext5,1
4,su2+g2 + su3,su2+g2 + 2 su2+so7+su2 + su3,T005/Ext6,1
4,su2+g2 + su3,su2+g2 + 5 su3,T005/Ext4,1
4,su2+g2 + su3,su2+g2 + su2+so7+su2 + 2 su3,T005/Ext4,1
4,su2+g2 + su3,su2+g2 + su2+so7+su2 + 3 su3,T005/Ext5,1
4,su2+g2 + su3,su2+so7+su2 + 5 su3,T005/Ext5,1
4,su2+so7+su2,2 su2+g2 + su2+so7+su2,T005/Ext4,1
4,su2+so7+su2,2 su2+so7+su2 + su3,T005/Ext4,1
4,su2+so7+su2,su2+g2 + su2+so7+su2 + 2 su3,T005/Ext4,1
5,(none),2 so8 + 2 su3,T006/Ext4,1
5,(none),2 so8 + su2+g2,T006/Ext4,1
5,(none),2 su2+g2,T006/Ext4,1
5,(none),2 su2+g2 + su3,T006/Ext5,1
5,(none),4 su3,T006/Ext4,1
5,(none),5 su3,T006/Ext5,1
5,(none),e6 + 2 su2+g2,T006/Ext5,1
5,(none),e6 + 3 su3,T006/Ext4,1
5,(none),e6 + 4 su3,T006/Ext5,1
5,(none),e6 + so8 + 2 su3,T006/Ext4,1
5,(none),e6 + so8 + su2+g2,T006/Ext4,1
5,(none),e6 + su2+g2,T006/Ext3,1
5,(none),e6 + su2+g2 + 2 su3,T006/Ext5,1
5,(none),e6 + su2+g2 + su3,T006/Ext4,1
5,(none),e6 + su2+so7+su2,T006/Ext4,1
5,(none),e6 + su2+so7+su2 + su3,T006/Ext5,1
5,(none),e7 + 2 su2+g2,T006/Ext5,1
5,(none),e7 + 2 su3,T006/Ext3,1
5,(none),e7 + 3 su3,T006/Ext4,1
5,(none),e7 + 4 su3,T006/Ext5,1
5,(none),e7 + so8 + 2 su3,T006/Ext4,1
5,(none),e7 + so8 + su2+g2,T006/Ext4,1
5,(none),e7 + su2+g2,T006/Ext3,1
5,(none),e7 + su2+g2 + 2 su3,T006/Ext5,1
5,(none),e7 + su2+g2 + su3,T006/Ext4,1
5,(none),e7 + su2+so7+su2,T006/Ext4,1
5,(none),e7 + su2+so7+su2 + su3,T006/Ext5,1
5,(none),e7p + 2 su2+g2,T006/Ext5,1
5,(none),e7p + 2 su3,T006/Ext3,1
5,(none),e7p + 3 su3,T006/Ext4,1
5,(none),e7p + 4 su3,T006/Ext5,1
5,(none),e7p + so8 + 2 su3,T006/Ext4,1
5,(none),e7p + so8 + su2+g2,T006/Ext4,1
5,(none),e7p + su2+g2,T006/Ext3,1
5,(none),e7p + su2+g2 + 2 su3,T006/Ext5,1
5,(none),e7p + su2+g2 + su3,T006/Ext4,1
5,(none),e7p + su2+so7+su2,T006/Ext4,1
5,(none),e7p + su2+so7+su2 + su3,T006/Ext5,1
5,(none),e8 + 2 su2+g2,T006/Ext5,1
5,(none),e8 + 2 su3,T006/Ext3,1
5,(none),e8 + 3 su3,T006/Ext4,1
5,(none),e8 + 4 su3,T006/Ext5,1
5,(none),e8 + so8 + 2 su3,T006/Ext4,1
5,(none),e8 + so8 + su2+g2,T006/Ext4,1
5,(none),e8 + su2+g2,T006/Ext3,1
5,(none),e8 + su2+g2 + 2 su3,T006/Ext5,1
5,(none),e8 + su2+g2 + su3,T006/Ext4,1
5,(none),e8 + su2+so7+su2,T006/Ext4,1
5,(none),e8 + su2+so7+su2 + su3,T006/Ext5,1
5,(none),f4 + 2 su2+g2,T006/Ext5,1
5,(none),f4 + 3 su3,T006/Ext4,1
5,(none),f4 + 4 su3,T006/Ext5,1
5,(none),f4 + so8 + 2 su3,T006/Ext4,1
5,(none),f4 + so8 + su2+g2,T006/Ext4,1
5,(none),f4 + su2+g2,T006/Ext3,1
5,(none),f4 + su2+g2 + 2 su3,T006/Ext5,1
5,(none),f4 + su2+g2 + su3,T006/Ext4,1
5,(none),f4 + su2+so7+su2,T006/Ext4,1
5,(none),f4 + su2+so7+su2 + su3,T006/Ext5,1
5,(none),so8 + su2+g2,T006/Ext3,1
5,(none),so8 + su2+g2 + su3,T006/Ext4,1
5,(none),so8 + su2+so7+su2,T006/Ext4,1
5,(none),so8 + su2+so7+su2 + su3,T006/Ext5,1
5,(none),su2+g2,T006/Ext2,1
5,(none),su2+g2 + 2 su3,T006/Ext4,1
5,(none),su2+g2 + 3 su3,T006/Ext5,1
5,(none),su2+g2 + su2+so7+su2,T006/Ext5,1
5,(none),su2+g2 + su3,T006/Ext3,1
5,(none),su2+so7+su2,T006/Ext3,1
5,(none),su2+so7+su2 + 2 su3,T006/Ext5,1
5,(none),su2+so7+su2 + su3,T006/Ext4,1
5,f4,f4 + 2 su2+g2 + 2 su3,T006/Ext5; T006/Ext6,2
5,f4,f4 + 3 su2+g2,T006/Ext4; T006/Ext5; T006/Ext6,3
5,f4,f4 + 5 su3,T006/Ext5,1
5,f4,f4 + su2+g2 + su2+so7+su2,T006/Ext3,1
5,f4,f4 + su2+so7+su2,T006/Ext1,1
5,f4,f4 + su2+so7+su2 + su3,T006/Ext2,1
5,so8 + 2 su3,2 so8 + su2+so7+su2 + 3 su3,T006/Ext5,1
5,so8 + 2 su3,so8 + 2 su2+g2 + 2 su3,T006/Ext4,1
5,so8 + 2 su3,so8 + 2 su2+g2 + 3 su3,T006/Ext5,1
5,so8 + 2 su3,so8 + 2 su2+g2 + su2+so7+su2,T006/Ext5,1
5,so8 + 2 su3,so8 + 2 su2+so7+su2 + 2 su3,T006/Ext6,1
5,so8 + 2 su3,so8 + 2 su2+so7+su2 + su3,T006/Ext5,1
5,so8 + 2 su3,so8 + 3 su2+g2,T006/Ext4,1
5,so8 + 2 su3,so8 + 3 su2+g2 + su3,T006/Ext5,1
5,so8 + 2 su3,so8 + su2+g2 + 5 su3,T006/Ext5,1
5,so8 + 2 su3,so8 + su2+g2 + su2+so7+su2 + 2 su3,T006/Ext5,1
5,so8 + 2 su3,so8 + su2+g2 + su2+so7+su2 + su3,T006/Ext4,1
5,so8 + 2 su3,so8 + su2+so7+su2 + 3 su3,T006/Ext4,1
5,so8 + 2 su3,so8 + su2+so7+su2 + 4 su3,T006/Ext5,1
5,so8 + 2 su3,so8 + su2+so7+su2 + 5 su3,T006/Ext6,1
5,so8 + su2+g2,2 so8 + 2 su2+g2 + 2 su3,T006/Ext5,1
5,so8 + su2+g2,2 so8 + su2+g2 + su2+so7+su2 + su3,T006/Ext5,1
5,so8 + su2+g2,2 so8 + su2+so7+su2 + 3 su3,T006/Ext5,1
5,so8 + su2+g2,3 so8 + su2+g2 + su3,T006/Ext3,1
5,so8 + su2+g2,f4 + 2 so8 + su2+g2 + su3,T006/Ext3,1
5,so8 + su2+g2,so8 + 2 su2+g2 + 2 su3,T006/Ext4,1
5,so8 + su2+g2,so8 + 2 su2+g2 + 3 su3,T006/Ext5,1
5,so8 + su2+g2,so8 + 2 su2+g2 + su2+so7+su2,T006/Ext5,1
5,so8 + su2+g2,so8 + 2 su2+so7+su2,T006/Ext4,1
5,so8 + su2+g2,so8 + 2 su2+so7+su2 + 2 su3,T006/Ext6,1
5,so8 + su2+g2,so8 + 2 su2+so7+su2 + su3,T006/Ext5,1
5,so8 + su2+g2,so8 + 3 su2+g2,T006/Ext4,1
5,so8 + su2+g2,so8 + 3 su2+g2 + su3,T006/Ext5,1
5,so8 + su2+g2,so8 + su2+g2 + 2 su2+so7+su2,T006/Ext6,1
5,so8 + su2+g2,so8 + su2+g2 + su2+so7+su2 + 2 su3,T006/Ext5,1
5,so8 + su2+g2,so8 + su2+g2 + su2+so7+su2 + 3 su3,T006/Ext6,1
5,so8 + su2+g2,so8 + su2+g2 + su2+so7+su2 + su3,T006/Ext4,1
5,so8 + su2+g2,so8 + su2+so7+su2 + 3 su3,T006/Ext4,1
5,so8 + su2+g2,so8 + su2+so7+su2 + 4 su3,T006/Ext5,1
5,so8 + su2+g2 + su3,so8 + 2 su2+g2 + su2+so7+su2,T006/Ext4,1
5,so8 + su2+g2 + su3,so8 + 2 su2+so7+su2 + su3,T006/Ext4,1
5,so8 + su2+g2 + su3,so8 + 3 su2+g2,T006/Ext3,1
5,so8 + su2+g2 + su3,so8 + su2+g2 + 2 su2+so7+su2,T006/Ext5,1
5,so8 + su2+g2 + su3,so8 + su2+g2 + 3 su3,T006/Ext2,1
5,so8 + su2+so7+su2,2 so8 + su2+so7+su2 + su3,T006/Ext2,1
5,so8 + su3,2 so8 + 2 su2+g2 + 2 su3,T006/Ext6,1
5,so8 + su3,2 so8 + 2 su2+so7+su2 + su3,T006/Ext7,1
5,so8 + su3,2 so8 + 3 su2+g2,T006/Ext5; T006/Ext6,2
5,so8 + su3,2 so8 + 6 su3,T006/Ext6,1
5,so8 + su3,2 so8 + su2+g2 + 4 su3,T006/Ext6,1
5,so8 + su3,2 so8 + su2+g2 + su2+so7+su2 + su3,T006/Ext5; T006/Ext6,2
5,so8 + su3,2 so8 + su2+so7+su2 + 2 su3,T006/Ext5,1
5,so8 + su3,2 so8 + su2+so7+su2 + 3 su3,T006/Ext6,1
5,so8 + su3,2 so8 + su2+so7+su2 + 4 su3,T006/Ext7,1
5,so8 + su3,3 so8 + 2 su2+g2 + su3,T006/Ext6,1
5,so8 + su3,3 so8 + su2+g2 + su2+so7+su2,T006/Ext6,1
5,so8 + su3,3 so8 + su2+so7+su2 + 2 su3,T006/Ext6,1
5,so8 + su3,e6 + so8 + 2 su2+g2 + 2 su3,T006/Ext6,1
5,so8 + su3,e6 + so8 + 5 su3,T006/Ext5,1
5,so8 + su3,f4 + so8 + 2 su2+g2 + 2 su3,T006/Ext6,1
5,so8 + su3,f4 + so8 + 5 su3,T006/Ext5,1
5,so8 + su3,f4 + so8 + su2+g2 + 4 su3,T006/Ext6,1
5,so8 + su3,f4 + so8 + su2+g2 + su2+so7+su2 + su3,T006/Ext6,1
5,so8 + su3,f4 + so8 + su2+so7+su2 + 3 su3,T006/Ext6,1
5,so8 + su3,so8 + 2 su2+g2 + 2 su3,T006/Ext4; T006/Ext5,2
5,so8 + su3,so8 + 2 su2+g2 + 3 su3,T006/Ext5; T006/Ext6,2
5,so8 + su3,so8 + 2 su2+g2 + 4 su3,T006/Ext7,1
5,so8 + su3,so8 + 2 su2+g2 + su2+so7+su2,T006/Ext5; T006/Ext6,2
5,so8 + su3,so8 + 2 su2+g2 + su2+so7+su2 + su3,T006/Ext7,1
5,so8 + su3,so8 + 2 su2+so7+su2,T006/Ext5,1
5,so8 + su3,so8 + 2 su2+so7+su2 + 2 su3,T006/Ext7,1
5,so8 + su3,so8 + 2 su2+so7+su2 + su3,T006/Ext6,1
5,so8 + su3,so8 + 3 su2+g2,T006/Ext4; T006/Ext5,2
5,so8 + su3,so8 + 3 su2+g2 + 2 su3,T006/Ext7,1
5,so8 + su3,so8 + 3 su2+g2 + su3,T006/Ext5; T006/Ext6,2
5,so8 + su3,so8 + 4 su2+g2,T006/Ext7,1
5,so8 + su3,so8 + 4 su2+g2 + su3,T006/Ext8,1
5,so8 + su3,so8 + 7 su3,T006/Ext6,1
5,so8 + su3,so8 + su2+g2 + 2 su2+so7+su2,T006/Ext6; T006/Ext7,2
5,so8 + su3,so8 + su2+g2 + 2 su2+so7+su2 + su3,T006/Ext8,1
5,so8 + su3,so8 + su2+g2 + 5 su3,T006/Ext5; T006/Ext6,2
5,so8 + su3,so8 + su2+g2 + su2+so7+su2 + 2 su3,T006/Ext5; T006/Ext6,2
5,so8 + su3,so8 + su2+g2 + su2+so7+su2 + 3 su3,T006/Ext7,1
5,so8 + su3,so8 + su2+g2 + su2+so7+su2 + su3,T006/Ext4; T006/Ext5,2
5,so8 + su3,so8 + su2+so7+su2 + 3 su3,T006/Ext5,1
5,so8 + su3,so8 + su2+so7+su2 + 4 su3,T006/Ext6,1
5,so8 + su3,so8 + su2+so7+su2 + 5 su3,T006/Ext7,1
5,su2+g2,2 f4 + su2+g2 + su2+so7+su2,T006/Ext5,1
5,su2+g2,2 so8 + 2 su2+g2 + su3,T006/Ext5,1
5,su2+g2,2 so8 + 3 su2+g2,T006/Ext6,1
5,su2+g2,2 so8 + su2+g2 + su2+so7+su2,T006/Ext5,1
5,su2+g2,2 so8 + su2+g2 + su2+so7+su2 + su3,T006/Ext6,1
5,su2+g2,2 su2+g2 + 2 su3,T006/Ext3; T006/Ext4,2
5,su2+g2,2 su2+g2 + 3 su3,T006/Ext4; T006/Ext5,2
5,su2+g2,2 su2+g2 + 4 su3,T006/Ext6,1
5,su2+g2,2 su2+g2 + su2+so7+su2,T006/Ext4; T006/Ext5,2
5,su2+g2,2 su2+g2 + su2+so7+su2 + su3,T006/Ext5; T006/Ext6,2
5,su2+g2,3 so8 + 2 su2+g2,T006/Ext5,1
5,su2+g2,3 su2+g2,T006/Ext3; T006/Ext4,2
5,su2+g2,3 su2+g2 + 2 su3,T006/Ext6,1
5,su2+g2,3 su2+g2 + su3,T006/Ext4; T006/Ext5,2
5,su2+g2,4 su2+g2,T006/Ext6,1
5,su2+g2,e6 + 2 su2+g2 + 3 su3,T006/Ext6,1
5,su2+g2,e6 + 2 su2+g2 + su2+so7+su2,T006/Ext6,1
5,su2+g2,e6 + 3 su2+g2,T006/Ext4; T006/Ext5,2
5,su2+g2,e6 + 3 su2+g2 + su3,T006/Ext6,1
5,su2+g2,e6 + so8 + su2+g2 + su2+so7+su2,T006/Ext5,1
5,su2+g2,e6 + su2+g2 + 3 su3,T006/Ext4,1
5,su2+g2,e6 + su2+g2 + 4 su3,T006/Ext5,1
5,su2+g2,e6 + su2+g2 + su2+so7+su2,T006/Ext4,1
5,su2+g2,e6 + su2+g2 + su2+so7+su2 + su3,T006/Ext5,1
5,su2+g2,e7 + so8 + su2+g2 + 2 su3,T006/Ext4,1
5,su2+g2,e7 + su2+g2 + 3 su3,T006/Ext4,1
5,su2+g2,e7 + su2+g2 + 4 su3,T006/Ext5,1
5,su2+g2,e7 + su2+g2 + su2+so7+su2,T006/Ext4,1
5,su2+g2,e7 + su2+g2 + su2+so7+su2 + su3,T006/Ext5,1
5,su2+g2,e7p + so8 + su2+g2 + 2 su3,T006/Ext4,1
5,su2+g2,e7p + su2+g2 + 3 su3,T006/Ext4,1
5,su2+g2,e7p + su2+g2 + 4 su3,T006/Ext5,1
5,su2+g2,e7p + su2+g2 + su2+so7+su2,T006/Ext4,1
5,su2+g2,e7p + su2+g2 + su2+so7+su2 + su3,T006/Ext5,1
5,su2+g2,e8 + so8 + su2+g2 + 2 su3,T006/Ext4,1
5,su2+g2,e8 + su2+g2 + 3 su3,T006/Ext4,1
5,su2+g2,e8 + su2+g2 + 4 su3,T006/Ext5,1
5,su2+g2,e8 + su2+g2 + su2+so7+su2,T006/Ext4,1
5,su2+g2,e8 + su2+g2 + su2+so7+su2 + su3,T006/Ext5,1
5,su2+g2,f4 + 2 su2+g2 + 2 su3,T006/Ext4; T006/Ext5,2
5,su2+g2,f4 + 2 su2+g2 + 3 su3,T006/Ext6,1
5,su2+g2,f4 + 2 su2+g2 + su2+so7+su2,T006/Ext6,1
5,su2+g2,f4 + 3 su2+g2,T006/Ext4; T006/Ext5,2
5,su2+g2,f4 + 3 su2+g2 + su3,T006/Ext6,1
5,su2+g2,f4 + so8 + su2+g2 + su2+so7+su2,T006/Ext5,1
5,su2+g2,f4 + su2+g2 + 3 su3,T006/Ext4,1
5,su2+g2,f4 + su2+g2 + 4 su3,T006/Ext5,1
5,su2+g2,f4 + su2+g2 + su2+so7+su2,T006/Ext4,1
5,su2+g2,f4 + su2+g2 + su2+so7+su2 + su3,T006/Ext5,1
5,su2+g2,so8 + 2 su2+g2 + 2 su3,T006/Ext4; T006/Ext5,2
5,su2+g2,so8 + 2 su2+g2 + 3 su3,T006/Ext6,1
5,su2+g2,so8 + 2 su2+g2 + su2+so7+su2,T006/Ext6,1
5,su2+g2,so8 + 3 su2+g2,T006/Ext4; T006/Ext5,2
5,su2+g2,so8 + 3 su2+g2 + su3,T006/Ext6,1
5,su2+g2,so8 + su2+g2 + 3 su3,T006/Ext4,1
5,su2+g2,so8 + su2+g2 + 4 su3,T006/Ext5,1
5,su2+g2,so8 + su2+g2 + su2+so7+su2 + su3,T006/Ext5,1
5,su2+g2,su2+g2 + 2 su2+so7+su2,T006/Ext6,1
5,su2+g2,su2+g2 + 4 su3,T006/Ext4,1
5,su2+g2,su2+g2 + 5 su3,T006/Ext5,1
5,su2+g2,su2+g2 + su2+so7+su2 + 2 su3,T006/Ext5,1
5,su2+g2,su2+g2 + su2+so7+su2 + 3 su3,T006/Ext6,1
5,su2+g2,su2+g2 + su2+so7+su2 + su3,T006/Ext4,1
5,su2+g2 + su3,2 e6 + su2+g2 + 2 su3,T006/Ext3,1
5,su2+g2 + su3,2 f4 + su2+g2 + 2 su3,T006/Ext3,1
5,su2+g2 + su3,2 so8 + su2+g2 + su2+so7+su2 + su3,T006/Ext5,1
5,su2+g2 + su3,2 so8 + su2+so7+su2 + 3 su3,T006/Ext5,1
5,su2+g2 + su3,2 su2+g2 + 2 su2+so7+su2,T006/Ext7,1
5,su2+g2 + su3,2 su2+g2 + 3 su3,T006/Ext4,1
5,su2+g2 + su3,2 su2+g2 + 4 su3,T006/Ext5,1
5,su2+g2 + su3,2 su2+g2 + su2+so7+su2,T006/Ext4,1
5,su2+g2 + su3,2 su2+g2 + su2+so7+su2 + 2 su3,T006/Ext6,1
5,su2+g2 + su3,2 su2+g2 + su2+so7+su2 + su3,T006/Ext5,1
5,su2+g2 + su3,2 su2+so7+su2 + 2 su3,T006/Ext5,1
5,su2+g2 + su3,2 su2+so7+su2 + 3 su3,T006/Ext6,1
5,su2+g2 + su3,2 su2+so7+su2 + su3,T006/Ext4,1
5,su2+g2 + su3,3 su2+g2,T006/Ext3,1
5,su2+g2 + su3,3 su2+g2 + 2 su3,T006/Ext5,1
5,su2+g2 + su3,3 su2+g2 + 3 su3,T006/Ext6,1
5,su2+g2 + su3,3 su2+g2 + su2+so7+su2,T006/Ext6,1
5,su2+g2 + su3,3 su2+g2 + su3,T006/Ext4,1
5,su2+g2 + su3,3 su2+so7+su2 + su3,T006/Ext7,1
5,su2+g2 + su3,4 su2+g2,T006/Ext5,1
5,su2+g2 + su3,4 su2+g2 + su3,T006/Ext6,1
5,su2+g2 + su3,e6 + 2 su2+g2 + su2+so7+su2 + su3,T006/Ext6,1
5,su2+g2 + su3,e6 + 2 su2+so7+su2 + 2 su3,T006/Ext6,1
5,su2+g2 + su3,e6 + 2 su2+so7+su2 + su3,T006/Ext5,1
5,su2+g2 + su3,e6 + f4 + su2+g2 + 2 su3,T006/Ext3,1
5,su2+g2 + su3,e6 + su2+g2 + 2 su2+so7+su2,T006/Ext6,1
5,su2+g2 + su3,e6 + su2+g2 + 4 su3,T006/Ext4,1
5,su2+g2 + su3,e6 + su2+g2 + 5 su3,T006/Ext5,1
5,su2+g2 + su3,e6 + su2+so7+su2 + 3 su3,T006/Ext4,1
5,su2+g2 + su3,e6 + su2+so7+su2 + 4 su3,T006/Ext5,1
5,su2+g2 + su3,e7 + 2 su2+so7+su2 + 2 su3,T006/Ext6,1
5,su2+g2 + su3,e7 + 2 su2+so7+su2 + su3,T006/Ext5,1
5,su2+g2 + su3,e7 + f4 + su2+g2 + 2 su3,T006/Ext3,1
5,su2+g2 + su3,e7 + su2+g2 + 4 su3,T006/Ext4,1
5,su2+g2 + su3,e7 + su2+so7+su2 + 3 su3,T006/Ext4,1
