T_H,combo,n_objects,n_su2,n_su3,n_su2n3type,verdict
1,su2+su2+su2+su2+su2+su3+su3+su3+su3+su3,10,5,5,0,INVALID
1,su2+su2+su2+su2+su3+su3+su3+su3+su3+su3,10,4,6,0,INVALID
1,su2+su2+su2+su2+su3+su3+su3+su3+su3+su3,10,4,6,0,INVALID
2,su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,10,10,0,0,INVALID
2,su2+su2+su2+su2+su2+su2+su2+su2+su2+su3n2,10,9,0,0,INVALID
2,e6+su2+su2+su2+su2+su2+su2+su2+su2+su3,10,8,1,0,INVALID
2,f4+su2+su2+su2+su2+su2+su2+su2+su2+su3,10,8,1,0,INVALID
2,so8+so8+su2+su2+su2+su2+su2+su2+su2+su2,10,8,0,0,INVALID
3,su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,10,10,0,0,INVALID
3,su2+su2+su2+su2+su2+su2+su2+su2+su2+su2n3,10,9,0,1,INVALID
3,so8+su2+su2+su2+su2+su2+su2+su2+su2+su3,10,8,1,0,INVALID
3,su2+su2+su2+su2+su2+su2+su2+su2+su2n3+su2n3,10,8,0,2,INVALID
3,su2+su2+su2+su2+su2+su2+su2+su2+su2n3+su2n3,10,8,0,2,INVALID
3,su2+su2+su2+su2+su2+su2+su2+su2+su3+su3,10,8,2,0,INVALID
3,su2+su2+su2+su2+su2+su2+su2+su2n3+su3+su3,10,7,2,1,INVALID
4,su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,10,10,0,0,INVALID
4,su2+su2+su2+su2+su2+su2+su2+su2+su3+su3,10,8,2,0,INVALID
5,su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,10,10,0,0,INVALID
9,2+2+su2+su2+su2+su2+su2+su2+su2+su3,10,7,1,0,INVALID
9,2+2+su2+su2+su2+su2+su2+su2+su2+su3,10,7,1,0,INVALID
