"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
56	1	"4 e8+5 f5+2 su(3)+8(g2+su(2))"	"4 e8+5 f5+so(8)+2 su(3)+8(g2+su(2))"	56	256	0	0	1	0	0	0	0	0	"s1:1→1"	""
56	1	"4 e8+5 f5+2 su(3)+8(g2+su(2))"	"4 e8+6 f5+2 su(3)+8(g2+su(2))"	56	232	0	0	0	1	0	0	0	0	"s1:1→1"	""
56	1	"4 e8+5 f5+2 su(3)+8(g2+su(2))"	"4 e8+e6+5 f5+2 su(3)+8(g2+su(2))"	56	206	0	0	0	0	1	0	0	0	"s1:1→1"	""
56	2	"4 e8+5 f5+su(3)+8(g2+su(2))"	"4 e8+5 f5+so(8)+su(3)+8(g2+su(2))"	56	264	0	0	1	0	0	0	0	0	"s1:1→1"	""
56	2	"4 e8+5 f5+su(3)+8(g2+su(2))"	"4 e8+6 f5+su(3)+8(g2+su(2))"	56	240	0	0	0	1	0	0	0	0	"s1:1→1"	""
56	2	"4 e8+5 f5+su(3)+8(g2+su(2))"	"4 e8+e6+5 f5+su(3)+8(g2+su(2))"	56	214	0	0	0	0	1	0	0	0	"s1:1→1"	""
56	3	"4 e8+4 f5+9(g2+su(2))"	"4 e8+e6+4 f5+9(g2+su(2))"	56	265	0	0	0	0	1	0	0	0	"s1:56→1"	""
56	3	"4 e8+4 f5+9(g2+su(2))"	"4 e8+e7'+4 f5+9(g2+su(2))"	56	238	0	0	0	0	0	1	0	0	"s1:56→1"	""
56	3	"4 e8+4 f5+9(g2+su(2))"	"4 e8+e7+4 f5+9(g2+su(2))"	56	210	0	0	0	0	0	0	1	0	"s1:56→1"	""
56	3	"4 e8+4 f5+9(g2+su(2))"	"5 e8+4 f5+9(g2+su(2))"	56	95	0	0	0	0	0	0	0	1	"s1:56→1"	""
56	4	"4 e8+5 f5+su(3)+8(g2+su(2))"	"4 e8+5 f5+so(8)+su(3)+8(g2+su(2))"	56	264	0	0	1	0	0	0	0	0	"s1:1→1"	""
