"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
56	1	59	254	2	0	1	0	0	0	0	0	"s1:1→1 / s2:53→1 / s3:1→1, 53→1"	"s2:2→1 / s3:56→1"
56	1	59	273	2	1	0	0	0	0	0	0	"{s1:1→1 / s2:1→1, 53→1 / s3:1→1, 53→1, s1:1→1 / s2:1→1, 53→1 / s3:1→2, 53→2}"	"{s2:57→1 / s3:57→1, s2:57→1 / s3:57→1}"
56	1	63	267	1	2	0	0	0	0	0	0	"{s1:1→1 / s2:1→1, s1:1→1 / s2:1→1 / s3:1→2, s1:1→1 / s2:1→1 / s3:1→3, s1:1→1 / s2:1→1 / s3:1→4}"	"{s3:2→1, s3:56→1, s3:56→1, s3:56→1}"
56	1	64	267	1	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1"	"s3:2→1"
56	1	65	254	2	0	1	0	0	0	0	0	"s1:1→1 / s3:1→1"	"s2:2→1 / s3:56→1"
56	1	65	260	0	3	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1"	""
56	1	65	267	1	2	0	0	0	0	0	0	"{s1:1→1 / s2:1→1 / s3:1→1, s1:1→1 / s2:1→2}"	"{s3:58→1, s3:2→1}"
56	1	65	273	2	1	0	0	0	0	0	0	"{s1:1→1 / s2:1→1 / s3:1→1, s1:1→1 / s2:1→1 / s3:1→2}"	"{s2:57→1 / s3:57→1, s2:57→1 / s3:57→1}"
56	1	67	267	1	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→4, 53→1"	"s3:56→1"
56	1	72	267	1	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1"	"s3:56→1"
56	2	59	231	1	1	0	1	0	0	0	0	"s1:1→1 / s2:54→1 / s3:56→2"	"s3:2→1"
56	2	59	268	0	3	0	0	0	0	0	0	"s1:1→1 / s2:1→1, 56→1 / s3:1→1, 54→1"	""
56	2	61	231	1	1	0	1	0	0	0	0	"s1:1→1 / s2:56→1 / s3:54→2"	"s3:2→1"
56	2	64	268	0	3	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1"	""
56	2	71	268	0	3	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1, 56→1"	""
56	2	72	268	0	3	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1, 54→1"	""
56	3	59	201	1	1	0	0	0	0	1	0	"s1:56→1 / s2:1→1 / s3:1→2, 56→1"	"s3:58→1"
