"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
56	1	82	273	3	1	0	0	0	0	0	0	"s1:1→1 / s3:1→1 / s4:1→1"	"s2:2→1 / s3:57→1 / s4:56→1"
56	1	187	266	2	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1"	"s3:56→1 / s4:2→1"
56	1	188	259	1	3	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1"	"s4:56→1"
56	1	188	266	2	2	0	0	0	0	0	0	"{s1:1→1 / s2:1→1 / s4:1→1, s1:1→1 / s2:1→1 / s4:1→1, s1:1→1 / s2:1→1 / s4:1→1, s1:1→1 / s2:1→2}"	"{s3:56→1 / s4:2→1, s3:56→1 / s4:57→1, s3:56→1 / s4:58→1, s3:56→1 / s4:2→1}"
56	1	188	272	3	1	0	0	0	0	0	0	"{s1:1→1 / s3:1→1 / s4:1→1, s1:1→1 / s3:1→1 / s4:1→2}"	"{s2:56→1 / s3:57→1 / s4:57→1, s2:56→1 / s3:57→1 / s4:57→1}"
56	1	188	273	3	1	0	0	0	0	0	0	"{s1:1→1 / s3:1→1 / s4:1→1, s1:1→1 / s4:1→1}"	"{s2:56→1 / s3:57→1 / s4:2→1, s2:56→1 / s3:2→1 / s4:57→1}"
56	1	189	273	3	1	0	0	0	0	0	0	"{s1:1→1 / s4:1→2, s1:1→1 / s4:1→3, s1:1→1 / s4:1→4, s1:1→1 / s4:1→5}"	"{s2:56→1 / s3:2→1 / s4:57→1, s2:56→1 / s3:2→1 / s4:57→1, s2:56→1 / s3:2→1 / s4:57→1, s2:56→1 / s3:2→1 / s4:57→1}"
56	2	157	254	2	1	1	0	0	0	0	0	"{s1:1→1 / s2:54→1 / s3:56→1 / s4:1→1, 56→1, s1:1→1 / s2:56→1 / s3:54→1 / s4:1→1, 54→1}"	"{s3:2→1 / s4:58→1, s3:2→1 / s4:58→1}"
56	3	103	271	0	2	2	0	0	0	0	0	"s1:56→1 / s2:1→1 / s3:56→1 / s4:56→1"	""
56	7	77	271	3	1	0	0	0	0	0	0	"s1:1→1 / s3:1→1 / s4:1→1"	"s2:2→1 / s3:57→1 / s4:56→1"
56	7	167	264	2	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1"	"s3:56→1 / s4:2→1"
56	7	168	257	1	3	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1"	"s4:56→1"
