"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
42	3	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+so(8)+7(g2+su(2))"	42	227	0	1	1	0	0	0	0	0	"{s1:42→1, s1:42→1}"	"{s2:1→1, s2:4→1}"
42	3	"3 e8+3 f5+6(g2+su(2))"	"3 e8+4 f5+7(g2+su(2))"	43	203	0	1	0	1	0	0	0	0	"{s1:42→1, s1:42→1}"	"{s2:1→1, s2:4→1}"
42	3	"3 e8+3 f5+6(g2+su(2))"	"3 e8+e6+3 f5+7(g2+su(2))"	44	177	0	1	0	0	1	0	0	0	"{s1:42→1, s1:42→1}"	"{s2:1→1, s2:4→1}"
42	3	"3 e8+3 f5+6(g2+su(2))"	"3 e8+e7'+3 f5+7(g2+su(2))"	45	150	0	1	0	0	0	1	0	0	"{s1:42→1, s1:42→1}"	"{s2:1→1, s2:4→1}"
42	3	"3 e8+3 f5+6(g2+su(2))"	"3 e8+e7+3 f5+7(g2+su(2))"	46	122	0	1	0	0	0	0	1	0	"{s1:42→1, s1:42→1}"	"{s2:1→1, s2:4→1}"
42	4	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+2 so(8)+su(3)+6(g2+su(2))"	43	200	0	0	2	0	0	0	0	0	"s1:42→1 / s2:1→1"	""
42	4	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+so(8)+2 su(3)+6(g2+su(2))"	42	220	0	1	1	0	0	0	0	0	"{s1:1→1 / s2:42→1, s1:42→1 / s2:1→1}"	""
42	4	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+so(8)+7(g2+su(2))"	42	227	1	0	1	0	0	0	0	0	"s1:1→1"	"s2:41→1"
42	4	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+su(3)+7(g2+su(2))"	42	247	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:42→1, s1:42→1 / s2:1→1}"	"{s2:43→1, s2:43→1}"
42	4	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+4 f5+2 su(3)+6(g2+su(2))"	43	196	0	1	0	1	0	0	0	0	"{s1:1→1 / s2:42→1, s1:42→1 / s2:1→1}"	""
42	4	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+4 f5+7(g2+su(2))"	43	203	1	0	0	1	0	0	0	0	"s1:1→1"	"s2:41→1"
42	4	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+4 f5+so(8)+su(3)+6(g2+su(2))"	44	176	0	0	1	1	0	0	0	0	"{s1:1→1 / s2:42→1, s1:42→1 / s2:1→1}"	""
42	4	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+5 f5+su(3)+6(g2+su(2))"	45	152	0	0	0	2	0	0	0	0	"s1:42→1 / s2:1→1"	""
42	4	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+e6+3 f5+2 su(3)+6(g2+su(2))"	44	170	0	1	0	0	1	0	0	0	"s1:42→1 / s2:1→1"	""
42	4	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+e6+3 f5+2 su(3)+6(g2+su(2))"	48	170	0	1	0	0	1	0	0	0	"s1:42→1 / s2:1→2"	""
42	4	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+e6+3 f5+2 su(3)+6(g2+su(2))"	49	170	0	1	0	0	1	0	0	0	"s1:42→1 / s2:1→3"	""
42	4	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+e6+3 f5+2 su(3)+6(g2+su(2))"	50	170	0	1	0	0	1	0	0	0	"{s1:42→1 / s2:1→4, s1:42→1 / s2:1→5}"	""
42	4	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+e6+3 f5+so(8)+su(3)+6(g2+su(2))"	45	150	0	0	1	0	1	0	0	0	"s1:42→1 / s2:1→1"	""
42	4	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+e6+4 f5+su(3)+6(g2+su(2))"	46	126	0	0	0	1	1	0	0	0	"s1:42→1 / s2:1→1"	""
