"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
34	51	"e8+2 e7+2 f5+4(g2+su(2))+2(so(7)+2 su(2))"	"e8+2 e7+e7'+2 f5+4 su(3)+4(g2+su(2))+2(so(7)+2 su(2))"	40	173	0	4	0	0	0	1	0	0	"s1:1→1 / s2:34→1 / s3:34→1 / s4:34→1 / s5:34→1"	""
34	51	"e8+2 e7+2 f5+4(g2+su(2))+2(so(7)+2 su(2))"	"e8+3 e7+2 f5+2 su(3)+5(g2+su(2))+2(so(7)+2 su(2))"	40	152	1	3	0	0	0	0	1	0	"s1:1→1 / s2:34→1 / s3:34→1 / s4:34→1 / s5:34→1"	"s5:38→1"
34	51	"e8+2 e7+2 f5+4(g2+su(2))+2(so(7)+2 su(2))"	"e8+3 e7+2 f5+4 su(3)+4(g2+su(2))+2(so(7)+2 su(2))"	40	145	0	4	0	0	0	0	1	0	"s1:1→1 / s2:34→1 / s3:34→1 / s4:34→1 / s5:34→1"	""
34	51	"e8+2 e7+2 f5+4(g2+su(2))+2(so(7)+2 su(2))"	"e8+3 e7+2 f5+6(g2+su(2))+2(so(7)+2 su(2))"	39	159	2	2	0	0	0	0	1	0	"s1:1→1 / s2:34→1 / s3:34→1 / s4:34→1 / s5:34→1"	"s4:37→1 / s5:36→1"
34	51	"e8+2 e7+2 f5+4(g2+su(2))+2(so(7)+2 su(2))"	"e8+3 e7+2 f5+su(3)+4(g2+su(2))+3(so(7)+2 su(2))"	39	158	2	2	0	0	0	0	1	0	"{s1:1→1 / s2:34→1 / s3:34→1 / s4:34→1 / s5:34→1, s1:1→1 / s2:34→1 / s3:34→1 / s4:34→1 / s5:34→2}"	"{s4:37→1 / s5:37→1, s4:37→1 / s5:37→1}"
34	67	"4 e7+f5+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+f5+2(g2+su(2))+5(so(7)+2 su(2))"	42	81	3	1	0	0	0	0	0	1	"s1:34→1 / s2:1→1 / s3:5→1 / s5:1→1"	"s3:36→1 / s4:2→1 / s5:36→1"
34	136	"6 e6+f5+7 su(3)+g2+su(2)"	"e8+6 e6+f5+11 su(3)+g2+su(2)"	42	121	0	4	0	0	0	0	0	1	"s1:34→1 / s2:4→1 / s3:1→1 / s4:1→1 / s5:1→1"	""
34	136	"6 e6+f5+7 su(3)+g2+su(2)"	"e8+6 e6+f5+7 su(3)+3(g2+su(2))"	40	135	2	2	0	0	0	0	0	1	"s1:34→1 / s2:1→1 / s3:1→1 / s4:4→1 / s5:4→1"	"s4:37→1 / s5:36→1"
34	136	"6 e6+f5+7 su(3)+g2+su(2)"	"e8+6 e6+f5+8 su(3)+g2+su(2)+so(7)+2 su(2)"	40	134	2	2	0	0	0	0	0	1	"s1:34→1 / s2:1→1 / s3:1→1 / s4:4→1 / s5:4→1"	"s4:37→1 / s5:37→1"
34	136	"6 e6+f5+7 su(3)+g2+su(2)"	"e8+6 e6+f5+8 su(3)+g2+su(2)+so(7)+2 su(2)"	72	134	2	2	0	0	0	0	0	1	"s1:34→1 / s2:4→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s4:37→1 / s5:37→1"
34	136	"6 e6+f5+7 su(3)+g2+su(2)"	"e8+6 e6+f5+9 su(3)+2(g2+su(2))"	49	128	1	3	0	0	0	0	0	1	"s1:34→1 / s2:4→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s5:38→1"
