"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
15	1	"2 f5+su(3)+2(g2+su(2))"	"2 e6+2 f5+su(3)+2(g2+su(2))"	18	149	0	0	0	0	2	0	0	0	"s1:15→1 / s2:1→1"	""
15	1	"2 f5+su(3)+2(g2+su(2))"	"2 e7'+2 f5+su(3)+2(g2+su(2))"	20	95	0	0	0	0	0	2	0	0	"s1:15→1 / s2:1→1"	""
15	1	"2 f5+su(3)+2(g2+su(2))"	"2 e7+2 f5+su(3)+2(g2+su(2))"	22	39	0	0	0	0	0	0	2	0	"s1:15→1 / s2:1→1"	""
15	1	"2 f5+su(3)+2(g2+su(2))"	"2 e8+2 f5+su(3)+2(g2+su(2))"	30	-191	0	0	0	0	0	0	0	2	"s1:15→1 / s2:1→1"	""
15	1	"2 f5+su(3)+2(g2+su(2))"	"3 f5+so(8)+su(3)+2(g2+su(2))"	15	225	0	0	1	1	0	0	0	0	"s1:1→1 / s2:15→1"	""
15	1	"2 f5+su(3)+2(g2+su(2))"	"4 f5+su(3)+2(g2+su(2))"	16	201	0	0	0	2	0	0	0	0	"s1:15→1 / s2:1→1"	""
15	1	"2 f5+su(3)+2(g2+su(2))"	"e6+2 f5+2 su(3)+2(g2+su(2))"	15	219	0	1	0	0	1	0	0	0	"s1:1→1 / s2:15→1"	""
15	1	"2 f5+su(3)+2(g2+su(2))"	"e6+2 f5+so(8)+su(3)+2(g2+su(2))"	16	199	0	0	1	0	1	0	0	0	"s1:1→1 / s2:15→1"	""
15	1	"2 f5+su(3)+2(g2+su(2))"	"e6+3 f5+su(3)+2(g2+su(2))"	17	175	0	0	0	1	1	0	0	0	"s1:1→1 / s2:15→1"	""
15	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+2 f5+2 su(3)+2(g2+su(2))"	16	192	0	1	0	0	0	1	0	0	"s1:1→1 / s2:15→1"	""
15	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+2 su(3)+2(g2+su(2))"	17	164	0	1	0	0	0	0	1	0	"s1:1→1 / s2:15→1"	""
