"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
15	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+2 su(3)+3(g2+su(2))"	23	155	1	2	0	0	0	0	1	0	"{s1:1→1 / s2:15→1 / s3:15→1 / s4:15→3, s1:1→1 / s2:15→1 / s3:15→1 / s4:1→1, 15→4}"	"{s4:8→1, s4:18→1}"
15	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+2 su(3)+3(g2+su(2))"	24	155	1	2	0	0	0	0	1	0	"s1:1→1 / s2:15→1 / s3:15→1 / s4:1→1, 15→3"	"s4:18→1"
15	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+4 su(3)+2(g2+su(2))"	40	148	0	3	0	0	0	0	1	0	"s1:1→1 / s2:15→1 / s3:15→1 / s4:15→1"	""
15	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+so(8)+3 su(3)+2(g2+su(2))"	38	128	0	2	1	0	0	0	1	0	"s1:1→1 / s2:15→1 / s3:15→1 / s4:15→1"	""
15	1	"2 f5+su(3)+2(g2+su(2))"	"e8+2 f5+2 su(3)+3(g2+su(2))"	24	40	1	2	0	0	0	0	0	1	"{s1:1→1 / s2:15→1 / s3:15→1 / s4:15→1, s1:1→1 / s2:15→1 / s3:15→1 / s4:15→2, s1:1→1 / s2:15→1 / s3:15→1 / s4:15→3, s1:1→1 / s2:15→1 / s3:15→1 / s4:15→4, s1:1→1 / s2:15→1 / s3:15→1 / s4:15→5, s1:1→1 / s2:15→1 / s3:15→2 / s4:15→1, s1:1→1 / s2:15→1 / s3:15→2 / s4:15→1, s1:1→1 / s2:15→1 / s3:15→2 / s4:15→2, s1:1→1 / s2:15→1 / s3:15→2 / s4:15→3, s1:1→1 / s2:15→1 / s3:15→2 / s4:15→4, s1:1→1 / s2:15→1 / s3:15→3 / s4:15→1}"	"{s4:18→1, s4:18→1, s4:18→1, s4:18→1, s4:18→1, s4:17→1, s4:18→1, s4:17→1, s4:17→1, s4:17→1, s4:17→1}"
15	1	"2 f5+su(3)+2(g2+su(2))"	"e8+2 f5+4 su(3)+2(g2+su(2))"	24	33	0	3	0	0	0	0	0	1	"s1:1→1 / s2:15→1 / s3:15→1 / s4:15→1"	""
15	1	"2 f5+su(3)+2(g2+su(2))"	"e8+2 f5+4 su(3)+2(g2+su(2))"	25	33	0	3	0	0	0	0	0	1	"{s1:1→1 / s2:15→1 / s3:15→1 / s4:15→2, s1:1→1 / s2:15→1 / s3:15→1 / s4:15→3}"	""
15	1	"2 f5+su(3)+2(g2+su(2))"	"e8+2 f5+so(8)+3 su(3)+2(g2+su(2))"	25	13	0	2	1	0	0	0	0	1	"s1:1→1 / s2:15→1 / s3:15→1 / s4:15→1"	""
15	1	"2 f5+su(3)+2(g2+su(2))"	"e8+2 f5+so(8)+su(3)+3(g2+su(2))"	25	20	1	1	1	0	0	0	0	1	"s1:1→1 / s2:15→1 / s3:15→1 / s4:15→1"	"s4:18→1"
15	1	"2 f5+su(3)+2(g2+su(2))"	"e8+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	24	46	2	1	0	0	0	0	0	1	"{s1:1→1 / s2:15→1 / s3:15→1 / s4:15→1, s1:1→1 / s2:15→1 / s3:15→1 / s4:15→2, s1:1→1 / s2:15→1 / s3:15→1 / s4:15→3, s1:1→1 / s2:15→1 / s3:15→1 / s4:15→4, s1:1→1 / s2:15→1 / s3:15→1 / s4:15→5, s1:1→1 / s2:15→1 / s3:15→2 / s4:15→2, s1:1→1 / s2:15→1 / s3:15→2 / s4:15→3, s1:1→1 / s2:15→1 / s3:15→2 / s4:15→4, s1:1→1 / s2:15→1 / s3:15→2 / s4:15→5, s1:1→1 / s2:15→1 / s3:15→3 / s4:15→3, s1:1→1 / s2:15→1 / s3:15→3 / s4:15→4, s1:1→1 / s2:15→1 / s3:15→3 / s4:15→5, s1:1→1 / s2:15→1 / s3:15→4 / s4:15→4, s1:1→1 / s2:15→1 / s3:15→4 / s4:15→5, s1:1→1 / s2:15→1 / s3:15→5 / s4:15→5, s1:1→1 / s2:15→2 / s3:15→1 / s4:15→1}"	"{s3:17→1 / s4:17→1, s3:17→1 / s4:17→1, s3:17→1 / s4:17→1, s3:17→1 / s4:17→1, s3:17→1 / s4:17→1, s3:17→1 / s4:17→1, s3:17→1 / s4:17→1, s3:17→1 / s4:17→1, s3:17→1 / s4:17→1, s3:17→1 / s4:17→1, s3:17→1 / s4:17→1, s3:17→1 / s4:17→1, s3:17→1 / s4:17→1, s3:17→1 / s4:17→1, s3:17→1 / s4:17→1, s3:17→1 / s4:17→1}"
