"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
99	15	101	270	1	0	1	0	0	0	1	0	2
99	31	100	270	1	0	0	0	0	0	1	0	2
