LSTGauge,n_bases
e6+e7+e7+e7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su3,629
e7+e7+e7+f4+g2+g2+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2,623
e8+e8+f4+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su3,623
e6+e6+su3+su3+su3+su3+su3,622
e6+e6+e6+e6+f4+g2+sp1+su3+su3+su3+su3+su3,622
e6+e8+f4+g2+g2+g2+so8+so8+sp1+sp1+su2,619
e7+e7+e8+f4+f4+g2+g2+g2+so7+so7+sp1+sp1+su2+su2+su2+su2+su2,618
e7+f4+f4+g2+g2+g2+su2+su2+su2+su3,616
e6+e7+e7+f4+g2+g2+so7+su2+su2+su2+su2+su3,613
e6+e7+e8+f4+g2+g2+g2+so7+so8+sp1+sp1+su2+su2+su2,609
e8+e8+f4+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1,606
e6+f4+g2+sp1+su3+su3+su3,605
g2+g2+so8+so8+so8+so8+su2+su2,604
e6+e7+f4+so7+su2+su2+su3,602
e6+e6+f4+g2+so8+sp1+su3+su3+su3,602
e6+e6+e6+e6+f4+su3+su3+su3+su3+su3,601
e7+e8+f4+g2+g2+g2+g2+sp1+sp1+sp1+su2,597
e7+f4+g2+g2+g2+su2+su2+su2+su3,595
e6+e7+e7+so7+so7+su2+su2+su2+su2+su3,591
g2+g2+so8+so8+so8+sp1+sp1,590
e7+f4+f4+g2+sp1+su3,589
e7+e7+f4+g2+so7+sp1+su2+su2,587
e7+e7+e7+f4+g2+g2+g2+so7+so7+su2+su2+su2+su2+su2+su2+su2,587
e7+e7+e8+f4+f4+g2+g2+g2+g2+so7+so7+sp1+sp1+su2+su2+su2+su2+su2+su2,587
e7+f4+g2+g2+g2+sp1+su2+su2+su3,586
e7+e8+f4+g2+g2+g2+sp1+sp1+sp1+su3,585
e6+e6+e6+e6+g2+so7+su2+su2+su2+su3+su3+su3,585
e7+e8+f4+g2+g2+g2+sp1+sp1+su2+su3,582
e6+f4+f4+g2+su2+su3+su3+su3,581
e7+e7+e8+f4+g2+g2+g2+g2+so7+sp1+sp1+su2+su2+su2+su2+su3,581
e6+e8+e8+f4+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su3,580
e8+g2+sp1,579
e8+f4+g2+g2+sp1+su2,579
e7+e7+e7+f4+g2+g2+so7+so7+su2+su2+su2+su2+su2+su2+su3,574
e6+e7+e8+f4+f4+g2+g2+g2+sp1+sp1+su2+su3,574
e7+f4+f4+g2+g2+g2+sp1+su2+su2+su3,572
e7+e7+e8+f4+g2+g2+g2+so7+sp1+sp1+su2+su2+su2+su3,572
e6+e8+f4+g2+g2+so8+sp1+sp1+su3+su3+su3,567
e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2,567
e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,565
e8+g2+g2+so8+sp1+sp1+su3+su3,563
e6+e6+f4+g2+so8+su2+su3+su3+su3,563
e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2+su3,562
e6+e6+e7+f4+g2+su2+su3+su3+su3,561
e8+f4+f4+f4+g2+g2+g2+sp1+sp1+su2+su3,559
e7+e7+e8+f4+f4+g2+g2+g2+so7+so7+sp1+sp1+su2+su2+su2+su2+su2+su3,547
e7+e7+e7+g2+g2+so7+so7+sp1+su2+su2+su2+su2+su2,546
e7+e7+e7+e7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,546
e6+e6+e6+e6+e6+su3+su3+su3+su3+su3+su3,545
e6+e7+so7+so7+so8+su2+su2+su2+su2,544
e6+e6+e6+e6+f4+su3+su3+su3+su3,542
e6+e6+e6+e6+so8+su3+su3+su3+su3+su3,542
e7+e8+f4+f4+g2+g2+g2+g2+so7+sp1+sp1+su2+su2+su2+su2,538
e6+e6+e6+e6+e6+f4+g2+sp1+su3+su3+su3+su3+su3+su3,537
e6+e7+e7+g2+so7+so7+sp1+su2+su2+su2+su2,535
e6+f4+f4+g2+sp1+su3+su3+su3,535
e7+e7+e7+f4+g2+g2+g2+so7+sp1+su2+su2+su2+su2,532
e7+so7+so8+su2+su2,530
e7+e7+e7+f4+g2+g2+so7+so7+sp1+su2+su2+su2+su2+su2,529
e6+e7+f4+g2+g2+su2+su2,528
e6+e6+e6+f4+so7+su2+su2+su3+su3+su3,527
e6+e8+f4+g2+g2+g2+sp1+sp1+su2,524
e8+g2+g2+g2+so8+sp1+sp1+sp1,523
e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2,522
e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2+su2,522
f4+f4+g2+g2+sp1+sp1+su3,520
e6+e7+f4+g2+g2+so7+su2+su2+su2+su2+su3,518
e8+e8+f4+f4+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+su3,511
e7+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2,510
e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2,505
e7+g2+so8+so8+su2+su3,504
e6+e6+f4+f4+su3+su3+su3,503
e6+e8+f4+f4+g2+g2+g2+sp1+sp1+sp1+su3,503
e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,503
e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1,502
e6+e6+e8+f4+g2+g2+sp1+sp1+su3+su3+su3+su3,498
e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2,497
e6+e8+f4+g2+g2+g2+sp1+sp1+su2+su3+su3,493
e7+e7+e7+f4+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2,493
e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su3,493
e6+e7+f4+g2+g2+so7+sp1+su2+su2+su2+su3,489
e6+e7+e8+f4+f4+g2+g2+g2+so7+sp1+sp1+su2+su2+su2+su3,489
e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+su2,488
e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2,487
e6+e6+e7+e7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su3,486
e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1,486
e6+e6+e6+so7+so7+su2+su2+su2+su2+su3+su3,485
e7+e7+e7+e7+f4+g2+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2,484
e7+e8+f4+g2+g2+g2+so8+sp1+sp1+sp1+su3,483
e8+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+sp1,483
e6+e6+e6+f4+g2+g2+sp1+su2+su3+su3+su3,482
e7+e8+f4+g2+g2+g2+so8+sp1+sp1+su2+su3,477
e7+e8+e8+f4+f4+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+su2,477
e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2,473
e6+e6+e7+f4+g2+su2+su3+su3,471
e7+e8+e8+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2,471
e6+e7+e8+f4+g2+g2+g2+so7+sp1+sp1+su2+su2+su2+su3,469
e6+e7+e8+f4+f4+g2+g2+g2+sp1+sp1+sp1+su3,468
e7+e7+e7+e7+e7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2,468
e7+e8+f4+g2+g2+g2+sp1+su2+su2,467
e6+e8+e8+f4+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su3+su3,467
e6+e6+f4+g2+so7+sp1+su2+su2+su3+su3,466
e6+e7+e7+e7+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su3,465
e8+e8+f4+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1,463
e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,462
e7+e7+e8+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+su2,460
e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,460
e6+f4+f4+su3+su3+su3+su3,455
e6+e7+e8+f4+g2+g2+g2+so7+sp1+sp1+su2+su2+su2,453
e6+e6+e6+e6+e6+e6+f4+g2+sp1+su3+su3+su3+su3+su3+su3+su3,453
e6+e6+e8+f4+f4+g2+g2+sp1+sp1+su3+su3+su3+su3,451
e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,451
e6+e6+e6+so7+su2+su2+su3+su3+su3+su3,450
e7+f4+f4+g2+g2+sp1+su2,449
e6+e6+f4+so8+su3+su3+su3+su3,449
e6+e6+e7+e7+so7+so7+so7+su2+su2+su2+su2+su2+su2,448
e6+e6+f4+so8+su3+su3+su3,444
e6+e7+e7+e8+f4+g2+g2+g2+so7+so7+sp1+sp1+su2+su2+su2+su2+su2,443
e7+f4+f4+g2+g2+su2+su2+su3+su3,442
e7+e7+e7+e8+f4+g2+g2+g2+g2+so7+so7+sp1+sp1+su2+su2+su2+su2+su2+su2,442
e6+e8+f4+f4+f4+g2+g2+g2+sp1+sp1+su2+su3,438
e6+e6+e6+g2+g2+su2+su2+su3+su3,435
e7+f4+f4+g2+g2+so7+su2+su2+su2+su2,434
e6+e6+e6+e8+f4+g2+g2+sp1+sp1+su3+su3+su3+su3,434
e6+e6+e8+f4+f4+g2+g2+g2+sp1+sp1+su2+su3,429
f4+g2+so8+sp1,428
e7+e7+f4+g2+g2+su2+su2,428
e7+e7+e8+f4+f4+g2+g2+g2+g2+so7+sp1+sp1+sp1+su2+su2+su2,428
e7+e7+f4+f4+g2+g2+so7+su2+su2+su2+su2+su3,426
f4+so7+so8+su2+su2,425
e7+e7+e7+e7+g2+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2,425
e8+f4+g2+g2+g2+so8+sp1+sp1+sp1,424
e7+f4+g2+so7+so8+su2+su2+su2+su3,422
g2+g2+so8+so8+so8+so8+sp1+sp1,422
e6+e6+e8+f4+f4+g2+g2+g2+sp1+sp1+su2+su3+su3,422
e8+e8+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2+su3,422
e7+f4+f4+g2+g2+g2+g2+sp1+su2+su2+su2,419
e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1,419
e7+e7+e7+f4+g2+g2+so7+su2+su2+su2+su2,414
e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,414
e7+e8+f4+g2+g2+g2+so7+sp1+sp1+su2+su2+su2,413
e8+e8+f4+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su3+su3,410
f4+g2+so8+so8+su2,408
e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su3,408
e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,407
e6+e6+e6+e6+so7+so8+su2+su2+su3+su3+su3+su3,405
e6+e7+e7+e7+e7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,405
e6+f4+g2+so8+su2+su3,404
e7+e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,404
e7+e7+g2+g2+so7+su2+su2+su2+su2+su3+su3,401
e7+e7+e7+e7+g2+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2,400
so7+so8+so8+su2+su2,398
e7+e7+e7+e7+f4+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2,395
e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2+su3,395
e6+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2+su3,393
e6+e7+f4+g2+so7+sp1+su2+su2,391
e7+e7+e7+f4+g2+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2,391
e8+f4+g2+g2+g2+g2+sp1+sp1+su2+su2,389
e6+e7+e7+f4+g2+g2+so7+so7+su2+su2+su2+su2+su2+su2,389
e7+e7+e7+g2+so7+so7+so8+su2+su2+su2+su2+su2,387
e6+e6+e6+f4+g2+g2+su2+su2+su3+su3+su3,387
e8+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3,386
e8+e8+f4+f4+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+su3,385
e7+e7+f4+f4+g2+g2+so7+su2+su2+su2+su2,384
e7+e7+e7+g2+so7+so7+sp1+su2+su2+su2+su2,383
e6+e7+e7+g2+so7+so7+sp1+su2+su2+su2+su2+su3,383
so8+so8+so8+so8+so8+su3+su3,381
e7+f4+f4+g2+g2+so7+sp1+su2+su2+su2,381
e8+f4+g2+g2+g2+so8+so8+sp1+sp1+sp1,381
e7+e8+f4+g2+g2+g2+g2+so8+sp1+sp1+sp1+su2,381
e6+e8+e8+f4+f4+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+su3,381
e6+f4+f4+g2+g2+sp1+su2+su3+su3,380
e7+e7+e8+f4+f4+g2+g2+g2+g2+sp1+sp1+su2+su2,380
e7+f4+so7+su2+su2+su3,377
e6+e8+e8+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su3+su3,375
e7+e7+e8+f4+f4+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+su2+su2+su2+su2,373
f4+g2+g2+so8+su2+su2,372
e6+e7+f4+g2+g2+g2+sp1+su2+su2,372
e7+e8+f4+g2+g2+g2+so7+so8+sp1+sp1+su2+su2+su2,372
e7+g2+so8+so8+so8+sp1,371
e6+e6+e6+e6+su3+su3+su3+su3+su3+su3,370
e7+e7+e8+f4+g2+g2+g2+so7+so7+so8+sp1+sp1+su2+su2+su2+su2+su2,369
e7+e8+f4+f4+f4+g2+g2+g2+sp1+sp1+sp1+su3,368
e6+e6+f4+f4+su3+su3+su3+su3,367
e8+f4+g2+g2+g2+so8+so8+so8+sp1+sp1+sp1,367
e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1,366
e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+su3,366
e7+e8+f4+f4+f4+g2+g2+g2+sp1+sp1+su2+su3,362
e8+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1,362
e6+e7+e7+e7+f4+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2,361
e7+e8+f4+g2+g2+g2+g2+g2+sp1+sp1+su2+su2+su2,360
e7+e7+e7+e7+g2+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,360
e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,360
e8+g2+g2+g2+sp1+sp1+su2+su3,359
e8+e8+f4+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su3,359
e8+e8+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2,359
e8+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1,359
e6+e6+g2+so8+su2+su3,356
e6+e7+so7+so7+so8+su2+su2+su2+su2+su3,355
e6+e8+f4+f4+g2+g2+g2+g2+sp1+sp1+su2+su2,355
e8+e8+f4+f4+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+su3+su3,355
e8+g2+sp1+su3,351
e7+e7+f4+f4+g2+g2+g2+so7+su2+su2+su2+su2+su2,351
e6+e6+e8+f4+f4+g2+g2+g2+sp1+sp1+sp1+su3+su3,351
e8+e8+f4+g2+g2+g2+g2+so8+so8+so8+sp1+sp1+sp1+sp1,350
e6+e8+e8+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su3,350
e7+e8+f4+g2+g2+g2+so7+so8+so8+sp1+sp1+su2+su2+su2,349
e7+e8+e8+f4+f4+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1,349
e7+e7+f4+g2+g2+g2+so7+so8+su2+su2+su2+su2+su2,348
e7+e7+f4+g2+g2+g2+so7+so8+sp1+su2+su2+su2+su2,347
e6+e6+e8+e8+f4+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su3+su3,347
e7+e8+e8+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2+su3,344
g2+g2+so8+so8+so8+so8+so8+sp1+sp1,343
e6+e6+e7+e7+so7+so7+su2+su2+su2+su2+su3,343
e7+e7+e8+f4+g2+g2+g2+so7+sp1+su2+su2+su2+su2,342
e8+f4+g2+g2+g2+so8+so8+so8+sp1+sp1+su2,341
e6+e6+e6+f4+so7+su2+su2+su3+su3+su3+su3,340
e6+e7+e7+f4+g2+g2+so7+so7+sp1+su2+su2+su2+su2+su2,340
e6+e7+e7+g2+so7+so7+so8+su2+su2+su2+su2+su2,339
e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+su2,339
e7+e7+e8+e8+f4+f4+g2+g2+g2+g2+g2+so7+so8+sp1+sp1+sp1+sp1+su2+su2+su2,338
e7+e7+f4+g2+g2+so7+so8+su2+su2+su2+su2,337
e7+e7+e7+g2+g2+so7+so7+so8+su2+su2+su2+su2+su2+su2,336
e8+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su3,333
e7+e7+f4+f4+g2+g2+g2+so7+sp1+su2+su2+su2+su2,329
e8+f4+g2+g2+g2+g2+sp1+sp1+sp1+su2,328
e6+e6+f4+f4+g2+su2+su3+su3+su3,328
e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3,328
e7+e7+f4+g2+g2+sp1+sp1,327
e6+e7+e8+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+su2,327
e7+g2+so8+so8+so8+so8+su2,326
e7+e7+f4+g2+g2+g2+so7+sp1+sp1+su2+su2+su2,325
e7+e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+su2+su2+su2+su2,325
e7+e7+e7+g2+g2+so7+so7+su2+su2+su2+su2+su2+su2+su3,324
e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+su2+su2+su2+su3,324
e6+e7+e7+g2+so7+so7+so8+su2+su2+su2+su2+su2+su3,322
e6+e6+e6+f4+g2+so8+sp1+su3+su3+su3+su3,321
e6+e6+e7+f4+g2+sp1+su3+su3+su3,320
e7+e7+f4+g2+g2+so7+sp1+su2+su2+su2+su3,317
e6+e7+e7+e7+e7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2,316
e7+e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+su2+su2+su2,316
e6+e6+e6+f4+g2+sp1+su3+su3+su3,315
g2+so8+so8+so8+so8+so8+so8+su2,314
e6+e6+e6+e6+e6+su3+su3+su3+su3,314
e7+f4+so7+so7+so8+su2+su2+su2+su2,313
e6+e6+e7+f4+g2+so7+su2+su2+su2+su3,312
e6+e7+e7+g2+so7+so7+su2+su2+su2+su2+su2+su3+su3,312
e7+e7+e8+f4+f4+g2+g2+g2+so7+sp1+sp1+su2+su2+su2+su3,312
e6+e7+e8+f4+f4+g2+g2+g2+g2+sp1+sp1+su2+su2,311
e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+su2+su2+su2,311
e7+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+su2,311
e6+e6+e7+f4+g2+sp1+su3+su3,310
e6+e6+e6+e6+e6+so7+su2+su2+su3+su3+su3+su3+su3,310
e7+e7+e7+e8+f4+g2+g2+g2+so7+so7+sp1+su2+su2+su2+su2+su2+su2,310
e7+e8+e8+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1,310
e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1,310
e6+e6+f4+g2+sp1+su3+su3+su3+su3,309
e7+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1,309
e6+e6+f4+g2+su2+su3+su3+su3+su3,308
e6+e6+f4+f4+g2+sp1+su3+su3+su3,308
e7+e7+e8+f4+f4+g2+g2+g2+g2+so7+sp1+sp1+su2+su2+su2+su2+su3,308
e6+e6+e6+e6+e7+so7+su2+su2+su3+su3+su3,307
e8+e8+f4+g2+g2+g2+g2+so8+so8+so8+sp1+sp1+sp1+sp1+su3,307
e6+e7+g2+so7+so7+su2+su2+su2+su2+su2,306
e7+e7+f4+f4+g2+g2+g2+g2+so7+sp1+su2+su2+su2+su2+su2,306
e6+e7+e7+e7+e7+f4+g2+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2,306
e8+g2+so8+sp1,304
e6+e6+e6+e6+e6+f4+su3+su3+su3+su3+su3,303
e7+e7+e8+e8+f4+f4+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+su2+su2+su2,303
e7+f4+g2+so8+su2+su3,301
e7+e7+f4+g2+g2+g2+so7+su2+su2+su2+su2+su2+su3,301
e7+e7+f4+g2+g2+g2+so7+sp1+su2+su2+su2+su2+su3,300
e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2,300
e6+e7+e7+f4+g2+g2+so7+su2+su2+su2+su2,297
e8+e8+f4+f4+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+su2,296
e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su2,296
e6+e6+f4+su3+su3+su3+su3+su3,295
e6+e6+e6+e6+f4+g2+g2+sp1+su2+su3+su3+su3+su3,294
e6+e8+f4+f4+f4+g2+g2+sp1+sp1+su3+su3+su3,293
e8+g2+so8+so8+sp1,292
e7+e7+so7+so7+so8+su2+su2+su2+su2,292
e8+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,292
e6+e8+f4+f4+g2+g2+g2+sp1+sp1+sp1+su3+su3,291
e8+e8+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su3+su3,289
e6+e6+e7+f4+so7+su2+su2+su3+su3,288
e7+e7+f4+f4+g2+g2+g2+so7+sp1+su2+su2+su2+su2+su3,287
e7+e7+e8+e8+f4+f4+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+su2+su2+su2+su3,287
e7+e7+e7+f4+g2+so7+so7+su2+su2+su2+su2+su2+su3,286
e6+e6+e6+e6+e7+so7+su2+su2+su3+su3+su3+su3,286
e6+e6+e6+f4+g2+so7+sp1+su2+su2+su3+su3+su3,285
e7+e7+e7+f4+so7+so7+so7+su2+su2+su2+su2+su2+su2,283
e6+e8+f4+g2+sp1+su3+su3,282
e6+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su3,282
e8+f4+f4+g2+g2+g2+so8+sp1+sp1+su2+su3,281
e7+e8+e8+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+su2,281
e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,281
e6+e6+f4+f4+g2+g2+sp1+su2+su3+su3+su3,280
e6+e6+e6+e6+e6+f4+g2+g2+sp1+su2+su3+su3+su3+su3+su3,280
e8+e8+f4+f4+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+su2,280
e8+e8+f4+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+su3+su3,278
e6+e6+e7+e7+e7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2,278
e7+e8+f4+f4+f4+g2+g2+g2+g2+sp1+sp1+su2+su2+su3,276
e7+f4+f4+g2+g2+g2+g2+su2+su2+su2+su2,272
e6+e7+e8+f4+f4+g2+g2+g2+g2+so7+sp1+sp1+su2+su2+su2+su2,272
e7+e7+e7+f4+f4+g2+g2+g2+g2+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2,272
e7+e8+f4+g2+g2+sp1+su2,271
e8+f4+f4+g2+g2+so7+sp1+sp1+su2+su2,269
e6+e7+e7+e7+e7+g2+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2,269
e6+e8+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+su2,268
g2+so8+so8+so8+so8+so8+so8+so8+so8+sp1+su3,268
e6+e7+e7+e7+f4+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su3,268
e6+e7+e8+f4+f4+g2+g2+g2+g2+sp1+sp1+su2+su2+su3,267
e7+e7+e7+e7+g2+g2+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2,267
e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2,267
e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,267
e6+e6+f4+f4+g2+sp1+su3+su3+su3+su3,265
e7+f4+f4+g2+g2+g2+g2+sp1+sp1+su2+su2,264
e8+e8+f4+f4+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1,264
e7+e7+e8+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+su2+su2+su2,263
e6+e7+so7+so8+su2+su2+su3,262
e6+e6+e6+e6+f4+g2+su2+su3+su3+su3+su3,261
e7+e7+f4+f4+g2+g2+g2+so7+su2+su2+su2+su2+su2+su3,260
e7+e7+e8+f4+g2+g2+g2+so7+so7+sp1+sp1+su2+su2+su2+su2+su2,260
e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+su2+su2+su2+su2+su2+su2+su2,259
e6+e6+e6+g2+so8+su2+su3+su3+su3,258
e7+e8+f4+g2+g2+g2+so7+sp1+sp1+su2+su2+su2+su3,257
