LST_type,T_H,LST_id,n_bases
N3,13,13751,1410
N3,13,13776,3208
N3,13,13782,1688
N3,13,13871,269
N3,13,13872,31
N3,13,14328,14
N3,13,14329,44
N3,13,14334,13
N3,13,14338,42
N3,13,14344,45
N3,13,14349,63
N3,13,14363,18
N3,13,14408,28
N3,13,14504,342
N3,13,14508,273
N3,13,14618,144
N3,13,14637,13
N3,13,14692,13
N3,14,12820,3900
N3,14,12861,383
N3,14,12878,252
N3,14,12879,93
N3,14,12880,41
N3,14,13349,413
N3,14,13355,44
N3,14,13356,21
N3,14,13455,7092
N3,14,13538,55
N3,14,13566,1252
N3,14,13569,322
N3,14,13737,590
N3,14,13777,1856
N3,14,13786,1066
N3,14,13860,52
N3,14,13870,1100
N3,14,13876,45
N3,14,13877,44
N3,14,13880,73
N3,14,13883,133
N3,14,14340,19
N3,14,14342,683
N3,14,14351,131
N3,14,14366,19
N3,14,14369,18
N3,14,14414,5
N3,14,14415,3
N3,14,14421,5
N3,14,14507,1979
N3,14,14622,46
N3,14,14693,11
N3,15,12805,51
N3,15,12810,55
N3,15,12811,8
N3,15,12812,136
N3,15,12813,25
N3,15,12814,24
N3,15,12815,15
N3,15,12816,47
N3,15,12823,552
N3,15,12845,78
N3,15,12851,572
N3,15,12856,1006
N3,15,12862,170
N3,15,12863,50
N3,15,12871,9
N3,15,12876,232
N3,15,12877,401
N3,15,12884,82
N3,15,12885,123
N3,15,12886,269
N3,15,12889,197
N3,15,12890,54
N3,15,12927,69
N3,15,13342,5
N3,15,13348,33
N3,15,13357,83
N3,15,13361,49
N3,15,13382,78
N3,15,13383,6
N3,15,13386,6
N3,15,13539,118
N3,15,13563,193
N3,15,13565,2936
N3,15,13568,37
N3,15,13570,693
N3,15,13571,81
N3,15,13759,50
N3,15,13769,10
N3,15,13770,13
N3,15,13771,23
N3,15,13783,134
N3,15,13784,238
N3,15,13785,1600
N3,15,13795,247
N3,15,13829,168
N3,15,13859,26
N3,15,13861,68
N3,15,13874,62
N3,15,13875,7
N3,15,13879,279
N3,15,13884,31
N3,15,13885,13
N3,15,13894,54
N3,15,13896,76
N3,15,13942,55
N3,15,13943,7
N3,15,14343,192
N3,15,14345,24
N3,15,14346,32
N3,15,14347,9
N3,15,14348,35
N3,15,14350,163
N3,15,14364,264
N3,15,14372,38
N3,15,14380,19
N3,15,14409,46
N3,15,14411,26
N3,15,14412,8
N3,15,14436,7
N3,15,14505,547
N3,15,14506,2386
N3,15,14509,6
N3,15,14510,324
N3,15,14626,45
N3,15,14638,16
N3,15,14639,11
N3,15,14681,6
N3,15,14694,14
N3,16,12804,1280
N3,16,12808,2018
N3,16,12809,731
N3,16,12827,614
N3,16,12828,431
N3,16,12846,2692
N3,16,12852,881
N3,16,12853,240
N3,16,12857,833
N3,16,12866,23
N3,16,12872,15
N3,16,12881,80
N3,16,12882,4459
N3,16,12888,817
N3,16,12897,822
N3,16,12930,147
N3,16,12932,12
N3,16,13021,19
N3,16,13364,85
N3,16,13365,67
N3,16,13384,8
N3,16,13385,65
N3,16,13390,15
N3,16,13458,171
N3,16,13564,5030
N3,16,13567,142
N3,16,13573,1397
N3,16,13598,15
N3,16,13758,661
N3,16,13764,296
N3,16,13768,526
N3,16,13774,464
N3,16,13775,239
N3,16,13780,449
N3,16,13793,860
N3,16,13803,117
N3,16,13823,92
N3,16,13824,435
N3,16,13830,224
N3,16,13837,162
N3,16,13864,33
N3,16,13873,338
N3,16,13878,66
N3,16,13882,28
N3,16,13891,318
N3,16,13892,1145
N3,16,13909,146
N3,16,13946,62
N3,16,13954,10
N3,16,14046,9
N3,16,14047,10
N3,16,14365,76
N3,16,14367,7
N3,16,14368,20
N3,16,14370,86
N3,16,14378,292
N3,16,14385,19
N3,16,14410,97
N3,16,14416,6
N3,16,14417,10
N3,16,14420,20
N3,16,14437,5
N3,16,14467,2
N3,16,14487,1339
N3,16,14488,1028
N3,16,14512,131
N3,16,14513,16
N3,16,14624,647
N3,16,14642,14
N3,16,14696,11
N3,17,12825,1958
N3,17,12847,2791
N3,17,12864,102
N3,17,12865,391
N3,17,12867,22
N3,17,12883,884
N3,17,12887,134
N3,17,12892,124
N3,17,12893,49
N3,17,12894,21
N3,17,12895,173
N3,17,12896,846
N3,17,12931,150
N3,17,12935,121
N3,17,13024,16
N3,17,13025,21
N3,17,13026,21
N3,17,13030,40
N3,17,13343,22
N3,17,13359,12
N3,17,13360,30
N3,17,13362,157
N3,17,13387,13
N3,17,13410,3
N3,17,13420,37
N3,17,13459,351
N3,17,13460,29
N3,17,13467,45
N3,17,13545,35
N3,17,13572,146
N3,17,13580,321
N3,17,13599,49
N3,17,13778,563
N3,17,13794,574
N3,17,13799,1020
N3,17,13804,899
N3,17,13806,196
N3,17,13825,1389
N3,17,13838,428
N3,17,13862,23
N3,17,13863,68
N3,17,13881,136
N3,17,13886,60
N3,17,13887,17
N3,17,13888,189
N3,17,13889,1708
N3,17,13893,259
N3,17,13895,7
N3,17,13897,88
N3,17,13898,4
N3,17,13899,30
N3,17,13900,27
N3,17,13903,44
N3,17,13905,52
N3,17,13906,31
N3,17,13908,288
N3,17,13910,123
N3,17,13944,1147
N3,17,13953,58
N3,17,14048,7
N3,17,14049,4
N3,17,14059,13
N3,17,14060,20
N3,17,14371,74
N3,17,14375,9
N3,17,14376,24
N3,17,14377,27
N3,17,14379,80
N3,17,14381,90
N3,17,14386,90
N3,17,14388,8
N3,17,14413,8
N3,17,14419,83
N3,17,14422,8
N3,17,14423,5
N3,17,14424,4
N3,17,14425,3
N3,17,14427,14
N3,17,14429,4
N3,17,14430,4
N3,17,14431,41
N3,17,14517,139
N3,17,14518,22
N3,17,14531,19
N3,17,14532,20
N3,17,14625,162
N3,17,14646,10
N3,17,14661,3
N3,18,12806,548
N3,18,12807,2654
N3,18,12826,1193
N3,18,12854,158
N3,18,12855,671
N3,18,12860,222
N3,18,12873,5
N3,18,12874,9
N3,18,12891,241
N3,18,12928,497
N3,18,12933,11
N3,18,12934,123
N3,18,12936,36
N3,18,12946,61
N3,18,12958,125
N3,18,12961,96
N3,18,13022,352
N3,18,13031,29
N3,18,13035,11
N3,18,13036,7
N3,18,13054,27
N3,18,13055,43
N3,18,13363,150
N3,18,13391,20
N3,18,13421,121
N3,18,13470,36
N3,18,13471,52
N3,18,13472,43
N3,18,13473,90
N3,18,13552,6
N3,18,13584,320
N3,18,13585,250
N3,18,13600,44
N3,18,13602,39
N3,18,13606,57
N3,18,13760,522
N3,18,13762,1199
N3,18,13772,251
N3,18,13773,1348
N3,18,13779,602
N3,18,13831,39
N3,18,13832,135
N3,18,13833,485
N3,18,13855,43
N3,18,13865,13
N3,18,13866,20
N3,18,13890,807
N3,18,13902,155
N3,18,13904,224
N3,18,13907,358
N3,18,13945,217
N3,18,13947,18
N3,18,13950,65
N3,18,13951,194
N3,18,13955,10
N3,18,13956,30
N3,18,13957,6
N3,18,13958,50
N3,18,13983,27
N3,18,14054,226
N3,18,14062,10
N3,18,14099,10
N3,18,14104,13
N3,18,14333,151
N3,18,14418,11
N3,18,14438,8
N3,18,14439,24
N3,18,14440,6
N3,18,14441,18
N3,18,14442,5
N3,18,14443,34
N3,18,14515,2383
N3,18,14534,13
N3,18,14535,7
N3,18,14540,24
N3,18,14541,36
N3,18,14615,334
N3,19,12801,888
N3,19,12850,909
N3,19,12858,276
N3,19,12870,12
N3,19,12929,450
N3,19,12942,401
N3,19,12947,303
N3,19,12948,37
N3,19,12950,22
N3,19,12955,156
N3,19,12956,286
N3,19,12959,25
N3,19,12960,119
N3,19,12962,77
N3,19,12963,9
N3,19,12964,87
N3,19,13023,65
N3,19,13027,8
N3,19,13028,85
N3,19,13032,21
N3,19,13043,642
N3,19,13056,15
N3,19,13064,34
N3,19,13067,26
N3,19,13341,5
N3,19,13351,8
N3,19,13352,14
N3,19,13393,12
N3,19,13394,38
N3,19,13411,13
N3,19,13422,98
N3,19,13423,137
N3,19,13468,776
N3,19,13478,23
N3,19,13479,17
N3,19,13484,61
N3,19,13485,88
N3,19,13582,818
N3,19,13607,76
N3,19,13608,59
N3,19,13765,644
N3,19,13805,82
N3,19,13807,226
N3,19,13808,236
N3,19,13828,302
N3,19,13839,102
N3,19,13840,425
N3,19,13844,65
N3,19,13856,94
N3,19,13901,33
N3,19,13948,345
N3,19,13952,141
N3,19,13966,31
N3,19,13971,32
N3,19,13978,119
N3,19,13984,76
N3,19,13986,17
N3,19,13989,11
N3,19,13992,36
N3,19,13993,8
N3,19,13994,67
N3,19,13995,11
N3,19,13996,93
N3,19,14050,11
N3,19,14051,35
N3,19,14055,35
N3,19,14057,51
N3,19,14061,8
N3,19,14063,20
N3,19,14074,266
N3,19,14105,9
N3,19,14356,7
N3,19,14387,9
N3,19,14389,19
N3,19,14390,10
N3,19,14426,5
N3,19,14428,21
N3,19,14447,4
N3,19,14452,12
N3,19,14453,17
N3,19,14454,6
N3,19,14468,5
N3,19,14469,8
N3,19,14470,12
N3,19,14516,448
N3,19,14538,543
N3,19,14557,18
N3,19,14561,23
N3,19,14619,15
N3,19,14647,16
N3,19,14648,55
N3,19,14682,7
N3,20,12802,361
N3,20,12821,626
N3,20,12822,271
N3,20,12848,719
N3,20,12859,258
N3,20,12868,11
N3,20,12953,912
N3,20,12957,281
N3,20,13029,77
N3,20,13037,11
N3,20,13038,19
N3,20,13039,65
N3,20,13044,91
N3,20,13045,73
N3,20,13046,73
N3,20,13048,123
N3,20,13057,20
N3,20,13058,16
N3,20,13059,15
N3,20,13061,20
N3,20,13065,77
N3,20,13068,27
N3,20,13069,42
N3,20,13070,33
N3,20,13071,32
N3,20,13149,18
N3,20,13160,15
N3,20,13350,167
N3,20,13412,14
N3,20,13413,27
N3,20,13441,1172
N3,20,13469,141
N3,20,13482,1521
N3,20,13583,909
N3,20,13603,15
N3,20,13604,203
N3,20,13609,36
N3,20,13631,44
N3,20,13634,66
N3,20,13635,29
N3,20,13761,166
N3,20,13763,888
N3,20,13766,236
N3,20,13787,305
N3,20,13790,181
N3,20,13791,106
N3,20,13792,354
N3,20,13800,248
N3,20,13826,387
N3,20,13836,340
N3,20,13845,130
N3,20,13850,57
N3,20,13867,16
N3,20,13868,52
N3,20,13869,124
N3,20,13949,443
N3,20,13967,383
N3,20,13972,312
N3,20,13974,86
N3,20,13977,149
N3,20,13990,579
N3,20,14052,102
N3,20,14058,43
N3,20,14067,12
N3,20,14068,468
N3,20,14075,20
N3,20,14083,38
N3,20,14088,67
N3,20,14100,6
N3,20,14101,10
N3,20,14102,15
N3,20,14103,45
N3,20,14106,19
N3,20,14107,9
N3,20,14109,10
N3,20,14114,20
N3,20,14115,18
N3,20,14116,21
N3,20,14117,26
N3,20,14118,28
N3,20,14188,4
N3,20,14355,133
N3,20,14359,113
N3,20,14382,41
N3,20,14450,167
N3,20,14471,5
N3,20,14472,5
N3,20,14473,4
N3,20,14474,4
N3,20,14479,9
N3,20,14480,13
N3,20,14490,348
N3,20,14491,645
N3,20,14536,23
N3,20,14537,90
N3,20,14539,105
N3,20,14554,565
N3,20,14621,181
N3,20,14623,9
N3,20,14663,8
N3,20,14683,5
N3,20,14691,31
N3,21,12803,381
N3,21,12824,89
N3,21,12849,920
N3,21,12869,6
N3,21,12902,33
N3,21,12911,7
N3,21,12913,17
N3,21,12914,6
N3,21,12915,13
N3,21,12918,7
N3,21,12921,11
N3,21,12922,22
N3,21,12949,84
N3,21,12951,98
N3,21,12952,304
N3,21,12954,921
N3,21,13040,417
N3,21,13049,97
N3,21,13050,81
N3,21,13066,75
N3,21,13126,41
N3,21,13134,93
N3,21,13148,24
N3,21,13150,55
N3,21,13151,15
N3,21,13153,17
N3,21,13156,76
N3,21,13161,20
N3,21,13163,13
N3,21,13168,32
N3,21,13169,34
N3,21,13170,33
N3,21,13171,55
N3,21,13172,67
N3,21,13367,10
N3,21,13368,18
N3,21,13416,6
N3,21,13417,18
N3,21,13442,154
N3,21,13480,40
N3,21,13481,168
N3,21,13483,279
N3,21,13540,14
N3,21,13575,34
N3,21,13576,64
N3,21,13577,13
N3,21,13578,8
N3,21,13605,161
N3,21,13627,216
N3,21,13630,32
N3,21,13632,148
N3,21,13636,72
N3,21,13767,227
N3,21,13789,434
N3,21,13796,164
N3,21,13797,90
N3,21,13798,119
N3,21,13801,348
N3,21,13827,482
N3,21,13834,182
N3,21,13851,150
N3,21,13857,28
N3,21,13858,96
N3,21,13926,9
N3,21,13927,6
N3,21,13928,12
N3,21,13979,37
N3,21,13985,38
N3,21,13987,47
N3,21,13988,103
N3,21,13991,107
N3,21,14053,361
N3,21,14069,152
N3,21,14070,592
N3,21,14076,101
N3,21,14077,92
N3,21,14079,50
N3,21,14089,25
N3,21,14112,197
N3,21,14156,21
N3,21,14187,11
N3,21,14189,6
N3,21,14191,7
N3,21,14209,11
N3,21,14210,8
N3,21,14215,23
N3,21,14216,28
N3,21,14219,29
N3,21,14383,47
N3,21,14395,9
N3,21,14448,5
N3,21,14449,14
N3,21,14451,46
N3,21,14477,129
N3,21,14483,6
N3,21,14489,531
N3,21,14492,136
N3,21,14493,202
N3,21,14551,22
N3,21,14552,1046
N3,21,14556,128
N3,21,14558,9
N3,21,14559,30
N3,21,14560,107
N3,21,14620,3
N3,21,14628,12
N3,21,14629,13
N3,21,14675,7
N3,22,12829,354
N3,22,12830,198
N3,22,12831,207
N3,22,12901,778
N3,22,12908,52
N3,22,12909,270
N3,22,12910,214
N3,22,12920,85
N3,22,12943,223
N3,22,13041,957
N3,22,13042,754
N3,22,13060,25
N3,22,13062,37
N3,22,13063,77
N3,22,13122,394
N3,22,13127,223
N3,22,13128,169
N3,22,13130,77
N3,22,13138,48
N3,22,13166,346
N3,22,13353,195
N3,22,13366,125
N3,22,13443,345
N3,22,13444,345
N3,22,13574,932
N3,22,13625,702
N3,22,13629,193
N3,22,13633,142
N3,22,13788,489
N3,22,13802,347
N3,22,13809,101
N3,22,13814,100
N3,22,13815,280
N3,22,13816,157
N3,22,13835,285
N3,22,13846,22
N3,22,13847,85
N3,22,13854,28
N3,22,13917,51
N3,22,13920,216
N3,22,13925,215
N3,22,13973,61
N3,22,13975,157
N3,22,13976,212
N3,22,13980,66
N3,22,14056,164
N3,22,14082,292
N3,22,14084,313
N3,22,14090,262
N3,22,14091,23
N3,22,14093,99
N3,22,14108,12
N3,22,14110,18
N3,22,14111,27
N3,22,14113,55
N3,22,14151,124
N3,22,14152,114
N3,22,14157,144
N3,22,14159,39
N3,22,14194,19
N3,22,14196,34
N3,22,14203,7
N3,22,14213,236
N3,22,14217,360
N3,22,14357,66
N3,22,14358,264
N3,22,14361,64
N3,22,14362,115
N3,22,14384,42
N3,22,14394,82
N3,22,14475,6
N3,22,14476,17
N3,22,14478,36
N3,22,14496,156
N3,22,14497,272
N3,22,14553,1274
N3,22,14695,41
N3,23,12903,4
N3,23,12905,72
N3,23,12907,439
N3,23,12912,2
N3,23,12916,7
N3,23,12917,17
N3,23,12919,2
N3,23,12923,11
N3,23,12944,258
N3,23,12966,20
N3,23,12967,37
N3,23,12968,9
N3,23,12969,6
N3,23,13047,630
N3,23,13051,68
N3,23,13133,592
N3,23,13139,512
N3,23,13140,46
N3,23,13142,200
N3,23,13152,25
N3,23,13154,42
N3,23,13155,53
N3,23,13162,21
N3,23,13164,31
N3,23,13165,49
N3,23,13167,85
N3,23,13358,33
N3,23,13388,3
N3,23,13396,4
N3,23,13626,2059
N3,23,13812,561
N3,23,13843,47
N3,23,13852,31
N3,23,13853,119
N3,23,13911,3
N3,23,13916,498
N3,23,13929,6
N3,23,13932,6
N3,23,13933,9
N3,23,13968,253
N3,23,13981,85
N3,23,14001,19
N3,23,14005,5
N3,23,14078,27
N3,23,14080,39
N3,23,14081,84
N3,23,14096,31
N3,23,14162,32
N3,23,14190,11
N3,23,14192,17
N3,23,14193,19
N3,23,14211,15
N3,23,14212,49
N3,23,14214,67
N3,23,14218,81
N3,23,14352,91
N3,23,14360,84
N3,23,14373,32
N3,23,14374,39
N3,23,14482,9
N3,23,14484,9
N3,23,14485,27
N3,23,14494,581
N3,23,14511,28
N3,23,14555,553
N3,23,14627,5
N3,23,14640,2
N3,23,14641,22
N3,23,14684,5
N3,24,12904,252
N3,24,12906,1090
N3,24,12925,171
N3,24,12926,293
N3,24,12945,257
N3,24,12965,449
N3,24,13052,65
N3,24,13076,9
N3,24,13081,6
N3,24,13082,13
N3,24,13083,6
N3,24,13084,10
N3,24,13085,9
N3,24,13086,16
N3,24,13129,60
N3,24,13131,100
N3,24,13132,244
N3,24,13145,72
N3,24,13157,49
N3,24,13369,69
N3,24,13370,65
N3,24,13389,95
N3,24,13579,291
N3,24,13611,10
N3,24,13612,17
N3,24,13628,674
N3,24,13810,154
N3,24,13811,492
N3,24,13813,238
N3,24,13841,29
N3,24,13849,190
N3,24,13921,345
N3,24,13930,93
N3,24,13931,389
N3,24,13938,38
N3,24,13940,114
N3,24,13941,99
N3,24,13969,224
N3,24,13982,83
N3,24,14000,401
N3,24,14004,68
N3,24,14071,164
N3,24,14092,63
N3,24,14094,153
N3,24,14095,271
N3,24,14097,40
N3,24,14125,7
N3,24,14126,6
N3,24,14127,9
N3,24,14158,32
N3,24,14160,67
N3,24,14161,81
N3,24,14166,19
N3,24,14195,11
N3,24,14197,20
N3,24,14198,21
N3,24,14200,9
N3,24,14204,10
N3,24,14205,16
N3,24,14353,58
N3,24,14396,48
N3,24,14397,179
N3,24,14400,37
N3,24,14401,54
N3,24,14434,38
N3,24,14435,53
N3,24,14495,372
N3,24,14514,22
N3,24,14643,3
N3,24,14644,15
N3,24,14645,14
N3,24,14685,7
N3,24,14697,15
N3,25,12898,335
N3,25,12924,211
N3,25,12938,60
N3,25,12939,32
N3,25,12940,73
N3,25,12941,46
N3,25,13053,38
N3,25,13075,114
N3,25,13080,98
N3,25,13123,378
N3,25,13141,129
N3,25,13143,330
N3,25,13144,552
N3,25,13146,72
N3,25,13158,66
N3,25,13185,9
N3,25,13188,13
N3,25,13190,10
N3,25,13191,18
N3,25,13196,11
N3,25,13201,6
N3,25,13202,8
N3,25,13205,19
N3,25,13392,13
N3,25,13395,24
N3,25,13461,39
N3,25,13542,5
N3,25,13544,8
N3,25,13546,21
N3,25,13581,68
N3,25,13610,133
N3,25,13639,9
N3,25,13640,25
N3,25,13641,8
N3,25,13642,19
N3,25,13643,15
N3,25,13644,32
N3,25,13842,255
N3,25,13912,15
N3,25,13918,93
N3,25,13919,390
N3,25,13922,114
N3,25,13934,8
N3,25,13935,7
N3,25,13937,67
N3,25,13939,129
N3,25,13961,30
N3,25,13963,36
N3,25,13964,52
N3,25,13965,58
N3,25,13970,256
N3,25,14072,160
N3,25,14085,233
N3,25,14098,27
N3,25,14120,116
N3,25,14124,103
N3,25,14153,149
N3,25,14167,98
N3,25,14169,53
N3,25,14174,26
N3,25,14241,5
N3,25,14245,10
N3,25,14354,59
N3,25,14391,57
N3,25,14398,86
N3,25,14432,5
N3,25,14433,42
N3,25,14445,15
N3,25,14446,16
N3,25,14519,30
N3,25,14520,6
N3,25,14521,40
N3,25,14533,9
N3,25,14634,4
N3,25,14649,7
N3,25,14650,3
N3,25,14651,18
N3,25,14652,18
N3,25,14662,9
N3,25,14686,3
N3,26,12836,65
N3,26,12839,29
N3,26,12843,29
N3,26,12844,55
N3,26,12899,220
N3,26,12937,46
N3,26,12972,64
N3,26,12975,63
N3,26,12977,102
N3,26,12978,52
N3,26,12979,110
N3,26,12980,74
N3,26,13033,18
N3,26,13034,12
N3,26,13078,33
N3,26,13124,427
N3,26,13135,473
N3,26,13147,52
N3,26,13159,43
N3,26,13177,69
N3,26,13179,288
N3,26,13180,124
N3,26,13187,242
N3,26,13199,123
N3,26,13397,31
N3,26,13398,25
N3,26,13414,5
N3,26,13449,34
N3,26,13453,35
N3,26,13454,64
N3,26,13474,23
N3,26,13541,72
N3,26,13553,14
N3,26,13586,134
N3,26,13587,101
N3,26,13601,12
N3,26,13638,270
N3,26,13818,28
N3,26,13848,202
N3,26,13913,338
N3,26,13923,73
N3,26,13936,113
N3,26,13959,6
N3,26,13960,36
N3,26,13962,38
N3,26,14002,157
N3,26,14003,648
N3,26,14012,32
N3,26,14016,49
N3,26,14019,50
N3,26,14020,92
N3,26,14064,11
N3,26,14065,14
N3,26,14066,9
N3,26,14073,194
N3,26,14086,101
N3,26,14154,140
N3,26,14175,135
N3,26,14177,54
N3,26,14181,15
N3,26,14199,16
N3,26,14201,21
N3,26,14202,52
N3,26,14206,12
N3,26,14207,45
N3,26,14208,123
N3,26,14225,68
N3,26,14228,69
N3,26,14242,113
N3,26,14392,58
N3,26,14399,75
N3,26,14444,3
N3,26,14459,19
N3,26,14460,29
N3,26,14499,33
N3,26,14542,20
N3,26,14543,21
N3,26,14633,55
N3,26,14664,9
N3,26,14665,12
N3,26,14666,13
N3,27,12837,278
N3,27,12842,294
N3,27,12900,231
N3,27,12970,187
N3,27,12973,9
N3,27,12974,86
N3,27,12976,67
N3,27,13077,39
N3,27,13079,109
N3,27,13089,18
N3,27,13090,39
N3,27,13091,22
N3,27,13092,36
N3,27,13093,22
N3,27,13094,20
N3,27,13125,535
N3,27,13136,236
N3,27,13173,12
N3,27,13174,8
N3,27,13176,461
N3,27,13181,23
N3,27,13186,4
N3,27,13189,6
N3,27,13192,11
N3,27,13194,44
N3,27,13197,11
N3,27,13198,30
N3,27,13200,41
N3,27,13203,7
N3,27,13204,17
N3,27,13418,5
N3,27,13424,21
N3,27,13448,408
N3,27,13452,326
N3,27,13486,31
N3,27,13487,34
N3,27,13543,3
N3,27,13613,38
N3,27,13614,18
N3,27,13637,64
N3,27,13817,202
N3,27,13914,248
N3,27,13924,78
N3,27,13997,204
N3,27,14006,13
N3,27,14009,47
N3,27,14010,73
N3,27,14013,8
N3,27,14014,7
N3,27,14015,56
N3,27,14017,133
N3,27,14087,173
N3,27,14128,36
N3,27,14129,87
N3,27,14133,22
N3,27,14136,19
N3,27,14137,24
N3,27,14138,28
N3,27,14155,176
N3,27,14168,28
N3,27,14170,46
N3,27,14171,95
N3,27,14182,160
N3,27,14184,54
N3,27,14220,5
N3,27,14224,581
N3,27,14235,22
N3,27,14243,10
N3,27,14246,14
N3,27,14249,6
N3,27,14250,15
N3,27,14393,55
N3,27,14455,6
N3,27,14456,7
N3,27,14457,41
N3,27,14498,233
N3,27,14562,20
N3,27,14563,15
N3,27,14564,28
N3,27,14565,20
N3,27,14676,4
N3,27,14677,10
N3,28,12838,472
N3,28,12971,212
N3,28,13072,65
N3,28,13087,50
N3,28,13137,396
N3,28,13178,260
N3,28,13193,80
N3,28,13195,262
N3,28,13209,39
N3,28,13212,28
N3,28,13213,57
N3,28,13214,45
N3,28,13375,12
N3,28,13379,12
N3,28,13380,20
N3,28,13645,50
N3,28,13646,60
N3,28,13647,21
N3,28,13915,225
N3,28,13998,127
N3,28,14007,194
N3,28,14011,73
N3,28,14018,145
N3,28,14119,9
N3,28,14121,47
N3,28,14130,10
N3,28,14131,41
N3,28,14134,38
N3,28,14163,27
N3,28,14176,26
N3,28,14178,55
N3,28,14179,93
N3,28,14229,96
N3,28,14230,358
N3,28,14234,254
N3,28,14247,40
N3,28,14248,130
N3,28,14258,14
N3,28,14262,30
N3,28,14263,27
N3,28,14403,11
N3,28,14458,48
N3,28,14481,5
N3,28,14635,27
N3,28,14636,96
N3,29,12840,38
N3,29,12841,75
N3,29,13073,54
N3,29,13088,52
N3,29,13175,14
N3,29,13182,125
N3,29,13206,13
N3,29,13207,97
N3,29,13210,66
N3,29,13374,58
N3,29,13378,49
N3,29,13450,41
N3,29,13451,123
N3,29,13463,9
N3,29,13464,15
N3,29,13465,5
N3,29,13466,4
N3,29,13548,2
N3,29,13550,7
N3,29,13551,12
N3,29,13819,75
N3,29,13821,177
N3,29,13999,132
N3,29,14008,238
N3,29,14122,46
N3,29,14132,46
N3,29,14135,48
N3,29,14164,60
N3,29,14183,32
N3,29,14185,93
N3,29,14186,115
N3,29,14226,96
N3,29,14227,324
N3,29,14238,58
N3,29,14244,11
N3,29,14251,14
N3,29,14254,46
N3,29,14257,12
N3,29,14259,11
N3,29,14260,58
N3,29,14402,43
N3,29,14500,61
N3,29,14502,146
N3,29,14526,8
N3,29,14530,3
N3,29,14630,36
N3,29,14658,6
N3,30,12832,85
N3,30,12833,120
N3,30,12982,12
N3,30,12999,9
N3,30,13008,9
N3,30,13009,13
N3,30,13015,11
N3,30,13019,11
N3,30,13020,20
N3,30,13074,47
N3,30,13183,101
N3,30,13208,101
N3,30,13211,79
N3,30,13404,6
N3,30,13408,6
N3,30,13409,8
N3,30,13445,167
N3,30,13462,199
N3,30,13476,8
N3,30,13477,13
N3,30,13549,67
N3,30,13555,3
N3,30,13557,5
N3,30,13558,8
N3,30,13592,13
N3,30,13596,13
N3,30,13597,22
N3,30,14032,8
N3,30,14041,10
N3,30,14123,43
N3,30,14165,203
N3,30,14172,37
N3,30,14221,308
N3,30,14236,101
N3,30,14237,421
N3,30,14239,57
N3,30,14252,108
N3,30,14256,61
N3,30,14261,67
N3,30,14462,5
N3,30,14525,189
N3,30,14529,39
N3,30,14548,7
N3,30,14631,29
N3,30,14657,58
N3,30,14672,4
N3,31,12834,128
N3,31,12981,24
N3,31,12991,13
N3,31,12998,14
N3,31,13000,7
N3,31,13003,4
N3,31,13005,14
N3,31,13006,29
N3,31,13007,36
N3,31,13010,6
N3,31,13014,32
N3,31,13018,67
N3,31,13096,7
N3,31,13105,8
N3,31,13110,8
N3,31,13111,12
N3,31,13116,7
N3,31,13120,7
N3,31,13121,9
N3,31,13184,91
N3,31,13376,13
N3,31,13377,11
N3,31,13399,5
N3,31,13403,12
N3,31,13407,20
N3,31,13426,11
N3,31,13427,19
N3,31,13446,206
N3,31,13475,76
N3,31,13492,10
N3,31,13497,6
N3,31,13498,15
N3,31,13499,6
N3,31,13500,10
N3,31,13501,10
N3,31,13502,16
N3,31,13504,9
N3,31,13505,15
N3,31,13547,8
N3,31,13556,54
N3,31,13561,3
N3,31,13591,33
N3,31,13595,113
N3,31,13619,8
N3,31,13623,8
N3,31,13624,11
N3,31,13820,14
N3,31,13822,47
N3,31,14022,12
N3,31,14030,12
N3,31,14037,3
N3,31,14040,28
N3,31,14140,7
N3,31,14146,6
N3,31,14173,272
N3,31,14222,385
N3,31,14231,547
N3,31,14240,53
N3,31,14253,391
N3,31,14404,27
N3,31,14406,13
N3,31,14461,14
N3,31,14501,18
N3,31,14503,58
N3,31,14547,69
N3,31,14572,8
N3,31,14573,6
N3,31,14574,9
N3,31,14581,8
N3,31,14632,27
N3,31,14671,52
N3,32,12835,119
N3,32,12990,90
N3,32,12994,30
N3,32,13004,100
N3,32,13095,9
N3,32,13104,9
N3,32,13106,6
N3,32,13109,28
N3,32,13115,10
N3,32,13119,25
N3,32,13235,13
N3,32,13240,10
N3,32,13252,10
N3,32,13254,16
N3,32,13256,7
N3,32,13265,9
N3,32,13270,9
N3,32,13271,14
N3,32,13371,32
N3,32,13415,3
N3,32,13425,131
N3,32,13447,203
N3,32,13491,116
N3,32,13496,96
N3,32,13503,148
N3,32,13554,11
N3,32,13618,12
N3,32,13622,34
N3,32,13652,14
N3,32,13657,14
N3,32,13658,23
N3,32,13663,8
N3,32,13667,8
N3,32,13668,11
N3,32,14021,61
N3,32,14031,28
N3,32,14139,8
N3,32,14145,8
N3,32,14180,211
N3,32,14223,373
N3,32,14232,403
N3,32,14255,184
N3,32,14281,9
N3,32,14290,8
N3,32,14527,62
N3,32,14528,233
N3,32,14567,120
N3,32,14571,103
N3,32,14580,143
N3,32,14659,26
N3,32,14660,79
N3,33,12983,19
N3,33,12985,27
N3,33,13001,19
N3,33,13002,58
N3,33,13016,31
N3,33,13017,92
N3,33,13219,17
