"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
94	2	"7 e8+8 f5+su(3)+15(g2+su(2))"	"8 e8+8 f5+su(3)+15(g2+su(2))"	94	183	0	0	0	0	0	0	0	1	"s1:1→1"	""
94	3	"7 e8+8 f5+15(g2+su(2))"	"8 e8+8 f5+15(g2+su(2))"	94	191	0	0	0	0	0	0	0	1	"s1:1→1"	""
94	9	"7 e8+8 f5+15(g2+su(2))"	"8 e8+8 f5+15(g2+su(2))"	94	191	0	0	0	0	0	0	0	1	"s1:1→1"	""
94	14	"8 e8+8 f5+15(g2+su(2))"	"8 e8+8 f5+su(3)+15(g2+su(2))"	94	183	0	1	0	0	0	0	0	0	"{s1:1→1, s1:2→1}"	""
94	14	"8 e8+8 f5+15(g2+su(2))"	"8 e8+8 f5+su(3)+15(g2+su(2))"	97	183	0	1	0	0	0	0	0	0	"s1:1→1, 2→1"	""
94	23	"7 e8+7 f5+2 so(8)+15(g2+su(2))"	"8 e8+7 f5+2 so(8)+15(g2+su(2))"	94	187	0	0	0	0	0	0	0	1	"s1:1→1"	""
94	24	"7 e8+8 f5+16(g2+su(2))"	"8 e8+8 f5+16(g2+su(2))"	94	182	0	0	0	0	0	0	0	1	"s1:1→1"	""
94	25	"7 e8+8 f5+so(8)+su(3)+15(g2+su(2))"	"7 e8+e7+8 f5+so(8)+su(3)+15(g2+su(2))"	94	270	0	0	0	0	0	0	1	0	"s1:1→1"	""
94	35	"8 e8+8 f5+15(g2+su(2))"	"8 e8+8 f5+16(g2+su(2))"	94	182	0	1	0	0	0	0	0	0	""	"s1:1→1"
94	35	"8 e8+8 f5+15(g2+su(2))"	"8 e8+8 f5+su(3)+15(g2+su(2))"	97	183	0	1	0	0	0	0	0	0	"s1:2→1"	""
