"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
94	2	"7 e8+8 f5+su(3)+15(g2+su(2))"	"8 e8+8 f5+16(g2+su(2))"	98	182	1	0	0	0	0	0	0	1
94	3	"7 e8+8 f5+15(g2+su(2))"	"8 e8+8 f5+16(g2+su(2))"	98	182	1	1	0	0	0	0	0	1
94	14	"8 e8+8 f5+15(g2+su(2))"	"8 e8+8 f5+16(g2+su(2))"	98	182	1	1	0	0	0	0	0	0
