"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
121	1	"9 e8+10 f5+20(g2+su(2))"	121	196	0	0	0	0	0	0	1	1	2
121	1	"9 e8+10 f5+20(g2+su(2))"	121	224	0	0	0	0	0	1	0	1	2
121	1	"9 e8+10 f5+20(g2+su(2))"	121	251	0	0	0	0	1	0	0	1	2
121	2	"9 e8+e6+10 f5+su(3)+19(g2+su(2))"	121	244	0	1	0	0	0	0	0	1	2
