"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
32	1	"2 e8+3 f4+2 su(3)+4(g2+su(2))"	"2 e8+3 f4+2 su(3)+5(g2+su(2))"	34	215	1	1	0	0	0	0	0	0	9
32	1	"2 e8+3 f4+2 su(3)+4(g2+su(2))"	"2 e8+3 f4+so(8)+6(g2+su(2))"	35	194	2	0	1	0	0	0	0	0	6
32	1	"2 e8+3 f4+2 su(3)+4(g2+su(2))"	"2 e8+3 f4+su(3)+5(g2+su(2))"	32	223	1	0	0	0	0	0	0	0	2
32	1	"2 e8+3 f4+2 su(3)+4(g2+su(2))"	"2 e8+3 f4+su(3)+5(g2+su(2))"	37	223	1	0	0	0	0	0	0	0	8
32	1	"2 e8+3 f4+2 su(3)+4(g2+su(2))"	"2 e8+3 f4+su(3)+5(g2+su(2))"	39	223	1	0	0	0	0	0	0	0	2
32	1	"2 e8+3 f4+2 su(3)+4(g2+su(2))"	"2 e8+3 f4+su(3)+5(g2+su(2))"	40	223	1	0	0	0	0	0	0	0	2
32	1	"2 e8+3 f4+2 su(3)+4(g2+su(2))"	"2 e8+4 f4+6(g2+su(2))"	36	170	2	0	0	1	0	0	0	0	4
32	1	"2 e8+3 f4+2 su(3)+4(g2+su(2))"	"2 e8+4 f4+su(3)+5(g2+su(2))"	36	171	1	0	0	1	0	0	0	0	5
32	1	"2 e8+3 f4+2 su(3)+4(g2+su(2))"	"2 e8+4 f4+su(3)+5(g2+su(2))"	40	171	1	0	0	1	0	0	0	0	3
32	1	"2 e8+3 f4+2 su(3)+4(g2+su(2))"	"2 e8+e6+3 f4+su(3)+5(g2+su(2))"	37	145	1	0	0	0	1	0	0	0	5
32	2	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+2 su(3)+4(g2+su(2))"	32	224	0	1	0	0	0	0	0	0	3
32	2	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+2 su(3)+4(g2+su(2))"	33	224	0	1	0	0	0	0	0	0	2
32	2	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+2 su(3)+5(g2+su(2))"	34	215	1	2	0	0	0	0	0	0	8
32	2	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+3 su(3)+4(g2+su(2))"	32	216	0	2	0	0	0	0	0	0	2
32	2	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+5(g2+su(2))"	33	231	1	0	0	0	0	0	0	0	2
32	2	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+5(g2+su(2))"	37	231	1	0	0	0	0	0	0	0	9
32	2	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+5(g2+su(2))"	39	231	1	0	0	0	0	0	0	0	2
32	2	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+5(g2+su(2))"	40	231	1	0	0	0	0	0	0	0	2
32	2	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+so(8)+2 su(3)+4(g2+su(2))"	33	196	0	1	1	0	0	0	0	0	2
32	2	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+so(8)+6(g2+su(2))"	35	194	2	1	1	0	0	0	0	0	2
32	2	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+su(3)+5(g2+su(2))"	32	223	1	1	0	0	0	0	0	0	2
32	2	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+su(3)+5(g2+su(2))"	33	223	1	1	0	0	0	0	0	0	4
32	2	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+4 f4+2 su(3)+4(g2+su(2))"	34	172	0	1	0	1	0	0	0	0	2
32	2	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+4 f4+5(g2+su(2))"	36	179	1	0	0	1	0	0	0	0	14
32	2	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+4 f4+5(g2+su(2))"	37	179	1	0	0	1	0	0	0	0	4
