"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	19	165	0	1	0	0	0	0	0	0	"[""s1:19->1"",""s1:1->1""]"	"["""",""""]"
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	22	165	0	1	0	0	0	0	0	0	"[""s1:1->1, 19->1""]"	"[""""]"
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	24	165	0	1	0	0	0	0	0	0	"[""s1:1->2, 19->1""]"	"[""""]"
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	25	165	0	1	0	0	0	0	0	0	"[""s1:1->3, 19->1"",""s1:1->4, 19->1""]"	"["""",""""]"
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	26	165	0	1	0	0	0	0	0	0	"[""s1:1->2""]"	"[""""]"
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	27	165	0	1	0	0	0	0	0	0	"[""s1:1->3""]"	"[""""]"
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	23	172	1	0	0	0	0	0	0	0	"[""s1:1->1"",""s1:1->1, 19->1"",""s1:1->1, 19->2"",""s1:1->2"",""s1:1->2, 19->1"",""s1:1->2, 19->2"",""s1:1->2, 19->3"",""s1:1->3"",""s1:1->3, 19->1"",""s1:1->3, 19->2"",""s1:1->4, 19->1""]"	"[""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1""]"
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	24	172	1	0	0	0	0	0	0	0	"["""",""s1:19->1"",""s1:19->2"",""s1:1->1, 19->3"",""s1:1->1, 19->4"",""s1:1->4"",""s1:1->5""]"	"[""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1""]"
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	25	172	1	0	0	0	0	0	0	0	"[""s1:19->3"",""s1:19->4"",""s1:19->5""]"	"[""s1:16->1"",""s1:16->1"",""s1:16->1""]"
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+so(8)+su(3)+2(g2+su(2))"	19	145	0	0	1	0	0	0	0	0	"[""s1:1->1""]"	"[""""]"
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+3 f4+su(3)+2(g2+su(2))"	19	121	0	0	0	1	0	0	0	0	"[""s1:1->1""]"	"[""""]"
19	2	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+so(8)+3(g2+su(2))"	19	144	0	0	1	0	0	0	0	0	"[""s1:1->1""]"	"[""""]"
19	2	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	19	164	0	1	0	0	0	0	0	0	"[""s1:1->1""]"	"[""""]"
19	2	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	26	164	0	1	0	0	0	0	0	0	"[""s1:1->2""]"	"[""""]"
19	2	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	27	164	0	1	0	0	0	0	0	0	"[""s1:1->3""]"	"[""""]"
19	2	"e8+2 f4+3(g2+su(2))"	"e8+3 f4+3(g2+su(2))"	19	120	0	0	0	1	0	0	0	0	"[""s1:1->1""]"	"[""""]"
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+3 su(3)+2(g2+su(2))"	19	157	0	1	0	0	0	0	0	0	"[""s1:1->1""]"	"[""""]"
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+3 su(3)+2(g2+su(2))"	26	157	0	1	0	0	0	0	0	0	"[""s1:1->2""]"	"[""""]"
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+3 su(3)+2(g2+su(2))"	27	157	0	1	0	0	0	0	0	0	"[""s1:1->3""]"	"[""""]"
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+3 su(3)+2(g2+su(2))"	28	157	0	1	0	0	0	0	0	0	"[""s1:1->4"",""s1:1->5""]"	"["""",""""]"
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+so(8)+2 su(3)+2(g2+su(2))"	19	137	0	0	1	0	0	0	0	0	"[""s1:1->1""]"	"[""""]"
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	19	164	1	0	0	0	0	0	0	0	"[""""]"	"[""s1:19->1""]"
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	22	164	1	0	0	0	0	0	0	0	"[""s1:1->1""]"	"[""s1:19->1""]"
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	23	164	1	0	0	0	0	0	0	0	"[""s1:1->1"",""s1:1->2"",""s1:1->3"",""s1:1->4"",""s1:1->5""]"	"[""s1:15->1"",""s1:15->1"",""s1:15->1"",""s1:15->1"",""s1:15->1""]"
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	24	164	1	0	0	0	0	0	0	0	"["""",""s1:1->2""]"	"[""s1:15->1"",""s1:19->1""]"
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	25	164	1	0	0	0	0	0	0	0	"[""s1:1->3"",""s1:1->4""]"	"[""s1:19->1"",""s1:19->1""]"
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	26	164	1	0	0	0	0	0	0	0	"[""s1:1->5""]"	"[""s1:19->1""]"
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+3 f4+2 su(3)+2(g2+su(2))"	19	113	0	0	0	1	0	0	0	0	"[""s1:1->1""]"	"[""""]"
19	4	"e8+f4+3(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	19	172	0	0	0	1	0	0	0	0	"[""s1:19->1"",""s1:1->1""]"	"["""",""""]"
19	4	"e8+f4+3(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	22	172	0	0	0	1	0	0	0	0	"[""s1:1->1, 19->1""]"	"[""""]"
19	4	"e8+f4+3(g2+su(2))"	"e8+e6+f4+3(g2+su(2))"	19	146	0	0	0	0	1	0	0	0	"[""s1:19->1""]"	"[""""]"
19	4	"e8+f4+3(g2+su(2))"	"e8+e7'+f4+3(g2+su(2))"	19	119	0	0	0	0	0	1	0	0	"[""s1:19->1""]"	"[""""]"
19	4	"e8+f4+3(g2+su(2))"	"e8+e7+f4+3(g2+su(2))"	19	91	0	0	0	0	0	0	1	0	"[""s1:19->1""]"	"[""""]"
19	4	"e8+f4+3(g2+su(2))"	"e8+f4+so(8)+3(g2+su(2))"	19	196	0	0	1	0	0	0	0	0	"[""s1:19->1"",""s1:1->1""]"	"["""",""""]"
19	4	"e8+f4+3(g2+su(2))"	"e8+f4+so(8)+3(g2+su(2))"	21	196	0	0	1	0	0	0	0	0	"[""s1:1->1, 19->1""]"	"[""""]"
19	4	"e8+f4+3(g2+su(2))"	"e8+f4+su(3)+3(g2+su(2))"	19	216	0	1	0	0	0	0	0	0	"[""s1:19->1"",""s1:1->1""]"	"["""",""""]"
19	4	"e8+f4+3(g2+su(2))"	"e8+f4+su(3)+3(g2+su(2))"	20	216	0	1	0	0	0	0	0	0	"[""s1:1->1, 19->1""]"	"[""""]"
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	19	165	0	1	0	0	0	0	0	0	"[""s1:19->1"",""s1:1->1""]"	"["""",""""]"
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	22	165	0	1	0	0	0	0	0	0	"[""s1:1->1, 19->1""]"	"[""""]"
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	24	165	0	1	0	0	0	0	0	0	"[""s1:1->2, 19->1""]"	"[""""]"
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	25	165	0	1	0	0	0	0	0	0	"[""s1:1->3, 19->1"",""s1:1->4, 19->1""]"	"["""",""""]"
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	26	165	0	1	0	0	0	0	0	0	"[""s1:1->2""]"	"[""""]"
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	27	165	0	1	0	0	0	0	0	0	"[""s1:1->3""]"	"[""""]"
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	23	172	1	0	0	0	0	0	0	0	"[""s1:1->1"",""s1:1->1, 19->1"",""s1:1->1, 19->2"",""s1:1->2"",""s1:1->2, 19->1"",""s1:1->2, 19->2"",""s1:1->2, 19->3"",""s1:1->3"",""s1:1->3, 19->1"",""s1:1->3, 19->2"",""s1:1->4, 19->1""]"	"[""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1""]"
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	24	172	1	0	0	0	0	0	0	0	"["""",""s1:19->1"",""s1:19->2"",""s1:1->1, 19->3"",""s1:1->1, 19->4"",""s1:1->4"",""s1:1->5""]"	"[""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1"",""s1:16->1""]"
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	25	172	1	0	0	0	0	0	0	0	"[""s1:19->3"",""s1:19->4"",""s1:19->5""]"	"[""s1:16->1"",""s1:16->1"",""s1:16->1""]"
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+so(8)+su(3)+2(g2+su(2))"	19	145	0	0	1	0	0	0	0	0	"[""s1:1->1""]"	"[""""]"
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+3 f4+su(3)+2(g2+su(2))"	19	121	0	0	0	1	0	0	0	0	"[""s1:1->1""]"	"[""""]"
19	6	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+so(8)+3(g2+su(2))"	19	144	0	0	1	0	0	0	0	0	"[""s1:1->1""]"	"[""""]"
19	6	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	19	164	0	1	0	0	0	0	0	0	"[""s1:1->1""]"	"[""""]"
19	6	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	26	164	0	1	0	0	0	0	0	0	"[""s1:1->2""]"	"[""""]"
19	6	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	27	164	0	1	0	0	0	0	0	0	"[""s1:1->3""]"	"[""""]"
19	6	"e8+2 f4+3(g2+su(2))"	"e8+3 f4+3(g2+su(2))"	19	120	0	0	0	1	0	0	0	0	"[""s1:1->1""]"	"[""""]"
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	19	164	0	0	0	1	0	0	0	0	"[""s1:19->1""]"	"[""""]"
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+e6+f4+su(3)+3(g2+su(2))"	19	138	0	0	0	0	1	0	0	0	"[""s1:19->1""]"	"[""""]"
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+e7'+f4+su(3)+3(g2+su(2))"	19	111	0	0	0	0	0	1	0	0	"[""s1:19->1""]"	"[""""]"
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+e7+f4+su(3)+3(g2+su(2))"	19	83	0	0	0	0	0	0	1	0	"[""s1:19->1""]"	"[""""]"
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+f4+2 su(3)+3(g2+su(2))"	19	208	0	1	0	0	0	0	0	0	"[""s1:19->1""]"	"[""""]"
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+f4+4(g2+su(2))"	19	215	1	0	0	0	0	0	0	0	"[""""]"	"[""s1:1->1""]"
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+f4+4(g2+su(2))"	20	215	1	0	0	0	0	0	0	0	"[""s1:19->1""]"	"[""s1:1->1""]"
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+f4+4(g2+su(2))"	21	215	1	0	0	0	0	0	0	0	"[""s1:2->1, 19->3""]"	"[""s1:1->1""]"
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+f4+4(g2+su(2))"	24	215	1	0	0	0	0	0	0	0	"[""s1:19->4"",""s1:19->5"",""s1:2->3, 19->1"",""s1:2->4, 19->1""]"	"[""s1:1->1"",""s1:1->1"",""s1:1->1"",""s1:1->1""]"
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+f4+4(g2+su(2))"	25	215	1	0	0	0	0	0	0	0	"[""s1:2->1"",""s1:2->2"",""s1:2->3"",""s1:2->4"",""s1:2->5""]"	"[""s1:1->1"",""s1:1->1"",""s1:1->1"",""s1:1->1"",""s1:1->1""]"
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+f4+so(8)+su(3)+3(g2+su(2))"	19	188	0	0	1	0	0	0	0	0	"[""s1:19->1""]"	"[""""]"
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+3 su(3)+2(g2+su(2))"	19	157	0	1	0	0	0	0	0	0	"[""s1:19->1""]"	"[""""]"
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+3 su(3)+2(g2+su(2))"	24	157	0	1	0	0	0	0	0	0	"[""s1:2->1, 19->1"",""s1:2->2, 19->1""]"	"["""",""""]"
