"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	19	165	0	1	0	0	0	0	0	0	2
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	25	165	0	1	0	0	0	0	0	0	2
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	24	156	1	2	0	0	0	0	0	0	4
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	25	156	1	2	0	0	0	0	0	0	2
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	28	156	1	2	0	0	0	0	0	0	2
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	23	172	1	0	0	0	0	0	0	0	11
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	24	172	1	0	0	0	0	0	0	0	7
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	25	172	1	0	0	0	0	0	0	0	3
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3 su(3)+2(g2+su(2))"	25	157	0	2	0	0	0	0	0	0	2
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	23	163	2	1	0	0	0	0	0	0	10
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	24	163	2	1	0	0	0	0	0	0	5
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	28	163	2	1	0	0	0	0	0	0	2
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+so(8)+3(g2+su(2))"	24	144	1	0	1	0	0	0	0	0	8
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+so(8)+3(g2+su(2))"	25	144	1	0	1	0	0	0	0	0	3
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+so(8)+su(3)+3(g2+su(2))"	24	136	1	1	1	0	0	0	0	0	2
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+2(g2+su(2))+so(7)+2 su(2)"	24	162	2	1	0	0	0	0	0	0	6
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	22	164	1	1	0	0	0	0	0	0	2
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	23	164	1	1	0	0	0	0	0	0	13
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	24	164	1	1	0	0	0	0	0	0	22
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	25	164	1	1	0	0	0	0	0	0	7
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	26	164	1	1	0	0	0	0	0	0	2
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	27	164	1	1	0	0	0	0	0	0	4
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+4(g2+su(2))"	25	155	2	2	0	0	0	0	0	0	2
19	1	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+3 f4+3(g2+su(2))"	25	120	1	0	0	1	0	0	0	0	6
19	2	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	23	163	1	1	0	0	0	0	0	0	5
19	2	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	24	163	1	1	0	0	0	0	0	0	5
19	2	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	26	163	1	1	0	0	0	0	0	0	3
19	2	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	28	163	1	1	0	0	0	0	0	0	3
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	24	156	1	1	0	0	0	0	0	0	6
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	26	156	1	1	0	0	0	0	0	0	5
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	27	156	1	1	0	0	0	0	0	0	4
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	28	156	1	1	0	0	0	0	0	0	3
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+3 su(3)+2(g2+su(2))"	28	157	0	1	0	0	0	0	0	0	2
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	23	163	2	0	0	0	0	0	0	0	10
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	24	163	2	0	0	0	0	0	0	0	3
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+so(8)+4(g2+su(2))"	24	135	2	0	1	0	0	0	0	0	2
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+so(8)+su(3)+3(g2+su(2))"	24	136	1	0	1	0	0	0	0	0	2
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	23	164	1	0	0	0	0	0	0	0	5
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	24	164	1	0	0	0	0	0	0	0	2
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	25	164	1	0	0	0	0	0	0	0	2
19	3	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+4(g2+su(2))"	24	155	2	1	0	0	0	0	0	0	8
19	4	"e8+f4+3(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	27	156	0	2	0	1	0	0	0	0	2
19	4	"e8+f4+3(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	19	172	0	0	0	1	0	0	0	0	2
19	4	"e8+f4+3(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	24	163	1	1	0	1	0	0	0	0	5
19	4	"e8+f4+3(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	25	163	1	1	0	1	0	0	0	0	2
19	4	"e8+f4+3(g2+su(2))"	"e8+2 f4+so(8)+3(g2+su(2))"	22	144	0	0	1	1	0	0	0	0	2
19	4	"e8+f4+3(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	21	164	0	1	0	1	0	0	0	0	2
19	4	"e8+f4+3(g2+su(2))"	"e8+e6+f4+4(g2+su(2))"	25	137	1	1	0	0	1	0	0	0	4
19	4	"e8+f4+3(g2+su(2))"	"e8+e7'+f4+4(g2+su(2))"	28	110	1	1	0	0	0	1	0	0	2
19	4	"e8+f4+3(g2+su(2))"	"e8+e7'+f4+4(g2+su(2))"	29	110	1	1	0	0	0	1	0	0	2
19	4	"e8+f4+3(g2+su(2))"	"e8+e7+f4+4(g2+su(2))"	28	82	1	1	0	0	0	0	1	0	4
19	4	"e8+f4+3(g2+su(2))"	"e8+e7'+f4+su(3)+3(g2+su(2))"	28	111	0	1	0	0	0	1	0	0	2
19	4	"e8+f4+3(g2+su(2))"	"e8+e7+f4+su(3)+3(g2+su(2))"	28	83	0	1	0	0	0	0	1	0	3
19	4	"e8+f4+3(g2+su(2))"	"e8+f4+4(g2+su(2))"	20	215	1	1	0	0	0	0	0	0	2
19	4	"e8+f4+3(g2+su(2))"	"e8+f4+so(8)+3(g2+su(2))"	19	196	0	0	1	0	0	0	0	0	2
19	4	"e8+f4+3(g2+su(2))"	"e8+f4+so(8)+su(3)+3(g2+su(2))"	20	188	0	1	1	0	0	0	0	0	2
19	4	"e8+f4+3(g2+su(2))"	"e8+f4+su(3)+3(g2+su(2))"	19	216	0	1	0	0	0	0	0	0	2
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	19	165	0	1	0	0	0	0	0	0	2
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	25	165	0	1	0	0	0	0	0	0	2
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	24	156	1	2	0	0	0	0	0	0	4
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	25	156	1	2	0	0	0	0	0	0	2
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	28	156	1	2	0	0	0	0	0	0	2
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	23	172	1	0	0	0	0	0	0	0	11
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	24	172	1	0	0	0	0	0	0	0	7
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	25	172	1	0	0	0	0	0	0	0	3
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3 su(3)+2(g2+su(2))"	25	157	0	2	0	0	0	0	0	0	2
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	23	163	2	1	0	0	0	0	0	0	10
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	24	163	2	1	0	0	0	0	0	0	5
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	28	163	2	1	0	0	0	0	0	0	2
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+so(8)+3(g2+su(2))"	24	144	1	0	1	0	0	0	0	0	8
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+so(8)+3(g2+su(2))"	25	144	1	0	1	0	0	0	0	0	3
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+so(8)+su(3)+3(g2+su(2))"	24	136	1	1	1	0	0	0	0	0	2
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+2(g2+su(2))+so(7)+2 su(2)"	24	162	2	1	0	0	0	0	0	0	6
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	22	164	1	1	0	0	0	0	0	0	2
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	23	164	1	1	0	0	0	0	0	0	13
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	24	164	1	1	0	0	0	0	0	0	22
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	25	164	1	1	0	0	0	0	0	0	7
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	26	164	1	1	0	0	0	0	0	0	2
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	27	164	1	1	0	0	0	0	0	0	4
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+4(g2+su(2))"	25	155	2	2	0	0	0	0	0	0	2
19	5	"e8+2 f4+su(3)+2(g2+su(2))"	"e8+3 f4+3(g2+su(2))"	25	120	1	0	0	1	0	0	0	0	6
19	6	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	23	163	1	1	0	0	0	0	0	0	5
19	6	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	24	163	1	1	0	0	0	0	0	0	5
19	6	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	26	163	1	1	0	0	0	0	0	0	3
19	6	"e8+2 f4+3(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	28	163	1	1	0	0	0	0	0	0	3
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+2 f4+3(g2+su(2))+so(7)+2 su(2)"	23	161	2	0	0	1	0	0	0	0	4
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+2 f4+3(g2+su(2))+so(7)+2 su(2)"	24	161	2	0	0	1	0	0	0	0	2
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+2 f4+3(g2+su(2))+so(7)+2 su(2)"	25	161	2	0	0	1	0	0	0	0	2
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	23	163	1	0	0	1	0	0	0	0	5
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	24	163	1	0	0	1	0	0	0	0	5
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	26	163	1	0	0	1	0	0	0	0	3
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	28	163	1	0	0	1	0	0	0	0	3
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+e6+f4+2 su(3)+3(g2+su(2))"	25	130	0	1	0	0	1	0	0	0	2
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+e6+f4+3(g2+su(2))+so(7)+2 su(2)"	24	135	2	0	0	0	1	0	0	0	3
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+e6+f4+3(g2+su(2))+so(7)+2 su(2)"	25	135	2	0	0	0	1	0	0	0	2
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+e6+f4+4(g2+su(2))"	24	137	1	0	0	0	1	0	0	0	4
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+e6+f4+4(g2+su(2))"	25	137	1	0	0	0	1	0	0	0	6
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+e7+f4+2 su(3)+3(g2+su(2))"	26	75	0	1	0	0	0	0	1	0	2
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+e7'+f4+3(g2+su(2))+so(7)+2 su(2)"	25	108	2	0	0	0	0	1	0	0	3
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+e7+f4+3(g2+su(2))+so(7)+2 su(2)"	26	80	2	0	0	0	0	0	1	0	3
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+e7'+f4+4(g2+su(2))"	25	110	1	0	0	0	0	1	0	0	5
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+e7+f4+4(g2+su(2))"	26	82	1	0	0	0	0	0	1	0	5
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+f4+3(g2+su(2))+so(7)+2 su(2)"	21	213	2	0	0	0	0	0	0	0	2
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+f4+4(g2+su(2))"	24	215	1	0	0	0	0	0	0	0	4
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+f4+4(g2+su(2))"	25	215	1	0	0	0	0	0	0	0	5
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+f4+so(8)+2 su(3)+3(g2+su(2))"	23	180	0	1	1	0	0	0	0	0	2
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+f4+so(8)+3(g2+su(2))+so(7)+2 su(2)"	23	185	2	0	1	0	0	0	0	0	6
19	7	"e8+f4+su(3)+3(g2+su(2))"	"e8+f4+so(8)+4(g2+su(2))"	22	187	1	0	1	0	0	0	0	0	2
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	24	156	1	1	0	0	0	0	0	0	8
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	25	156	1	1	0	0	0	0	0	0	2
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	26	156	1	1	0	0	0	0	0	0	4
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	27	156	1	1	0	0	0	0	0	0	2
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	28	156	1	1	0	0	0	0	0	0	5
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+3(g2+su(2))+so(7)+2 su(2)"	23	161	3	0	0	0	0	0	0	0	8
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+3(g2+su(2))+so(7)+2 su(2)"	24	161	3	0	0	0	0	0	0	0	7
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+3 su(3)+2(g2+su(2))"	24	157	0	1	0	0	0	0	0	0	2
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+3 su(3)+2(g2+su(2))"	25	157	0	1	0	0	0	0	0	0	2
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+3 su(3)+3(g2+su(2))"	26	148	1	2	0	0	0	0	0	0	2
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	23	163	2	0	0	0	0	0	0	0	17
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	24	163	2	0	0	0	0	0	0	0	11
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	25	163	2	0	0	0	0	0	0	0	2
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+2(g2+su(2))+so(7)+2 su(2)"	23	162	2	0	0	0	0	0	0	0	6
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+2(g2+su(2))+so(7)+2 su(2)"	24	162	2	0	0	0	0	0	0	0	11
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+2(g2+su(2))+so(7)+2 su(2)"	25	162	2	0	0	0	0	0	0	0	4
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	23	164	1	0	0	0	0	0	0	0	13
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	24	164	1	0	0	0	0	0	0	0	16
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	25	164	1	0	0	0	0	0	0	0	10
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))+so(7)+2 su(2)"	24	153	3	1	0	0	0	0	0	0	2
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+4(g2+su(2))"	24	155	2	1	0	0	0	0	0	0	9
19	8	"e8+2 f4+2 su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+4(g2+su(2))"	25	155	2	1	0	0	0	0	0	0	2
