"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	23	172	1	0	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	24	144	1	0	1	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	24	163	2	1	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	24	164	1	1	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	24	172	1	0	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	25	120	1	0	0	1	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	25	144	1	0	1	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	25	155	2	2	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	25	156	1	2	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	25	163	2	1	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	25	164	1	1	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	25	165	0	1	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	25	172	1	0	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	26	155	2	2	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	26	156	1	2	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	26	164	1	1	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	27	163	2	1	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	27	164	1	1	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	27	165	0	1	0	0	0	0	0	0
19	1	"e8+2 f5+su(3)+2(g2+su(2))"	31	164	1	1	0	0	0	0	0	0
19	2	"e8+2 f5+3(g2+su(2))"	24	163	1	1	0	0	0	0	0	0
19	2	"e8+2 f5+3(g2+su(2))"	27	163	1	1	0	0	0	0	0	0
19	2	"e8+2 f5+3(g2+su(2))"	27	164	0	1	0	0	0	0	0	0
19	3	"e8+2 f5+2 su(3)+2(g2+su(2))"	23	163	2	0	0	0	0	0	0	0
19	3	"e8+2 f5+2 su(3)+2(g2+su(2))"	23	164	1	0	0	0	0	0	0	0
19	3	"e8+2 f5+2 su(3)+2(g2+su(2))"	24	155	2	1	0	0	0	0	0	0
19	3	"e8+2 f5+2 su(3)+2(g2+su(2))"	24	156	1	1	0	0	0	0	0	0
19	3	"e8+2 f5+2 su(3)+2(g2+su(2))"	24	163	2	0	0	0	0	0	0	0
19	3	"e8+2 f5+2 su(3)+2(g2+su(2))"	25	155	2	1	0	0	0	0	0	0
19	3	"e8+2 f5+2 su(3)+2(g2+su(2))"	25	164	1	0	0	0	0	0	0	0
19	3	"e8+2 f5+2 su(3)+2(g2+su(2))"	26	156	1	1	0	0	0	0	0	0
19	3	"e8+2 f5+2 su(3)+2(g2+su(2))"	27	156	1	1	0	0	0	0	0	0
19	3	"e8+2 f5+2 su(3)+2(g2+su(2))"	27	157	0	1	0	0	0	0	0	0
19	3	"e8+2 f5+2 su(3)+2(g2+su(2))"	34	156	1	1	0	0	0	0	0	0
19	4	"e8+f5+3(g2+su(2))"	25	137	1	1	0	0	1	0	0	0
19	4	"e8+f5+3(g2+su(2))"	25	163	1	1	0	1	0	0	0	0
19	4	"e8+f5+3(g2+su(2))"	28	82	1	1	0	0	0	0	1	0
19	4	"e8+f5+3(g2+su(2))"	28	83	0	1	0	0	0	0	1	0
19	4	"e8+f5+3(g2+su(2))"	28	110	1	1	0	0	0	1	0	0
19	4	"e8+f5+3(g2+su(2))"	28	111	0	1	0	0	0	1	0	0
19	4	"e8+f5+3(g2+su(2))"	36	138	0	1	0	0	1	0	0	0
19	4	"e8+f5+3(g2+su(2))"	38	138	0	1	0	0	1	0	0	0
19	4	"e8+f5+3(g2+su(2))"	39	137	1	1	0	0	1	0	0	0
19	4	"e8+f5+3(g2+su(2))"	40	137	1	1	0	0	1	0	0	0
19	5	"e8+2 f5+su(3)+2(g2+su(2))"	23	172	1	0	0	0	0	0	0	0
19	5	"e8+2 f5+su(3)+2(g2+su(2))"	24	144	1	0	1	0	0	0	0	0
19	5	"e8+2 f5+su(3)+2(g2+su(2))"	24	163	2	1	0	0	0	0	0	0
19	5	"e8+2 f5+su(3)+2(g2+su(2))"	24	164	1	1	0	0	0	0	0	0
19	5	"e8+2 f5+su(3)+2(g2+su(2))"	24	172	1	0	0	0	0	0	0	0
19	5	"e8+2 f5+su(3)+2(g2+su(2))"	25	120	1	0	0	1	0	0	0	0
19	5	"e8+2 f5+su(3)+2(g2+su(2))"	25	144	1	0	1	0	0	0	0	0
19	5	"e8+2 f5+su(3)+2(g2+su(2))"	25	155	2	2	0	0	0	0	0	0
19	5	"e8+2 f5+su(3)+2(g2+su(2))"	25	156	1	2	0	0	0	0	0	0
19	5	"e8+2 f5+su(3)+2(g2+su(2))"	25	163	2	1	0	0	0	0	0	0
19	5	"e8+2 f5+su(3)+2(g2+su(2))"	25	164	1	1	0	0	0	0	0	0
19	5	"e8+2 f5+su(3)+2(g2+su(2))"	25	165	0	1	0	0	0	0	0	0
19	5	"e8+2 f5+su(3)+2(g2+su(2))"	25	172	1	0	0	0	0	0	0	0
