T_H,External,LST_Gauge,SUGRA_Gauge,Count
1,e7' + 3 su2 + su3,(none),e7' + 3 su2 + su3,197
1,e7' + 3 su2 + su3,(none),e7' + sp1+g2 + su2,52
1,e7' + 3 su2 + su3,(none),e7' + su2 + su2+so7+su2,38
1,e7' + 3 su3,(none),3 su3 + e7',3
1,e7' + 4 su2,(none),e7' + 4 su2,279
1,e7' + 4 su2 + 2 su3,(none),2 su3 + e7' + 4 su2,3
1,e7' + 4 su2 + 2 su3,(none),e7' + 3 su2 + su2+g2 + su3,36
1,e7' + 4 su2 + 2 su3,(none),e7' + sp1+g2 + 2 su2 + su3,30
1,e7' + 4 su2 + su3,(none),e7' + 2 su2 + su2+so7+su2,66
1,e7' + 4 su2 + su3,(none),e7' + 3 su2 + su2+g2,244
1,e7' + 4 su2 + su3,(none),e7' + 4 su2 + su3,146
1,e7' + 4 su2 + su3,(none),e7' + sp1+g2 + 2 su2,186
1,e7' + 4 su3,(none),4 su3 + e7',1
1,e7' + 5 su2,(none),e7' + 5 su2,345
1,e7' + 5 su2 + su3,(none),e7' + 3 su2 + su2+so7+su2,12
1,e7' + 5 su2 + su3,(none),e7' + 4 su2 + su2+g2,56
1,e7' + 5 su2 + su3,(none),e7' + sp1+g2 + 3 su2,60
1,e7' + 6 su2,(none),e7' + 6 su2,5
1,e7' + 6 su2 + su3,(none),e7' + 5 su2 + su2+g2,8
1,e7' + 6 su2 + su3,(none),e7' + sp1+g2 + 4 su2,9
1,e7' + 7 su2,(none),e7' + 7 su2,4
1,e7' + 8 su2,(none),e7' + 8 su2,3
1,e7' + e8,(none),e7' + e8,1
1,e7' + e8 + su2,(none),e7' + e8 + su2,1
1,e7' + f4,(none),e7' + f4,1
1,e7' + f4 + 2 su2,(none),e7' + f4 + 2 su2,13
1,e7' + f4 + 3 su2,(none),e7' + f4 + 3 su2,3
1,e7' + f4 + su2,(none),e7' + f4 + su2,2
1,e7' + f4 + su2 + su3,(none),e7' + f4 + su2 + su3,1
1,e7' + f4 + su2 + su3,(none),e7' + f4 + su2+g2,2
1,e7' + f4 + su3,(none),e7' + f4 + su3,1
1,e7' + hat1,(none),e7' + su8,1
1,e7' + hat1 + 2 su2,(none),e7' + 2 su2 + su8,1
1,e7' + hat1 + su2,(none),e7' + su2 + su8,2
1,e7' + so8,(none),e7' + so8,1
1,e7' + so8 + 2 su2,(none),e7' + so8 + 2 su2,18
1,e7' + so8 + 2 su2 + su3,(none),e7' + so8 + 2 su2 + su3,6
1,e7' + so8 + 2 su2 + su3,(none),e7' + so8 + sp1+g2,4
1,e7' + so8 + 2 su2 + su3,(none),e7' + so8 + su2 + su2+g2,12
1,e7' + so8 + 2 su3,(none),2 su3 + e7' + so8,1
1,e7' + so8 + 3 su2,(none),e7' + so8 + 3 su2,30
1,e7' + so8 + 3 su2 + su3,(none),e7' + so8 + 3 su2 + su3,1
1,e7' + so8 + 4 su2,(none),e7' + so8 + 4 su2,7
1,e7' + so8 + 5 su2,(none),e7' + so8 + 5 su2,1
1,e7' + so8 + su2,(none),e7' + so8 + su2,2
1,e7' + so8 + su2 + 2 su3,(none),2 su3 + e7' + so8 + su2,1
1,e7' + so8 + su2 + su3,(none),e7' + so8 + su2 + su3,4
1,e7' + so8 + su2 + su3,(none),e7' + so8 + su2+g2,4
1,e7' + so8 + su3,(none),e7' + so8 + su3,2
1,e7' + su2,(none),e7' + su2,3
1,e7' + su2 + 2 su3,(none),2 su3 + e7' + su2,17
1,e7' + su2 + 2 su3,(none),e7' + su2+g2 + su3,16
1,e7' + su2 + 3 su3,(none),2 su3 + e7' + su2+g2,9
1,e7' + su2 + 3 su3,(none),3 su3 + e7' + su2,4
1,e7' + su2 + 4 su3,(none),4 su3 + e7' + su2,1
1,e7' + su2 + su3,(none),e7' + su2 + su3,14
1,e7' + su2 + su3,(none),e7' + su2+g2,2
1,e7' + su3,(none),e7' + su3,2
1,e8,(none),e8,2
1,e8 + 2 so8,(none),2 so8 + e8,1
1,e8 + 2 su2,(none),e8 + 2 su2,7
1,e8 + 2 su2 + 2 su3,(none),2 (su2+g2) + e8,2
1,e8 + 2 su2 + 2 su3,(none),2 su3 + e8 + 2 su2,11
1,e8 + 2 su2 + 2 su3,(none),e8 + sp1+g2 + su3,4
1,e8 + 2 su2 + 2 su3,(none),e8 + su2 + su2+g2 + su3,36
1,e8 + 2 su2 + 2 su3,(none),e8 + su2+so7+su2 + su3,2
1,e8 + 2 su2 + 3 su3,(none),3 su3 + e8 + 2 su2,1
1,e8 + 2 su2 + su3,(none),e8 + 2 su2 + su3,35
1,e8 + 2 su2 + su3,(none),e8 + sp1+g2,1
1,e8 + 2 su2 + su3,(none),e8 + su2 + su2+g2,14
1,e8 + 2 su2 + su3,(none),e8 + su2+so7+su2,1
1,e8 + 2 su3,(none),2 su3 + e8,10
1,e8 + 3 su2,(none),e8 + 3 su2,28
1,e8 + 3 su2 + 2 su3,(none),2 su3 + e8 + 3 su2,5
1,e8 + 3 su2 + 2 su3,(none),e8 + 2 su2 + su2+g2 + su3,12
1,e8 + 3 su2 + 2 su3,(none),e8 + sp1+g2 + su2 + su3,6
1,e8 + 3 su2 + su3,(none),e8 + 2 su2 + su2+g2,60
1,e8 + 3 su2 + su3,(none),e8 + 3 su2 + su3,49
1,e8 + 3 su2 + su3,(none),e8 + sp1+g2 + su2,14
1,e8 + 3 su2 + su3,(none),e8 + su2 + su2+so7+su2,14
1,e8 + 3 su3,(none),3 su3 + e8,3
1,e8 + 4 su2,(none),e8 + 4 su2,83
1,e8 + 4 su2 + 2 su3,(none),2 su3 + e8 + 4 su2,1
1,e8 + 4 su2 + su3,(none),e8 + 2 su2 + su2+so7+su2,6
1,e8 + 4 su2 + su3,(none),e8 + 3 su2 + su2+g2,24
1,e8 + 4 su2 + su3,(none),e8 + 4 su2 + su3,24
1,e8 + 4 su2 + su3,(none),e8 + sp1+g2 + 2 su2,18
1,e8 + 4 su3,(none),4 su3 + e8,1
1,e8 + 5 su2,(none),e8 + 5 su2,66
1,e8 + 5 su2 + su3,(none),e8 + 4 su2 + su2+g2,4
1,e8 + 5 su2 + su3,(none),e8 + sp1+g2 + 3 su2,3
1,e8 + 6 su2,(none),e8 + 6 su2,1
1,e8 + 7 su2,(none),e8 + 7 su2,1
1,e8 + 8 su2,(none),e8 + 8 su2,1
1,e8 + f4,(none),e8 + f4,1
1,e8 + f4 + 2 su2,(none),e8 + f4 + 2 su2,3
1,e8 + f4 + su2,(none),e8 + f4 + su2,1
1,e8 + f4 + su3,(none),e8 + f4 + su3,1
1,e8 + hat1,(none),e8 + su8,1
1,e8 + hat1 + su2,(none),e8 + su2 + su8,1
1,e8 + so8,(none),e8 + so8,1
1,e8 + so8 + 2 su2,(none),e8 + so8 + 2 su2,7
1,e8 + so8 + 2 su2 + su3,(none),e8 + so8 + 2 su2 + su3,1
1,e8 + so8 + 2 su3,(none),2 su3 + e8 + so8,1
1,e8 + so8 + 3 su2,(none),e8 + so8 + 3 su2,5
1,e8 + so8 + 4 su2,(none),e8 + so8 + 4 su2,1
1,e8 + so8 + su2,(none),e8 + so8 + su2,1
1,e8 + so8 + su2 + su3,(none),e8 + so8 + su2 + su3,1
1,e8 + so8 + su2 + su3,(none),e8 + so8 + su2+g2,2
1,e8 + so8 + su3,(none),e8 + so8 + su3,2
1,e8 + su2,(none),e8 + su2,1
1,e8 + su2 + 2 su3,(none),2 su3 + e8 + su2,6
1,e8 + su2 + 2 su3,(none),e8 + su2+g2 + su3,6
1,e8 + su2 + 3 su3,(none),2 su3 + e8 + su2+g2,3
1,e8 + su2 + 3 su3,(none),3 su3 + e8 + su2,1
1,e8 + su2 + su3,(none),e8 + su2 + su3,7
1,e8 + su2 + su3,(none),e8 + su2+g2,1
1,e8 + su3,(none),e8 + su3,2
1,f4,(none),f4,2
1,f4 + 2 so8,(none),2 so8 + f4,1
1,f4 + 2 so8 + 2 su2,(none),2 so8 + f4 + 2 su2,3
1,f4 + 2 so8 + su2,(none),2 so8 + f4 + su2,1
1,f4 + 2 so8 + su3,(none),2 so8 + f4 + su3,1
1,f4 + 2 su2,(none),f4 + 2 su2,72
1,f4 + 2 su2 + 2 su3,(none),2 (su2+g2) + f4,8
1,f4 + 2 su2 + 2 su3,(none),2 su3 + f4 + 2 su2,161
1,f4 + 2 su2 + 2 su3,(none),f4 + sp1+g2 + su3,40
1,f4 + 2 su2 + 2 su3,(none),f4 + su2 + su2+g2 + su3,720
1,f4 + 2 su2 + 2 su3,(none),f4 + su2+so7+su2 + su3,16
1,f4 + 2 su2 + 3 su3,(none),2 (su2+g2) + f4 + su3,24
1,f4 + 2 su2 + 3 su3,(none),2 su3 + f4 + sp1+g2,27
1,f4 + 2 su2 + 3 su3,(none),2 su3 + f4 + su2 + su2+g2,312
1,f4 + 2 su2 + 3 su3,(none),2 su3 + f4 + su2+so7+su2,6
1,f4 + 2 su2 + 3 su3,(none),3 su3 + f4 + 2 su2,39
1,f4 + 2 su2 + 4 su3,(none),3 su3 + f4 + sp1+g2,4
1,f4 + 2 su2 + 4 su3,(none),3 su3 + f4 + su2 + su2+g2,20
1,f4 + 2 su2 + 4 su3,(none),4 su3 + f4 + 2 su2,3
1,f4 + 2 su2 + su3,(none),f4 + 2 su2 + su3,243
1,f4 + 2 su2 + su3,(none),f4 + sp1+g2,6
1,f4 + 2 su2 + su3,(none),f4 + su2 + su2+g2,114
1,f4 + 2 su2 + su3,(none),f4 + su2+so7+su2,3
1,f4 + 2 su3,(none),2 su3 + f4,31
1,f4 + 3 su2,(none),f4 + 3 su2,221
1,f4 + 3 su2 + 2 su3,(none),2 (su2+g2) + f4 + su2,96
1,f4 + 3 su2 + 2 su3,(none),2 su3 + f4 + 3 su2,182
1,f4 + 3 su2 + 2 su3,(none),f4 + 2 su2 + su2+g2 + su3,1632
1,f4 + 3 su2 + 2 su3,(none),f4 + sp1+g2 + su2 + su3,492
1,f4 + 3 su2 + 2 su3,(none),f4 + sp1+g2 + su2+g2,32
1,f4 + 3 su2 + 2 su3,(none),f4 + su2 + su2+so7+su2 + su3,132
1,f4 + 3 su2 + 2 su3,(none),f4 + su2+g2 + su2+so7+su2,12
1,f4 + 3 su2 + 3 su3,(none),2 (su2+g2) + f4 + su2 + su3,24
1,f4 + 3 su2 + 3 su3,(none),2 su3 + f4 + 2 su2 + su2+g2,264
1,f4 + 3 su2 + 3 su3,(none),2 su3 + f4 + sp1+g2 + su2,102
1,f4 + 3 su2 + 3 su3,(none),3 su3 + f4 + 3 su2,10
1,f4 + 3 su2 + 3 su3,(none),f4 + sp1+g2 + su2+g2 + su3,24
1,f4 + 3 su2 + su3,(none),f4 + 2 su2 + su2+g2,696
1,f4 + 3 su2 + su3,(none),f4 + 3 su2 + su3,552
1,f4 + 3 su2 + su3,(none),f4 + sp1+g2 + su2,140
1,f4 + 3 su2 + su3,(none),f4 + su2 + su2+so7+su2,88
1,f4 + 3 su3,(none),3 su3 + f4,19
1,f4 + 4 su2,(none),f4 + 4 su2,561
1,f4 + 4 su2 + 2 su3,(none),2 (sp1+g2) + f4,5
1,f4 + 4 su2 + 2 su3,(none),2 (su2+g2) + f4 + 2 su2,87
1,f4 + 4 su2 + 2 su3,(none),2 su3 + f4 + 4 su2,26
1,f4 + 4 su2 + 2 su3,(none),f4 + 2 su2 + su2+so7+su2 + su3,66
1,f4 + 4 su2 + 2 su3,(none),f4 + 3 su2 + su2+g2 + su3,792
1,f4 + 4 su2 + 2 su3,(none),f4 + sp1+g2 + 2 su2 + su3,456
1,f4 + 4 su2 + 2 su3,(none),f4 + sp1+g2 + su2 + su2+g2,124
1,f4 + 4 su2 + 2 su3,(none),f4 + sp1+g2 + su2+so7+su2,2
1,f4 + 4 su2 + 2 su3,(none),f4 + su2 + su2+g2 + su2+so7+su2,16
1,f4 + 4 su2 + 3 su3,(none),2 su3 + f4 + 3 su2 + su2+g2,50
1,f4 + 4 su2 + 3 su3,(none),2 su3 + f4 + sp1+g2 + 2 su2,24
1,f4 + 4 su2 + su3,(none),f4 + 2 su2 + su2+so7+su2,210
1,f4 + 4 su2 + su3,(none),f4 + 3 su2 + su2+g2,1108
1,f4 + 4 su2 + su3,(none),f4 + 4 su2 + su3,521
1,f4 + 4 su2 + su3,(none),f4 + sp1+g2 + 2 su2,588
1,f4 + 4 su3,(none),4 su3 + f4,5
1,f4 + 5 su2,(none),f4 + 5 su2,647
1,f4 + 5 su2 + su3,(none),f4 + 3 su2 + su2+so7+su2,66
1,f4 + 5 su2 + su3,(none),f4 + 4 su2 + su2+g2,490
1,f4 + 5 su2 + su3,(none),f4 + 5 su2 + su3,3
1,f4 + 5 su2 + su3,(none),f4 + sp1+g2 + 3 su2,387
1,f4 + 5 su3,(none),5 su3 + f4,1
1,f4 + 6 su2,(none),f4 + 6 su2,46
1,f4 + 6 su2 + su3,(none),f4 + 6 su2 + su3,1
1,f4 + 7 su2 + su3,(none),f4 + 7 su2 + su3,1
1,f4 + hat1,(none),f4 + su8,1
1,f4 + hat1 + 2 su2,(none),f4 + 2 su2 + su8,8
1,f4 + hat1 + 3 su2,(none),f4 + 3 su2 + su8,2
1,f4 + hat1 + su2,(none),f4 + su2 + su8,2
1,f4 + hat1 + su2 + su3,(none),f4 + su2 + su3 + su8,1
1,f4 + hat1 + su2 + su3,(none),f4 + su2+g2 + su8,2
1,f4 + hat1 + su3,(none),f4 + su3 + su8,1
1,f4 + so8,(none),f4 + so8,1
1,f4 + so8 + 2 su2,(none),f4 + so8 + 2 su2,51
1,f4 + so8 + 2 su2 + 2 su3,(none),2 su3 + f4 + so8 + 2 su2,4
1,f4 + so8 + 2 su2 + 2 su3,(none),f4 + so8 + sp1+g2 + su3,6
1,f4 + so8 + 2 su2 + 2 su3,(none),f4 + so8 + su2 + su2+g2 + su3,24
1,f4 + so8 + 2 su2 + su3,(none),f4 + so8 + 2 su2 + su3,39
1,f4 + so8 + 2 su2 + su3,(none),f4 + so8 + sp1+g2,8
1,f4 + so8 + 2 su2 + su3,(none),f4 + so8 + su2 + su2+g2,96
1,f4 + so8 + 2 su2 + su3,(none),f4 + so8 + su2+so7+su2,2
1,f4 + so8 + 2 su3,(none),2 su3 + f4 + so8,5
1,f4 + so8 + 3 su2,(none),f4 + so8 + 3 su2,109
1,f4 + so8 + 3 su2 + su3,(none),f4 + so8 + 2 su2 + su2+g2,108
1,f4 + so8 + 3 su2 + su3,(none),f4 + so8 + 3 su2 + su3,16
1,f4 + so8 + 3 su2 + su3,(none),f4 + so8 + sp1+g2 + su2,54
1,f4 + so8 + 3 su3,(none),3 su3 + f4 + so8,1
1,f4 + so8 + 4 su2,(none),f4 + so8 + 4 su2,39
1,f4 + so8 + 4 su2 + su3,(none),f4 + so8 + 3 su2 + su2+g2,20
1,f4 + so8 + 4 su2 + su3,(none),f4 + so8 + 4 su2 + su3,3
1,f4 + so8 + 4 su2 + su3,(none),f4 + so8 + sp1+g2 + 2 su2,12
1,f4 + so8 + 5 su2,(none),f4 + so8 + 5 su2,7
1,f4 + so8 + su2,(none),f4 + so8 + su2,2
1,f4 + so8 + su2 + 2 su3,(none),2 su3 + f4 + so8 + su2,2
1,f4 + so8 + su2 + 2 su3,(none),f4 + so8 + su2+g2 + su3,12
1,f4 + so8 + su2 + su3,(none),f4 + so8 + su2 + su3,6
1,f4 + so8 + su2 + su3,(none),f4 + so8 + su2+g2,6
1,f4 + so8 + su3,(none),f4 + so8 + su3,4
1,f4 + su2,(none),f4 + su2,3
1,f4 + su2 + 2 su3,(none),2 su3 + f4 + su2,33
1,f4 + su2 + 2 su3,(none),f4 + su2+g2 + su3,38
1,f4 + su2 + 3 su3,(none),2 su3 + f4 + su2+g2,39
1,f4 + su2 + 3 su3,(none),3 su3 + f4 + su2,11
1,f4 + su2 + 4 su3,(none),3 su3 + f4 + su2+g2,8
1,f4 + su2 + 4 su3,(none),4 su3 + f4 + su2,2
1,f4 + su2 + su3,(none),f4 + su2 + su3,20
1,f4 + su2 + su3,(none),f4 + su2+g2,4
1,f4 + su3,(none),f4 + su3,6
1,hat1,(none),su8,1
1,hat1 + 2 so8,(none),2 so8 + su8,1
1,hat1 + 2 so8 + su2,(none),2 so8 + su2 + su8,1
1,hat1 + 2 su2,(none),2 su2 + su8,14
1,hat1 + 2 su2 + 2 su3,(none),2 (su2+g2) + su8,4
1,hat1 + 2 su2 + 2 su3,(none),2 su3 + 2 su2 + su8,22
1,hat1 + 2 su2 + 2 su3,(none),sp1+g2 + su3 + su8,12
1,hat1 + 2 su2 + 2 su3,(none),su2 + su2+g2 + su3 + su8,96
1,hat1 + 2 su2 + 2 su3,(none),su2+so7+su2 + su3 + su8,6
1,hat1 + 2 su2 + 3 su3,(none),2 su3 + sp1+g2 + su8,6
1,hat1 + 2 su2 + 3 su3,(none),2 su3 + su2 + su2+g2 + su8,24
1,hat1 + 2 su2 + 3 su3,(none),3 su3 + 2 su2 + su8,3
1,hat1 + 2 su2 + su3,(none),2 su2 + su3 + su8,54
1,hat1 + 2 su2 + su3,(none),sp1+g2 + su8,3
1,hat1 + 2 su2 + su3,(none),su2 + su2+g2 + su8,28
1,hat1 + 2 su2 + su3,(none),su2+so7+su2 + su8,2
1,hat1 + 2 su3,(none),2 su3 + su8,10
1,hat1 + 3 su2,(none),3 su2 + su8,43
1,hat1 + 3 su2 + 2 su3,(none),2 (su2+g2) + su2 + su8,12
1,hat1 + 3 su2 + 2 su3,(none),2 su2 + su2+g2 + su3 + su8,72
1,hat1 + 3 su2 + 2 su3,(none),2 su3 + 3 su2 + su8,13
1,hat1 + 3 su2 + 2 su3,(none),sp1+g2 + su2 + su3 + su8,48
1,hat1 + 3 su2 + 2 su3,(none),sp1+g2 + su2+g2 + su8,8
1,hat1 + 3 su2 + 2 su3,(none),su2 + su2+so7+su2 + su3 + su8,12
1,hat1 + 3 su2 + 3 su3,(none),3 su3 + 3 su2 + su8,1
1,hat1 + 3 su2 + su3,(none),2 su2 + su2+g2 + su8,105
1,hat1 + 3 su2 + su3,(none),3 su2 + su3 + su8,81
1,hat1 + 3 su2 + su3,(none),sp1+g2 + su2 + su8,30
1,hat1 + 3 su2 + su3,(none),su2 + su2+so7+su2 + su8,26
1,hat1 + 3 su3,(none),3 su3 + su8,3
1,hat1 + 4 su2,(none),4 su2 + su8,104
1,hat1 + 4 su2 + 2 su3,(none),2 su3 + 4 su2 + su8,3
1,hat1 + 4 su2 + 2 su3,(none),3 su2 + su2+g2 + su3 + su8,16
1,hat1 + 4 su2 + 2 su3,(none),sp1+g2 + 2 su2 + su3 + su8,21
1,hat1 + 4 su2 + su3,(none),2 su2 + su2+so7+su2 + su8,15
1,hat1 + 4 su2 + su3,(none),3 su2 + su2+g2 + su8,56
1,hat1 + 4 su2 + su3,(none),4 su2 + su3 + su8,47
1,hat1 + 4 su2 + su3,(none),sp1+g2 + 2 su2 + su8,45
1,hat1 + 4 su3,(none),4 su3 + su8,1
1,hat1 + 5 su2,(none),5 su2 + su8,88
1,hat1 + 6 su2,(none),6 su2 + su8,1
1,hat1 + 7 su2,(none),7 su2 + su8,1
1,hat1 + 8 su2,(none),8 su2 + su8,1
1,hat1 + so8,(none),so8 + su8,1
1,hat1 + so8 + 2 su2,(none),so8 + 2 su2 + su8,13
1,hat1 + so8 + 2 su2 + su3,(none),so8 + 2 su2 + su3 + su8,4
1,hat1 + so8 + 2 su2 + su3,(none),so8 + sp1+g2 + su8,4
1,hat1 + so8 + 2 su2 + su3,(none),so8 + su2 + su2+g2 + su8,12
1,hat1 + so8 + 2 su3,(none),2 su3 + so8 + su8,1
1,hat1 + so8 + 3 su2,(none),so8 + 3 su2 + su8,13
1,hat1 + so8 + 3 su2 + su3,(none),so8 + 3 su2 + su3 + su8,1
1,hat1 + so8 + 4 su2,(none),so8 + 4 su2 + su8,3
1,hat1 + so8 + 5 su2,(none),so8 + 5 su2 + su8,1
1,hat1 + so8 + su2,(none),so8 + su2 + su8,2
1,hat1 + so8 + su2 + 2 su3,(none),2 su3 + so8 + su2 + su8,1
1,hat1 + so8 + su2 + su3,(none),so8 + su2 + su3 + su8,3
1,hat1 + so8 + su2 + su3,(none),so8 + su2+g2 + su8,4
1,hat1 + so8 + su3,(none),so8 + su3 + su8,2
1,hat1 + su2,(none),su2 + su8,3
1,hat1 + su2 + 2 su3,(none),2 su3 + su2 + su8,9
1,hat1 + su2 + 2 su3,(none),su2+g2 + su3 + su8,10
1,hat1 + su2 + 3 su3,(none),2 su3 + su2+g2 + su8,9
1,hat1 + su2 + 3 su3,(none),3 su3 + su2 + su8,3
1,hat1 + su2 + 4 su3,(none),4 su3 + su2 + su8,1
1,hat1 + su2 + su3,(none),su2 + su3 + su8,9
1,hat1 + su2 + su3,(none),su2+g2 + su8,2
1,hat1 + su3,(none),su3 + su8,2
1,so8,(none),so8,4
1,so8 + 2 su2,(none),so8 + 2 su2,104
1,so8 + 2 su2,(none),su2 + su8+so16,1
1,so8 + 2 su2 + 2 su3,(none),2 (su2+g2) + so8,16
1,so8 + 2 su2 + 2 su3,(none),2 su3 + so8 + 2 su2,463
1,so8 + 2 su2 + 2 su3,(none),so8 + sp1+g2 + su3,84
1,so8 + 2 su2 + 2 su3,(none),so8 + su2 + su2+g2 + su3,1482
1,so8 + 2 su2 + 2 su3,(none),so8 + su2+so7+su2 + su3,48
1,so8 + 2 su2 + 3 su3,(none),2 (su2+g2) + so8 + su3,66
1,so8 + 2 su2 + 3 su3,(none),2 su3 + so8 + sp1+g2,93
1,so8 + 2 su2 + 3 su3,(none),2 su3 + so8 + su2 + su2+g2,1272
1,so8 + 2 su2 + 3 su3,(none),2 su3 + so8 + su2+so7+su2,36
1,so8 + 2 su2 + 3 su3,(none),3 su3 + so8 + 2 su2,183
1,so8 + 2 su2 + 4 su3,(none),2 (su2+g2) + 2 su3 + so8,48
1,so8 + 2 su2 + 4 su3,(none),3 su3 + so8 + sp1+g2,32
1,so8 + 2 su2 + 4 su3,(none),3 su3 + so8 + su2 + su2+g2,300
1,so8 + 2 su2 + 4 su3,(none),3 su3 + so8 + su2+so7+su2,12
1,so8 + 2 su2 + 4 su3,(none),4 su3 + so8 + 2 su2,32
1,so8 + 2 su2 + su3,(none),so8 + 2 su2 + su3,476
1,so8 + 2 su2 + su3,(none),so8 + sp1+g2,12
1,so8 + 2 su2 + su3,(none),so8 + su2 + su2+g2,170
1,so8 + 2 su2 + su3,(none),so8 + su2+so7+su2,5
1,so8 + 2 su3,(none),2 su3 + so8,70
1,so8 + 3 su2,(none),2 su2 + su8+so16,7
1,so8 + 3 su2,(none),so8 + 3 su2,589
1,so8 + 3 su2 + 2 su3,(none),2 (su2+g2) + so8 + su2,276
1,so8 + 3 su2 + 2 su3,(none),2 su3 + so8 + 3 su2,742
1,so8 + 3 su2 + 2 su3,(none),so8 + 2 su2 + su2+g2 + su3,5064
1,so8 + 3 su2 + 2 su3,(none),so8 + sp1+g2 + su2 + su3,1248
1,so8 + 3 su2 + 2 su3,(none),so8 + sp1+g2 + su2+g2,56
1,so8 + 3 su2 + 2 su3,(none),so8 + su2 + su2+so7+su2 + su3,606
1,so8 + 3 su2 + 2 su3,(none),so8 + su2+g2 + su2+so7+su2,24
1,so8 + 3 su2 + 3 su3,(none),2 (su2+g2) + so8 + su2 + su3,456
1,so8 + 3 su2 + 3 su3,(none),2 su3 + so8 + 2 su2 + su2+g2,2622
1,so8 + 3 su2 + 3 su3,(none),2 su3 + so8 + sp1+g2 + su2,795
1,so8 + 3 su2 + 3 su3,(none),2 su3 + so8 + su2 + su2+so7+su2,300
1,so8 + 3 su2 + 3 su3,(none),3 (su2+g2) + so8,3
1,so8 + 3 su2 + 3 su3,(none),3 su3 + so8 + 3 su2,147
1,so8 + 3 su2 + 3 su3,(none),so8 + sp1+g2 + su2+g2 + su3,216
1,so8 + 3 su2 + 3 su3,(none),so8 + su2+g2 + su2+so7+su2 + su3,48
1,so8 + 3 su2 + su3,(none),so8 + 2 su2 + su2+g2,1398
1,so8 + 3 su2 + su3,(none),so8 + 3 su2 + su3,1395
1,so8 + 3 su2 + su3,(none),so8 + sp1+g2 + su2,238
1,so8 + 3 su2 + su3,(none),so8 + su2 + su2+so7+su2,158
1,so8 + 3 su3,(none),3 su3 + so8,64
1,so8 + 4 su2,(none),3 su2 + su8+so16,28
1,so8 + 4 su2,(none),so8 + 4 su2,1168
1,so8 + 4 su2 + 2 su3,(none),2 (sp1+g2) + so8,13
1,so8 + 4 su2 + 2 su3,(none),2 (su2+g2) + so8 + 2 su2,417
1,so8 + 4 su2 + 2 su3,(none),2 (su2+so7+su2) + so8,6
1,so8 + 4 su2 + 2 su3,(none),2 su3 + so8 + 4 su2,300
1,so8 + 4 su2 + 2 su3,(none),so8 + 2 su2 + su2+so7+su2 + su3,822
1,so8 + 4 su2 + 2 su3,(none),so8 + 3 su2 + su2+g2 + su3,4044
1,so8 + 4 su2 + 2 su3,(none),so8 + sp1+g2 + 2 su2 + su3,2223
1,so8 + 4 su2 + 2 su3,(none),so8 + sp1+g2 + su2 + su2+g2,468
1,so8 + 4 su2 + 2 su3,(none),so8 + sp1+g2 + su2+so7+su2,20
1,so8 + 4 su2 + 2 su3,(none),so8 + su2 + su2+g2 + su2+so7+su2,164
1,so8 + 4 su2 + 3 su3,(none),3 su3 + so8 + 4 su2,5
1,so8 + 4 su2 + su3,(none),so8 + 2 su2 + su2+so7+su2,636
1,so8 + 4 su2 + su3,(none),so8 + 3 su2 + su2+g2,2760
1,so8 + 4 su2 + su3,(none),so8 + 4 su2 + su3,1550
1,so8 + 4 su2 + su3,(none),so8 + sp1+g2 + 2 su2,1281
1,so8 + 4 su3,(none),4 su3 + so8,28
1,so8 + 5 su2,(none),4 su2 + su8+so16,55
1,so8 + 5 su2,(none),so8 + 5 su2,1395
1,so8 + 5 su2 + su3,(none),so8 + 5 su2 + su3,3
1,so8 + 5 su3,(none),5 su3 + so8,7
1,so8 + 6 su2,(none),5 su2 + su8+so16,21
1,so8 + 6 su2,(none),so8 + 6 su2,168
1,so8 + 6 su2 + su3,(none),so8 + 6 su2 + su3,2
1,so8 + 6 su3,(none),6 su3 + so8,1
1,so8 + 7 su2,(none),6 su2 + su8+so16,5
1,so8 + 7 su2,(none),so8 + 7 su2,87
1,so8 + 7 su2 + su3,(none),so8 + 7 su2 + su3,1
1,so8 + 8 su2,(none),7 su2 + su8+so16,1
1,so8 + 8 su2,(none),so8 + 8 su2,33
1,so8 + su2,(none),so8 + su2,6
1,so8 + su2,(none),su8+so16,1
1,so8 + su2 + 2 su3,(none),2 su3 + so8 + su2,87
1,so8 + su2 + 2 su3,(none),so8 + su2+g2 + su3,76
1,so8 + su2 + 3 su3,(none),2 su3 + so8 + su2+g2,96
1,so8 + su2 + 3 su3,(none),3 su3 + so8 + su2,49
1,so8 + su2 + 4 su3,(none),3 su3 + so8 + su2+g2,44
1,so8 + su2 + 4 su3,(none),4 su3 + so8 + su2,14
1,so8 + su2 + 5 su3,(none),4 su3 + so8 + su2+g2,10
1,so8 + su2 + 5 su3,(none),5 su3 + so8 + su2,2
1,so8 + su2 + su3,(none),so8 + su2 + su3,45
1,so8 + su2 + su3,(none),so8 + su2+g2,8
1,so8 + su3,(none),so8 + su3,10
1,su2,(none),su2,1
1,su2 + 2 su3,(none),2 su3 + su2,160
1,su2 + 2 su3,(none),su2+g2 + su3,46
1,su2 + 3 su3,(none),2 su3 + su2+g2,123
1,su2 + 3 su3,(none),3 su3 + su2,153
1,su2 + 4 su3,(none),3 su3 + su2+g2,78
1,su2 + 4 su3,(none),4 su3 + su2,80
1,su2 + 5 su3,(none),4 su3 + su2+g2,28
1,su2 + 5 su3,(none),5 su3 + su2,28
1,su2 + 6 su3,(none),5 su3 + su2+g2,6
