"T_LST","External","LST_Gauge","Count"
5,"su2+su2+su2+su2+su3","f4",2
5,"su2+su2+su2+su3+su3","so8 + su3",2
5,"su3","so8 + su2+g2 + su3",2
5,"e6+e7","(none)",1
5,"e6+e7'","su2+g2 + su3",1
5,"e6+e7'","su2+so7+su2",1
5,"e6+su2","(none)",1
5,"e6+su2","sp1+g2",1
5,"e6+su2","su2+so7+su2",1
5,"e6+su2+su2","so8 + su3",1
5,"e6+su2+su2","su2+so7+su2",1
5,"e6+su2+su2+su2","so8 + su3",1
5,"e6+su2+su3","su2+g2 + su3",1
5,"e7","su2+g2 + su3",1
5,"e7'","su2+g2 + su3",1
5,"e7'+e7'","(none)",1
5,"e7+f4","sp1+g2",1
5,"e7+f4","su2+g2 + su3",1
5,"e7+f4","su2+so7+su2",1
5,"e7+hat1+so8","su2+so7+su2",1
5,"e7'+su2","(none)",1
5,"e8+su2","(none)",1
5,"f4","so8 + sp1+g2",1
5,"f4+so8","(none)",1
5,"f4+su2","so8 + su2+g2",1
5,"f4+su2","so8 + su3",1
5,"f4+su2","su2+g2 + su3",1
5,"f4+su2","su2+so7+su2",1
5,"f4+su2","su2+so7+su2 + su3",1
5,"f4+su2+su3","sp1+g2",1
5,"f4+su3","su2+so7+su2",1
5,"f4+su3+su3","so8 + su3",1
5,"hat1","su2+so7+su2 + su3",1
5,"hat1+su2","(none)",1
5,"hat1+su2","su2+so7+su2 + su3",1
5,"hat1+su2+su2","su2+so7+su2 + su3",1
5,"hat1+su3","su2+so7+su2",1
5,"so8","so8 + sp1+g2",1
5,"so8","so8 + su2+so7+su2",1
5,"so8+so8","sp1+g2",1
5,"so8+so8","su2+g2 + su3",1
5,"so8+so8","su2+so7+su2",1
5,"so8+so8+su2","(none)",1
5,"so8+su2","so8 + su2+g2",1
5,"so8+su2","so8 + su3 + su3",1
5,"so8+su2","su2+so7+su2",1
5,"so8+su2+su2","so8 + su2+g2",1
5,"so8+su2+su2","sp1+g2",1
5,"so8+su2+su2","su2+so7+su2",1
5,"so8+su2+su2+su2","so8 + su2+g2",1
5,"so8+su2+su2+su2","so8 + su3",1
5,"so8+su2+su2+su2+su2","so8 + su3",1
5,"so8+su2+su2+su3","so8 + su3",1
5,"so8+su2+su3","su2+so7+su2",1
5,"su2","(none)",1
5,"su2","so8 + su2+so7+su2",1
5,"su2+su2","so8 + su2+so7+su2",1
5,"su2+su2","sp1+g2",1
5,"su2+su2+su2","so8 + su2+g2",1
5,"su2+su2+su2","sp1+g2",1
5,"su2+su2+su2+su2+su2+su2","f4",1
5,"su2+su2+su2+su2+su2+su2+su2+su3","f4",1
5,"su2+su2+su2+su2+su2+su2+su3","f4",1
5,"su2+su2+su2+su2+su2+su3","f4",1
5,"su2+su2+su2+su2+su2+su3+su3","so8 + su3",1
5,"su2+su2+su2+su3","so8 + su3",1
5,"su2+su2+su2+su3","sp1+g2",1
5,"su2+su2+su2+su3","su2+so7+su2",1
5,"su2+su3","so8 + su2+so7+su2",1
5,"su2+su3","so8 + su3 + su3",1
5,"su2+su3","su2+so7+su2 + su3",1
5,"su2+su3+su3","so8 + su2+g2",1
5,"su2+su3+su3","su2+g2 + su3",1
5,"su2+su3+su3","su2+so7+su2",1
5,"su3","so8 + sp1+g2",1
5,"su3+su3","(none)",1
5,"su3+su3","su2+so7+su2",1
5,"su3+su3+su3","(none)",1
5,"su3+su3+su3","sp1+g2",1
6,"su2","e6",1050
6,"su2+su2+su2","so8 + so8",289
6,"su2+su2","so8 + so8",204
6,"su2","so8 + so8",132
6,"su2","su2+g2 + su2+g2",96
6,"su2+su2","e6",73
6,"su3","so8 + su2+so7+su2",65
6,"su2","sp1+g2 + su3",59
6,"su2+su2","f4 + su3",53
6,"su2+su2+su2","su2+g2 + su2+so7+su2",46
6,"su2+su2+su2+su2","su2+g2 + su2+g2",45
6,"su2","f4 + su3",43
6,"su3","e6",42
6,"su2","f4 + su2+g2",36
6,"su2+su2","su2+g2 + su2+g2",33
6,"su2+su2+su2","f4 + su3",30
6,"su2+su2","sp1+g2 + su3",28
6,"su2","su2+g2 + su2+so7+su2",26
6,"su2+su2+su2","su2+g2 + su2+g2",26
6,"su2+su2","f4 + su2+g2",25
6,"su2+su2+su3","e6",24
6,"su3","f4 + su3 + su3",20
6,"su2+su2+su2","so8 + su3 + su3",19
6,"su2+su3","e6",18
6,"su2","f4 + su3 + su3",16
6,"su2","so8 + su2+g2",15
6,"su2+su2+su2","f4 + su2+g2",15
6,"su3","so8 + su3 + su3",13
6,"su2","so8 + su2+so7+su2",12
6,"su2+su3","f4 + su3",12
6,"su2","so8 + so8 + su3",11
6,"su2+su2","so8 + so8 + su3",11
6,"su2+su2","su2+g2 + su2+so7+su2",11
6,"su2+su3","f4 + su3 + su3",11
6,"su3","f4 + su3",11
6,"su3+su3","e6",11
6,"su2","f4 + su2+g2 + su3",10
6,"su2+su2","so8 + su3 + su3",10
6,"su2+su2+su3","so8 + su2+so7+su2",10
6,"su2+su3+su3","f4 + su3",10
6,"su3","f4 + su2+g2",10
6,"so8+su2","su2+g2 + su2+g2",9
6,"su2+su2","f4 + su3 + su3",9
6,"su2+su3","f4 + su2+g2",9
6,"su2+su3","so8 + su2+so7+su2",9
6,"su3","f4 + su2+g2 + su3",9
6,"su3+su3","f4 + su3",9
6,"su2","f4 + sp1+g2",8
6,"su2","so8 + so8 + su2+g2",8
6,"su2+su2+su3","f4 + su3",8
6,"su2+su2","f4 + sp1+g2",7
6,"su2+su2+su2+su2","f4 + su3",7
6,"su2+su2+su3","so8 + so8 + su3",7
6,"su2+su3","so8 + so8",7
6,"su3","f4 + sp1+g2 + su3",7
6,"su3+su3","f4 + su2+g2",7
6,"so8","so8 + so8",6
6,"so8","so8 + su2+so7+su2",6
6,"so8+su2","su2+g2 + su2+so7+su2",6
6,"su2","so8 + su3 + su3",6
6,"su2+su2","f4 + su2+g2 + su3",6
6,"su2+su2+su3","f4 + su2+g2 + su3",6
6,"su2+su2+su3","f4 + su3 + su3",6
6,"su2+su3","so8 + su2+g2",6
6,"su2+su3","sp1+g2 + su3",6
6,"su3","so8 + so8",6
6,"su3","so8 + su2+g2",6
6,"so8+su2","so8 + su2+g2",5
6,"su2+su2+su2","e6",5
6,"su2+su2+su2","sp1+g2 + su3",5
6,"su2+su2+su2+su2","so8 + so8",5
6,"su3","f4 + sp1+g2",5
6,"su3","so8 + so8 + su3",5
6,"f4","f4 + su2+g2",4
6,"so8","f4 + su2+g2",4
6,"so8","(none)",4
6,"so8","so8 + so8 + su3",4
6,"so8","so8 + su2+g2",4
6,"so8+su3","f4 + su3",4
6,"su2","f4 + su2+so7+su2",4
6,"su2+su2","so8 + so8 + su2+g2",4
6,"su2+su2+su2+su2+su2","f4 + su3",4
6,"su2+su2+su2+su3","so8 + so8",4
6,"su2+su2+su3","f4 + su2+g2",4
6,"su2+su2+su3","so8 + su3 + su3",4
6,"su2+su3","f4 + su2+g2 + su3",4
6,"su2+su3","so8 + su3 + su3",4
6,"su2+su3","su2+g2 + su2+g2",4
6,"su3","(none)",4
6,"su3","sp1+g2 + su3",4
6,"su3+su3","so8 + su2+g2",4
6,"su3+su3+su3","so8 + so8",4
6,"e6","f4 + su3",3
6,"e6","(none)",3
6,"e6","sp1+g2 + su3",3
6,"e6+su2+su2","f4 + su3",3
6,"e7","(none)",3
6,"e7'","(none)",3
6,"e8","(none)",3
6,"f4","f4 + su3",3
6,"f4","(none)",3
6,"f4","sp1+g2 + su3",3
6,"so8","f4 + su3",3
6,"so8","sp1+g2 + su3",3
6,"so8+su2+su2","f4 + su2+g2",3
6,"so8+su2+su2","so8 + so8",3
6,"so8+su2+su2+su2","f4 + su3",3
6,"so8+su2+su2+su2","su2+g2 + su2+so7+su2",3
6,"su2+su2","f4 + su2+so7+su2",3
6,"su2+su2","so8 + su2+so7+su2",3
6,"su2+su2+su2","f4 + su3 + su3",3
6,"su2+su2+su2+su2","f4 + su2+g2",3
6,"su2+su2+su2+su2","so8 + su3 + su3",3
6,"su2+su2+su2+su2","sp1+g2 + su3",3
6,"su2+su2+su2+su2+su3+su3","f4 + su3",3
6,"su2+su2+su2+su3","sp1+g2 + su3",3
6,"su2+su2+su2+su3+su3","f4 + su3",3
6,"su2+su2+su3","so8 + so8",3
6,"su2+su2+su3","so8 + su2+g2",3
6,"su2+su2+su3","sp1+g2 + su3",3
6,"su2+su2+su3","su2+g2 + su2+g2",3
6,"su2+su3","f4 + sp1+g2",3
6,"su2+su3+su3","f4 + su2+g2",3
6,"su3","so8 + so8 + su2+so7+su2",3
6,"su3","su2+g2 + su2+g2",3
6,"e6","so8 + su2+g2",2
6,"e6","so8 + su2+so7+su2",2
6,"e6","so8 + su3 + su3",2
6,"e6","su2+g2 + su2+g2",2
6,"e6+su2","f4 + su3",2
6,"e6+su3","(none)",2
6,"e6+su3","sp1+g2 + su3",2
6,"e7","so8 + su2+g2",2
6,"e7","so8 + su2+so7+su2",2
6,"e7","su2+g2 + su2+g2",2
6,"e7'","so8 + su2+g2",2
6,"e7'","so8 + su2+so7+su2",2
6,"e7'","su2+g2 + su2+g2",2
6,"f4","so8 + su2+g2",2
6,"f4","so8 + su2+so7+su2",2
6,"f4","so8 + su3 + su3",2
6,"f4","su2+g2 + su2+g2",2
6,"f4+so8","sp1+g2 + su3",2
6,"f4+su2","f4 + su3",2
6,"f4+su3","so8 + su2+g2",2
6,"hat1","(none)",2
6,"so8","so8 + so8 + su2+g2",2
6,"so8","so8 + su3 + su3",2
6,"so8","su2+g2 + su2+g2",2
6,"so8+su2","f4 + su2+g2",2
6,"so8+su2","so8 + so8",2
6,"so8+su2","sp1+g2 + su3",2
6,"so8+su2+su2","f4 + su3",2
6,"so8+su2+su2","sp1+g2 + su3",2
6,"so8+su2+su2+su2","f4 + su2+g2",2
6,"so8+su2+su2+su2","so8 + su3 + su3",2
6,"so8+su2+su3","so8 + so8",2
6,"so8+su3","f4 + su2+g2",2
6,"so8+su3","so8 + so8",2
6,"su2","f4 + sp1+g2 + su3",2
6,"su2","f4 + su2+g2 + su2+g2",2
6,"su2+su2+su2+su2+su3","f4 + su3",2
6,"su2+su2+su2+su3","e6",2
6,"su2+su2+su2+su3","f4 + su3",2
6,"su2+su2+su3","f4 + sp1+g2",2
6,"su2+su2+su3","so8 + so8 + su2+g2",2
6,"su2+su3","so8 + so8 + su3",2
6,"su3","f4 + su2+so7+su2",2
6,"su3","so8 + so8 + su2+g2",2
6,"su3","so8 + so8 + su3 + su3",2
6,"su3+su3","f4 + su3 + su3",2
6,"su3+su3","so8 + so8",2
6,"e6","su2+g2 + su2+so7+su2",1
6,"e6+e7","sp1+g2 + su3",1
6,"e6+e7","su2+g2 + su2+g2",1
6,"e6+so8","(none)",1
6,"e6+su2","so8 + su2+g2",1
6,"e6+su2","so8 + su2+so7+su2",1
6,"e6+su2","so8 + su3 + su3",1
6,"e6+su2","sp1+g2 + su3",1
6,"e6+su2+su2+su2","f4 + su3",1
6,"e6+su2+su2+su2+su2","f4 + su3",1
6,"e6+su3","su2+g2 + su2+g2",1
6,"e7","sp1+g2 + su3",1
6,"e7","su2+g2 + su2+so7+su2",1
6,"e7'","sp1+g2 + su3",1
6,"e7'","su2+g2 + su2+so7+su2",1
6,"e7'+e7'","su2+g2 + su2+g2",1
6,"e7+e7'","(none)",1
6,"e7+so8","so8 + su2+so7+su2",1
6,"e7'+su2","(none)",1
6,"e7'+su2","sp1+g2 + su3",1
6,"e7'+su2","su2+g2 + su2+g2",1
6,"e7+su2","(none)",1
6,"e7'+su3","(none)",1
6,"e8","sp1+g2 + su3",1
6,"e8+su2","sp1+g2 + su3",1
6,"e8+su3","(none)",1
6,"f4","f4 + sp1+g2",1
6,"f4","su2+g2 + su2+so7+su2",1
6,"f4+f4","(none)",1
6,"f4+so8","su2+g2 + su2+g2",1
6,"f4+su2","f4 + sp1+g2",1
6,"f4+su2","f4 + su2+g2",1
6,"f4+su2","(none)",1
6,"f4+su2","so8 + su3 + su3",1
6,"f4+su2","su2+g2 + su2+g2",1
6,"f4+su3","so8 + su2+so7+su2",1
6,"f4+su3","so8 + su3 + su3",1
6,"hat1","su2+g2 + su2+so7+su2",1
6,"hat1+su2","(none)",1
6,"hat1+su2","su2+g2 + su2+g2",1
6,"hat1+su2","su2+g2 + su2+so7+su2",1
6,"so8","f4 + sp1+g2",1
6,"so8","f4 + su2+so7+su2",1
6,"so8","su2+g2 + su2+so7+su2",1
6,"so8+so8","(none)",1
6,"so8+so8","so8 + so8",1
6,"so8+so8","so8 + su2+g2",1
6,"so8+so8","so8 + su2+so7+su2",1
6,"so8+so8","so8 + su3 + su3",1
6,"so8+su2","so8 + so8 + su2+g2",1
6,"so8+su2","so8 + so8 + su3",1
6,"so8+su2","so8 + su2+so7+su2",1
6,"so8+su2+su2","f4 + su2+so7+su2",1
6,"so8+su2+su2","so8 + so8 + su3",1
6,"so8+su2+su2","so8 + su2+g2",1
6,"so8+su2+su2","so8 + su2+so7+su2",1
6,"so8+su2+su2","so8 + su3 + su3",1
6,"so8+su2+su2+su2","su2+g2 + su2+g2",1
6,"so8+su2+su2+su2+su2","f4 + su2+g2",1
6,"so8+su2+su2+su2+su2","f4 + su3",1
6,"so8+su2+su2+su2+su2+su2","f4 + su3",1
6,"so8+su2+su2+su2+su3","so8 + so8",1
6,"so8+su2+su2+su3","so8 + so8",1
6,"so8+su2+su2+su3","so8 + su2+so7+su2",1
6,"so8+su3","f4 + sp1+g2",1
6,"so8+su3","(none)",1
6,"so8+su3","so8 + so8 + su3",1
6,"su2","(none)",1
6,"su2","so8 + so8 + su3 + su3",1
6,"su2+su2","f4 + sp1+g2 + su3",1
6,"su2+su2","so8 + so8 + su3 + su3",1
6,"su2+su2","so8 + su2+g2",1
6,"su2+su2+su2","f4 + su2+g2 + su3",1
6,"su2+su2+su2","so8 + so8 + su2+g2",1
6,"su2+su2+su2","so8 + so8 + su3",1
6,"su2+su2+su2","so8 + su2+g2",1
6,"su2+su2+su2","so8 + su2+so7+su2",1
6,"su2+su2+su2+su2","e6",1
6,"su2+su2+su2+su2","f4 + su3 + su3",1
6,"su2+su2+su2+su2","su2+g2 + su2+so7+su2",1
6,"su2+su2+su2+su2+su2","so8 + so8",1
6,"su2+su2+su2+su2+su3","e6",1
6,"su2+su2+su2+su3","f4 + su2+g2",1
6,"su2+su2+su2+su3","su2+g2 + su2+g2",1
6,"su2+su2+su3","su2+g2 + su2+so7+su2",1
6,"su2+su2+su3+su3","f4 + su2+g2",1
6,"su2+su2+su3+su3","f4 + su3",1
6,"su2+su3","f4 + su2+so7+su2",1
6,"su2+su3+su3","f4 + sp1+g2",1
6,"su2+su3+su3","so8 + so8 + su3",1
6,"su2+su3+su3","so8 + su3 + su3",1
6,"su3","su2+g2 + su2+so7+su2",1
6,"su3+su3","so8 + su2+so7+su2",1
6,"su3+su3","sp1+g2 + su3",1
