"T_LST","External","LST_Gauge","Count"
17,"so8","e7 + e7' + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",3
17,"so8","e7 + f4 + f4 + su2+g2 + su2+g2 + su2+g2 + su3",3
17,"so8","e8 + so8 + so8 + so8 + so8 + sp1+g2",3
17,"su2","e7 + e7' + e7' + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",3
17,"su2+su2","e6 + e6 + e6 + e6 + so8 + su3 + su3 + su3 + su3",3
17,"su2+su2","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3 + su3",3
17,"su2+su2","e6 + e6 + e7 + f4 + su2+so7+su2 + su3 + su3",3
17,"su2+su2","e7 + e7 + f4 + su2+g2 + su2+g2 + su2+g2",3
17,"su2+su2","e7 + e7' + so8 + su2+g2 + su2+so7+su2 + su2+so7+su2",3
17,"su2+su2","e8 + f4 + so8 + sp1+g2 + sp1+g2 + su3",3
17,"su2+su3","e6 + e6 + e6 + e6 + su3 + su3 + su3 + su3",3
17,"su2+su3","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3",3
17,"su2+su3","e6 + e6 + e7 + f4 + su2+so7+su2 + su3 + su3",3
17,"su2+su3","e6 + e6 + e7 + su2+g2 + su2+so7+su2 + su3 + su3",3
17,"su2+su3","e6 + e7 + e7' + su2+g2 + su2+so7+su2 + su2+so7+su2",3
17,"su2+su3","e6 + e7 + e7 + su2+so7+su2 + su2+so7+su2",3
17,"su2+su3","e6 + e7 + f4 + su2+g2 + su2+g2 + su2+so7+su2",3
17,"su2+su3","e7 + e7 + f4 + sp1+g2 + su2+g2 + su2+g2",3
17,"su2+su3","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su3",3
17,"su2+su3+su3","e6 + e6 + e6 + so8 + su3 + su3 + su3 + su3",3
17,"su3","e6 + e6 + e7 + f4 + su2+so7+su2 + su3 + su3",3
17,"su3","e7 + e7 + f4 + sp1+g2 + su2+g2 + su2+g2",3
17,"su3","e7 + e7 + so8 + su2+g2 + su2+so7+su2 + su2+so7+su2",3
17,"su3","e7 + e7' + so8 + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",3
17,"su3","e8 + f4 + so8 + sp1+g2 + sp1+g2 + su3",3
17,"su3+su3","e7 + e7' + f4 + su2+g2 + su2+g2 + su2+so7+su2",3
17,"su3+su3","e8 + f4 + sp1+g2 + su2+g2",3
17,"e6","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3 + su3",2
17,"e6","e6 + e6 + f4 + f4 + su3 + su3 + su3 + su3",2
17,"e6","e6 + e6 + f4 + sp1+g2 + su3 + su3 + su3 + su3",2
17,"e6","e6 + e7 + f4 + su2+g2 + su2+g2 + su2+so7+su2",2
17,"e6","e7 + e7' + f4 + su2+g2 + su2+g2 + su2+so7+su2",2
17,"e6","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su3",2
17,"e6","e7 + f4 + f4 + sp1+g2 + su2+g2 + su2+g2",2
17,"e6","e8 + f4 + sp1+g2 + sp1+g2 + sp1+g2 + su3",2
17,"e6","e8 + f4 + sp1+g2 + sp1+g2 + su3",2
17,"e6","e8 + f4 + sp1+g2 + sp1+g2 + su3 + su3",2
17,"e6","so8 + so8 + so8 + so8 + so8 + so8 + so8 + su3",2
17,"e6","so8 + so8 + so8 + so8 + so8 + so8 + sp1+g2",2
17,"e6+e7'","e6 + f4 + f4 + sp1+g2 + su2+g2 + su3 + su3",2
17,"e6+f4","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3",2
17,"e6+f4","e7 + e7' + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",2
17,"e6+f4","e7 + f4 + f4 + su2+g2 + su2+g2 + su2+g2 + su3",2
17,"e6+su2","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3",2
17,"e6+su2","e7 + e7' + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",2
17,"e6+su2","e7 + f4 + f4 + su2+g2 + su2+g2 + su2+g2 + su3",2
17,"e6+su2","e8 + f4 + sp1+g2 + sp1+g2 + su3 + su3",2
17,"e6+su3","e6 + e6 + f4 + sp1+g2 + su3 + su3 + su3",2
17,"e6+su3","e6 + e6 + f4 + su2+g2 + su2+so7+su2 + su3 + su3",2
17,"e6+su3","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su3",2
17,"e6+su3","e8 + f4 + sp1+g2 + sp1+g2 + su3",2
17,"e7","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3 + su3",2
17,"e7","e6 + e6 + e7 + su2+so7+su2 + su2+so7+su2 + su3",2
17,"e7","e6 + e6 + f4 + sp1+g2 + su3 + su3 + su3 + su3",2
17,"e7","e6 + e7 + f4 + su2+g2 + su2+g2 + su2+so7+su2",2
17,"e7","e7 + e7' + f4 + su2+g2 + su2+g2 + su2+so7+su2",2
17,"e7","e7 + f4 + f4 + sp1+g2 + su2+g2 + su2+g2",2
17,"e7","so8 + so8 + so8 + so8 + so8 + so8 + sp1+g2",2
17,"e7'","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3 + su3",2
17,"e7'","e6 + e6 + e7 + su2+so7+su2 + su2+so7+su2 + su3",2
17,"e7'","e6 + e6 + f4 + sp1+g2 + su3 + su3 + su3 + su3",2
17,"e7'","e6 + e7 + f4 + su2+g2 + su2+g2 + su2+so7+su2",2
17,"e7'","e7 + e7' + f4 + su2+g2 + su2+g2 + su2+so7+su2",2
17,"e7'","e7 + f4 + f4 + sp1+g2 + su2+g2 + su2+g2",2
17,"e7'","so8 + so8 + so8 + so8 + so8 + so8 + sp1+g2",2
17,"e7+e7'","so8 + so8 + so8 + so8 + so8 + sp1+g2 + su2+g2",2
17,"e7'+f4","e6 + e6 + f4 + su2+g2 + su2+so7+su2 + su3 + su3",2
17,"e7+f4","e6 + f4 + f4 + sp1+g2 + su2+g2 + su3 + su3",2
17,"e7'+so8","e7 + e7' + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",2
17,"e7+so8","e6 + e6 + f4 + su2+g2 + su2+so7+su2 + su3 + su3",2
17,"e7'+su2","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2",2
17,"e7'+su2","e7 + e7' + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",2
17,"e7'+su2+su2","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2",2
17,"e7'+su3","e6 + e7 + f4 + su2+g2 + su2+g2 + su2+so7+su2",2
17,"e7+su3","e7 + e7' + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",2
17,"e7+su3","e7 + f4 + f4 + sp1+g2 + su2+g2 + su2+g2",2
17,"e8","e6 + e6 + f4 + sp1+g2 + su3 + su3 + su3 + su3",2
17,"e8","e7 + f4 + f4 + sp1+g2 + su2+g2 + su2+g2",2
17,"e8","so8 + so8 + so8 + so8 + so8 + so8 + sp1+g2",2
17,"f4","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3 + su3",2
17,"f4","e6 + e6 + f4 + f4 + su3 + su3 + su3 + su3",2
17,"f4","e6 + e6 + f4 + sp1+g2 + su3 + su3 + su3 + su3",2
17,"f4","e6 + e7 + f4 + su2+g2 + su2+g2 + su2+so7+su2",2
17,"f4","e7 + e7 + f4 + sp1+g2 + su2+g2 + su2+g2",2
17,"f4","e7 + e7 + f4 + su2+g2 + su2+g2 + su2+g2",2
17,"f4","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su2+so7+su2",2
17,"f4","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su3",2
17,"f4","e7 + e7 + so8 + sp1+g2 + su2+so7+su2 + su2+so7+su2",2
17,"f4","e7 + e7 + so8 + su2+g2 + su2+so7+su2 + su2+so7+su2",2
17,"f4","e7 + f4 + f4 + sp1+g2 + su2+g2 + su2+g2",2
17,"f4","e8 + f4 + sp1+g2 + sp1+g2 + sp1+g2 + su3",2
17,"f4","e8 + f4 + sp1+g2 + sp1+g2 + su3 + su3",2
17,"f4","so8 + so8 + so8 + so8 + so8 + so8 + so8 + su3",2
17,"f4+f4","e6 + e7 + f4 + su2+g2 + su2+so7+su2 + su3 + su3",2
17,"f4+so8","e6 + e6 + e7 + su2+g2 + su2+so7+su2 + su3 + su3",2
17,"f4+so8","e6 + e6 + f4 + sp1+g2 + su2+g2 + su3 + su3",2
17,"f4+so8","e6 + e6 + f4 + sp1+g2 + su3 + su3 + su3",2
17,"f4+so8","e6 + e6 + f4 + su2+g2 + su2+so7+su2 + su3 + su3",2
17,"f4+su2","e6 + e6 + e6 + so8 + su3 + su3 + su3 + su3",2
17,"f4+su2","e7 + e7 + sp1+g2 + su2+so7+su2 + su2+so7+su2",2
17,"f4+su3","e6 + e6 + e6 + su2+g2 + su2+so7+su2 + su3 + su3",2
17,"f4+su3","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3",2
17,"f4+su3","e7 + e7 + f4 + su2+g2 + su2+g2 + su2+g2",2
17,"f4+su3","e7 + e7' + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",2
17,"f4+su3","e7 + f4 + f4 + sp1+g2 + su2+g2 + su2+g2",2
17,"f4+su3","e7 + f4 + f4 + su2+g2 + su2+g2 + su2+g2 + su3",2
17,"so8","e6 + e6 + e6 + so8 + su3 + su3 + su3 + su3 + su3",2
17,"so8","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3 + su3",2
17,"so8","e6 + e6 + f4 + f4 + su3 + su3 + su3 + su3",2
17,"so8","e6 + e6 + f4 + sp1+g2 + su3 + su3 + su3 + su3",2
17,"so8","e6 + e7 + f4 + su2+g2 + su2+g2 + su2+so7+su2",2
17,"so8","e7 + e7 + f4 + sp1+g2 + su2+g2 + su2+g2",2
17,"so8","e7 + e7 + f4 + su2+g2 + su2+g2 + su2+g2",2
17,"so8","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su2+so7+su2",2
17,"so8","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su3",2
17,"so8","e7 + e7 + so8 + su2+g2 + su2+so7+su2 + su2+so7+su2",2
17,"so8","e7 + f4 + f4 + sp1+g2 + su2+g2 + su2+g2",2
17,"so8","e8 + f4 + so8 + sp1+g2 + sp1+g2",2
17,"so8","e8 + f4 + so8 + sp1+g2 + sp1+g2 + su2+g2",2
17,"so8","e8 + f4 + so8 + sp1+g2 + sp1+g2 + su3",2
17,"so8","e8 + f4 + sp1+g2 + sp1+g2 + sp1+g2 + su3",2
17,"so8","e8 + f4 + sp1+g2 + sp1+g2 + su3 + su3",2
17,"so8+so8","e8 + so8 + so8 + so8 + sp1+g2 + sp1+g2",2
17,"so8+su2","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3",2
17,"so8+su2","e6 + e6 + e7 + su2+g2 + su2+so7+su2 + su3 + su3",2
17,"so8+su2","e6 + e6 + e7 + su2+so7+su2 + su2+so7+su2 + su3",2
17,"so8+su2","e7 + e7 + f4 + su2+g2 + su2+g2 + su2+g2",2
17,"so8+su2","e7 + e7' + f4 + su2+g2 + su2+g2 + su2+so7+su2",2
17,"so8+su2","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su2+so7+su2",2
17,"so8+su2","e7 + e7 + so8 + sp1+g2 + su2+g2 + su2+so7+su2",2
17,"so8+su2","e7 + e7 + so8 + su2+g2 + su2+g2 + su2+so7+su2",2
17,"so8+su2","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2",2
17,"so8+su2","e7 + e7' + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",2
17,"so8+su2+su3","e7 + e7 + sp1+g2 + su2+so7+su2 + su2+so7+su2",2
17,"so8+su2+su3","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2",2
17,"so8+su3","e6 + e6 + e6 + so8 + su2+g2 + su3 + su3 + su3",2
17,"so8+su3","e6 + e6 + e6 + so8 + su3 + su3 + su3 + su3",2
17,"so8+su3","e6 + e6 + f4 + f4 + su3 + su3 + su3 + su3",2
17,"so8+su3","e6 + e7 + f4 + su2+g2 + su2+g2 + su2+so7+su2",2
17,"so8+su3","e7 + e7' + so8 + su2+g2 + su2+so7+su2 + su2+so7+su2",2
17,"so8+su3","e7 + e7 + sp1+g2 + su2+so7+su2 + su2+so7+su2",2
17,"so8+su3","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2",2
17,"su2","e6 + e6 + e7 + f4 + su2+g2 + su2+so7+su2 + su3 + su3",2
17,"su2","e7 + e7' + f4 + f4 + sp1+g2 + su2+g2 + su2+so7+su2",2
17,"su2","e7 + e7' + f4 + f4 + su2+g2 + su2+g2 + su2+so7+su2",2
17,"su2","e7 + e7 + so8 + so8 + su2+g2 + su2+g2 + su2+so7+su2",2
17,"su2","e7 + e7 + so8 + sp1+g2 + su2+so7+su2 + su2+so7+su2",2
17,"su2","e8 + f4 + f4 + sp1+g2 + sp1+g2 + su3",2
17,"su2","e8 + so8 + so8 + so8 + so8 + sp1+g2 + su2+g2",2
17,"su2","e8 + so8 + so8 + so8 + so8 + sp1+g2 + su3",2
17,"su2+su2","e6 + e6 + e7 + f4 + su2+so7+su2 + su2+so7+su2 + su3",2
17,"su2+su2","e6 + e7 + e7' + su2+g2 + su2+so7+su2 + su2+so7+su2",2
17,"su2+su2","e7 + e7' + e7' + su2+so7+su2 + su2+so7+su2",2
17,"su2+su2","e7 + e7' + f4 + f4 + su2+g2 + su2+g2 + su2+g2",2
17,"su2+su2","e7 + e7 + f4 + sp1+g2 + su2+g2 + su2+so7+su2",2
17,"su2+su2","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su2+so7+su2",2
17,"su2+su2","e7 + e7 + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",2
17,"su2+su2","e8 + f4 + so8 + sp1+g2 + sp1+g2 + su3 + su3",2
17,"su2+su2","e8 + f4 + sp1+g2 + sp1+g2 + su2+g2 + su3",2
17,"su2+su2","e8 + f4 + sp1+g2 + sp1+g2 + su3",2
17,"su2+su2","e8 + so8 + so8 + so8 + so8 + sp1+g2 + su3",2
17,"su2+su2","e8 + so8 + so8 + so8 + sp1+g2 + sp1+g2",2
17,"su2+su2+su2","e6 + e6 + e6 + e6 + su3 + su3 + su3 + su3",2
17,"su2+su2+su2","e6 + e6 + e7 + f4 + su2+g2 + su3 + su3",2
17,"su2+su2+su2","e7 + e7' + e7' + su2+so7+su2 + su2+so7+su2",2
17,"su2+su2+su3","e6 + e6 + e7 + f4 + su2+so7+su2 + su3 + su3",2
17,"su2+su2+su3","e6 + e7 + f4 + su2+g2 + su2+so7+su2 + su3 + su3",2
17,"su2+su2+su3","e8 + f4 + f4 + sp1+g2 + sp1+g2",2
17,"su2+su2+su3","e8 + f4 + f4 + sp1+g2 + su3",2
17,"su2+su3","e6 + e6 + e6 + so8 + su2+g2 + su3 + su3 + su3",2
17,"su2+su3","e6 + e6 + e7' + f4 + su2+g2 + su3 + su3 + su3",2
17,"su2+su3","e6 + e6 + e7 + su2+so7+su2 + su2+so7+su2 + su3",2
17,"su2+su3","e6 + e6 + f4 + so8 + su2+g2 + su3 + su3 + su3",2
17,"su2+su3","e7 + e7 + so8 + sp1+g2 + su2+g2 + su2+so7+su2",2
17,"su2+su3","e7 + e7' + so8 + su2+g2 + su2+so7+su2 + su2+so7+su2",2
17,"su2+su3","e7 + f4 + f4 + sp1+g2 + su2+g2 + su2+g2",2
17,"su2+su3","e7 + f4 + f4 + sp1+g2 + su2+g2 + su2+so7+su2",2
17,"su2+su3","e8 + f4 + sp1+g2 + sp1+g2 + su3 + su3",2
17,"su3","e6 + e6 + e6 + e7' + su2+so7+su2 + su3 + su3",2
17,"su3","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3 + su3",2
17,"su3","e6 + e6 + e7 + f4 + sp1+g2 + su3 + su3",2
17,"su3","e6 + e6 + e7 + f4 + su2+so7+su2 + su2+so7+su2 + su3",2
17,"su3","e6 + e6 + f4 + sp1+g2 + su3 + su3 + su3 + su3",2
17,"su3","e7 + e7 + so8 + sp1+g2 + su2+so7+su2 + su2+so7+su2",2
17,"su3","e8 + f4 + f4 + sp1+g2 + sp1+g2 + su3",2
17,"su3","e8 + f4 + f4 + sp1+g2 + su2+g2",2
17,"su3","e8 + f4 + f4 + sp1+g2 + su3 + su3",2
17,"su3","e8 + f4 + sp1+g2 + sp1+g2 + sp1+g2 + su3",2
17,"su3","e8 + f4 + sp1+g2 + sp1+g2 + su3 + su3",2
17,"su3","e8 + so8 + so8 + so8 + sp1+g2 + sp1+g2 + su3",2
17,"su3+su3","e6 + e6 + e6 + so8 + su3 + su3 + su3 + su3",2
17,"su3+su3","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3",2
17,"su3+su3","e6 + e6 + e7 + f4 + su2+g2 + su3 + su3",2
17,"su3+su3","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su2+so7+su2",2
17,"su3+su3","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su3",2
17,"su3+su3","e8 + f4 + sp1+g2 + sp1+g2 + su3",2
17,"e6","e6 + e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3",1
17,"e6","e6 + e6 + e6 + e6 + su3 + su3 + su3 + su3",1
17,"e6","e6 + e6 + e6 + so8 + su3 + su3 + su3 + su3",1
17,"e6","e6 + e6 + e6 + su2+g2 + su2+so7+su2 + su3 + su3",1
17,"e6","e6 + e6 + e7' + f4 + sp1+g2 + su3 + su3 + su3",1
17,"e6","e6 + e6 + e7' + f4 + su2+g2 + su3 + su3 + su3",1
17,"e6","e6 + e6 + e7 + su2+g2 + su2+so7+su2 + su3 + su3",1
17,"e6","e6 + e6 + f4 + so8 + su2+g2 + su3 + su3 + su3",1
17,"e6","e6 + e6 + f4 + sp1+g2 + su2+g2 + su3 + su3",1
17,"e6","e7 + e7' + f4 + sp1+g2 + su2+g2 + su2+so7+su2",1
17,"e6","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e6","e7 + e7' + f4 + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",1
17,"e6","e7 + e7 + so8 + sp1+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e6","e7 + e7' + so8 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e6","e7 + e7 + so8 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e6","e7 + e7' + so8 + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",1
17,"e6","e7 + e7 + sp1+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e6","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e6","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2 + su3",1
17,"e6","e7 + e7 + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",1
17,"e6","e7 + f4 + f4 + sp1+g2 + su2+g2 + su2+so7+su2",1
17,"e6","e8 + f4 + sp1+g2 + sp1+g2 + su2+g2 + su3",1
17,"e6","so8 + so8 + so8 + so8 + so8 + so8 + su2+so7+su2 + su3",1
17,"e6+e6","e6 + e6 + f4 + sp1+g2 + su3 + su3 + su3",1
17,"e6+e6","e6 + e6 + f4 + su2+g2 + su2+so7+su2 + su3 + su3",1
17,"e6+e7","so8 + so8 + so8 + so8 + so8 + so8 + su2+g2 + su3",1
17,"e6+e8","e6 + f4 + f4 + sp1+g2 + su2+g2 + su3 + su3",1
17,"e6+f4","e6 + e6 + e6 + su2+g2 + su2+so7+su2 + su3 + su3",1
17,"e6+f4+su2","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3",1
17,"e6+so8","e6 + e6 + e6 + so8 + su3 + su3 + su3 + su3",1
17,"e6+so8","e7 + e7' + so8 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e6+so8","e7 + e7 + sp1+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e6+so8","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e6+so8+su2","e6 + e6 + e6 + so8 + su3 + su3 + su3 + su3",1
17,"e6+su2","e6 + e6 + e6 + e6 + su3 + su3 + su3 + su3",1
17,"e6+su2","e6 + e6 + e6 + su2+g2 + su2+so7+su2 + su3 + su3",1
17,"e6+su2","e6 + e6 + e7' + f4 + su2+g2 + su3 + su3 + su3",1
17,"e6+su2","e6 + e6 + e7 + su2+g2 + su2+so7+su2 + su3 + su3",1
17,"e6+su2","e6 + e6 + f4 + so8 + su2+g2 + su3 + su3 + su3",1
17,"e6+su2","e6 + e6 + f4 + sp1+g2 + su3 + su3 + su3 + su3",1
17,"e6+su2","e7 + e7 + sp1+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e6+su2","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e6+su2","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2 + su3",1
17,"e6+su2","e7 + e7 + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",1
17,"e6+su2","e7 + f4 + f4 + sp1+g2 + su2+g2 + su2+g2",1
17,"e6+su2","e7 + f4 + f4 + sp1+g2 + su2+g2 + su2+so7+su2",1
17,"e6+su3","e6 + e6 + e7 + su2+g2 + su2+so7+su2 + su3 + su3",1
17,"e6+su3","e6 + e6 + f4 + sp1+g2 + su2+g2 + su3 + su3",1
17,"e6+su3","e7 + e7' + f4 + su2+g2 + su2+g2 + su2+so7+su2",1
17,"e6+su3","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7","e6 + e6 + e6 + su2+g2 + su2+so7+su2 + su3 + su3",1
17,"e7","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3",1
17,"e7","e6 + e6 + f4 + so8 + su2+g2 + su3 + su3 + su3",1
17,"e7","e6 + e6 + f4 + sp1+g2 + su2+g2 + su3 + su3",1
17,"e7","e6 + e6 + f4 + sp1+g2 + su3 + su3 + su3",1
17,"e7","e6 + e7 + f4 + su2+g2 + su2+so7+su2 + su3 + su3",1
17,"e7","e7 + e7' + f4 + sp1+g2 + su2+g2 + su2+so7+su2",1
17,"e7","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7","e7 + e7' + f4 + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",1
17,"e7","e7 + e7 + so8 + sp1+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7","e7 + e7' + so8 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7","e7 + e7 + so8 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7","e7 + e7' + so8 + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",1
17,"e7","e7 + e7 + sp1+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2 + su3",1
17,"e7","e7 + e7 + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",1
17,"e7","e7 + f4 + f4 + sp1+g2 + su2+g2 + su2+so7+su2",1
17,"e7","e7 + f4 + f4 + su2+g2 + su2+g2 + su2+g2 + su3",1
17,"e7","so8 + so8 + so8 + so8 + so8 + so8 + su2+g2 + su3",1
17,"e7","so8 + so8 + so8 + so8 + so8 + sp1+g2 + su2+so7+su2",1
17,"e7'","e6 + e6 + e6 + su2+g2 + su2+so7+su2 + su3 + su3",1
17,"e7'","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3",1
17,"e7'","e6 + e6 + f4 + so8 + su2+g2 + su3 + su3 + su3",1
17,"e7'","e6 + e6 + f4 + sp1+g2 + su2+g2 + su3 + su3",1
17,"e7'","e6 + e6 + f4 + sp1+g2 + su3 + su3 + su3",1
17,"e7'","e6 + e7 + f4 + su2+g2 + su2+so7+su2 + su3 + su3",1
17,"e7'","e7 + e7' + f4 + sp1+g2 + su2+g2 + su2+so7+su2",1
17,"e7'","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7'","e7 + e7' + f4 + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",1
17,"e7'","e7 + e7 + so8 + sp1+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7'","e7 + e7' + so8 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7'","e7 + e7 + so8 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7'","e7 + e7' + so8 + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",1
17,"e7'","e7 + e7 + sp1+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7'","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7'","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2 + su3",1
17,"e7'","e7 + e7 + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",1
17,"e7'","e7 + f4 + f4 + sp1+g2 + su2+g2 + su2+so7+su2",1
17,"e7'","e7 + f4 + f4 + su2+g2 + su2+g2 + su2+g2 + su3",1
17,"e7'","so8 + so8 + so8 + so8 + so8 + so8 + su2+g2 + su3",1
17,"e7'","so8 + so8 + so8 + so8 + so8 + sp1+g2 + su2+so7+su2",1
17,"e7+e7","e7 + e7' + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",1
17,"e7+e8","so8 + so8 + so8 + so8 + so8 + sp1+g2 + su2+g2",1
17,"e7'+f4","e6 + e6 + f4 + sp1+g2 + su2+g2 + su3 + su3",1
17,"e7'+f4","e6 + e6 + f4 + sp1+g2 + su3 + su3 + su3",1
17,"e7'+so8","e6 + e6 + e6 + su2+g2 + su2+so7+su2 + su3 + su3",1
17,"e7'+so8","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3",1
17,"e7'+so8","e6 + e6 + f4 + so8 + su2+g2 + su3 + su3 + su3",1
17,"e7'+so8","e7 + f4 + f4 + su2+g2 + su2+g2 + su2+g2 + su3",1
17,"e7+so8","e6 + e6 + f4 + sp1+g2 + su2+g2 + su3 + su3",1
17,"e7+so8","e6 + e6 + f4 + sp1+g2 + su3 + su3 + su3",1
17,"e7'+so8+su2","e7 + e7' + su2+so7+su2 + su2+so7+su2 + su2+so7+su2",1
17,"e7'+su2","e6 + e6 + e7 + su2+so7+su2 + su2+so7+su2 + su3",1
17,"e7'+su2","e7 + e7' + f4 + sp1+g2 + su2+g2 + su2+so7+su2",1
17,"e7'+su2","e7 + e7' + f4 + su2+g2 + su2+g2 + su2+so7+su2",1
17,"e7'+su2","e7 + e7' + f4 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7'+su2","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2 + su3",1
17,"e7+su2","e6 + e6 + e6 + su2+g2 + su2+so7+su2 + su3 + su3",1
17,"e7+su2","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3",1
17,"e7+su2","e6 + e6 + e6 + su2+so7+su2 + su3 + su3 + su3 + su3",1
17,"e7+su2","e6 + e7 + f4 + su2+g2 + su2+g2 + su2+so7+su2",1
17,"e7+su2","e6 + e7 + f4 + su2+g2 + su2+so7+su2 + su3 + su3",1
17,"e7+su2","e7 + e7' + so8 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7+su2","e7 + e7 + sp1+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7+su2","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2",1
17,"e7+su2","e7 + f4 + f4 + su2+g2 + su2+g2 + su2+g2 + su3",1
17,"e7'+su2+su2","e7 + e7 + su2+g2 + su2+so7+su2 + su2+so7+su2 + su3",1
