"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
130	1	131	272	1	0	0	0	0	0	0	1
130	2	131	272	1	1	0	0	0	0	0	1
