"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
86	16	"6 e8+e6+7 f5+2 su(3)+13(g2+su(2))"	90	174	1	1	0	0	0	0	0	1
86	16	"6 e8+e6+7 f5+2 su(3)+13(g2+su(2))"	90	175	0	1	0	0	0	0	0	1
