"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
60	1	70	126	0	3	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→1 / s4:1→1"	""
60	1	72	133	1	2	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→1 / s4:1→1"	"s4:63→1"
60	1	77	133	1	2	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→2 / s4:1→1"	"s4:62→1"
60	1	77	139	2	1	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→1 / s4:1→1"	"s3:62→1 / s4:62→1"
60	1	81	133	1	2	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→1 / s4:1→2"	"s4:62→1"
60	1	82	133	1	2	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→1 / s4:1→2"	"s4:63→1"
60	1	89	139	2	1	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→1 / s4:1→2"	"s3:62→1 / s4:62→1"
60	1	96	133	1	2	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→1 / s4:1→3"	"s4:63→1"
60	1	101	139	2	1	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→2 / s4:1→2"	"s3:62→1 / s4:62→1"
60	1	105	139	2	1	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→1 / s4:1→3"	"s3:62→1 / s4:62→1"
60	1	115	133	1	2	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→1 / s4:1→4"	"s4:63→1"
60	1	119	139	2	1	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→2 / s4:1→3"	"s3:62→1 / s4:62→1"
60	1	126	139	2	1	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→1 / s4:1→4"	"s3:62→1 / s4:62→1"
60	1	139	133	1	2	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→1 / s4:1→5"	"s4:63→1"
60	1	141	139	2	1	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→2 / s4:1→4"	"s3:62→1 / s4:62→1"
60	1	153	139	2	1	0	0	0	0	0	1	"s1:60→1 / s2:1→1 / s3:1→1 / s4:1→5"	"s3:62→1 / s4:62→1"
60	21	69	233	0	4	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1 / s4:1→1"	""
60	21	69	240	1	3	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1 / s4:1→1"	"s4:63→1"
60	21	69	246	2	2	0	0	0	0	0	0	"{s1:1→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:1→1 / s2:1→1 / s3:1→1 / s4:1→2}"	"{s3:62→1 / s4:62→1, s3:62→1 / s4:62→1}"
60	21	69	247	2	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1 / s4:1→1"	"s3:62→1 / s4:61→1"
60	50	71	268	3	1	0	0	0	0	0	0	"s1:1→1 / s3:1→1 / s4:1→2"	"s2:2→1 / s3:60→1 / s4:60→1"
