"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
118	1	120	242	1	0	0	0	0	0	0	1
118	2	120	242	1	1	0	0	0	0	0	1
