"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
118	1	118	242	1	0	0	0	0	0	0	1	"s1:1→1"	"s2:118→1"
118	1	120	235	0	1	0	0	0	0	0	1	"s1:1→1 / s2:115→1"	""
118	1	120	242	1	0	0	0	0	0	0	1	"{s1:1→1 / s2:115→1, s1:1→1 / s2:115→2, s1:1→1 / s2:115→3, s1:1→1 / s2:115→4, s1:1→1 / s2:115→5}"	"{s2:118→1, s2:118→1, s2:118→1, s2:118→1, s2:118→1}"
118	2	118	243	0	1	0	0	0	0	0	1	"{s1:1→1 / s2:116→1, s1:1→1 / s2:118→1}"	""
118	2	120	243	0	1	0	0	0	0	0	1	"s1:1→1 / s2:116→1, 118→1"	""
118	3	118	242	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:118→1"
118	3	120	243	0	1	0	0	0	0	0	1	"s1:1→1 / s2:117→1"	""
118	5	118	219	0	0	1	0	0	0	0	1	"s1:1→1 / s2:118→1"	""
118	5	118	239	0	1	0	0	0	0	0	1	"s1:1→1 / s2:118→1"	""
118	5	120	239	0	1	0	0	0	0	0	1	"{s1:1→1 / s2:118→2, s1:1→1 / s2:118→3}"	""
118	6	118	240	1	0	0	0	0	0	0	1	"s1:1→1"	"s2:118→1"
118	6	120	240	1	0	0	0	0	0	0	1	"{s1:1→1 / s2:116→1, s1:1→1 / s2:116→2, s1:1→1 / s2:116→3}"	"{s2:118→1, s2:118→1, s2:118→1}"
