"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
49	1	"3 e8+4 f5+8(g2+su(2))"	"4 e8+e7+4 f5+8(g2+su(2))"	56	16	0	0	0	0	0	0	1	1	2
49	2	"4 e8+3 f5+6(g2+su(2))"	"4 e8+3 f5+7(g2+su(2))"	49	210	0	1	0	0	0	0	0	0	2
49	3	"4 e8+3 f5+6(g2+su(2))"	"4 e8+3 f5+7(g2+su(2))"	49	210	0	1	0	0	0	0	0	0	2
49	5	"4 e8+3 f5+6(g2+su(2))"	"4 e8+3 f5+7(g2+su(2))"	49	210	0	1	0	0	0	0	0	0	4
49	5	"4 e8+3 f5+6(g2+su(2))"	"4 e8+3 f5+8(g2+su(2))"	50	201	0	2	0	0	0	0	0	0	4
49	9	"3 e8+e7+4 f5+su(3)+7(g2+su(2))"	"3 e8+e7+4 f5+8(g2+su(2))"	49	264	1	0	0	0	0	0	0	0	2
49	9	"3 e8+e7+4 f5+su(3)+7(g2+su(2))"	"3 e8+e7+4 f5+su(3)+8(g2+su(2))"	49	256	0	1	0	0	0	0	0	0	2
49	12	"4 e8+3 f5+6(g2+su(2))"	"4 e8+3 f5+7(g2+su(2))"	49	210	0	1	0	0	0	0	0	0	2
49	13	"3 e8+e7+4 f5+su(3)+8(g2+su(2))"	"3 e8+e7+4 f5+9(g2+su(2))"	49	255	1	0	0	0	0	0	0	0	2
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+3 f5+10(g2+su(2))"	53	183	2	2	0	0	0	0	0	0	2
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+3 f5+2 su(3)+8(g2+su(2))"	53	185	0	2	0	0	0	0	0	0	18
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+3 f5+3 su(3)+8(g2+su(2))"	53	177	0	3	0	0	0	0	0	0	3
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+3 f5+9(g2+su(2))"	51	192	1	1	0	0	0	0	0	0	2
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+3 f5+9(g2+su(2))"	52	192	1	1	0	0	0	0	0	0	8
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+3 f5+so(8)+2 su(3)+8(g2+su(2))"	54	157	0	2	1	0	0	0	0	0	4
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+3 f5+so(8)+8(g2+su(2))"	49	173	0	0	1	0	0	0	0	0	2
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+3 f5+so(8)+9(g2+su(2))"	53	164	1	1	1	0	0	0	0	0	4
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+3 f5+so(8)+9(g2+su(2))"	54	164	1	1	1	0	0	0	0	0	14
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+3 f5+so(8)+9(g2+su(2))"	55	164	1	1	1	0	0	0	0	0	2
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+3 f5+so(8)+su(3)+8(g2+su(2))"	50	165	0	1	1	0	0	0	0	0	2
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+3 f5+so(8)+su(3)+8(g2+su(2))"	54	165	0	1	1	0	0	0	0	0	8
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+3 f5+su(3)+8(g2+su(2))"	49	193	0	1	0	0	0	0	0	0	2
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+3 f5+su(3)+8(g2+su(2))"	52	193	0	1	0	0	0	0	0	0	3
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+3 f5+su(3)+9(g2+su(2))"	53	184	1	2	0	0	0	0	0	0	20
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+4 f5+2 su(3)+8(g2+su(2))"	55	133	0	2	0	1	0	0	0	0	4
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+4 f5+8(g2+su(2))"	49	149	0	0	0	1	0	0	0	0	2
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+4 f5+9(g2+su(2))"	54	140	1	1	0	1	0	0	0	0	10
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+4 f5+so(8)+8(g2+su(2))"	50	121	0	0	1	1	0	0	0	0	2
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+4 f5+su(3)+8(g2+su(2))"	50	141	0	1	0	1	0	0	0	0	2
49	14	"4 e8+3 f5+8(g2+su(2))"	"4 e8+4 f5+su(3)+8(g2+su(2))"	54	141	0	1	0	1	0	0	0	0	8
49	16	"3 e8+e7+4 f5+8(g2+su(2))"	"3 e8+e7+4 f5+7(g2+su(2))+so(7)+2 su(2)"	49	262	1	0	0	0	0	0	0	0	3
49	16	"3 e8+e7+4 f5+8(g2+su(2))"	"3 e8+e7+4 f5+7(g2+su(2))+so(7)+2 su(2)"	54	262	1	0	0	0	0	0	0	0	3
49	16	"3 e8+e7+4 f5+8(g2+su(2))"	"3 e8+e7+4 f5+9(g2+su(2))"	49	255	1	1	0	0	0	0	0	0	4
49	16	"3 e8+e7+4 f5+8(g2+su(2))"	"3 e8+e7+4 f5+so(8)+su(3)+8(g2+su(2))"	49	228	0	1	1	0	0	0	0	0	2
49	16	"3 e8+e7+4 f5+8(g2+su(2))"	"3 e8+e7+4 f5+su(3)+8(g2+su(2))"	49	256	0	1	0	0	0	0	0	0	5
49	16	"3 e8+e7+4 f5+8(g2+su(2))"	"3 e8+e7+5 f5+su(3)+8(g2+su(2))"	50	204	0	1	0	1	0	0	0	0	2
49	17	"3 e8+e6+4 f5+su(3)+7(g2+su(2))"	"3 e8+2 e6+4 f5+2 su(3)+7(g2+su(2))"	49	234	0	1	0	0	1	0	0	0	2
49	17	"3 e8+e6+4 f5+su(3)+7(g2+su(2))"	"3 e8+e7'+e6+4 f5+2 su(3)+7(g2+su(2))"	50	207	0	1	0	0	0	1	0	0	2
49	17	"3 e8+e6+4 f5+su(3)+7(g2+su(2))"	"3 e8+e7+e6+4 f5+2 su(3)+7(g2+su(2))"	51	179	0	1	0	0	0	0	1	0	2
49	17	"3 e8+e6+4 f5+su(3)+7(g2+su(2))"	"4 e8+e6+4 f5+2 su(3)+7(g2+su(2))"	55	64	0	1	0	0	0	0	0	1	2
49	19	"3 e8+e7+4 f5+su(3)+7(g2+su(2))"	"3 e8+e7+4 f5+8(g2+su(2))"	49	264	1	0	0	0	0	0	0	0	3
49	19	"3 e8+e7+4 f5+su(3)+7(g2+su(2))"	"3 e8+e7+4 f5+su(3)+8(g2+su(2))"	49	256	1	1	0	0	0	0	0	0	2
49	33	"3 e8+e6+4 f5+2 su(3)+7(g2+su(2))"	"3 e8+2 e6+4 f5+2 su(3)+7(g2+su(2))"	49	234	0	0	0	0	1	0	0	0	2
49	33	"3 e8+e6+4 f5+2 su(3)+7(g2+su(2))"	"3 e8+2 e6+4 f5+3 su(3)+7(g2+su(2))"	49	226	0	1	0	0	1	0	0	0	2
49	33	"3 e8+e6+4 f5+2 su(3)+7(g2+su(2))"	"3 e8+2 e6+4 f5+so(8)+2 su(3)+7(g2+su(2))"	50	206	0	0	1	0	1	0	0	0	2
49	33	"3 e8+e6+4 f5+2 su(3)+7(g2+su(2))"	"3 e8+2 e6+5 f5+2 su(3)+7(g2+su(2))"	51	182	0	0	0	1	1	0	0	0	2
49	33	"3 e8+e6+4 f5+2 su(3)+7(g2+su(2))"	"3 e8+e6+5 f5+2 su(3)+7(g2+su(2))"	49	260	0	0	0	1	0	0	0	0	3
49	33	"3 e8+e6+4 f5+2 su(3)+7(g2+su(2))"	"3 e8+e6+5 f5+so(8)+2 su(3)+7(g2+su(2))"	49	232	0	0	1	1	0	0	0	0	2
49	33	"3 e8+e6+4 f5+2 su(3)+7(g2+su(2))"	"3 e8+e7+e6+4 f5+2 su(3)+7(g2+su(2))+so(7)+2 su(2)"	54	168	2	1	0	0	0	0	1	0	2
49	33	"3 e8+e6+4 f5+2 su(3)+7(g2+su(2))"	"3 e8+e7+e6+4 f5+2 su(3)+8(g2+su(2))"	54	170	1	1	0	0	0	0	1	0	6
49	33	"3 e8+e6+4 f5+2 su(3)+7(g2+su(2))"	"3 e8+e7+e6+4 f5+3 su(3)+7(g2+su(2))"	54	171	0	1	0	0	0	0	1	0	4
49	33	"3 e8+e6+4 f5+2 su(3)+7(g2+su(2))"	"3 e8+e7+e6+4 f5+3 su(3)+8(g2+su(2))"	54	162	1	2	0	0	0	0	1	0	2
49	33	"3 e8+e6+4 f5+2 su(3)+7(g2+su(2))"	"3 e8+e7+e6+4 f5+4 su(3)+7(g2+su(2))"	54	163	0	2	0	0	0	0	1	0	3
49	36	"3 e8+e7+4 f5+su(3)+7(g2+su(2))"	"3 e8+e7+4 f5+su(3)+8(g2+su(2))"	49	256	0	1	0	0	0	0	0	0	2
49	37	"3 e8+e7+4 f5+su(3)+7(g2+su(2))"	"3 e8+e7+4 f5+su(3)+8(g2+su(2))"	49	256	0	1	0	0	0	0	0	0	2
49	38	"4 e8+3 f5+su(3)+8(g2+su(2))"	"4 e8+3 f5+10(g2+su(2))"	53	183	2	1	0	0	0	0	0	0	9
49	38	"4 e8+3 f5+su(3)+8(g2+su(2))"	"4 e8+3 f5+2 su(3)+8(g2+su(2))"	53	185	0	1	0	0	0	0	0	0	7
49	38	"4 e8+3 f5+su(3)+8(g2+su(2))"	"4 e8+3 f5+2 su(3)+9(g2+su(2))"	53	176	1	2	0	0	0	0	0	0	3
49	38	"4 e8+3 f5+su(3)+8(g2+su(2))"	"4 e8+3 f5+3 su(3)+8(g2+su(2))"	53	177	0	2	0	0	0	0	0	0	4
49	38	"4 e8+3 f5+su(3)+8(g2+su(2))"	"4 e8+3 f5+3 su(3)+8(g2+su(2))"	54	177	0	2	0	0	0	0	0	0	2
49	38	"4 e8+3 f5+su(3)+8(g2+su(2))"	"4 e8+3 f5+9(g2+su(2))"	52	192	1	0	0	0	0	0	0	0	4
49	38	"4 e8+3 f5+su(3)+8(g2+su(2))"	"4 e8+3 f5+9(g2+su(2))"	54	192	1	0	0	0	0	0	0	0	5
49	38	"4 e8+3 f5+su(3)+8(g2+su(2))"	"4 e8+3 f5+so(8)+2 su(3)+8(g2+su(2))"	54	157	0	1	1	0	0	0	0	0	2
49	38	"4 e8+3 f5+su(3)+8(g2+su(2))"	"4 e8+3 f5+so(8)+9(g2+su(2))"	53	164	1	0	1	0	0	0	0	0	4
49	38	"4 e8+3 f5+su(3)+8(g2+su(2))"	"4 e8+3 f5+so(8)+9(g2+su(2))"	54	164	1	0	1	0	0	0	0	0	6
49	38	"4 e8+3 f5+su(3)+8(g2+su(2))"	"4 e8+3 f5+su(3)+8(g2+su(2))+so(7)+2 su(2)"	53	182	2	1	0	0	0	0	0	0	13
49	38	"4 e8+3 f5+su(3)+8(g2+su(2))"	"4 e8+3 f5+su(3)+9(g2+su(2))"	53	184	1	1	0	0	0	0	0	0	29
49	38	"4 e8+3 f5+su(3)+8(g2+su(2))"	"4 e8+4 f5+2 su(3)+8(g2+su(2))"	54	133	0	1	0	1	0	0	0	0	2
49	38	"4 e8+3 f5+su(3)+8(g2+su(2))"	"4 e8+4 f5+9(g2+su(2))"	54	140	1	0	0	1	0	0	0	0	5
49	41	"3 e8+e7'+5 f5+su(3)+7(g2+su(2))"	"3 e8+e7'+5 f5+su(3)+8(g2+su(2))"	50	232	1	1	0	0	0	0	0	0	2
49	43	"3 e8+e7+4 f5+8(g2+su(2))"	"3 e8+e7+4 f5+7(g2+su(2))+so(7)+2 su(2)"	54	262	1	0	0	0	0	0	0	0	3
49	43	"3 e8+e7+4 f5+8(g2+su(2))"	"3 e8+e7+4 f5+9(g2+su(2))"	49	255	0	1	0	0	0	0	0	0	2
49	48	"3 e8+e6+5 f5+3 su(3)+6(g2+su(2))"	"3 e8+2 e6+5 f5+2 su(3)+7(g2+su(2))"	53	182	1	0	0	0	1	0	0	0	5
49	48	"3 e8+e6+5 f5+3 su(3)+6(g2+su(2))"	"3 e8+e6+5 f5+3 su(3)+7(g2+su(2))"	49	252	1	1	0	0	0	0	0	0	2
49	48	"3 e8+e6+5 f5+3 su(3)+6(g2+su(2))"	"3 e8+e6+5 f5+4 su(3)+6(g2+su(2))"	49	253	0	1	0	0	0	0	0	0	3
49	50	"3 e8+e7+4 f5+9(g2+su(2))"	"3 e8+e7+4 f5+8(g2+su(2))+so(7)+2 su(2)"	49	253	1	0	0	0	0	0	0	0	3
49	56	"4 e8+3 f5+so(8)+7(g2+su(2))"	"4 e8+3 f5+so(8)+8(g2+su(2))"	54	173	1	1	0	0	0	0	0	0	3
49	56	"4 e8+3 f5+so(8)+7(g2+su(2))"	"4 e8+3 f5+so(8)+su(3)+7(g2+su(2))"	54	174	0	1	0	0	0	0	0	0	2
49	57	"3 e8+2 e6+4 f5+2 su(3)+6(g2+su(2))"	"3 e8+2 e6+4 f5+3 su(3)+6(g2+su(2))"	49	235	0	1	0	0	0	0	0	0	4
49	57	"3 e8+2 e6+4 f5+2 su(3)+6(g2+su(2))"	"3 e8+2 e6+4 f5+3 su(3)+6(g2+su(2))"	50	235	0	1	0	0	0	0	0	0	4
49	57	"3 e8+2 e6+4 f5+2 su(3)+6(g2+su(2))"	"3 e8+2 e6+4 f5+4 su(3)+6(g2+su(2))"	49	227	0	2	0	0	0	0	0	0	4
49	58	"4 e8+3 f5+so(8)+7(g2+su(2))"	"4 e8+3 f5+so(8)+8(g2+su(2))"	54	173	1	1	0	0	0	0	0	0	3
49	58	"4 e8+3 f5+so(8)+7(g2+su(2))"	"4 e8+3 f5+so(8)+9(g2+su(2))"	54	164	1	2	0	0	0	0	0	0	3
49	58	"4 e8+3 f5+so(8)+7(g2+su(2))"	"4 e8+3 f5+so(8)+su(3)+7(g2+su(2))"	54	174	0	1	0	0	0	0	0	0	2
49	58	"4 e8+3 f5+so(8)+7(g2+su(2))"	"4 e8+3 f5+so(8)+su(3)+8(g2+su(2))"	54	165	0	2	0	0	0	0	0	0	2
49	59	"4 e8+3 f5+so(8)+8(g2+su(2))"	"4 e8+3 f5+so(8)+2 su(3)+8(g2+su(2))"	54	157	0	2	0	0	0	0	0	0	2
49	59	"4 e8+3 f5+so(8)+8(g2+su(2))"	"4 e8+3 f5+so(8)+9(g2+su(2))"	53	164	1	1	0	0	0	0	0	0	4
49	59	"4 e8+3 f5+so(8)+8(g2+su(2))"	"4 e8+3 f5+so(8)+9(g2+su(2))"	54	164	1	1	0	0	0	0	0	0	6
49	59	"4 e8+3 f5+so(8)+8(g2+su(2))"	"4 e8+3 f5+so(8)+su(3)+8(g2+su(2))"	53	165	0	1	0	0	0	0	0	0	2
49	59	"4 e8+3 f5+so(8)+8(g2+su(2))"	"4 e8+3 f5+so(8)+su(3)+8(g2+su(2))"	54	165	0	1	0	0	0	0	0	0	2
49	60	"3 e8+2 e7+3 f5+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+2 e7+3 f5+2 su(3)+7(g2+su(2))+so(7)+2 su(2)"	54	165	0	2	0	0	0	0	0	0	2
49	60	"3 e8+2 e7+3 f5+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+2 e7+3 f5+8(g2+su(2))+so(7)+2 su(2)"	53	172	1	1	0	0	0	0	0	0	4
49	60	"3 e8+2 e7+3 f5+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+2 e7+3 f5+8(g2+su(2))+so(7)+2 su(2)"	54	172	1	1	0	0	0	0	0	0	6
49	60	"3 e8+2 e7+3 f5+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+2 e7+3 f5+su(3)+7(g2+su(2))+so(7)+2 su(2)"	54	173	0	1	0	0	0	0	0	0	3
49	60	"3 e8+2 e7+3 f5+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+2 e7+3 f5+su(3)+8(g2+su(2))+so(7)+2 su(2)"	54	164	1	2	0	0	0	0	0	0	2
49	61	"3 e8+e7+3 f5+so(8)+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+2 e7+3 f5+so(8)+8(g2+su(2))+so(7)+2 su(2)"	54	144	1	1	0	0	0	0	1	0	2
49	61	"3 e8+e7+3 f5+so(8)+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+2 e7+3 f5+so(8)+su(3)+7(g2+su(2))+so(7)+2 su(2)"	55	145	0	1	0	0	0	0	1	0	2
49	61	"3 e8+e7+3 f5+so(8)+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+e7+3 f5+2 so(8)+7(g2+su(2))+so(7)+2 su(2)"	49	258	0	0	1	0	0	0	0	0	3
49	61	"3 e8+e7+3 f5+so(8)+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+e7+e7'+3 f5+so(8)+8(g2+su(2))+so(7)+2 su(2)"	54	172	1	1	0	0	0	1	0	0	3
49	63	"3 e8+2 e6+4 f5+2 su(3)+6(g2+su(2))"	"3 e8+2 e6+4 f5+3 su(3)+6(g2+su(2))"	49	235	0	1	0	0	0	0	0	0	2
49	63	"3 e8+2 e6+4 f5+2 su(3)+6(g2+su(2))"	"3 e8+2 e6+4 f5+3 su(3)+7(g2+su(2))"	49	226	0	2	0	0	0	0	0	0	2
49	64	"3 e8+2 e6+4 f5+su(3)+7(g2+su(2))"	"3 e8+2 e6+4 f5+2 su(3)+7(g2+su(2))"	49	234	0	1	0	0	0	0	0	0	3
49	64	"3 e8+2 e6+4 f5+su(3)+7(g2+su(2))"	"3 e8+2 e6+4 f5+2 su(3)+7(g2+su(2))"	50	234	0	1	0	0	0	0	0	0	2
49	64	"3 e8+2 e6+4 f5+su(3)+7(g2+su(2))"	"3 e8+2 e6+4 f5+3 su(3)+7(g2+su(2))"	49	226	0	2	0	0	0	0	0	0	2
49	65	"3 e8+2 e6+4 f5+su(3)+7(g2+su(2))"	"3 e8+2 e6+4 f5+2 su(3)+7(g2+su(2))"	49	234	0	1	0	0	0	0	0	0	2
49	66	"3 e8+e7+4 f5+so(8)+su(3)+7(g2+su(2))"	""	54	236	1	0	0	0	0	0	0	0	2
49	68	"4 e8+3 f5+so(8)+7(g2+su(2))"	"4 e8+3 f5+so(8)+8(g2+su(2))"	54	173	1	1	0	0	0	0	0	0	3
49	68	"4 e8+3 f5+so(8)+7(g2+su(2))"	"4 e8+3 f5+so(8)+su(3)+7(g2+su(2))"	54	174	0	1	0	0	0	0	0	0	2
49	71	"3 e8+e7+3 f5+so(8)+su(3)+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+2 e7+3 f5+so(8)+8(g2+su(2))+so(7)+2 su(2)"	54	144	1	0	0	0	0	0	1	0	3
49	71	"3 e8+e7+3 f5+so(8)+su(3)+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+e7+e7'+3 f5+so(8)+8(g2+su(2))+so(7)+2 su(2)"	53	172	1	0	0	0	0	1	0	0	2
49	73	"3 e8+2 e6+4 f5+8(g2+su(2))"	"3 e8+2 e6+4 f5+su(3)+8(g2+su(2))"	49	233	0	1	0	0	0	0	0	0	2
49	75	"3 e8+2 e7+3 f5+su(3)+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+2 e7+3 f5+2 su(3)+7(g2+su(2))+so(7)+2 su(2)"	54	165	0	1	0	0	0	0	0	0	2
49	75	"3 e8+2 e7+3 f5+su(3)+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+2 e7+3 f5+8(g2+su(2))+so(7)+2 su(2)"	53	172	1	0	0	0	0	0	0	0	9
49	75	"3 e8+2 e7+3 f5+su(3)+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+2 e7+3 f5+su(3)+8(g2+su(2))+so(7)+2 su(2)"	54	164	1	1	0	0	0	0	0	0	3
49	76	"3 e8+2 e6+4 f5+2 su(3)+6(g2+su(2))"	"3 e8+2 e6+4 f5+2 su(3)+7(g2+su(2))"	49	234	0	1	0	0	0	0	0	0	2
49	84	"6 e7+2 f5+4(g2+su(2))+5(so(7)+2 su(2))"	"6 e7+e7'+e6+2 f5+4(g2+su(2))+5(so(7)+2 su(2))"	49	245	0	0	0	0	1	1	0	0	2
49	84	"6 e7+2 f5+4(g2+su(2))+5(so(7)+2 su(2))"	"7 e7+3 f5+4(g2+su(2))+5(so(7)+2 su(2))"	49	243	0	0	0	1	0	0	1	0	2
49	84	"6 e7+2 f5+4(g2+su(2))+5(so(7)+2 su(2))"	"7 e7+e6+2 f5+4(g2+su(2))+5(so(7)+2 su(2))"	50	217	0	0	0	0	1	0	1	0	2
49	84	"6 e7+2 f5+4(g2+su(2))+5(so(7)+2 su(2))"	"7 e7+e7'+2 f5+4(g2+su(2))+5(so(7)+2 su(2))"	51	190	0	0	0	0	0	1	1	0	2
49	85	"6 e7+2 f5+su(3)+3(g2+su(2))+5(so(7)+2 su(2))"	"e8+6 e7+2 f5+2 su(3)+3(g2+su(2))+5(so(7)+2 su(2))"	54	173	0	1	0	0	0	0	0	1	4
49	85	"6 e7+2 f5+su(3)+3(g2+su(2))+5(so(7)+2 su(2))"	"e8+6 e7+2 f5+2 su(3)+4(g2+su(2))+5(so(7)+2 su(2))"	54	164	1	2	0	0	0	0	0	1	5
49	85	"6 e7+2 f5+su(3)+3(g2+su(2))+5(so(7)+2 su(2))"	"e8+6 e7+2 f5+3 su(3)+3(g2+su(2))+5(so(7)+2 su(2))"	54	165	0	2	0	0	0	0	0	1	3
49	85	"6 e7+2 f5+su(3)+3(g2+su(2))+5(so(7)+2 su(2))"	"e8+6 e7+2 f5+4(g2+su(2))+5(so(7)+2 su(2))"	53	180	1	0	0	0	0	0	0	1	5
49	85	"6 e7+2 f5+su(3)+3(g2+su(2))+5(so(7)+2 su(2))"	"e8+6 e7+2 f5+5(g2+su(2))+5(so(7)+2 su(2))"	54	171	2	1	0	0	0	0	0	1	6
49	85	"6 e7+2 f5+su(3)+3(g2+su(2))+5(so(7)+2 su(2))"	"e8+6 e7+2 f5+so(8)+4(g2+su(2))+5(so(7)+2 su(2))"	54	152	1	0	1	0	0	0	0	1	2
49	85	"6 e7+2 f5+su(3)+3(g2+su(2))+5(so(7)+2 su(2))"	"e8+6 e7+2 f5+su(3)+3(g2+su(2))+6(so(7)+2 su(2))"	54	170	2	1	0	0	0	0	0	1	2
49	85	"6 e7+2 f5+su(3)+3(g2+su(2))+5(so(7)+2 su(2))"	"e8+6 e7+2 f5+su(3)+4(g2+su(2))+5(so(7)+2 su(2))"	53	172	1	1	0	0	0	0	0	1	2
49	85	"6 e7+2 f5+su(3)+3(g2+su(2))+5(so(7)+2 su(2))"	"e8+6 e7+2 f5+su(3)+4(g2+su(2))+5(so(7)+2 su(2))"	54	172	1	1	0	0	0	0	0	1	19
49	86	"3 e8+e7+e7'+3 f5+so(8)+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+e7+e7'+3 f5+so(8)+8(g2+su(2))+so(7)+2 su(2)"	53	172	1	1	0	0	0	0	0	0	2
