"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
55	3	"4 e8+5 f4+su(3)+8(g2+su(2))"	"4 e8+5 f4+9(g2+su(2))"	60	262	1	0	0	0	0	0	0	0
55	8	"4 e8+5 f4+su(3)+8(g2+su(2))"	"4 e8+5 f4+9(g2+su(2))"	60	262	1	0	0	0	0	0	0	0
55	9	"4 e8+5 f4+2 su(3)+8(g2+su(2))"	"4 e8+5 f4+su(3)+9(g2+su(2))"	60	254	1	0	0	0	0	0	0	0
55	10	"4 e8+5 f4+su(3)+8(g2+su(2))"	"4 e8+5 f4+9(g2+su(2))"	61	262	1	0	0	0	0	0	0	0
55	12	"4 e8+5 f4+9(g2+su(2))"	"4 e8+5 f4+8(g2+su(2))+so(7)+2 su(2)"	60	260	1	0	0	0	0	0	0	0
55	14	"4 e8+4 f4+su(3)+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	63	172	1	0	0	0	0	0	1	0
55	15	"4 e8+5 f4+su(3)+9(g2+su(2))"	"4 e8+5 f4+10(g2+su(2))"	60	253	1	0	0	0	0	0	0	0
55	18	"4 e8+5 f4+9(g2+su(2))"	"4 e8+5 f4+8(g2+su(2))+so(7)+2 su(2)"	60	260	1	0	0	0	0	0	0	0
55	19	"4 e8+5 f4+2 su(3)+8(g2+su(2))"	"4 e8+5 f4+su(3)+9(g2+su(2))"	60	254	1	0	0	0	0	0	0	0
55	19	"4 e8+5 f4+2 su(3)+8(g2+su(2))"	"4 e8+5 f4+su(3)+9(g2+su(2))"	61	254	1	0	0	0	0	0	0	0
55	20	"4 e8+5 f4+su(3)+9(g2+su(2))"	"4 e8+5 f4+10(g2+su(2))"	61	253	1	0	0	0	0	0	0	0
55	21	"4 e8+5 f4+su(3)+9(g2+su(2))"	"4 e8+5 f4+10(g2+su(2))"	61	253	1	0	0	0	0	0	0	0
55	31	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	63	172	1	1	0	0	0	0	0	0
55	31	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+su(3)+9(g2+su(2))"	63	173	0	1	0	0	0	0	0	0
55	42	"4 e8+e7+4 f4+su(3)+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	61	172	1	0	0	0	0	0	0	0
55	49	"4 e8+4 f4+2 so(8)+su(3)+8(g2+su(2))"	"4 e8+4 f4+2 so(8)+9(g2+su(2))"	60	258	1	0	0	0	0	0	0	0
55	54	"4 e8+4 f4+2 so(8)+9(g2+su(2))"	"4 e8+4 f4+2 so(8)+8(g2+su(2))+so(7)+2 su(2)"	60	256	1	0	0	0	0	0	0	0
55	57	"4 e8+4 f4+2 so(8)+2 su(3)+8(g2+su(2))"	"4 e8+4 f4+2 so(8)+su(3)+9(g2+su(2))"	60	250	1	0	0	0	0	0	0	0
