"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
55	3	"4 e8+5 f5+su(3)+8(g2+su(2))"	"4 e8+5 f5+2 su(3)+8(g2+su(2))"	55	255	0	1	0	0	0	0	0	0	2
55	3	"4 e8+5 f5+su(3)+8(g2+su(2))"	"4 e8+5 f5+9(g2+su(2))"	55	262	1	0	0	0	0	0	0	0	3
55	4	"4 e8+5 f5+8(g2+su(2))"	"4 e8+5 f5+9(g2+su(2))"	55	262	1	1	0	0	0	0	0	0	8
55	4	"4 e8+5 f5+8(g2+su(2))"	"4 e8+5 f5+su(3)+8(g2+su(2))"	55	263	0	1	0	0	0	0	0	0	8
55	5	"4 e8+4 f5+8(g2+su(2))"	"4 e8+e6+4 f5+9(g2+su(2))"	55	236	0	1	0	0	1	0	0	0	2
55	5	"4 e8+4 f5+8(g2+su(2))"	"4 e8+e7'+4 f5+9(g2+su(2))"	56	209	0	1	0	0	0	1	0	0	2
55	5	"4 e8+4 f5+8(g2+su(2))"	"4 e8+e7+4 f5+9(g2+su(2))"	56	181	0	1	0	0	0	0	1	0	2
55	5	"4 e8+4 f5+8(g2+su(2))"	"5 e8+4 f5+9(g2+su(2))"	60	66	0	1	0	0	0	0	0	1	2
55	6	"4 e8+4 f5+9(g2+su(2))"	"4 e8+5 f5+9(g2+su(2))"	55	262	0	0	0	1	0	0	0	0	3
55	6	"4 e8+4 f5+9(g2+su(2))"	"4 e8+5 f5+so(8)+9(g2+su(2))"	55	234	0	0	1	1	0	0	0	0	2
55	6	"4 e8+4 f5+9(g2+su(2))"	"4 e8+e7+4 f5+10(g2+su(2))"	60	172	1	1	0	0	0	0	1	0	5
55	6	"4 e8+4 f5+9(g2+su(2))"	"4 e8+e7+4 f5+2 su(3)+9(g2+su(2))"	60	165	0	2	0	0	0	0	1	0	2
55	6	"4 e8+4 f5+9(g2+su(2))"	"4 e8+e7+4 f5+su(3)+9(g2+su(2))"	60	173	0	1	0	0	0	0	1	0	4
55	7	"4 e8+5 f5+8(g2+su(2))"	"4 e8+5 f5+9(g2+su(2))"	55	262	0	1	0	0	0	0	0	0	3
55	7	"4 e8+5 f5+8(g2+su(2))"	"4 e8+5 f5+su(3)+8(g2+su(2))"	55	263	0	1	0	0	0	0	0	0	2
