"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
55	4	"4 e8+5 f5+8(g2+su(2))"	55	262	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:53→1, s1:1→1 / s2:55→1, s1:2→1 / s2:53→1, s1:2→1 / s2:55→1, s1:53→1 / s2:1→1, s1:53→1 / s2:2→1, s1:55→1 / s2:1→1, s1:55→1 / s2:2→1}"	"{s2:56→1, s2:56→1, s2:56→1, s2:56→1, s2:56→1, s2:56→1, s2:56→1, s2:56→1}"
55	5	"4 e8+4 f5+8(g2+su(2))"	55	236	0	1	0	0	1	0	0	0	"{s1:55→1, s1:55→1}"	"{s2:1→1, s2:4→1}"
55	5	"4 e8+4 f5+8(g2+su(2))"	56	181	0	1	0	0	0	0	1	0	"{s1:55→1, s1:55→1}"	"{s2:1→1, s2:4→1}"
55	5	"4 e8+4 f5+8(g2+su(2))"	56	209	0	1	0	0	0	1	0	0	"{s1:55→1, s1:55→1}"	"{s2:1→1, s2:4→1}"
55	5	"4 e8+4 f5+8(g2+su(2))"	60	66	0	1	0	0	0	0	0	1	"{s1:55→1, s1:55→1}"	"{s2:1→1, s2:4→1}"
55	6	"4 e8+4 f5+9(g2+su(2))"	55	228	0	1	0	0	1	0	0	0	"s1:55→1 / s2:1→1"	""
55	6	"4 e8+4 f5+9(g2+su(2))"	55	234	0	0	1	1	0	0	0	0	"{s1:1→1 / s2:55→1, s1:55→1 / s2:1→1}"	""
55	6	"4 e8+4 f5+9(g2+su(2))"	56	181	0	0	1	0	0	1	0	0	"s1:55→1 / s2:1→1"	""
55	6	"4 e8+4 f5+9(g2+su(2))"	56	184	0	0	0	1	1	0	0	0	"s1:55→1 / s2:1→1"	""
55	6	"4 e8+4 f5+9(g2+su(2))"	56	201	0	1	0	0	0	1	0	0	"s1:55→1 / s2:1→1"	""
55	6	"4 e8+4 f5+9(g2+su(2))"	56	208	0	0	1	0	1	0	0	0	"s1:55→1 / s2:1→1"	""
55	6	"4 e8+4 f5+9(g2+su(2))"	56	210	0	0	0	2	0	0	0	0	"s1:55→1 / s2:1→1"	""
55	6	"4 e8+4 f5+9(g2+su(2))"	57	129	0	0	0	1	0	0	1	0	"s1:55→1 / s2:1→1"	""
55	6	"4 e8+4 f5+9(g2+su(2))"	57	153	0	0	1	0	0	0	1	0	"s1:55→1 / s2:1→1"	""
55	6	"4 e8+4 f5+9(g2+su(2))"	57	157	0	0	0	1	0	1	0	0	"s1:55→1 / s2:1→1"	""
55	6	"4 e8+4 f5+9(g2+su(2))"	57	173	0	1	0	0	0	0	1	0	"s1:55→1 / s2:1→1"	""
55	6	"4 e8+4 f5+9(g2+su(2))"	60	173	0	1	0	0	0	0	1	0	"{s1:55→1 / s2:1→2, s1:55→1 / s2:1→3, s1:55→1 / s2:1→4, s1:55→1 / s2:1→5}"	""
55	10	"4 e8+5 f5+su(3)+8(g2+su(2))"	55	227	0	1	1	0	0	0	0	0	"s1:1→1 / s2:55→1"	""
55	10	"4 e8+5 f5+su(3)+8(g2+su(2))"	55	254	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:55→1, s1:55→1 / s2:1→1}"	"{s2:56→1, s2:56→1}"
55	10	"4 e8+5 f5+su(3)+8(g2+su(2))"	56	203	0	1	0	1	0	0	0	0	"s1:1→1 / s2:55→1"	""
55	14	"4 e8+4 f5+su(3)+9(g2+su(2))"	55	227	1	0	0	0	1	0	0	0	"s1:55→1"	"s2:1→1"
