"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
128	1	129	266	1	1	0	0	0	0	0	1
128	1	129	267	0	1	0	0	0	0	0	1
128	3	129	266	1	0	0	0	0	0	0	1
