"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
78	4	80	259	1	1	0	0	1	0	0	0
78	4	80	260	0	1	0	0	1	0	0	0
78	9	80	259	1	0	0	0	1	0	0	0
78	32	80	231	1	1	0	0	0	0	1	0
78	32	80	232	0	1	0	0	0	0	1	0
78	32	80	259	1	1	0	0	0	1	0	0
78	32	80	260	0	1	0	0	0	1	0	0
