"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
27	29	"2 e8+f5+6(g2+su(2))"	32	179	1	0	0	0	0	0	0	0
27	30	"e8+e7+2 f5+5(g2+su(2))"	28	244	1	1	0	0	0	0	0	0
27	30	"e8+e7+2 f5+5(g2+su(2))"	31	173	1	0	0	0	1	0	0	0
27	30	"e8+e7+2 f5+5(g2+su(2))"	34	173	1	0	0	0	1	0	0	0
27	32	"e8+e7+3 f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"	33	199	1	0	0	0	0	0	0	0
27	35	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	33	170	1	1	0	0	0	0	0	0
27	35	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	34	171	0	1	0	0	0	0	0	0
27	35	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	35	170	1	1	0	0	0	0	0	0
27	35	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	37	161	1	2	0	0	0	0	0	0
27	36	"2 e8+f5+so(8)+4(g2+su(2))"	32	162	1	1	0	0	0	0	0	0
27	36	"2 e8+f5+so(8)+4(g2+su(2))"	34	162	1	1	0	0	0	0	0	0
27	36	"2 e8+f5+so(8)+4(g2+su(2))"	34	163	0	1	0	0	0	0	0	0
27	47	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	34	169	1	1	0	0	0	0	0	0
27	47	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	34	170	1	1	0	0	0	0	0	0
27	47	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	34	171	0	1	0	0	0	0	0	0
27	47	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	34	177	1	0	0	0	0	0	0	0
27	50	"2 e8+f5+so(8)+su(3)+4(g2+su(2))"	32	162	1	0	0	0	0	0	0	0
27	50	"2 e8+f5+so(8)+su(3)+4(g2+su(2))"	33	162	1	0	0	0	0	0	0	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	31	176	1	0	0	0	0	1	0	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	32	148	1	0	0	0	0	0	1	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	139	2	1	0	0	0	0	1	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	140	1	1	0	0	0	0	1	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	167	2	1	0	0	0	1	0	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	168	1	1	0	0	0	1	0	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	34	140	1	1	0	0	0	0	1	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	34	148	1	0	0	0	0	0	1	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	35	140	1	1	0	0	0	0	1	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	35	148	1	0	0	0	0	0	1	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	36	140	1	1	0	0	0	0	1	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	36	141	0	1	0	0	0	0	1	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	39	140	1	1	0	0	0	0	1	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	40	140	1	1	0	0	0	0	1	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	41	139	2	1	0	0	0	0	1	0
27	52	"3 e7+f5+su(3)+g2+su(2)+3(so(7)+2 su(2))"	42	139	2	1	0	0	0	0	1	0
27	53	"3 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	33	148	1	0	0	0	0	0	1	0
27	53	"3 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	34	140	1	1	0	0	0	0	1	0
27	53	"3 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	34	141	1	1	0	0	0	0	1	0
27	53	"3 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	35	140	1	1	0	0	0	0	1	0
27	53	"3 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	35	148	1	0	0	0	0	0	1	0
27	53	"3 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	36	140	1	1	0	0	0	0	1	0
27	53	"3 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	37	141	1	1	0	0	0	0	1	0
27	53	"3 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	37	142	0	1	0	0	0	0	1	0
27	54	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	32	161	1	2	0	0	0	0	0	0
27	54	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	32	170	1	1	0	0	0	0	0	0
27	54	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	34	170	1	1	0	0	0	0	0	0
27	54	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	34	171	0	1	0	0	0	0	0	0
27	54	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	35	170	1	1	0	0	0	0	0	0
27	56	"e8+e7+e6+2 f5+3(g2+su(2))+so(7)+2 su(2)"	31	165	1	2	0	0	0	0	0	0
27	56	"e8+e7+e6+2 f5+3(g2+su(2))+so(7)+2 su(2)"	31	173	1	1	0	0	0	0	0	0
27	56	"e8+e7+e6+2 f5+3(g2+su(2))+so(7)+2 su(2)"	32	173	1	1	0	0	0	0	0	0
27	56	"e8+e7+e6+2 f5+3(g2+su(2))+so(7)+2 su(2)"	33	173	1	1	0	0	0	0	0	0
27	56	"e8+e7+e6+2 f5+3(g2+su(2))+so(7)+2 su(2)"	34	173	1	1	0	0	0	0	0	0
27	56	"e8+e7+e6+2 f5+3(g2+su(2))+so(7)+2 su(2)"	35	173	1	1	0	0	0	0	0	0
27	75	"e8+2 e7+f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"	32	170	1	0	0	0	0	0	0	0
27	75	"e8+2 e7+f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"	33	161	1	1	0	0	0	0	0	0
27	75	"e8+2 e7+f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"	33	170	1	0	0	0	0	0	0	0
27	75	"e8+2 e7+f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"	34	161	1	1	0	0	0	0	0	0
27	77	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	33	177	1	0	0	0	0	0	0	0
27	77	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	34	169	1	1	0	0	0	0	0	0
27	77	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	34	170	1	1	0	0	0	0	0	0
27	77	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	34	171	0	1	0	0	0	0	0	0
27	77	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	34	177	1	0	0	0	0	0	0	0
27	82	"e8+2 e7+f5+4(g2+su(2))+so(7)+2 su(2)"	31	168	1	0	0	0	0	0	0	0
27	82	"e8+2 e7+f5+4(g2+su(2))+so(7)+2 su(2)"	32	160	1	1	0	0	0	0	0	0
27	82	"e8+2 e7+f5+4(g2+su(2))+so(7)+2 su(2)"	33	160	1	1	0	0	0	0	0	0
27	82	"e8+2 e7+f5+4(g2+su(2))+so(7)+2 su(2)"	33	161	1	1	0	0	0	0	0	0
27	82	"e8+2 e7+f5+4(g2+su(2))+so(7)+2 su(2)"	33	168	1	0	0	0	0	0	0	0
27	82	"e8+2 e7+f5+4(g2+su(2))+so(7)+2 su(2)"	34	159	2	1	0	0	0	0	0	0
27	82	"e8+2 e7+f5+4(g2+su(2))+so(7)+2 su(2)"	34	160	1	1	0	0	0	0	0	0
27	82	"e8+2 e7+f5+4(g2+su(2))+so(7)+2 su(2)"	34	161	1	1	0	0	0	0	0	0
27	82	"e8+2 e7+f5+4(g2+su(2))+so(7)+2 su(2)"	34	162	0	1	0	0	0	0	0	0
27	82	"e8+2 e7+f5+4(g2+su(2))+so(7)+2 su(2)"	42	160	1	1	0	0	0	0	0	0
27	82	"e8+2 e7+f5+4(g2+su(2))+so(7)+2 su(2)"	43	159	2	1	0	0	0	0	0	0
27	83	"3 e6+2 f5+4 su(3)+2(g2+su(2))"	35	130	1	2	0	0	0	0	0	1
27	83	"3 e6+2 f5+4 su(3)+2(g2+su(2))"	35	131	0	2	0	0	0	0	0	1
27	83	"3 e6+2 f5+4 su(3)+2(g2+su(2))"	35	136	2	1	0	0	0	0	0	1
27	83	"3 e6+2 f5+4 su(3)+2(g2+su(2))"	35	138	1	1	0	0	0	0	0	1
27	83	"3 e6+2 f5+4 su(3)+2(g2+su(2))"	35	139	0	1	0	0	0	0	0	1
27	86	"2 e7+e7'+f5+2(g2+su(2))+3(so(7)+2 su(2))"	43	159	1	2	0	0	0	0	1	0
27	88	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	35	139	0	1	0	0	1	0	0	0
27	88	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	36	138	1	1	0	0	1	0	0	0
27	88	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	36	139	0	1	0	0	1	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	32	172	1	0	0	1	0	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	32	224	1	0	0	0	0	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	33	146	1	0	0	0	1	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	33	164	1	1	0	1	0	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	33	168	1	0	2	0	0	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	33	224	1	0	0	0	0	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	34	138	1	1	0	0	1	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	34	139	0	1	0	0	1	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	34	144	1	0	1	1	0	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	34	146	1	0	0	0	1	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	34	164	1	1	0	1	0	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	35	137	2	1	0	0	1	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	35	138	1	1	0	0	1	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	35	139	0	1	0	0	1	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	35	156	1	2	0	1	0	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	36	137	2	1	0	0	1	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	39	164	1	1	0	1	0	0	0	0
27	89	"e8+2 e6+2 f5+4 su(3)+2(g2+su(2))"	39	172	1	0	0	1	0	0	0	0
27	90	"2 e7+e7'+f5+3(g2+su(2))+2(so(7)+2 su(2))"	31	176	1	0	0	0	0	0	1	0
27	90	"2 e7+e7'+f5+3(g2+su(2))+2(so(7)+2 su(2))"	32	168	1	1	0	0	0	0	1	0
27	90	"2 e7+e7'+f5+3(g2+su(2))+2(so(7)+2 su(2))"	32	169	1	1	0	0	0	0	1	0
27	90	"2 e7+e7'+f5+3(g2+su(2))+2(so(7)+2 su(2))"	35	61	1	0	0	0	0	0	0	1
27	90	"2 e7+e7'+f5+3(g2+su(2))+2(so(7)+2 su(2))"	36	53	1	1	0	0	0	0	0	1
27	90	"2 e7+e7'+f5+3(g2+su(2))+2(so(7)+2 su(2))"	36	54	1	1	0	0	0	0	0	1
27	90	"2 e7+e7'+f5+3(g2+su(2))+2(so(7)+2 su(2))"	36	55	0	1	0	0	0	0	0	1
27	91	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	33	177	1	0	0	0	0	0	0	0
27	91	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	34	169	1	1	0	0	0	0	0	0
27	91	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	34	170	1	1	0	0	0	0	0	0
27	91	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	34	171	0	1	0	0	0	0	0	0
27	91	"e8+2 e7+f5+3(g2+su(2))+so(7)+2 su(2)"	34	177	1	0	0	0	0	0	0	0
27	92	"3 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	33	141	1	1	0	0	0	0	1	0
27	92	"3 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	34	169	1	1	0	0	0	1	0	0
27	92	"3 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	37	141	1	1	0	0	0	0	1	0
27	92	"3 e7+f5+3(g2+su(2))+2(so(7)+2 su(2))"	37	142	0	1	0	0	0	0	1	0
27	110	"e8+2 e7+f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"	32	161	1	1	0	0	0	0	0	0
27	110	"e8+2 e7+f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"	32	170	1	0	0	0	0	0	0	0
27	110	"e8+2 e7+f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"	33	170	1	0	0	0	0	0	0	0
27	110	"e8+2 e7+f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"	34	161	1	1	0	0	0	0	0	0
27	111	"3 e7+f5+su(3)+3(g2+su(2))+2(so(7)+2 su(2))"	27	273	1	0	0	0	0	0	0	0
27	111	"3 e7+f5+su(3)+3(g2+su(2))+2(so(7)+2 su(2))"	33	140	1	0	0	0	0	0	1	0
27	111	"3 e7+f5+su(3)+3(g2+su(2))+2(so(7)+2 su(2))"	33	141	1	0	0	0	0	0	1	0
27	111	"3 e7+f5+su(3)+3(g2+su(2))+2(so(7)+2 su(2))"	33	168	1	0	0	0	0	1	0	0
27	111	"3 e7+f5+su(3)+3(g2+su(2))+2(so(7)+2 su(2))"	33	273	1	0	0	0	0	0	0	0
27	111	"3 e7+f5+su(3)+3(g2+su(2))+2(so(7)+2 su(2))"	34	169	1	0	0	0	0	1	0	0
27	113	"e8+2 e7+f5+4(g2+su(2))+so(7)+2 su(2)"	32	161	1	1	0	0	0	0	0	0
27	113	"e8+2 e7+f5+4(g2+su(2))+so(7)+2 su(2)"	34	161	1	1	0	0	0	0	0	0
27	113	"e8+2 e7+f5+4(g2+su(2))+so(7)+2 su(2)"	34	162	0	1	0	0	0	0	0	0
27	118	"3 e7+e7'+g2+su(2)+3(so(7)+2 su(2))"	33	235	1	0	0	0	0	0	0	0
27	118	"3 e7+e7'+g2+su(2)+3(so(7)+2 su(2))"	34	235	1	0	0	0	0	0	0	0
27	124	"3 e7+e7'+g2+su(2)+3(so(7)+2 su(2))"	34	235	1	0	0	0	0	0	0	0
27	131	"3 e7+e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	30	194	1	1	0	1	0	0	0	0
27	131	"3 e7+e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	31	168	1	1	0	0	1	0	0	0
27	131	"3 e7+e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	31	169	1	1	0	0	1	0	0	0
27	131	"3 e7+e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	31	176	1	0	0	0	1	0	0	0
27	131	"3 e7+e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	32	254	1	0	0	0	0	0	0	0
27	131	"3 e7+e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	254	1	0	0	0	0	0	0	0
27	131	"3 e7+e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	34	254	1	0	0	0	0	0	0	0
27	131	"3 e7+e6+su(3)+g2+su(2)+3(so(7)+2 su(2))"	39	168	1	1	0	0	1	0	0	0
27	132	"3 e7+e7'+g2+su(2)+3(so(7)+2 su(2))"	33	235	1	0	0	0	0	0	0	0
27	132	"3 e7+e7'+g2+su(2)+3(so(7)+2 su(2))"	34	235	1	0	0	0	0	0	0	0
27	141	"3 e7+e7'+su(3)+g2+su(2)+3(so(7)+2 su(2))"	32	227	1	0	0	0	0	0	0	0
27	141	"3 e7+e7'+su(3)+g2+su(2)+3(so(7)+2 su(2))"	32	228	1	0	0	0	0	0	0	0
27	141	"3 e7+e7'+su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	227	1	0	0	0	0	0	0	0
27	141	"3 e7+e7'+su(3)+g2+su(2)+3(so(7)+2 su(2))"	33	228	1	0	0	0	0	0	0	0
27	146	"3 e7+e7'+g2+su(2)+3(so(7)+2 su(2))"	34	235	1	0	0	0	0	0	0	0
27	153	"4 e6+f5+4 su(3)+g2+su(2)+so(7)+2 su(2)"	33	110	1	1	0	0	0	0	0	1
27	153	"4 e6+f5+4 su(3)+g2+su(2)+so(7)+2 su(2)"	34	102	1	2	0	0	0	0	0	1
27	153	"4 e6+f5+4 su(3)+g2+su(2)+so(7)+2 su(2)"	34	108	2	1	0	0	0	0	0	1
27	153	"4 e6+f5+4 su(3)+g2+su(2)+so(7)+2 su(2)"	34	110	1	1	0	0	0	0	0	1
27	153	"4 e6+f5+4 su(3)+g2+su(2)+so(7)+2 su(2)"	35	102	1	2	0	0	0	0	0	1
27	153	"4 e6+f5+4 su(3)+g2+su(2)+so(7)+2 su(2)"	35	103	0	2	0	0	0	0	0	1
27	153	"4 e6+f5+4 su(3)+g2+su(2)+so(7)+2 su(2)"	35	108	2	1	0	0	0	0	0	1
27	153	"4 e6+f5+4 su(3)+g2+su(2)+so(7)+2 su(2)"	35	110	1	1	0	0	0	0	0	1
27	153	"4 e6+f5+4 su(3)+g2+su(2)+so(7)+2 su(2)"	35	111	0	1	0	0	0	0	0	1
27	157	"3 e7+f5+so(8)+su(3)+g2+su(2)+3(so(7)+2 su(2))"	32	253	1	0	0	0	0	0	0	0
27	157	"3 e7+f5+so(8)+su(3)+g2+su(2)+3(so(7)+2 su(2))"	34	253	1	0	0	0	0	0	0	0
