"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
27	4	"2 e8+f5+4(g2+su(2))"	31	175	0	3	0	0	0	0	0	0	"{s1:27→1 / s2:1→1 / s3:1→1, 27→1, s1:27→1 / s2:1→1 / s3:1→2, 27→2}"	""
27	4	"2 e8+f5+4(g2+su(2))"	31	182	1	2	0	0	0	0	0	0	"{s1:27→1 / s2:1→1, 27→1 / s3:1→1, s1:27→1 / s2:1→1, 27→1 / s3:1→1, s1:27→1 / s2:1→1 / s3:1→1, 27→1, s1:27→1 / s2:1→1 / s3:1→2, 27→2, s1:27→1 / s2:1→1 / s3:1→2, 27→3, s1:27→1 / s2:1→2, 27→1 / s3:1→1}"	"{s3:28→1, s3:29→1, s3:29→1, s3:29→1, s3:29→1, s3:28→1}"
27	4	"2 e8+f5+4(g2+su(2))"	32	162	1	1	1	0	0	0	0	0	"{s1:27→1 / s2:1→1 / s3:1→1, 27→1, s1:27→1 / s2:1→1 / s3:1→2, 27→1}"	"{s3:29→1, s3:29→1}"
27	4	"2 e8+f5+4(g2+su(2))"	33	131	0	2	0	1	0	0	0	0	"s1:1→1 / s2:27→1 / s3:27→1"	""
27	4	"2 e8+f5+4(g2+su(2))"	33	162	1	1	1	0	0	0	0	0	"s1:27→1 / s2:1→1 / s3:1→3, 27→1"	"s3:29→1"
27	4	"2 e8+f5+4(g2+su(2))"	33	175	0	3	0	0	0	0	0	0	"s1:27→1 / s2:1→1 / s3:1→1, 27→2"	""
27	4	"2 e8+f5+4(g2+su(2))"	34	138	1	1	0	1	0	0	0	0	"s1:1→1 / s2:27→1 / s3:27→1"	"s3:29→1"
27	4	"2 e8+f5+4(g2+su(2))"	34	155	0	2	1	0	0	0	0	0	"s1:27→1 / s2:1→1 / s3:1→1"	""
27	4	"2 e8+f5+4(g2+su(2))"	34	162	1	1	1	0	0	0	0	0	"s1:27→1 / s2:1→1 / s3:1→4, 27→1"	"s3:29→1"
27	4	"2 e8+f5+4(g2+su(2))"	35	162	1	1	1	0	0	0	0	0	"s1:27→1 / s2:1→1 / s3:27→1"	"s3:29→1"
27	4	"2 e8+f5+4(g2+su(2))"	36	131	0	2	0	1	0	0	0	0	"s1:1→1 / s2:27→1 / s3:27→2"	""
27	4	"2 e8+f5+4(g2+su(2))"	36	138	1	1	0	1	0	0	0	0	"s1:1→1 / s2:27→1 / s3:27→2"	"s3:29→1"
