"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
93	7	94	268	1	0	0	0	0	0	1	0
93	8	95	268	1	1	0	0	0	0	1	0
