"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
93	7	"7 e8+8 f5+su(3)+15(g2+su(2))"	93	268	1	0	0	0	0	0	1	0	"s1:1→1"	"s2:93→1"
93	8	"7 e8+8 f5+15(g2+su(2))"	93	269	0	1	0	0	0	0	1	0	"{s1:1→1 / s2:91→1, s1:1→1 / s2:93→1}"	""
93	12	"7 e8+7 f5+so(8)+15(g2+su(2))"	93	158	0	0	1	0	0	0	0	1	"s1:1→1 / s2:93→1"	""
93	12	"7 e8+7 f5+so(8)+15(g2+su(2))"	93	273	0	0	1	0	0	0	1	0	"s1:1→1 / s2:93→1"	""
93	12	"7 e8+7 f5+so(8)+15(g2+su(2))"	94	178	0	1	0	0	0	0	0	1	"s1:1→1 / s2:93→1"	""
93	12	"7 e8+7 f5+so(8)+15(g2+su(2))"	97	178	0	1	0	0	0	0	0	1	"{s1:1→1 / s2:93→2, s1:1→1 / s2:93→3}"	""
93	13	"7 e8+8 f5+15(g2+su(2))"	93	268	0	1	0	0	0	0	1	0	"s1:1→1"	"s2:93→1"
93	14	"7 e8+8 f5+2 su(3)+14(g2+su(2))"	93	247	0	0	0	0	2	0	0	0	"s1:93→1 / s2:1→1"	""
93	14	"7 e8+8 f5+2 su(3)+14(g2+su(2))"	93	273	0	0	0	1	1	0	0	0	"{s1:1→1 / s2:93→1, s1:93→1 / s2:1→1}"	""
93	15	"7 e8+e6+7 f5+2 su(3)+14(g2+su(2))"	93	247	0	0	0	1	1	0	0	0	"s1:93→1 / s2:1→1"	""
93	15	"7 e8+e6+7 f5+2 su(3)+14(g2+su(2))"	93	271	0	0	1	0	1	0	0	0	"s1:93→1 / s2:1→1"	""
93	15	"7 e8+e6+7 f5+2 su(3)+14(g2+su(2))"	93	273	0	0	0	2	0	0	0	0	"s1:93→1 / s2:1→1"	""
93	26	"7 e8+7 f5+so(8)+su(3)+15(g2+su(2))"	93	177	1	0	0	0	0	0	0	1	"s1:1→1"	"s2:93→1"
93	26	"7 e8+7 f5+so(8)+su(3)+15(g2+su(2))"	97	170	0	1	0	0	0	0	0	1	"s1:1→1 / s2:92→1"	""
93	26	"7 e8+7 f5+so(8)+su(3)+15(g2+su(2))"	97	177	1	0	0	0	0	0	0	1	"{s1:1→1 / s2:90→1, s1:1→1 / s2:90→1, 92→1, s1:1→1 / s2:92→1}"	"{s2:93→1, s2:93→1, s2:93→1}"
93	27	"7 e8+7 f5+2 so(8)+15(g2+su(2))"	93	245	0	0	1	0	0	0	1	0	"s1:1→1 / s2:93→1"	""
93	27	"7 e8+7 f5+2 so(8)+15(g2+su(2))"	93	265	0	1	0	0	0	0	1	0	"s1:1→1 / s2:93→1"	""
93	27	"7 e8+7 f5+2 so(8)+15(g2+su(2))"	93	273	0	0	1	0	0	1	0	0	"s1:1→1 / s2:93→1"	""
93	28	"7 e8+8 f5+16(g2+su(2))"	93	266	1	0	0	0	0	0	1	0	"s1:1→1"	"s2:93→1"
93	30	"8 e8+7 f5+so(8)+15(g2+su(2))"	97	170	0	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1"	""
93	30	"8 e8+7 f5+so(8)+15(g2+su(2))"	97	177	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:1→1, s1:1→1 / s2:1→1, 3→1, s1:1→1 / s2:3→1}"	"{s2:94→1, s2:94→1, s2:94→1}"
93	45	"13 e7+2 f5+4(g2+su(2))+12(so(7)+2 su(2))"	93	200	0	0	0	0	0	0	0	2	"s1:93→1 / s2:1→1"	""
93	46	"6 e8+2 e7+7 f5+14(g2+su(2))+2(so(7)+2 su(2))"	93	165	0	0	0	0	0	0	2	0	"s1:93→1 / s2:1→1"	""
93	46	"6 e8+2 e7+7 f5+14(g2+su(2))+2(so(7)+2 su(2))"	93	193	0	0	0	0	0	1	1	0	"{s1:1→1 / s2:93→1, s1:93→1 / s2:1→1}"	""
93	46	"6 e8+2 e7+7 f5+14(g2+su(2))+2(so(7)+2 su(2))"	93	220	0	0	0	0	1	0	1	0	"{s1:1→1 / s2:93→1, s1:93→1 / s2:1→1}"	""
93	46	"6 e8+2 e7+7 f5+14(g2+su(2))+2(so(7)+2 su(2))"	93	221	0	0	0	0	0	2	0	0	"s1:93→1 / s2:1→1"	""
93	46	"6 e8+2 e7+7 f5+14(g2+su(2))+2(so(7)+2 su(2))"	93	246	0	0	0	1	0	0	1	0	"{s1:1→1 / s2:93→1, s1:93→1 / s2:1→1}"	""
93	46	"6 e8+2 e7+7 f5+14(g2+su(2))+2(so(7)+2 su(2))"	93	248	0	0	0	0	1	1	0	0	"{s1:1→1 / s2:93→1, s1:93→1 / s2:1→1}"	""
93	46	"6 e8+2 e7+7 f5+14(g2+su(2))+2(so(7)+2 su(2))"	93	270	0	0	1	0	0	0	1	0	"{s1:1→1 / s2:93→1, s1:93→1 / s2:1→1}"	""
