"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
79	6	81	233	0	1	0	0	0	0	1	0
79	6	81	260	1	1	0	0	0	1	0	0
79	6	81	261	0	1	0	0	0	1	0	0
79	6	82	232	1	1	0	0	0	0	1	0
79	10	81	270	1	0	0	1	0	0	0	0
79	14	81	232	1	0	0	0	0	0	1	0
79	14	81	260	1	0	0	0	0	1	0	0
