"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
79	1	"6 e8+6 f5+12(g2+su(2))"	79	135	0	0	0	0	0	0	0	1	"s1:1→1"	""
79	1	"6 e8+6 f5+12(g2+su(2))"	79	250	0	0	0	0	0	0	1	0	"s1:1→1"	""
79	2	"6 e8+6 f5+12(g2+su(2))"	79	135	0	0	0	0	0	0	0	1	"s1:1→1"	""
79	2	"6 e8+6 f5+12(g2+su(2))"	79	250	0	0	0	0	0	0	1	0	"s1:1→1"	""
79	5	"6 e8+6 f5+12(g2+su(2))"	79	135	0	0	0	0	0	0	0	1	"s1:79→1"	""
79	5	"6 e8+6 f5+12(g2+su(2))"	79	250	0	0	0	0	0	0	1	0	"s1:79→1"	""
79	6	"6 e8+6 f5+13(g2+su(2))"	79	241	0	0	0	0	0	0	1	0	"s1:79→1"	""
79	6	"6 e8+6 f5+13(g2+su(2))"	79	269	0	0	0	0	0	1	0	0	"s1:79→1"	""
79	10	"6 e8+7 f5+su(3)+12(g2+su(2))"	79	271	0	0	0	1	0	0	0	0	"s1:1→1"	""
79	11	"6 e8+7 f5+13(g2+su(2))"	79	270	0	0	0	1	0	0	0	0	"s1:1→1"	""
79	14	"6 e8+6 f5+su(3)+13(g2+su(2))"	79	233	0	0	0	0	0	0	1	0	"s1:79→1"	""
79	14	"6 e8+6 f5+su(3)+13(g2+su(2))"	79	261	0	0	0	0	0	1	0	0	"s1:79→1"	""
79	16	"6 e8+6 f5+12(g2+su(2))"	79	135	0	0	0	0	0	0	0	1	"s1:1→1"	""
79	16	"6 e8+6 f5+12(g2+su(2))"	79	250	0	0	0	0	0	0	1	0	"s1:1→1"	""
79	17	"6 e8+6 f5+14(g2+su(2))"	79	232	0	0	0	0	0	0	1	0	"s1:1→1"	""
79	17	"6 e8+6 f5+14(g2+su(2))"	79	260	0	0	0	0	0	1	0	0	"s1:1→1"	""
79	30	"6 e8+6 f5+so(8)+su(3)+12(g2+su(2))"	79	269	0	0	0	0	1	0	0	0	"s1:1→1"	""
79	36	"6 e8+6 f5+so(8)+2 su(3)+12(g2+su(2))"	79	261	0	0	0	0	1	0	0	0	"s1:1→1"	""
79	40	"5 e8+2 e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	79	221	0	0	0	0	0	0	1	0	"s1:79→1"	""
79	40	"5 e8+2 e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	79	249	0	0	0	0	0	1	0	0	"s1:79→1"	""
79	42	"5 e8+2 e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	79	221	0	0	0	0	0	0	1	0	"s1:79→1"	""
79	42	"5 e8+2 e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	79	249	0	0	0	0	0	1	0	0	"s1:79→1"	""
79	48	"5 e8+2 e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	79	221	0	0	0	0	0	0	1	0	"s1:1→1"	""
79	48	"5 e8+2 e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	79	249	0	0	0	0	0	1	0	0	"s1:1→1"	""
79	49	"5 e8+2 e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	79	221	0	0	0	0	0	0	1	0	"s1:1→1"	""
79	49	"5 e8+2 e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	79	249	0	0	0	0	0	1	0	0	"s1:1→1"	""
