"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
43	3	"3 e8+4 f4+su(3)+6(g2+su(2))"	"3 e8+4 f4+2 su(3)+6(g2+su(2))"	43	225	0	1	0	0	0	0	0	0	2
43	3	"3 e8+4 f4+su(3)+6(g2+su(2))"	"3 e8+4 f4+7(g2+su(2))"	44	232	1	0	0	0	0	0	0	0	2
43	3	"3 e8+4 f4+su(3)+6(g2+su(2))"	"3 e8+4 f4+7(g2+su(2))"	48	232	1	0	0	0	0	0	0	0	4
43	3	"3 e8+4 f4+su(3)+6(g2+su(2))"	"3 e8+4 f4+su(3)+7(g2+su(2))"	43	224	1	1	0	0	0	0	0	0	2
43	4	"3 e8+4 f4+6(g2+su(2))"	"3 e8+4 f4+2 su(3)+6(g2+su(2))"	43	225	0	2	0	0	0	0	0	0	4
43	4	"3 e8+4 f4+6(g2+su(2))"	"3 e8+4 f4+7(g2+su(2))"	44	232	1	1	0	0	0	0	0	0	8
43	4	"3 e8+4 f4+6(g2+su(2))"	"3 e8+4 f4+su(3)+6(g2+su(2))"	43	233	0	1	0	0	0	0	0	0	4
43	4	"3 e8+4 f4+6(g2+su(2))"	"3 e8+4 f4+su(3)+6(g2+su(2))"	44	233	0	1	0	0	0	0	0	0	4
43	5	"3 e8+3 f4+6(g2+su(2))"	"3 e8+4 f4+7(g2+su(2))"	43	232	0	1	0	1	0	0	0	0	2
43	5	"3 e8+3 f4+6(g2+su(2))"	"3 e8+e6+3 f4+7(g2+su(2))"	44	206	0	1	0	0	1	0	0	0	2
43	5	"3 e8+3 f4+6(g2+su(2))"	"3 e8+e7'+3 f4+7(g2+su(2))"	45	179	0	1	0	0	0	1	0	0	2
43	5	"3 e8+3 f4+6(g2+su(2))"	"3 e8+e7+3 f4+7(g2+su(2))"	46	151	0	1	0	0	0	0	1	0	2
43	5	"3 e8+3 f4+6(g2+su(2))"	"4 e8+3 f4+7(g2+su(2))"	50	36	0	1	0	0	0	0	0	1	2
43	6	"3 e8+3 f4+7(g2+su(2))"	"3 e8+3 f4+so(8)+7(g2+su(2))"	43	256	0	0	1	0	0	0	0	0	3
43	6	"3 e8+3 f4+7(g2+su(2))"	"3 e8+4 f4+7(g2+su(2))"	43	232	0	0	0	1	0	0	0	0	2
43	6	"3 e8+3 f4+7(g2+su(2))"	"3 e8+4 f4+so(8)+7(g2+su(2))"	44	204	0	0	1	1	0	0	0	0	2
43	6	"3 e8+3 f4+7(g2+su(2))"	"3 e8+4 f4+su(3)+7(g2+su(2))"	43	224	0	1	0	1	0	0	0	0	2
43	6	"3 e8+3 f4+7(g2+su(2))"	"3 e8+e7'+3 f4+8(g2+su(2))"	51	170	1	1	0	0	0	1	0	0	3
43	6	"3 e8+3 f4+7(g2+su(2))"	"3 e8+e7+3 f4+8(g2+su(2))"	49	142	1	1	0	0	0	0	1	0	5
43	6	"3 e8+3 f4+7(g2+su(2))"	"3 e8+e7'+3 f4+su(3)+7(g2+su(2))"	51	171	0	1	0	0	0	1	0	0	2
43	6	"3 e8+3 f4+7(g2+su(2))"	"3 e8+e7+3 f4+su(3)+7(g2+su(2))"	49	143	0	1	0	0	0	0	1	0	4
43	7	"3 e8+4 f4+6(g2+su(2))"	"3 e8+4 f4+7(g2+su(2))"	44	232	0	1	0	0	0	0	0	0	2
43	7	"3 e8+4 f4+6(g2+su(2))"	"3 e8+4 f4+su(3)+6(g2+su(2))"	43	233	0	1	0	0	0	0	0	0	2
43	7	"3 e8+4 f4+6(g2+su(2))"	"3 e8+4 f4+su(3)+7(g2+su(2))"	43	224	0	2	0	0	0	0	0	0	2
43	8	"3 e8+4 f4+su(3)+6(g2+su(2))"	"3 e8+4 f4+7(g2+su(2))"	48	232	1	0	0	0	0	0	0	0	4
43	9	"3 e8+4 f4+2 su(3)+6(g2+su(2))"	"3 e8+4 f4+su(3)+7(g2+su(2))"	43	224	1	0	0	0	0	0	0	0	2
43	9	"3 e8+4 f4+2 su(3)+6(g2+su(2))"	"3 e8+4 f4+su(3)+7(g2+su(2))"	48	224	1	0	0	0	0	0	0	0	8
43	10	"3 e8+4 f4+su(3)+6(g2+su(2))"	"3 e8+4 f4+2 su(3)+6(g2+su(2))"	43	225	0	1	0	0	0	0	0	0	3
43	10	"3 e8+4 f4+su(3)+6(g2+su(2))"	"3 e8+4 f4+2 su(3)+6(g2+su(2))"	44	225	0	1	0	0	0	0	0	0	2
