"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
11	1	"2 f5+2(g2+su(2))"	"2 f5+2(g2+su(2))+so(7)+2 su(2)"	14	186	2	1	0	0	0	0	0	0	"{s1:11→1 / s2:1→1 / s3:1→1, 3→1, 11→2, s1:11→1 / s2:1→1 / s3:1→2, 3→1, 11→2, s1:11→1 / s2:3→1, 11→1 / s3:1→1}"	"{s2:12→1 / s3:12→1, s2:12→1 / s3:12→1, s2:12→1 / s3:12→1}"
11	1	"2 f5+2(g2+su(2))"	"2 f5+3 su(3)+2(g2+su(2))"	17	173	0	3	0	0	0	0	0	0	"s1:11→1 / s2:11→1 / s3:1→1, 11→1"	""
11	1	"2 f5+2(g2+su(2))"	"2 f5+3 su(3)+2(g2+su(2))"	19	173	0	3	0	0	0	0	0	0	"s1:11→1 / s2:11→1 / s3:11→1"	""
11	1	"2 f5+2(g2+su(2))"	"2 f5+so(8)+3(g2+su(2))"	15	160	1	1	1	0	0	0	0	0	"{s1:11→1 / s2:1→1 / s3:3→1, 11→1, s1:11→1 / s2:1→1 / s3:3→1, 11→2, s1:11→1 / s2:1→1 / s3:3→2, 11→2, s1:11→1 / s2:1→1 / s3:3→2, 11→3}"	"{s3:13→1, s3:13→1, s3:13→1, s3:13→1}"
11	1	"2 f5+2(g2+su(2))"	"2 f5+so(8)+3(g2+su(2))"	16	160	1	1	1	0	0	0	0	0	"{s1:11→1 / s2:1→1 / s3:3→1, 11→3, s1:11→1 / s2:1→1 / s3:3→1, 11→4, s1:11→1 / s2:1→1 / s3:3→2, 11→1, s1:11→1 / s2:1→1 / s3:3→3, 11→1, s1:11→1 / s2:1→1 / s3:3→3, 11→2}"	"{s3:13→1, s3:13→1, s3:13→1, s3:13→1, s3:13→1}"
11	1	"2 f5+2(g2+su(2))"	"2 f5+so(8)+3(g2+su(2))"	19	160	1	1	1	0	0	0	0	0	"{s1:11→1 / s2:1→1 / s3:11→1, s1:11→1 / s2:1→1 / s3:3→1}"	"{s3:13→1, s3:13→1}"
11	1	"2 f5+2(g2+su(2))"	"2 f5+so(8)+3(g2+su(2))"	20	160	1	1	1	0	0	0	0	0	"s1:11→1 / s2:1→1 / s3:3→2"	"s3:13→1"
11	1	"2 f5+2(g2+su(2))"	"2 f5+so(8)+3(g2+su(2))"	21	160	1	1	1	0	0	0	0	0	"s1:11→1 / s2:1→1 / s3:3→3"	"s3:13→1"
11	1	"2 f5+2(g2+su(2))"	"2 f5+su(3)+3(g2+su(2))"	15	180	1	2	0	0	0	0	0	0	"{s1:11→1 / s2:1→1, 11→1 / s3:3→1, 11→2, s1:11→1 / s2:1→1, 11→1 / s3:3→1, 11→2, s1:11→1 / s2:1→1, 11→1 / s3:3→1, 11→3, s1:11→1 / s2:1→1, 11→1 / s3:3→1, 11→3, s1:11→1 / s2:1→1, 11→1 / s3:3→1, 11→4, s1:11→1 / s2:1→1, 11→1 / s3:3→1, 11→4, s1:11→1 / s2:1→1 / s3:3→1, 11→1, s1:11→1 / s2:1→1 / s3:3→1, 11→2, s1:11→1 / s2:1→1 / s3:3→1, 11→2, s1:11→1 / s2:1→1 / s3:3→1, 11→3, s1:11→1 / s2:1→1 / s3:3→1, 11→3, s1:11→1 / s2:1→1 / s3:3→1, 11→4, s1:11→1 / s2:1→1 / s3:3→2, 11→2, s1:11→1 / s2:1→1 / s3:3→2, 11→3, s1:11→1 / s2:1→1 / s3:3→2, 11→3}"	"{s3:12→1, s3:13→1, s3:12→1, s3:13→1, s3:12→1, s3:13→1, s3:12→1, s3:12→1, s3:13→1, s3:12→1, s3:13→1, s3:13→1, s3:12→1, s3:12→1, s3:13→1}"
11	1	"2 f5+2(g2+su(2))"	"2 f5+su(3)+3(g2+su(2))"	16	180	1	2	0	0	0	0	0	0	"{s1:11→1 / s2:1→1, 11→1 / s3:3→2, 11→3, s1:11→1 / s2:1→1 / s3:3→1, 11→1, s1:11→1 / s2:1→1 / s3:3→1, 11→4, s1:11→1 / s2:1→1 / s3:3→2, 11→2}"	"{s3:12→1, s3:13→1, s3:12→1, s3:13→1}"
