"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
40	1	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+su(3)+5(g2+su(2))"	40	207	0	1	0	0	0	0	0	0	2
40	2	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+su(3)+5(g2+su(2))"	40	207	0	1	0	0	0	0	0	0	2
40	5	"3 e8+3 f5+su(3)+5(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	45	206	1	0	0	0	0	0	0	0	5
40	5	"3 e8+3 f5+su(3)+5(g2+su(2))"	"3 e8+3 f5+7(g2+su(2))"	41	197	1	1	0	0	0	0	0	0	2
40	5	"3 e8+3 f5+su(3)+5(g2+su(2))"	"3 e8+3 f5+8(g2+su(2))"	43	188	1	2	0	0	0	0	0	0	2
40	5	"3 e8+3 f5+su(3)+5(g2+su(2))"	"3 e8+3 f5+su(3)+6(g2+su(2))"	40	198	0	1	0	0	0	0	0	0	2
40	5	"3 e8+3 f5+su(3)+5(g2+su(2))"	"3 e8+3 f5+su(3)+7(g2+su(2))"	43	189	0	2	0	0	0	0	0	0	2
40	6	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	40	206	0	1	0	0	0	0	0	0	2
40	6	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	42	206	0	1	0	0	0	0	0	0	4
40	6	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+su(3)+5(g2+su(2))"	40	207	0	1	0	0	0	0	0	0	2
40	6	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+su(3)+6(g2+su(2))"	41	198	0	2	0	0	0	0	0	0	4
40	6	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+su(3)+7(g2+su(2))"	43	189	0	3	0	0	0	0	0	0	4
40	7	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	40	206	0	1	0	0	0	0	0	0	3
40	7	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+7(g2+su(2))"	41	197	0	2	0	0	0	0	0	0	2
40	8	"3 e8+3 f5+su(3)+5(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	45	206	1	0	0	0	0	0	0	0	5
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+2 su(3)+6(g2+su(2))"	41	190	0	2	0	0	0	0	0	0	2
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+2 su(3)+6(g2+su(2))"	43	190	0	2	0	0	0	0	0	0	4
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+3 su(3)+6(g2+su(2))"	44	182	0	3	0	0	0	0	0	0	2
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+7(g2+su(2))"	42	197	1	1	0	0	0	0	0	0	4
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+so(8)+7(g2+su(2))"	44	169	1	1	1	0	0	0	0	0	6
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+so(8)+7(g2+su(2))"	45	169	1	1	1	0	0	0	0	0	4
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+so(8)+7(g2+su(2))"	46	169	1	1	1	0	0	0	0	0	2
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+so(8)+7(g2+su(2))"	47	169	1	1	1	0	0	0	0	0	6
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+so(8)+7(g2+su(2))"	48	169	1	1	1	0	0	0	0	0	2
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	42	170	0	1	1	0	0	0	0	0	2
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+su(3)+6(g2+su(2))"	40	198	0	1	0	0	0	0	0	0	3
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+su(3)+6(g2+su(2))"	42	198	0	1	0	0	0	0	0	0	2
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+su(3)+7(g2+su(2))"	43	189	1	2	0	0	0	0	0	0	6
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+4 f5+7(g2+su(2))"	45	145	1	1	0	1	0	0	0	0	4
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+4 f5+7(g2+su(2))"	46	145	1	1	0	1	0	0	0	0	6
40	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+4 f5+su(3)+6(g2+su(2))"	43	146	0	1	0	1	0	0	0	0	2
40	11	"3 e8+3 f5+su(3)+5(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	45	206	1	0	0	0	0	0	0	0	4
40	12	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+5(g2+su(2))+so(7)+2 su(2)"	45	204	1	0	0	0	0	0	0	0	3
40	12	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))+so(7)+2 su(2)"	41	195	1	1	0	0	0	0	0	0	2
40	12	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+7(g2+su(2))"	40	197	0	1	0	0	0	0	0	0	2
40	13	"3 e8+3 f5+su(3)+5(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	45	206	1	0	0	0	0	0	0	0	4
40	15	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+su(3)+5(g2+su(2))"	40	207	0	1	0	0	0	0	0	0	2
40	17	"3 e8+3 f5+su(3)+5(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	45	206	1	0	0	0	0	0	0	0	4
40	18	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+5(g2+su(2))+so(7)+2 su(2)"	45	204	1	0	0	0	0	0	0	0	3
40	19	"3 e8+3 f5+su(3)+5(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	45	206	1	0	0	0	0	0	0	0	4
40	20	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+2 su(3)+6(g2+su(2))"	40	190	0	1	0	0	0	0	0	0	2
40	20	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+3 su(3)+6(g2+su(2))"	44	182	0	2	0	0	0	0	0	0	3
40	20	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+7(g2+su(2))"	42	197	1	0	0	0	0	0	0	0	2
40	20	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+7(g2+su(2))"	45	197	1	0	0	0	0	0	0	0	13
40	20	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+8(g2+su(2))"	43	188	2	1	0	0	0	0	0	0	10
40	20	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+su(3)+6(g2+su(2))+so(7)+2 su(2)"	43	187	2	1	0	0	0	0	0	0	2
40	20	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+su(3)+7(g2+su(2))"	41	189	1	1	0	0	0	0	0	0	2
40	20	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+su(3)+7(g2+su(2))"	43	189	1	1	0	0	0	0	0	0	12
40	22	"2 e8+e7+3 f5+7(g2+su(2))"	"2 e8+2 e7+3 f5+6(g2+su(2))+so(7)+2 su(2)"	44	177	1	0	0	0	0	0	1	0	3
40	22	"2 e8+e7+3 f5+7(g2+su(2))"	"2 e8+2 e7+3 f5+6(g2+su(2))+so(7)+2 su(2)"	45	177	1	0	0	0	0	0	1	0	2
