"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
122	4	123	264	1	1	0	0	0	0	0	1
122	4	123	265	0	1	0	0	0	0	0	1
