"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
122	4	123	257	0	2	0	0	0	0	0	1	3
122	4	123	264	1	1	0	0	0	0	0	1	6
122	4	123	265	0	1	0	0	0	0	0	1	4
122	4	124	256	1	2	0	0	0	0	0	1	2
122	4	124	262	2	1	0	0	0	0	0	1	2
