"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
36	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e6+3 f4+6(g2+su(2))"	36	260	0	0	0	0	1	0	0	0	3
36	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e6+3 f4+so(8)+6(g2+su(2))"	36	232	0	0	1	0	1	0	0	0	2
36	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e6+4 f4+6(g2+su(2))"	37	208	0	0	0	1	1	0	0	0	2
36	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7'+3 f4+6(g2+su(2))"	36	233	0	0	0	0	0	1	0	0	2
36	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7+3 f4+6(g2+su(2))"	36	205	0	0	0	0	0	0	1	0	2
36	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7'+3 f4+so(8)+6(g2+su(2))"	37	205	0	0	1	0	0	1	0	0	2
36	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7+3 f4+so(8)+6(g2+su(2))"	38	177	0	0	1	0	0	0	1	0	2
36	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7'+3 f4+su(3)+6(g2+su(2))"	36	225	0	1	0	0	0	1	0	0	2
36	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7+3 f4+su(3)+6(g2+su(2))"	37	197	0	1	0	0	0	0	1	0	2
36	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7'+4 f4+6(g2+su(2))"	38	181	0	0	0	1	0	1	0	0	2
36	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7+4 f4+6(g2+su(2))"	39	153	0	0	0	1	0	0	1	0	2
36	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7'+e6+3 f4+6(g2+su(2))"	39	155	0	0	0	0	1	1	0	0	2
36	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7+e6+3 f4+6(g2+su(2))"	40	127	0	0	0	0	1	0	1	0	2
36	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7+e7'+3 f4+6(g2+su(2))"	41	100	0	0	0	0	0	1	1	0	2
36	1	"2 e8+3 f4+6(g2+su(2))"	"3 e8+3 f4+2 su(3)+6(g2+su(2))"	45	74	0	2	0	0	0	0	0	1	5
36	1	"2 e8+3 f4+6(g2+su(2))"	"3 e8+3 f4+6(g2+su(2))+so(7)+2 su(2)"	45	79	2	1	0	0	0	0	0	1	8
36	1	"2 e8+3 f4+6(g2+su(2))"	"3 e8+3 f4+7(g2+su(2))"	45	81	1	1	0	0	0	0	0	1	10
36	1	"2 e8+3 f4+6(g2+su(2))"	"3 e8+3 f4+su(3)+6(g2+su(2))"	45	82	0	1	0	0	0	0	0	1	3
36	1	"2 e8+3 f4+6(g2+su(2))"	"3 e8+3 f4+su(3)+7(g2+su(2))"	45	73	1	2	0	0	0	0	0	1	11
36	2	"2 e8+4 f4+su(3)+5(g2+su(2))"	"2 e8+e7'+4 f4+6(g2+su(2))"	40	181	1	0	0	0	0	1	0	0	5
36	2	"2 e8+4 f4+su(3)+5(g2+su(2))"	"2 e8+e7+4 f4+6(g2+su(2))"	41	153	1	0	0	0	0	0	1	0	8
36	2	"2 e8+4 f4+su(3)+5(g2+su(2))"	"2 e8+e7+4 f4+6(g2+su(2))"	42	153	1	0	0	0	0	0	1	0	3
36	2	"2 e8+4 f4+su(3)+5(g2+su(2))"	"2 e8+e7+4 f4+su(3)+6(g2+su(2))"	41	145	1	1	0	0	0	0	1	0	2
36	2	"2 e8+4 f4+su(3)+5(g2+su(2))"	"3 e8+4 f4+6(g2+su(2))"	44	38	1	0	0	0	0	0	0	1	5
36	5	"3 e8+2 f4+4(g2+su(2))"	"3 e8+2 f4+5(g2+su(2))"	36	151	0	1	0	0	0	0	0	0	2
36	9	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+5(g2+su(2))+so(7)+2 su(2)"	38	203	1	1	0	0	0	0	0	0	2
36	9	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+6(g2+su(2))"	38	205	0	1	0	0	0	0	0	0	2
36	9	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+6(g2+su(2))"	38	205	1	1	0	0	0	0	0	0	2
36	9	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+su(3)+5(g2+su(2))"	36	206	0	1	0	0	0	0	0	0	2
36	9	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+su(3)+6(g2+su(2))"	37	197	0	2	0	0	0	0	0	0	2
36	10	"2 e8+e7+3 f4+su(3)+5(g2+su(2))"	"2 e8+e7+3 f4+6(g2+su(2))"	38	205	1	0	0	0	0	0	0	0	2
36	10	"2 e8+e7+3 f4+su(3)+5(g2+su(2))"	"2 e8+e7+3 f4+6(g2+su(2))"	41	205	1	0	0	0	0	0	0	0	5
36	11	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+6(g2+su(2))"	38	205	1	1	0	0	0	0	0	0	4
36	11	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+su(3)+5(g2+su(2))"	36	206	0	1	0	0	0	0	0	0	2
36	12	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+6(g2+su(2))"	36	205	0	1	0	0	0	0	0	0	2
36	13	"2 e8+e7+3 f4+su(3)+5(g2+su(2))"	"2 e8+e7+3 f4+6(g2+su(2))"	41	205	1	0	0	0	0	0	0	0	5
36	16	"2 e8+e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+2 e7+2 f4+6(g2+su(2))+so(7)+2 su(2)"	45	113	1	1	0	0	0	0	1	0	2
36	16	"2 e8+e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+2 e7+2 f4+6(g2+su(2))+so(7)+2 su(2)"	46	113	1	1	0	0	0	0	1	0	2
36	16	"2 e8+e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+2 e7+2 f4+su(3)+5(g2+su(2))+so(7)+2 su(2)"	45	114	0	1	0	0	0	0	1	0	2
36	16	"2 e8+e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+e7+2 f4+6(g2+su(2))+so(7)+2 su(2)"	36	246	1	1	0	0	0	0	0	0	2
36	16	"2 e8+e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+e7+2 f4+so(8)+5(g2+su(2))+so(7)+2 su(2)"	36	227	0	0	1	0	0	0	0	0	2
36	16	"2 e8+e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+e7+2 f4+so(8)+su(3)+5(g2+su(2))+so(7)+2 su(2)"	36	219	0	1	1	0	0	0	0	0	2
36	16	"2 e8+e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+e7+2 f4+su(3)+5(g2+su(2))+so(7)+2 su(2)"	36	247	0	1	0	0	0	0	0	0	3
36	16	"2 e8+e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+e7+3 f4+5(g2+su(2))+so(7)+2 su(2)"	36	203	0	0	0	1	0	0	0	0	2
36	16	"2 e8+e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+e7+3 f4+so(8)+5(g2+su(2))+so(7)+2 su(2)"	38	175	0	0	1	1	0	0	0	0	2
36	16	"2 e8+e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+e7+3 f4+su(3)+5(g2+su(2))+so(7)+2 su(2)"	37	195	0	1	0	1	0	0	0	0	2
36	16	"2 e8+e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+e7+e6+2 f4+6(g2+su(2))+so(7)+2 su(2)"	41	168	1	1	0	0	1	0	0	0	3
36	17	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+6(g2+su(2))"	38	205	0	1	0	0	0	0	0	0	2
36	17	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+su(3)+5(g2+su(2))"	36	206	0	1	0	0	0	0	0	0	2
36	17	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+su(3)+6(g2+su(2))"	37	197	0	2	0	0	0	0	0	0	2
36	18	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+5(g2+su(2))+so(7)+2 su(2)"	38	203	1	1	0	0	0	0	0	0	2
36	18	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+6(g2+su(2))"	38	205	0	1	0	0	0	0	0	0	2
36	18	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+su(3)+5(g2+su(2))"	36	206	0	1	0	0	0	0	0	0	2
36	18	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+su(3)+6(g2+su(2))"	37	197	0	2	0	0	0	0	0	0	2
36	19	"2 e8+e6+3 f4+su(3)+5(g2+su(2))"	"2 e8+2 e6+3 f4+2 su(3)+5(g2+su(2))"	38	175	0	1	0	0	1	0	0	0	2
36	19	"2 e8+e6+3 f4+su(3)+5(g2+su(2))"	"2 e8+e6+3 f4+2 su(3)+5(g2+su(2))"	36	253	0	1	0	0	0	0	0	0	5
36	19	"2 e8+e6+3 f4+su(3)+5(g2+su(2))"	"2 e8+e6+3 f4+so(8)+2 su(3)+5(g2+su(2))"	36	225	0	1	1	0	0	0	0	0	2
36	19	"2 e8+e6+3 f4+su(3)+5(g2+su(2))"	"2 e8+e6+3 f4+su(3)+6(g2+su(2))"	36	252	1	1	0	0	0	0	0	0	2
