"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
36	1	"2 e8+3 f4+6(g2+su(2))"	"3 e8+3 f4+2 su(3)+6(g2+su(2))"	44	74	0	2	0	0	0	0	0	1	"[""s1:36->1 / s2:1->1 / s3:1->1""]"	"[""""]"
36	1	"2 e8+3 f4+6(g2+su(2))"	"3 e8+3 f4+2 su(3)+6(g2+su(2))"	45	74	0	2	0	0	0	0	0	1	"[""s1:36->1 / s2:1->1 / s3:1->2"",""s1:36->1 / s2:1->1 / s3:1->3"",""s1:36->1 / s2:1->1 / s3:1->4"",""s1:36->1 / s2:1->1 / s3:1->5"",""s1:36->1 / s2:1->2 / s3:1->2""]"	"["""","""","""","""",""""]"
36	1	"2 e8+3 f4+6(g2+su(2))"	"3 e8+3 f4+7(g2+su(2))"	44	81	1	1	0	0	0	0	0	1	"[""s1:36->1 / s2:1->1 / s3:1->1""]"	"[""s3:38->1""]"
36	1	"2 e8+3 f4+6(g2+su(2))"	"3 e8+3 f4+7(g2+su(2))"	45	81	1	1	0	0	0	0	0	1	"[""s1:36->1 / s2:1->1 / s3:1->2"",""s1:36->1 / s2:1->1 / s3:1->3"",""s1:36->1 / s2:1->1 / s3:1->4"",""s1:36->1 / s2:1->1 / s3:1->5"",""s1:36->1 / s2:1->2 / s3:1->1"",""s1:36->1 / s2:1->2 / s3:1->2"",""s1:36->1 / s2:1->2 / s3:1->3"",""s1:36->1 / s2:1->2 / s3:1->4"",""s1:36->1 / s2:1->2 / s3:1->5"",""s1:36->1 / s2:1->3 / s3:1->1""]"	"[""s3:38->1"",""s3:38->1"",""s3:38->1"",""s3:38->1"",""s3:38->1"",""s3:38->1"",""s3:38->1"",""s3:38->1"",""s3:38->1"",""s3:38->1""]"
36	1	"2 e8+3 f4+6(g2+su(2))"	"3 e8+3 f4+so(8)+su(3)+6(g2+su(2))"	45	54	0	1	1	0	0	0	0	1	"[""s1:36->1 / s2:1->1 / s3:1->1""]"	"[""""]"
36	2	"2 e8+4 f4+su(3)+5(g2+su(2))"	"2 e8+e7'+4 f4+su(3)+6(g2+su(2))"	40	173	1	1	0	0	0	1	0	0	"[""s1:1->1 / s2:36->1 / s3:1->1""]"	"[""s3:33->1""]"
36	2	"2 e8+4 f4+su(3)+5(g2+su(2))"	"2 e8+e7'+4 f4+su(3)+6(g2+su(2))"	42	173	1	1	0	0	0	1	0	0	"[""s1:1->1 / s2:36->1""]"	"[""s3:33->1""]"
36	2	"2 e8+4 f4+su(3)+5(g2+su(2))"	"2 e8+e7+4 f4+su(3)+6(g2+su(2))"	41	145	1	1	0	0	0	0	1	0	"[""s1:1->1 / s2:36->1"",""s1:1->1 / s2:36->1 / s3:1->1""]"	"[""s3:33->1"",""s3:33->1""]"
36	2	"2 e8+4 f4+su(3)+5(g2+su(2))"	"3 e8+4 f4+su(3)+6(g2+su(2))"	45	30	1	1	0	0	0	0	0	1	"[""s1:1->1 / s2:36->1""]"	"[""s3:33->1""]"
36	12	"2 e8+e7+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+6(g2+su(2))+so(7)+2 su(2)"	39	194	1	2	0	0	0	0	0	0	"[""s3:33->1""]"	"[""s1:36->1 / s2:1->1 / s3:38->1""]"
36	13	"2 e8+e7+3 f4+su(3)+5(g2+su(2))"	"2 e8+e7+3 f4+6(g2+su(2))+so(7)+2 su(2)"	39	194	2	1	0	0	0	0	0	0	"[""s3:3->1, 33->1""]"	"[""s1:1->1 / s2:36->1 / s3:37->1""]"
36	16	"2 e8+e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+2 e7+2 f4+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	43	106	0	2	0	0	0	0	1	0	"[""s1:36->1 / s2:1->1 / s3:1->1""]"	"[""""]"
36	16	"2 e8+e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+2 e7+2 f4+2 su(3)+5(g2+su(2))+so(7)+2 su(2)"	45	106	0	2	0	0	0	0	1	0	"[""s1:36->1 / s2:1->1 / s3:1->2""]"	"[""""]"
36	16	"2 e8+e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+2 e7+2 f4+6(g2+su(2))+so(7)+2 su(2)"	43	113	1	1	0	0	0	0	1	0	"[""s1:36->1 / s2:1->1 / s3:1->1""]"	"[""s3:38->1""]"
