"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
36	1	"2 e8+3 f5+6(g2+su(2))"	36	90	0	0	0	0	0	0	0	1	"s1:36→1"	""
36	1	"2 e8+3 f5+6(g2+su(2))"	36	205	0	0	0	0	0	0	1	0	"{s1:1→1, s1:36→1}"	""
36	1	"2 e8+3 f5+6(g2+su(2))"	36	233	0	0	0	0	0	1	0	0	"{s1:1→1, s1:36→1}"	""
36	1	"2 e8+3 f5+6(g2+su(2))"	36	260	0	0	0	0	1	0	0	0	"{s1:1→1, s1:1→1, 36→1, s1:36→1}"	""
36	1	"2 e8+3 f5+6(g2+su(2))"	37	233	0	0	0	0	0	1	0	0	"s1:1→1, 36→1"	""
36	1	"2 e8+3 f5+6(g2+su(2))"	38	205	0	0	0	0	0	0	1	0	"s1:1→1, 36→1"	""
36	2	"2 e8+4 f5+su(3)+5(g2+su(2))"	36	39	0	0	0	0	0	0	0	1	"s1:1→1"	""
36	2	"2 e8+4 f5+su(3)+5(g2+su(2))"	36	154	0	0	0	0	0	0	1	0	"s1:1→1"	""
36	2	"2 e8+4 f5+su(3)+5(g2+su(2))"	36	182	0	0	0	0	0	1	0	0	"s1:1→1"	""
36	2	"2 e8+4 f5+su(3)+5(g2+su(2))"	36	209	0	0	0	0	1	0	0	0	"s1:1→1"	""
36	2	"2 e8+4 f5+su(3)+5(g2+su(2))"	36	235	0	0	0	1	0	0	0	0	"s1:1→1"	""
36	2	"2 e8+4 f5+su(3)+5(g2+su(2))"	36	259	0	0	1	0	0	0	0	0	"s1:1→1"	""
36	3	"2 e8+4 f5+6(g2+su(2))"	36	38	0	0	0	0	0	0	0	1	"s1:1→1"	""
36	3	"2 e8+4 f5+6(g2+su(2))"	36	153	0	0	0	0	0	0	1	0	"s1:1→1"	""
36	3	"2 e8+4 f5+6(g2+su(2))"	36	181	0	0	0	0	0	1	0	0	"s1:1→1"	""
36	3	"2 e8+4 f5+6(g2+su(2))"	36	208	0	0	0	0	1	0	0	0	"s1:1→1"	""
36	3	"2 e8+4 f5+6(g2+su(2))"	36	234	0	0	0	1	0	0	0	0	"s1:1→1"	""
36	3	"2 e8+4 f5+6(g2+su(2))"	36	258	0	0	1	0	0	0	0	0	"s1:1→1"	""
36	4	"3 e8+2 f5+4(g2+su(2))"	36	151	0	1	0	0	0	0	0	0	""	"s1:1→1"
36	5	"3 e8+2 f5+4(g2+su(2))"	36	151	0	1	0	0	0	0	0	0	""	"s1:36→1"
36	7	"3 e8+2 f5+5(g2+su(2))"	36	142	0	1	0	0	0	0	0	0	""	"s1:36→1"
36	9	"2 e8+e7+3 f5+5(g2+su(2))"	36	205	0	1	0	0	0	0	0	0	""	"s1:36→1"
36	9	"2 e8+e7+3 f5+5(g2+su(2))"	36	206	0	1	0	0	0	0	0	0	"s1:2→1"	""
36	9	"2 e8+e7+3 f5+5(g2+su(2))"	38	205	0	1	0	0	0	0	0	0	"s1:2→1"	"s1:36→1"
36	10	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	36	205	1	0	0	0	0	0	0	0	""	"s1:36→1"
36	10	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	38	205	1	0	0	0	0	0	0	0	"s1:2→1"	"s1:36→1"
36	10	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	41	205	1	0	0	0	0	0	0	0	"{s1:33→1, s1:33→2, s1:33→3, s1:33→4, s1:33→5}"	"{s1:36→1, s1:36→1, s1:36→1, s1:36→1, s1:36→1}"
36	11	"2 e8+e7+3 f5+5(g2+su(2))"	36	206	0	1	0	0	0	0	0	0	"s1:36→1"	""
36	12	"2 e8+e7+3 f5+5(g2+su(2))"	36	205	0	1	0	0	0	0	0	0	""	"{s1:1→1, s1:36→1}"
36	12	"2 e8+e7+3 f5+5(g2+su(2))"	38	203	0	1	0	0	0	0	0	0	""	"s1:36→1, 1→1"
36	13	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	36	197	0	1	0	0	0	0	0	0	""	"s1:1→1"
36	13	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	36	205	1	0	0	0	0	0	0	0	""	"s1:36→1"
36	13	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	38	205	1	0	0	0	0	0	0	0	"s1:3→1"	"s1:36→1"
36	13	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	41	205	1	0	0	0	0	0	0	0	"{s1:33→1, s1:33→2, s1:33→3, s1:33→4, s1:33→5}"	"{s1:36→1, s1:36→1, s1:36→1, s1:36→1, s1:36→1}"
36	14	"3 e8+2 f5+4(g2+su(2))"	36	151	0	1	0	0	0	0	0	0	""	"s1:1→1"
36	16	"2 e8+e7+2 f5+5(g2+su(2))+so(7)+2 su(2)"	36	122	0	0	0	0	0	0	1	0	"s1:36→1"	""
36	16	"2 e8+e7+2 f5+5(g2+su(2))+so(7)+2 su(2)"	36	150	0	0	0	0	0	1	0	0	"s1:36→1"	""
36	16	"2 e8+e7+2 f5+5(g2+su(2))+so(7)+2 su(2)"	36	177	0	0	0	0	1	0	0	0	"s1:36→1"	""
36	16	"2 e8+e7+2 f5+5(g2+su(2))+so(7)+2 su(2)"	36	203	0	0	0	1	0	0	0	0	"{s1:1→1, s1:36→1}"	""
36	16	"2 e8+e7+2 f5+5(g2+su(2))+so(7)+2 su(2)"	36	227	0	0	1	0	0	0	0	0	"{s1:1→1, s1:36→1}"	""
36	16	"2 e8+e7+2 f5+5(g2+su(2))+so(7)+2 su(2)"	36	247	0	1	0	0	0	0	0	0	"{s1:1→1, s1:1→1, 36→1, s1:36→1}"	""
36	16	"2 e8+e7+2 f5+5(g2+su(2))+so(7)+2 su(2)"	37	227	0	0	1	0	0	0	0	0	"s1:1→1, 36→1"	""
36	16	"2 e8+e7+2 f5+5(g2+su(2))+so(7)+2 su(2)"	38	203	0	0	0	1	0	0	0	0	"s1:1→1, 36→1"	""
36	17	"2 e8+e7+3 f5+5(g2+su(2))"	36	205	0	1	0	0	0	0	0	0	""	"s1:36→1"
36	17	"2 e8+e7+3 f5+5(g2+su(2))"	36	206	0	1	0	0	0	0	0	0	"s1:2→1"	""
36	17	"2 e8+e7+3 f5+5(g2+su(2))"	38	205	0	1	0	0	0	0	0	0	"s1:2→1"	"s1:36→1"
36	18	"2 e8+e7+3 f5+5(g2+su(2))"	36	205	0	1	0	0	0	0	0	0	""	"s1:36→1"
36	18	"2 e8+e7+3 f5+5(g2+su(2))"	36	206	0	1	0	0	0	0	0	0	"s1:2→1"	""
36	18	"2 e8+e7+3 f5+5(g2+su(2))"	38	205	0	1	0	0	0	0	0	0	"s1:2→1"	"s1:36→1"
36	19	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	128	0	0	0	0	0	0	1	0	"s1:36→1"	""
36	19	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	156	0	0	0	0	0	1	0	0	"s1:36→1"	""
36	19	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	183	0	0	0	0	1	0	0	0	"s1:36→1"	""
36	19	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	209	0	0	0	1	0	0	0	0	"s1:36→1"	""
36	19	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	233	0	0	1	0	0	0	0	0	"s1:36→1"	""
36	19	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	253	0	1	0	0	0	0	0	0	"{s1:2→1, s1:2→1, 36→1, s1:36→1}"	""
36	20	"2 e8+e7'+3 f5+su(3)+5(g2+su(2))"	36	156	0	0	0	0	1	0	0	0	"s1:36→1"	""
36	20	"2 e8+e7'+3 f5+su(3)+5(g2+su(2))"	36	182	0	0	0	1	0	0	0	0	"s1:36→1"	""
36	20	"2 e8+e7'+3 f5+su(3)+5(g2+su(2))"	36	206	0	0	1	0	0	0	0	0	"s1:36→1"	""
36	20	"2 e8+e7'+3 f5+su(3)+5(g2+su(2))"	36	226	0	1	0	0	0	0	0	0	"s1:36→1"	""
36	20	"2 e8+e7'+3 f5+su(3)+5(g2+su(2))"	36	233	1	0	0	0	0	0	0	0	""	"s1:35→1"
36	20	"2 e8+e7'+3 f5+su(3)+5(g2+su(2))"	37	233	1	0	0	0	0	0	0	0	"s1:2→1"	"s1:35→1"
36	20	"2 e8+e7'+3 f5+su(3)+5(g2+su(2))"	41	233	1	0	0	0	0	0	0	0	"{s1:36→1, s1:36→2, s1:36→3}"	"{s1:35→1, s1:35→1, s1:35→1}"
36	20	"2 e8+e7'+3 f5+su(3)+5(g2+su(2))"	42	233	1	0	0	0	0	0	0	0	"{s1:36→4, s1:36→5}"	"{s1:35→1, s1:35→1}"
36	21	"2 e8+e7+3 f5+5(g2+su(2))"	36	205	0	1	0	0	0	0	0	0	""	"s1:36→1"
36	22	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	36	128	0	0	0	0	1	0	0	0	"s1:36→1"	""
36	22	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	36	154	0	0	0	1	0	0	0	0	"s1:36→1"	""
36	22	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	36	178	0	0	1	0	0	0	0	0	"s1:36→1"	""
36	22	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	36	198	0	1	0	0	0	0	0	0	"s1:36→1"	""
36	22	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	36	205	1	0	0	0	0	0	0	0	""	"s1:35→1"
36	22	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	38	205	1	0	0	0	0	0	0	0	"s1:2→1"	"s1:35→1"
36	22	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	41	205	1	0	0	0	0	0	0	0	"{s1:36→2, s1:36→3, s1:36→4, s1:36→5}"	"{s1:35→1, s1:35→1, s1:35→1, s1:35→1}"
36	23	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	36	197	0	1	0	0	0	0	0	0	""	"s1:1→1"
36	23	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	36	205	1	0	0	0	0	0	0	0	""	"s1:36→1"
36	23	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	41	205	1	0	0	0	0	0	0	0	"{s1:33→1, s1:33→2, s1:33→3, s1:33→4, s1:33→5}"	"{s1:36→1, s1:36→1, s1:36→1, s1:36→1, s1:36→1}"
36	24	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	36	197	0	1	0	0	0	0	0	0	""	"s1:1→1"
36	24	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	36	205	1	0	0	0	0	0	0	0	""	"s1:36→1"
36	24	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	41	205	1	0	0	0	0	0	0	0	"{s1:33→1, s1:33→2, s1:33→3, s1:33→4, s1:33→5}"	"{s1:36→1, s1:36→1, s1:36→1, s1:36→1, s1:36→1}"
36	26	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	13	0	0	0	0	0	0	0	1	"s1:1→1"	""
36	26	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	128	0	0	0	0	0	0	1	0	"s1:1→1"	""
36	26	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	156	0	0	0	0	0	1	0	0	"s1:1→1"	""
36	26	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	183	0	0	0	0	1	0	0	0	"s1:1→1"	""
36	26	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	209	0	0	0	1	0	0	0	0	"s1:1→1"	""
36	26	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	233	0	0	1	0	0	0	0	0	"s1:1→1"	""
36	26	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	253	0	1	0	0	0	0	0	0	"{s1:1→1, s1:1→1, 36→1, s1:36→1}"	""
36	27	"2 e8+e6+3 f5+6(g2+su(2))"	36	12	0	0	0	0	0	0	0	1	"s1:1→1"	""
36	27	"2 e8+e6+3 f5+6(g2+su(2))"	36	127	0	0	0	0	0	0	1	0	"s1:1→1"	""
36	27	"2 e8+e6+3 f5+6(g2+su(2))"	36	155	0	0	0	0	0	1	0	0	"s1:1→1"	""
36	27	"2 e8+e6+3 f5+6(g2+su(2))"	36	182	0	0	0	0	1	0	0	0	"s1:1→1"	""
36	27	"2 e8+e6+3 f5+6(g2+su(2))"	36	208	0	0	0	1	0	0	0	0	"s1:1→1"	""
36	27	"2 e8+e6+3 f5+6(g2+su(2))"	36	232	0	0	1	0	0	0	0	0	"s1:1→1"	""
36	27	"2 e8+e6+3 f5+6(g2+su(2))"	36	252	0	1	0	0	0	0	0	0	"s1:1→1"	""
36	28	"2 e8+e7'+3 f5+6(g2+su(2))"	36	100	0	0	0	0	0	0	1	0	"s1:1→1"	""
36	28	"2 e8+e7'+3 f5+6(g2+su(2))"	36	128	0	0	0	0	0	1	0	0	"s1:1→1"	""
36	28	"2 e8+e7'+3 f5+6(g2+su(2))"	36	155	0	0	0	0	1	0	0	0	"s1:1→1"	""
36	28	"2 e8+e7'+3 f5+6(g2+su(2))"	36	181	0	0	0	1	0	0	0	0	"s1:1→1"	""
36	28	"2 e8+e7'+3 f5+6(g2+su(2))"	36	205	0	0	1	0	0	0	0	0	"s1:1→1"	""
36	28	"2 e8+e7'+3 f5+6(g2+su(2))"	36	225	0	1	0	0	0	0	0	0	"s1:1→1"	""
36	29	"2 e8+e7'+3 f5+6(g2+su(2))"	36	100	0	0	0	0	0	0	1	0	"s1:1→1"	""
36	29	"2 e8+e7'+3 f5+6(g2+su(2))"	36	128	0	0	0	0	0	1	0	0	"s1:1→1"	""
36	29	"2 e8+e7'+3 f5+6(g2+su(2))"	36	155	0	0	0	0	1	0	0	0	"s1:1→1"	""
36	29	"2 e8+e7'+3 f5+6(g2+su(2))"	36	181	0	0	0	1	0	0	0	0	"s1:1→1"	""
36	29	"2 e8+e7'+3 f5+6(g2+su(2))"	36	205	0	0	1	0	0	0	0	0	"s1:1→1"	""
36	29	"2 e8+e7'+3 f5+6(g2+su(2))"	36	225	0	1	0	0	0	0	0	0	"s1:1→1"	""
36	30	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	128	0	0	0	0	0	0	1	0	"s1:1→1"	""
36	30	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	156	0	0	0	0	0	1	0	0	"s1:1→1"	""
36	30	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	183	0	0	0	0	1	0	0	0	"s1:1→1"	""
36	30	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	209	0	0	0	1	0	0	0	0	"s1:1→1"	""
36	30	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	233	0	0	1	0	0	0	0	0	"s1:1→1"	""
36	30	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	252	0	1	0	0	0	0	0	0	"s1:1→1"	"{s1:36→1, s1:36→1}"
36	30	"2 e8+e6+3 f5+su(3)+5(g2+su(2))"	36	253	0	1	0	0	0	0	0	0	"s1:1→1"	""
36	31	"2 e8+e6+3 f5+6(g2+su(2))"	36	127	0	0	0	0	0	0	1	0	"s1:1→1"	""
36	31	"2 e8+e6+3 f5+6(g2+su(2))"	36	155	0	0	0	0	0	1	0	0	"s1:1→1"	""
36	31	"2 e8+e6+3 f5+6(g2+su(2))"	36	182	0	0	0	0	1	0	0	0	"s1:1→1"	""
36	31	"2 e8+e6+3 f5+6(g2+su(2))"	36	208	0	0	0	1	0	0	0	0	"s1:1→1"	""
36	31	"2 e8+e6+3 f5+6(g2+su(2))"	36	232	0	0	1	0	0	0	0	0	"s1:1→1"	""
