"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
106	1	109	212	1	0	0	0	0	0	0	1
106	2	109	212	1	1	0	0	0	0	0	1
