"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
119	2	120	256	0	2	0	0	0	0	0	1	3
119	2	120	263	1	1	0	0	0	0	0	1	21
119	2	120	264	0	1	0	0	0	0	0	1	4
119	2	120	271	1	0	0	0	0	0	0	1	5
119	2	121	243	1	0	1	0	0	0	0	1	2
119	2	121	255	1	2	0	0	0	0	0	1	5
119	2	121	261	2	1	0	0	0	0	0	1	2
119	2	121	262	2	1	0	0	0	0	0	1	6
119	6	121	243	1	0	0	0	0	0	0	1	2
